
[00:00:00.000 --> 00:00:00.140]  
[00:00:00.140 --> 00:00:13.130]   Music
[00:37:34.930 --> 00:37:35.290]   price
[00:37:35.290 --> 00:37:35.510]   range
[00:37:35.510 --> 00:37:35.750]   but
[00:37:35.750 --> 00:37:35.810]   for
[00:37:35.810 --> 00:37:36.260]   someone
[00:37:36.260 --> 00:37:36.440]   like
[00:37:36.440 --> 00:37:36.700]   apple
[00:37:36.700 --> 00:37:36.920]   that
[00:37:36.920 --> 00:37:37.200]   could
[00:37:37.200 --> 00:37:37.600]   totally
[00:37:37.600 --> 00:37:37.700]   be
[00:37:37.700 --> 00:37:38.090]   awesome
[00:37:38.090 --> 00:37:38.370]   right
[00:37:38.370 --> 00:37:38.640]  .
[00:37:38.740 --> 00:37:38.980]  
[00:37:38.980 --> 00:37:39.120]   Maybe
[00:37:39.120 --> 00:37:39.190]   i
[00:37:39.190 --> 00:37:39.500]   mean
[00:37:39.500 --> 00:37:39.740]   you
[00:37:39.740 --> 00:37:40.040]   know
[00:37:40.040 --> 00:37:40.400]   maybe
[00:37:40.400 --> 00:37:40.880]   maybe
[00:37:40.880 --> 00:37:40.950]   it
[00:37:40.950 --> 00:37:41.410]  's
[00:37:41.410 --> 00:37:41.480]   like
[00:37:41.480 --> 00:37:41.560]   a
[00:37:41.560 --> 00:37:41.790]   five
[00:37:41.790 --> 00:37:42.330]   hundred
[00:37:42.330 --> 00:37:42.870]   dollars
[00:37:42.870 --> 00:37:42.940]   i
[00:37:42.940 --> 00:37:43.250]   mean
[00:37:43.250 --> 00:37:43.610]   just
[00:37:43.610 --> 00:37:43.790]   for
[00:37:43.790 --> 00:37:44.000]   one
[00:37:44.000 --> 00:37:44.550]   design
[00:37:44.550 --> 00:37:44.590]   a
[00:37:44.590 --> 00:37:44.780]   one
[00:37:44.780 --> 00:37:45.090]   page
[00:37:45.090 --> 00:37:45.440]  .
[00:37:45.440 --> 00:37:45.790]   We
[00:37:45.790 --> 00:37:45.850]   had
[00:37:45.850 --> 00:37:46.070]   five
[00:37:46.070 --> 00:37:46.350]   guys
[00:37:46.350 --> 00:37:46.490]   it
[00:37:46.490 --> 00:37:46.630]  's
[00:37:46.630 --> 00:37:46.900]   just
[00:37:46.900 --> 00:37:47.050]   we
[00:37:47.050 --> 00:37:47.330]   have
[00:37:47.330 --> 00:37:47.620]   five
[00:37:47.620 --> 00:37:48.240]   designers
[00:37:48.240 --> 00:37:48.380]   or
[00:37:48.380 --> 00:37:48.730]   girls
[00:37:48.730 --> 00:37:49.010]   what
[00:37:49.010 --> 00:37:49.220]   are
[00:37:49.220 --> 00:37:49.620]   five
[00:37:49.620 --> 00:37:49.920]   design
[00:37:49.920 --> 00:37:50.550]   designers
[00:37:50.550 --> 00:37:50.720]   it
[00:37:50.720 --> 00:37:50.980]   just
[00:37:50.980 --> 00:37:51.110]   is
[00:37:51.110 --> 00:37:51.320]   one
[00:37:51.320 --> 00:37:51.590]   page
[00:37:51.590 --> 00:37:51.900]  .
[00:37:51.900 --> 00:37:53.240]   You
[00:37:53.240 --> 00:37:53.640]   know
[00:37:53.640 --> 00:37:54.230]   i
[00:37:54.230 --> 00:37:54.300]   you
[00:37:54.300 --> 00:37:54.620]   know
[00:37:54.620 --> 00:37:54.880]   it
[00:37:54.880 --> 00:37:54.910]   a
[00:37:54.910 --> 00:37:55.410]   couple
[00:37:55.410 --> 00:37:55.900]   days
[00:37:55.900 --> 00:37:56.140]   that
[00:37:56.140 --> 00:37:56.220]   is
[00:37:56.220 --> 00:37:56.290]   a
[00:37:56.290 --> 00:37:56.690]   great
[00:37:56.690 --> 00:37:57.210]   business
[00:37:57.210 --> 00:37:57.490]   idea
[00:37:57.490 --> 00:37:57.770]   okay
[00:37:57.770 --> 00:37:57.910]   so
[00:37:57.910 --> 00:37:58.340]   ninety
[00:37:58.340 --> 00:37:58.620]   nine
[00:37:58.620 --> 00:37:59.360]   designs
[00:37:59.360 --> 00:37:59.380]   but
[00:37:59.380 --> 00:37:59.800]   rather
[00:37:59.800 --> 00:37:59.970]   than
[00:37:59.970 --> 00:38:00.340]   people
[00:38:00.340 --> 00:38:00.830]   pitching
[00:38:00.830 --> 00:38:01.160]   for
[00:38:01.160 --> 00:38:01.320]   it
[00:38:01.320 --> 00:38:01.400]   you
[00:38:01.400 --> 00:38:01.530]   just
[00:38:01.530 --> 00:38:01.750]   pick
[00:38:01.750 --> 00:38:02.110]   five
[00:38:02.110 --> 00:38:02.420]   designers
[00:38:02.420 --> 00:38:02.630]   and
[00:38:02.630 --> 00:38:02.740]   you
[00:38:02.740 --> 00:38:02.900]   pay
[00:38:02.900 --> 00:38:03.110]   them
[00:38:03.110 --> 00:38:03.160]   a
[00:38:03.160 --> 00:38:03.530]   hundred
[00:38:03.530 --> 00:38:03.900]   dollars
[00:38:03.900 --> 00:38:04.110]   each
[00:38:04.110 --> 00:38:04.210]   or
[00:38:04.210 --> 00:38:04.620]   whatever
[00:38:04.620 --> 00:38:04.840]  .
[00:38:05.160 --> 00:38:05.160]  
[00:38:05.160 --> 00:38:05.410]   So
[00:38:05.410 --> 00:38:05.480]   they
[00:38:05.480 --> 00:38:05.620]   do
[00:38:05.620 --> 00:38:05.700]   so
[00:38:05.700 --> 00:38:05.910]   they
[00:38:05.910 --> 00:38:06.070]   all
[00:38:06.070 --> 00:38:06.180]   do
[00:38:06.180 --> 00:38:06.390]   make
[00:38:06.390 --> 00:38:06.690]   money
[00:38:06.690 --> 00:38:06.820]   you
[00:38:06.820 --> 00:38:06.980]   pay
[00:38:06.980 --> 00:38:07.190]   them
[00:38:07.190 --> 00:38:07.240]   a
[00:38:07.240 --> 00:38:07.560]   couple
[00:38:07.560 --> 00:38:07.940]   hundred
[00:38:07.940 --> 00:38:08.050]   or
[00:38:08.050 --> 00:38:08.480]   whatever
[00:38:08.480 --> 00:38:08.910]   whatever
[00:38:08.910 --> 00:38:09.020]   it
[00:38:09.020 --> 00:38:09.130]   is
[00:38:09.130 --> 00:38:09.180]   i
[00:38:09.180 --> 00:38:09.380]   mean
[00:38:09.380 --> 00:38:09.610]   that
[00:38:09.610 --> 00:38:09.710]   is
[00:38:09.710 --> 00:38:09.760]   a
[00:38:09.760 --> 00:38:10.270]   great
[00:38:10.270 --> 00:38:10.630]   different
[00:38:10.630 --> 00:38:10.780]   a
[00:38:10.780 --> 00:38:10.940]   much
[00:38:10.940 --> 00:38:11.260]   better
[00:38:11.260 --> 00:38:11.450]   take
[00:38:11.450 --> 00:38:11.560]   the
[00:38:11.560 --> 00:38:11.870]   ninety
[00:38:11.870 --> 00:38:12.080]   nine
[00:38:12.080 --> 00:38:12.440]   designs
[00:38:12.440 --> 00:38:12.840]   concept
[00:38:12.840 --> 00:38:13.060]   yes
[00:38:13.060 --> 00:38:13.130]   i
[00:38:13.130 --> 00:38:13.490]   think
[00:38:13.490 --> 00:38:13.560]   i
[00:38:13.560 --> 00:38:13.780]   don
[00:38:13.780 --> 00:38:13.920]  't
[00:38:13.920 --> 00:38:14.210]   like
[00:38:14.210 --> 00:38:14.650]   ninety
[00:38:14.650 --> 00:38:14.960]   nine
[00:38:14.960 --> 00:38:15.380]   design
[00:38:15.380 --> 00:38:15.670]   some
[00:38:15.670 --> 00:38:16.110]   reason
[00:38:16.110 --> 00:38:16.180]   i
[00:38:16.180 --> 00:38:16.400]   don
[00:38:16.400 --> 00:38:16.540]  't
[00:38:16.540 --> 00:38:16.830]   like
[00:38:16.830 --> 00:38:16.970]   el
[00:38:16.970 --> 00:38:17.310]  ance
[00:38:17.310 --> 00:38:17.800]   and
[00:38:17.800 --> 00:38:17.950]   od
[00:38:17.950 --> 00:38:18.250]  essa
[00:38:18.250 --> 00:38:18.570]   just
[00:38:18.570 --> 00:38:18.740]  ,
[00:38:18.740 --> 00:38:19.060]   it
[00:38:19.060 --> 00:38:19.220]   just
[00:38:19.220 --> 00:38:19.700]   really
[00:38:19.700 --> 00:38:20.260]   becomes
[00:38:20.260 --> 00:38:20.340]   a
[00:38:20.340 --> 00:38:20.680]   race
[00:38:20.680 --> 00:38:20.820]   to
[00:38:20.820 --> 00:38:21.060]   the
[00:38:21.060 --> 00:38:21.550]   bottom
[00:38:21.550 --> 00:38:21.780]   and
[00:38:21.780 --> 00:38:21.930]   it
[00:38:21.930 --> 00:38:22.330]   just
[00:38:22.330 --> 00:38:22.610]   sort
[00:38:22.610 --> 00:38:22.800]   of
[00:38:22.800 --> 00:38:23.550]   disrespect
[00:38:23.550 --> 00:38:23.840]   the
[00:38:23.840 --> 00:38:24.270]   people
[00:38:24.270 --> 00:38:24.510]   who
[00:38:24.510 --> 00:38:24.810]   are
[00:38:24.810 --> 00:38:25.070]   true
[00:38:25.070 --> 00:38:25.400]  .
[00:38:25.540 --> 00:38:25.770]  
[00:38:25.770 --> 00:38:26.060]   Exper
[00:38:26.060 --> 00:38:26.220]  ts
[00:38:26.220 --> 00:38:26.630]   true
[00:38:26.630 --> 00:38:27.200]   crafts
[00:38:27.200 --> 00:38:27.670]  man
[00:38:27.670 --> 00:38:27.780]   and
[00:38:27.780 --> 00:38:27.970]   it
[00:38:27.970 --> 00:38:28.170]  's
[00:38:28.170 --> 00:38:28.600]   like
[00:38:28.600 --> 00:38:28.840]   you
[00:38:28.840 --> 00:38:28.930]   a
[00:38:28.930 --> 00:38:29.420]   bunch
[00:38:29.420 --> 00:38:29.610]   of
[00:38:29.610 --> 00:38:30.400]   students
[00:38:30.400 --> 00:38:30.590]   or
[00:38:30.590 --> 00:38:31.180]   people
[00:38:31.180 --> 00:38:31.470]   who
[00:38:31.470 --> 00:38:31.760]   are
[00:38:31.760 --> 00:38:32.240]   maybe
[00:38:32.240 --> 00:38:32.740]   under
[00:38:32.740 --> 00:38:33.530]   employed
[00:38:33.530 --> 00:38:34.100]   and
[00:38:34.100 --> 00:38:34.120]   and
[00:38:34.120 --> 00:38:34.280]   and
[00:38:34.280 --> 00:38:34.390]   so
[00:38:34.390 --> 00:38:34.500]   it
[00:38:34.500 --> 00:38:34.830]   brings
[00:38:34.830 --> 00:38:34.990]   the
[00:38:34.990 --> 00:38:35.290]   price
[00:38:35.290 --> 00:38:35.480]   down
[00:38:35.480 --> 00:38:35.740]   for
[00:38:35.740 --> 00:38:36.090]   everyone
[00:38:36.090 --> 00:38:36.240]   but
[00:38:36.240 --> 00:38:36.460]   also
[00:38:36.460 --> 00:38:36.790]   brings
[00:38:36.790 --> 00:38:36.970]   the
[00:38:36.970 --> 00:38:37.230]   real
[00:38:37.230 --> 00:38:37.590]   quality
[00:38:37.590 --> 00:38:37.770]   down
[00:38:37.770 --> 00:38:37.820]   i
[00:38:37.820 --> 00:38:38.040]   mean
[00:38:38.040 --> 00:38:38.200]   the
[00:38:38.200 --> 00:38:38.470]   stuff
[00:38:38.470 --> 00:38:38.630]   you
[00:38:38.630 --> 00:38:38.810]   get
[00:38:38.810 --> 00:38:38.900]   up
[00:38:38.900 --> 00:38:39.120]   nine
[00:38:39.120 --> 00:38:39.500]   designs
[00:38:39.500 --> 00:38:39.740]  ,
[00:38:39.740 --> 00:38:39.990]   my
[00:38:39.990 --> 00:38:40.200]   look
[00:38:40.200 --> 00:38:40.670]   pretty
[00:38:40.670 --> 00:38:41.230]   decent
[00:38:41.230 --> 00:38:41.290]   to
[00:38:41.290 --> 00:38:41.920]   somebody
[00:38:41.920 --> 00:38:42.150]   has
[00:38:42.150 --> 00:38:42.300]   no
[00:38:42.300 --> 00:38:42.600]  .
[00:38:42.600 --> 00:38:42.660]   I
[00:38:42.660 --> 00:38:42.980]   for
[00:38:42.980 --> 00:38:43.380]   designer
[00:38:43.380 --> 00:38:44.020]   aesthetics
[00:38:44.020 --> 00:38:44.150]   at
[00:38:44.150 --> 00:38:44.340]   all
[00:38:44.340 --> 00:38:44.530]   and
[00:38:44.530 --> 00:38:44.850]   maybe
[00:38:44.850 --> 00:38:44.980]   it
[00:38:44.980 --> 00:38:45.290]  's
[00:38:45.290 --> 00:38:45.300]   way
[00:38:45.300 --> 00:38:45.690]   better
[00:38:45.690 --> 00:38:45.950]   than
[00:38:45.950 --> 00:38:46.210]   what
[00:38:46.210 --> 00:38:46.470]   they
[00:38:46.470 --> 00:38:46.790]   could
[00:38:46.790 --> 00:38:47.050]   have
[00:38:47.050 --> 00:38:47.300]   done
[00:38:47.300 --> 00:38:47.490]   but
[00:38:47.490 --> 00:38:47.630]   it
[00:38:47.630 --> 00:38:47.760]  's
[00:38:47.760 --> 00:38:48.020]   just
[00:38:48.020 --> 00:38:48.150]   it
[00:38:48.150 --> 00:38:48.340]  's
[00:38:48.340 --> 00:38:48.570]   it
[00:38:48.570 --> 00:38:48.600]  's
[00:38:48.600 --> 00:38:48.870]   kind
[00:38:48.870 --> 00:38:49.000]   of
[00:38:49.000 --> 00:38:49.270]   lame
[00:38:49.270 --> 00:38:49.740]   usually
[00:38:49.740 --> 00:38:49.860]   in
[00:38:49.860 --> 00:38:50.540]   comparison
[00:38:50.540 --> 00:38:50.800]   what
[00:38:50.800 --> 00:38:51.060]   you
[00:38:51.060 --> 00:38:51.210]   get
[00:38:51.210 --> 00:38:51.480]   from
[00:38:51.480 --> 00:38:51.540]   a
[00:38:51.540 --> 00:38:51.810]   real
[00:38:51.810 --> 00:38:52.080]  .
[00:38:52.140 --> 00:38:52.370]  
[00:38:52.370 --> 00:38:52.630]   Designer
[00:38:52.630 --> 00:38:52.810]   but
[00:38:52.810 --> 00:38:52.930]   if
[00:38:52.930 --> 00:38:53.260]   you
[00:38:53.260 --> 00:38:53.290]   got
[00:38:53.290 --> 00:38:53.530]   five
[00:38:53.530 --> 00:38:53.740]  .
[00:38:53.740 --> 00:38:54.160]   You
[00:38:54.160 --> 00:38:54.250]   real
[00:38:54.250 --> 00:38:54.400]   high
[00:38:54.400 --> 00:38:54.830]   quality
[00:38:54.830 --> 00:38:55.320]   designer
[00:38:55.320 --> 00:38:55.500]   say
[00:38:55.500 --> 00:38:55.890]   look
[00:38:55.890 --> 00:38:56.060]   will
[00:38:56.060 --> 00:38:56.160]   pay
[00:38:56.160 --> 00:38:56.400]   this
[00:38:56.400 --> 00:38:56.760]   market
[00:38:56.760 --> 00:38:57.000]   rate
[00:38:57.000 --> 00:38:57.140]   i
[00:38:57.140 --> 00:38:57.300]   mean
[00:38:57.300 --> 00:38:57.520]   you
[00:38:57.520 --> 00:38:57.720]   know
[00:38:57.720 --> 00:38:58.210]   whatever
[00:38:58.210 --> 00:38:58.400]   the
[00:38:58.400 --> 00:38:58.750]   market
[00:38:58.750 --> 00:38:58.990]   rate
[00:38:58.990 --> 00:38:59.120]   is
[00:38:59.120 --> 00:38:59.230]   we
[00:38:59.230 --> 00:38:59.470]   know
[00:38:59.470 --> 00:38:59.710]   when
[00:38:59.710 --> 00:38:59.770]   i
[00:38:59.770 --> 00:39:00.010]   need
[00:39:00.010 --> 00:39:00.070]   a
[00:39:00.070 --> 00:39:00.450]   trying
[00:39:00.450 --> 00:39:00.550]   to
[00:39:00.550 --> 00:39:00.910]   change
[00:39:00.910 --> 00:39:01.150]   them
[00:39:01.150 --> 00:39:01.330]   cut
[00:39:01.330 --> 00:39:01.570]   them
[00:39:01.570 --> 00:39:01.930]   out
[00:39:01.930 --> 00:39:02.220]   but
[00:39:02.220 --> 00:39:02.270]   we
[00:39:02.270 --> 00:39:02.590]  're
[00:39:02.590 --> 00:39:02.720]   only
[00:39:02.720 --> 00:39:03.080]   gonna
[00:39:03.080 --> 00:39:03.470]   commit
[00:39:03.470 --> 00:39:03.640]   to
[00:39:03.640 --> 00:39:03.800]   one
[00:39:03.800 --> 00:39:04.070]   page
[00:39:04.070 --> 00:39:04.260]  ,
[00:39:04.260 --> 00:39:04.500]   you
[00:39:04.500 --> 00:39:04.780]   know
[00:39:04.780 --> 00:39:05.080]   when
[00:39:05.080 --> 00:39:05.300]   can
[00:39:05.300 --> 00:39:05.520]   one
[00:39:05.520 --> 00:39:05.970]   design
[00:39:05.970 --> 00:39:06.630]   thesis
[00:39:06.630 --> 00:39:06.650]   and
[00:39:06.650 --> 00:39:06.740]   we
[00:39:06.740 --> 00:39:06.920]  're
[00:39:06.920 --> 00:39:07.200]   gonna
[00:39:07.200 --> 00:39:07.310]   go
[00:39:07.310 --> 00:39:07.540]   five
[00:39:07.540 --> 00:39:07.650]   of
[00:39:07.650 --> 00:39:07.990]   you
[00:39:07.990 --> 00:39:08.030]   and
[00:39:08.030 --> 00:39:08.200]   you
[00:39:08.200 --> 00:39:08.430]   know
[00:39:08.430 --> 00:39:08.600]   you
[00:39:08.600 --> 00:39:08.770]   can
[00:39:08.770 --> 00:39:08.880]   at
[00:39:08.880 --> 00:39:09.070]   the
[00:39:09.070 --> 00:39:09.320]   next
[00:39:09.320 --> 00:39:09.570]   round
[00:39:09.570 --> 00:39:09.740]   you
[00:39:09.740 --> 00:39:09.970]   know
[00:39:09.970 --> 00:39:10.160]   we
[00:39:10.160 --> 00:39:10.250]   are
[00:39:10.250 --> 00:39:10.480]   okay
[00:39:10.480 --> 00:39:10.710]   well
[00:39:10.710 --> 00:39:10.940]   that
[00:39:10.940 --> 00:39:11.050]  's
[00:39:11.050 --> 00:39:11.220]   the
[00:39:11.220 --> 00:39:11.570]   design
[00:39:11.570 --> 00:39:12.150]   thesis
[00:39:12.150 --> 00:39:12.190]   we
[00:39:12.190 --> 00:39:12.290]   can
[00:39:12.290 --> 00:39:12.470]   also
[00:39:12.470 --> 00:39:12.670]   have
[00:39:12.670 --> 00:39:12.860]   five
[00:39:12.860 --> 00:39:13.190]   visions
[00:39:13.190 --> 00:39:13.290]   of
[00:39:13.290 --> 00:39:13.760]   something
[00:39:13.760 --> 00:39:13.940]  .
[00:39:13.940 --> 00:39:14.160]  
[00:39:14.160 --> 00:39:14.320]   Will
[00:39:14.320 --> 00:39:14.700]   this
[00:39:14.700 --> 00:39:15.080]   this
[00:39:15.080 --> 00:39:16.030]   discussion
[00:39:16.030 --> 00:39:16.310]   now
[00:39:16.310 --> 00:39:16.970]   reminds
[00:39:16.970 --> 00:39:17.160]   me
[00:39:17.160 --> 00:39:17.350]   of
[00:39:17.350 --> 00:39:18.110]   anything
[00:39:18.110 --> 00:39:18.390]   and
[00:39:18.390 --> 00:39:18.530]   i
[00:39:18.530 --> 00:39:18.950]   would
[00:39:18.950 --> 00:39:19.400]   love
[00:39:19.400 --> 00:39:19.590]   to
[00:39:19.590 --> 00:39:19.840]   ask
[00:39:19.840 --> 00:39:20.190]   you
[00:39:20.190 --> 00:39:20.690]   where
[00:39:20.690 --> 00:39:20.830]   the
[00:39:20.830 --> 00:39:21.210]   hell
[00:39:21.210 --> 00:39:21.490]   are
[00:39:21.490 --> 00:39:21.680]   we
[00:39:21.680 --> 00:39:22.060]   with
[00:39:22.060 --> 00:39:22.340]   any
[00:39:22.340 --> 00:39:22.620]   any
[00:39:22.620 --> 00:39:23.000]   food
[00:39:23.000 --> 00:39:23.420]  .
[00:39:23.420 --> 00:39:24.020]   Ok
[00:39:24.020 --> 00:39:24.050]   so
[00:39:24.050 --> 00:39:24.820]   where
[00:39:24.820 --> 00:39:25.130]   we
[00:39:25.130 --> 00:39:25.590]   are
[00:39:25.590 --> 00:39:25.900]   we
[00:39:25.900 --> 00:39:26.360]   are
[00:39:26.360 --> 00:39:26.860]  .
[00:39:26.860 --> 00:39:27.000]   Look
[00:39:27.000 --> 00:39:27.380]   at
[00:39:27.380 --> 00:39:27.810]   the
[00:39:27.810 --> 00:39:27.890]   in
[00:39:27.890 --> 00:39:28.280]   terms
[00:39:28.280 --> 00:39:28.420]   of
[00:39:28.420 --> 00:39:28.950]   design
[00:39:28.950 --> 00:39:29.120]   we
[00:39:29.120 --> 00:39:29.470]   have
[00:39:29.470 --> 00:39:29.730]   the
[00:39:29.730 --> 00:39:30.260]   design
[00:39:30.260 --> 00:39:30.420]   we
[00:39:30.420 --> 00:39:30.790]   have
[00:39:30.790 --> 00:39:30.860]   a
[00:39:30.860 --> 00:39:31.300]   loose
[00:39:31.300 --> 00:39:31.650]   with
[00:39:31.650 --> 00:39:31.910]   the
[00:39:31.910 --> 00:39:32.650]   feedback
[00:39:32.650 --> 00:39:32.870]   for
[00:39:32.870 --> 00:39:33.170]   dan
[00:39:33.170 --> 00:39:33.500]  iel
[00:39:33.500 --> 00:39:33.920]   writes
[00:39:33.920 --> 00:39:34.000]   a
[00:39:34.000 --> 00:39:34.350]   few
[00:39:34.350 --> 00:39:34.520]   few
[00:39:34.520 --> 00:39:35.050]   things
[00:39:35.050 --> 00:39:35.400]   just
[00:39:35.400 --> 00:39:35.750]   miss
[00:39:35.750 --> 00:39:36.100]   that
[00:39:36.100 --> 00:39:36.260]   we
[00:39:36.260 --> 00:39:36.620]   want
[00:39:36.620 --> 00:39:36.970]   done
[00:39:36.970 --> 00:39:37.140]   on
[00:39:37.140 --> 00:39:37.400]   the
[00:39:37.400 --> 00:39:37.840]  .
[00:39:38.280 --> 00:39:38.460]  
[00:39:38.460 --> 00:39:38.510]   What
[00:39:38.510 --> 00:39:38.550]  's
[00:39:38.550 --> 00:39:38.640]   it
[00:39:38.640 --> 00:39:38.950]   called
[00:39:38.950 --> 00:39:39.040]   the
[00:39:39.040 --> 00:39:39.220]   mood
[00:39:39.220 --> 00:39:39.450]   board
[00:39:39.450 --> 00:39:39.620]  .
[00:39:39.620 --> 00:39:40.740]   No
[00:39:40.740 --> 00:39:42.320]   not
[00:39:42.320 --> 00:39:43.940]   the
[00:39:43.940 --> 00:39:46.100]   mood
[00:39:46.100 --> 00:39:48.800]   board
[00:39:48.800 --> 00:39:50.460]  .
[00:39:50.460 --> 00:39:50.740]   Give
[00:39:50.740 --> 00:39:51.020]   a
[00:39:51.020 --> 00:39:51.090]   give
[00:39:51.090 --> 00:39:51.160]   a
[00:39:51.160 --> 00:39:51.860]   feedback
[00:39:51.860 --> 00:39:52.140]   we
[00:39:52.140 --> 00:39:52.210]   want
[00:39:52.210 --> 00:39:52.460]   that
[00:39:52.460 --> 00:39:52.850]   change
[00:39:52.850 --> 00:39:53.050]   but
[00:39:53.050 --> 00:39:53.330]   then
[00:39:53.330 --> 00:39:53.750]   also
[00:39:53.750 --> 00:39:54.010]   we
[00:39:54.010 --> 00:39:54.030]   want
[00:39:54.030 --> 00:39:54.170]   to
[00:39:54.170 --> 00:39:54.450]   move
[00:39:54.450 --> 00:39:54.940]   forward
[00:39:54.940 --> 00:39:55.080]   we
[00:39:55.080 --> 00:39:55.450]   want
[00:39:55.450 --> 00:39:55.500]   to
[00:39:55.500 --> 00:39:55.780]   move
[00:39:55.780 --> 00:39:56.280]   forward
[00:39:56.280 --> 00:39:56.540]   when
[00:39:56.540 --> 00:39:56.900]   are
[00:39:56.900 --> 00:39:56.910]   we
[00:39:56.910 --> 00:39:57.250]   gonna
[00:39:57.250 --> 00:39:57.560]   move
[00:39:57.560 --> 00:39:58.020]   forward
[00:39:58.020 --> 00:39:58.090]   j
[00:39:58.090 --> 00:39:58.580]  ason
[00:39:58.580 --> 00:39:58.710]   so
[00:39:58.710 --> 00:39:58.770]   the
[00:39:58.770 --> 00:39:59.150]   design
[00:39:59.150 --> 00:39:59.270]   is
[00:39:59.270 --> 00:39:59.680]   taking
[00:39:59.680 --> 00:40:00.030]   longer
[00:40:00.030 --> 00:40:00.280]   than
[00:40:00.280 --> 00:40:00.340]   i
[00:40:00.340 --> 00:40:00.460]  'd
[00:40:00.460 --> 00:40:00.950]   like
[00:40:00.950 --> 00:40:01.590]   and
[00:40:01.590 --> 00:40:01.690]   i
[00:40:01.690 --> 00:40:01.970]   think
[00:40:01.970 --> 00:40:02.320]   that
[00:40:02.320 --> 00:40:02.440]  's
[00:40:02.440 --> 00:40:02.750]   part
[00:40:02.750 --> 00:40:02.900]   of
[00:40:02.900 --> 00:40:03.120]   the
[00:40:03.120 --> 00:40:03.380]  .
[00:40:03.600 --> 00:40:03.600]  
[00:40:03.600 --> 00:40:03.840]   I
[00:40:03.840 --> 00:40:04.020]   think
[00:40:04.020 --> 00:40:04.270]   that
[00:40:04.270 --> 00:40:04.370]  's
[00:40:04.370 --> 00:40:04.630]   part
[00:40:04.630 --> 00:40:04.760]   of
[00:40:04.760 --> 00:40:04.950]   the
[00:40:04.950 --> 00:40:05.400]   problem
[00:40:05.400 --> 00:40:05.660]   with
[00:40:05.660 --> 00:40:05.960]   when
[00:40:05.960 --> 00:40:06.110]   you
[00:40:06.110 --> 00:40:06.370]   when
[00:40:06.370 --> 00:40:06.650]   you
[00:40:06.650 --> 00:40:06.810]   work
[00:40:06.810 --> 00:40:07.390]   with
[00:40:07.390 --> 00:40:07.790]   contractors
[00:40:07.790 --> 00:40:08.240]   because
[00:40:08.240 --> 00:40:08.500]   they
[00:40:08.500 --> 00:40:08.760]   have
[00:40:08.760 --> 00:40:09.080]   other
[00:40:09.080 --> 00:40:09.550]   clients
[00:40:09.550 --> 00:40:09.800]  .
[00:40:09.800 --> 00:40:09.890]   Right
[00:40:09.890 --> 00:40:10.490]   it
[00:40:10.490 --> 00:40:10.590]  's
[00:40:10.590 --> 00:40:10.720]   not
[00:40:10.720 --> 00:40:11.030]   like
[00:40:11.030 --> 00:40:11.180]   it
[00:40:11.180 --> 00:40:11.760]   things
[00:40:11.760 --> 00:40:11.960]   just
[00:40:11.960 --> 00:40:12.280]   move
[00:40:12.280 --> 00:40:12.350]   a
[00:40:12.350 --> 00:40:12.820]   little
[00:40:12.820 --> 00:40:13.280]   slower
[00:40:13.280 --> 00:40:13.630]   i
[00:40:13.630 --> 00:40:13.760]   think
[00:40:13.760 --> 00:40:14.100]  .
[00:40:14.100 --> 00:40:14.120]   I
[00:40:14.120 --> 00:40:14.740]  'm
[00:40:14.740 --> 00:40:14.770]   you
[00:40:14.770 --> 00:40:15.210]   know
[00:40:15.210 --> 00:40:15.780]   i
[00:40:15.780 --> 00:40:15.840]   mean
[00:40:15.840 --> 00:40:15.890]   i
[00:40:15.890 --> 00:40:16.230]   don
[00:40:16.230 --> 00:40:16.450]  't
[00:40:16.450 --> 00:40:16.910]   know
[00:40:16.910 --> 00:40:17.010]   i
[00:40:17.010 --> 00:40:17.460]   mean
[00:40:17.460 --> 00:40:17.980]   don
[00:40:17.980 --> 00:40:18.020]  't
[00:40:18.020 --> 00:40:18.360]   you
