
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.440]   Hot
[00:24:12.970 --> 00:24:13.110]   no
[00:24:13.110 --> 00:24:13.550]   agenda
[00:24:13.550 --> 00:24:14.200]   invasion
[00:24:14.200 --> 00:24:15.070]   media
[00:24:15.070 --> 00:24:17.320]   assassination
[00:24:19.000 --> 00:24:19.000]  
[00:24:19.000 --> 00:24:19.870]   I
[00:24:19.870 --> 00:24:20.030]  've
[00:24:20.030 --> 00:24:20.190]   had
[00:24:20.190 --> 00:24:20.240]   a
[00:24:20.240 --> 00:24:20.550]   number
[00:24:20.550 --> 00:24:20.650]   of
[00:24:20.650 --> 00:24:21.000]   people
[00:24:21.000 --> 00:24:21.250]   Who
[00:24:21.250 --> 00:24:21.330]   I
[00:24:21.330 --> 00:24:21.370]  've
[00:24:21.370 --> 00:24:22.230]   just
[00:24:22.230 --> 00:24:22.660]   mentioned
[00:24:22.660 --> 00:24:22.820]   no
[00:24:22.820 --> 00:24:23.320]   agenda
[00:24:23.320 --> 00:24:23.580]   to
[00:24:23.580 --> 00:24:23.890]   email
[00:24:23.890 --> 00:24:24.050]   me
[00:24:24.050 --> 00:24:24.440]   back
[00:24:24.440 --> 00:24:24.610]   or
[00:24:24.610 --> 00:24:25.040]   Tommy
[00:24:25.040 --> 00:24:25.410]   said
[00:24:25.410 --> 00:24:25.740]   dude
[00:24:25.740 --> 00:24:25.870]  .
[00:24:25.870 --> 00:24:25.900]   I
[00:24:25.900 --> 00:24:25.990]  'm
[00:24:25.990 --> 00:24:26.030]   a
[00:24:26.030 --> 00:24:26.280]   total
[00:24:26.280 --> 00:24:26.380]   no
[00:24:26.380 --> 00:24:26.700]   agenda
[00:24:26.700 --> 00:24:27.050]   addict
[00:24:27.050 --> 00:24:27.220]   now
[00:24:27.220 --> 00:24:27.820]   Like
[00:24:27.820 --> 00:24:28.200]   my
[00:24:28.200 --> 00:24:28.870]   buddy
[00:24:28.870 --> 00:24:29.480]   Phil
[00:24:29.480 --> 00:24:29.570]   this
[00:24:29.570 --> 00:24:29.640]   guy
[00:24:29.640 --> 00:24:30.020]   throw
[00:24:30.020 --> 00:24:30.240]   out
[00:24:30.240 --> 00:24:30.360]  .
[00:24:30.360 --> 00:24:30.380]   I
[00:24:30.380 --> 00:24:30.490]  'll
[00:24:30.490 --> 00:24:30.640]   show
[00:24:30.640 --> 00:24:30.750]   you
[00:24:30.750 --> 00:24:30.960]   right
[00:24:30.960 --> 00:24:31.360]  ,
[00:24:31.360 --> 00:24:31.520]   right
[00:24:31.520 --> 00:24:31.760]   well
[00:24:31.760 --> 00:24:31.850]  ,
[00:24:31.850 --> 00:24:31.980]   you
[00:24:31.980 --> 00:24:32.160]   know
[00:24:32.160 --> 00:24:32.290]   and
[00:24:32.290 --> 00:24:32.330]   I
[00:24:32.330 --> 00:24:32.420]  'm
[00:24:32.420 --> 00:24:32.550]   not
[00:24:32.550 --> 00:24:32.730]   even
[00:24:32.730 --> 00:24:32.890]   a
[00:24:32.890 --> 00:24:32.950]   huge
[00:24:32.950 --> 00:24:33.390]   listener
[00:24:33.390 --> 00:24:33.490]   like
[00:24:33.490 --> 00:24:33.660]   you
[00:24:33.660 --> 00:24:33.750]   are
[00:24:33.750 --> 00:24:34.020]   like
[00:24:34.020 --> 00:24:34.070]   I
[00:24:34.070 --> 00:24:34.490]   listen
[00:24:34.490 --> 00:24:34.630]   to
[00:24:34.630 --> 00:24:34.770]   me
[00:24:34.770 --> 00:24:35.050]   once
[00:24:35.050 --> 00:24:35.210]   or
[00:24:35.210 --> 00:24:35.470]   once
[00:24:35.470 --> 00:24:35.610]   in
[00:24:35.610 --> 00:24:35.680]   a
[00:24:35.680 --> 00:24:36.020]   while
[00:24:36.020 --> 00:24:36.280]   and
[00:24:36.280 --> 00:24:36.460]   Or
[00:24:36.460 --> 00:24:36.540]   N
[00:24:36.540 --> 00:24:36.800]  ani
[00:24:36.800 --> 00:24:37.060]   who
[00:24:37.060 --> 00:24:37.270]  's
[00:24:37.270 --> 00:24:37.580]   this
[00:24:37.580 --> 00:24:37.840]   guy
[00:24:37.840 --> 00:24:38.150]   was
[00:24:38.150 --> 00:24:38.270]   on
[00:24:38.270 --> 00:24:38.530]   the
[00:24:38.530 --> 00:24:38.790]   PHP
[00:24:38.790 --> 00:24:39.090]   pod
[00:24:39.090 --> 00:24:39.780]   classes
[00:24:39.780 --> 00:24:40.170]   PHP
[00:24:40.170 --> 00:24:40.860]   classes
[00:24:40.860 --> 00:24:41.640]   podcast
[00:24:41.640 --> 00:24:41.840]  .
[00:24:41.840 --> 00:24:42.000]   Yeah
[00:24:42.000 --> 00:24:42.690]  ,
[00:24:42.690 --> 00:24:42.840]   he
[00:24:42.840 --> 00:24:42.960]   he
[00:24:42.960 --> 00:24:43.170]   was
[00:24:43.170 --> 00:24:43.240]   he
[00:24:43.240 --> 00:24:43.330]  's
[00:24:43.330 --> 00:24:43.480]   kind
[00:24:43.480 --> 00:24:43.560]   of
[00:24:43.560 --> 00:24:43.600]   a
[00:24:43.600 --> 00:24:43.680]   co
[00:24:43.680 --> 00:24:43.720]  -
[00:24:43.720 --> 00:24:43.920]  host
[00:24:43.920 --> 00:24:44.180]   there
[00:24:44.180 --> 00:24:44.400]   with
[00:24:44.920 --> 00:24:45.030]  
[00:24:45.030 --> 00:24:45.290]   Manuel
[00:24:45.290 --> 00:24:45.590]   and
[00:24:45.590 --> 00:24:45.590]   he
[00:24:45.590 --> 00:24:45.800]  's
[00:24:45.800 --> 00:24:45.830]   he
[00:24:45.830 --> 00:24:46.070]   ping
[00:24:46.070 --> 00:24:46.190]  ed
[00:24:46.190 --> 00:24:46.310]   me
[00:24:46.310 --> 00:24:46.460]   on
[00:24:46.460 --> 00:24:46.800]   Google
[00:24:46.800 --> 00:24:47.040]   talk
[00:24:47.040 --> 00:24:47.160]   or
[00:24:47.160 --> 00:24:47.530]   Google
[00:24:47.530 --> 00:24:47.770]   what
[00:24:47.770 --> 00:24:48.020]   chat
[00:24:48.020 --> 00:24:48.130]   or
[00:24:48.130 --> 00:24:48.620]   whatever
[00:24:48.620 --> 00:24:48.800]  .
[00:24:48.800 --> 00:24:48.920]   He
[00:24:48.920 --> 00:24:49.040]  's
[00:24:49.040 --> 00:24:49.280]   like
[00:24:49.280 --> 00:24:49.400]  ,
[00:24:49.400 --> 00:24:49.520]   oh
[00:24:49.520 --> 00:24:49.700]   man
[00:24:49.700 --> 00:24:49.820]  ,
[00:24:49.820 --> 00:24:49.880]   I
[00:24:49.880 --> 00:24:50.000]  'm
[00:24:50.000 --> 00:24:50.490]   addicted
[00:24:50.490 --> 00:24:50.840]   now
[00:24:50.840 --> 00:24:51.150]   It
[00:24:51.150 --> 00:24:51.530]  's
[00:24:51.530 --> 00:24:51.770]   my
[00:24:51.770 --> 00:24:52.240]   new
[00:24:52.240 --> 00:24:53.520]   religion
[00:24:53.520 --> 00:24:53.660]  .
[00:24:53.660 --> 00:24:53.920]   Like
[00:24:53.920 --> 00:24:54.240]   really
[00:24:54.240 --> 00:24:54.280]   she
[00:24:54.280 --> 00:24:54.570]   talked
[00:24:54.570 --> 00:24:54.660]   to
[00:24:54.660 --> 00:24:55.000]   Justin
[00:24:55.000 --> 00:24:55.400]   But
[00:24:55.400 --> 00:24:55.510]   that
[00:24:55.510 --> 00:24:55.650]  's
[00:24:55.650 --> 00:24:56.010]   funny
[00:24:56.010 --> 00:24:56.270]  .
[00:24:56.270 --> 00:24:56.520]   Yeah
[00:24:56.520 --> 00:24:56.660]  ,
[00:24:56.660 --> 00:24:56.870]   no
[00:24:56.870 --> 00:24:56.940]  ,
[00:24:56.940 --> 00:24:57.090]   it
[00:24:57.090 --> 00:24:57.220]  's
[00:24:57.220 --> 00:24:57.360]   it
[00:24:57.360 --> 00:24:57.500]  's
[00:24:57.500 --> 00:24:57.680]   it
[00:24:57.680 --> 00:24:57.800]  's
[00:24:57.800 --> 00:24:58.160]   good
[00:24:58.160 --> 00:24:58.560]  .
[00:24:58.560 --> 00:24:58.680]   So
[00:24:58.680 --> 00:24:58.750]   I
[00:24:58.750 --> 00:24:58.900]  'm
[00:24:58.900 --> 00:24:59.200]   blog
[00:24:59.200 --> 00:24:59.520]   post
[00:24:59.520 --> 00:24:59.760]   My
[00:24:59.760 --> 00:25:00.310]   blog
[00:25:00.310 --> 00:25:00.740]   post
[00:25:00.740 --> 00:25:00.980]   is
[00:25:00.980 --> 00:25:02.000]   entitled
[00:25:02.000 --> 00:25:02.670]   forget
[00:25:02.670 --> 00:25:02.750]   the
[00:25:02.750 --> 00:25:03.080]   tech
[00:25:03.080 --> 00:25:03.580]   crunch
[00:25:03.580 --> 00:25:04.120]   launch
[00:25:04.120 --> 00:25:05.040]   Did
[00:25:05.040 --> 00:25:05.080]   you
[00:25:05.080 --> 00:25:05.660]   post
[00:25:05.660 --> 00:25:06.220]   it
[00:25:06.220 --> 00:25:06.280]   it
[00:25:06.280 --> 00:25:06.760]  ?
[00:25:06.760 --> 00:25:06.780]   No
[00:25:06.780 --> 00:25:06.790]  ,
[00:25:06.790 --> 00:25:06.810]   cuz
[00:25:06.810 --> 00:25:06.840]   I
[00:25:06.840 --> 00:25:06.920]   I
[00:25:06.920 --> 00:25:07.240]   wrote
[00:25:07.240 --> 00:25:07.370]   it
[00:25:07.370 --> 00:25:07.760]   really
[00:25:07.760 --> 00:25:08.220]   quickly
[00:25:08.220 --> 00:25:08.810]   yesterday
[00:25:08.810 --> 00:25:08.970]   in
[00:25:08.970 --> 00:25:09.330]   middle
[00:25:09.330 --> 00:25:09.460]   of
[00:25:09.460 --> 00:25:09.780]   doing
[00:25:09.780 --> 00:25:10.070]   work
[00:25:10.070 --> 00:25:10.360]   and
[00:25:10.960 --> 00:25:10.960]  
[00:25:10.960 --> 00:25:11.130]   You
[00:25:11.130 --> 00:25:11.380]   know
[00:25:11.380 --> 00:25:11.470]  ,
[00:25:11.470 --> 00:25:11.520]   I
[00:25:11.520 --> 00:25:11.630]  'd
[00:25:11.630 --> 00:25:11.970]   always
[00:25:11.970 --> 00:25:12.260]   spent
[00:25:12.260 --> 00:25:12.370]   my
[00:25:12.370 --> 00:25:12.630]   sort
[00:25:12.630 --> 00:25:12.710]   of
[00:25:12.710 --> 00:25:13.000]   plan
[00:25:13.000 --> 00:25:13.070]   at
[00:25:13.070 --> 00:25:13.260]   first
[00:25:13.260 --> 00:25:13.370]   was
[00:25:13.370 --> 00:25:13.440]   to
[00:25:13.440 --> 00:25:13.630]   write
[00:25:13.630 --> 00:25:13.660]   a
[00:25:13.660 --> 00:25:13.810]   post
[00:25:13.810 --> 00:25:13.840]   a
[00:25:13.840 --> 00:25:13.970]   day
[00:25:13.970 --> 00:25:14.080]   and
[00:25:14.080 --> 00:25:14.250]   write
[00:25:14.250 --> 00:25:14.280]   a
[00:25:14.280 --> 00:25:14.510]   really
[00:25:14.510 --> 00:25:14.800]   short
[00:25:14.800 --> 00:25:14.950]   But
[00:25:14.950 --> 00:25:14.980]   I
[00:25:14.980 --> 00:25:15.170]  've
[00:25:15.170 --> 00:25:15.450]   clearly
[00:25:15.450 --> 00:25:15.640]   that
[00:25:15.640 --> 00:25:15.730]  's
[00:25:15.730 --> 00:25:15.870]   not
[00:25:15.870 --> 00:25:15.960]   my
[00:25:15.960 --> 00:25:16.240]   style
[00:25:16.240 --> 00:25:16.490]  .
[00:25:16.490 --> 00:25:16.510]   I
[00:25:16.510 --> 00:25:16.680]   can
[00:25:16.680 --> 00:25:16.800]  't
[00:25:16.800 --> 00:25:17.110]   write
[00:25:17.110 --> 00:25:17.360]   like
[00:25:17.360 --> 00:25:17.520]   as
[00:25:17.520 --> 00:25:17.770]   is
[00:25:17.770 --> 00:25:18.510]   probably
[00:25:18.510 --> 00:25:19.070]   obvious
[00:25:19.070 --> 00:25:19.380]   by
[00:25:19.380 --> 00:25:19.610]   this
[00:25:19.610 --> 00:25:20.280]   podcast
[00:25:20.280 --> 00:25:20.340]  .
[00:25:20.340 --> 00:25:20.750]   I
[00:25:20.750 --> 00:25:20.950]   think
[00:25:20.950 --> 00:25:21.120]   so
[00:25:21.120 --> 00:25:21.300]   So
[00:25:21.300 --> 00:25:21.390]   I
[00:25:21.390 --> 00:25:21.560]  'm
[00:25:21.560 --> 00:25:22.000]   a
[00:25:22.000 --> 00:25:22.180]   little
[00:25:22.180 --> 00:25:22.450]   bit
[00:25:22.450 --> 00:25:22.630]   of
[00:25:22.630 --> 00:25:22.720]   a
[00:25:22.720 --> 00:25:23.250]   longer
[00:25:23.250 --> 00:25:23.600]   form
[00:25:23.600 --> 00:25:24.180]   writer
[00:25:24.180 --> 00:25:24.330]  .
[00:25:24.330 --> 00:25:24.480]   And
[00:25:24.480 --> 00:25:24.580]   so
[00:25:24.580 --> 00:25:24.630]   I
[00:25:24.630 --> 00:25:24.900]   wrote
[00:25:24.900 --> 00:25:24.990]   it
[00:25:24.990 --> 00:25:25.270]   just
[00:25:25.270 --> 00:25:25.500]   stream
[00:25:25.500 --> 00:25:25.600]   of
[00:25:25.600 --> 00:25:26.320]   consciousness
[00:25:26.320 --> 00:25:27.350]   Really
[00:25:27.350 --> 00:25:28.600]   quickly
[00:25:28.600 --> 00:25:28.730]   and
[00:25:28.730 --> 00:25:28.840]   of
[00:25:28.840 --> 00:25:29.190]   course
[00:25:29.190 --> 00:25:29.300]   in
[00:25:29.300 --> 00:25:29.590]   Sandy
[00:25:29.590 --> 00:25:30.010]   walks
[00:25:30.010 --> 00:25:30.040]   in
[00:25:30.040 --> 00:25:30.170]   she
[00:25:30.170 --> 00:25:30.230]  's
[00:25:30.230 --> 00:25:30.400]   like
[00:25:30.400 --> 00:25:30.430]   I
[00:25:30.430 --> 00:25:30.810]   thought
[00:25:30.810 --> 00:25:30.830]   you
[00:25:30.830 --> 00:25:30.920]  're
[00:25:30.920 --> 00:25:31.110]   gonna
[00:25:31.110 --> 00:25:31.300]   write
[00:25:31.300 --> 00:25:31.530]   really
[00:25:31.530 --> 00:25:31.720]   short
[00:25:31.720 --> 00:25:31.920]   ones
[00:25:31.920 --> 00:25:32.110]   like
[00:25:32.110 --> 00:25:32.250]   imp
[00:25:32.250 --> 00:25:32.480]  lying
[00:25:32.480 --> 00:25:32.680]   that
[00:25:32.680 --> 00:25:32.710]   I
[00:25:32.710 --> 00:25:32.900]   should
[00:25:32.900 --> 00:25:33.040]   have
[00:25:33.040 --> 00:25:33.080]   been
[00:25:33.080 --> 00:25:33.280]   working
[00:25:33.280 --> 00:25:33.800]   Right
[00:25:33.800 --> 00:25:34.110]  .
[00:25:34.110 --> 00:25:34.520]   Well
[00:25:34.520 --> 00:25:34.720]  ,
[00:25:34.720 --> 00:25:34.820]   I
[00:25:34.820 --> 00:25:35.340]   wrote
[00:25:35.340 --> 00:25:36.320]   something
[00:25:37.240 --> 00:25:37.240]  
[00:25:37.240 --> 00:25:37.490]   She
[00:25:37.490 --> 00:25:37.610]  's
[00:25:37.610 --> 00:25:37.910]   like
[00:25:37.910 --> 00:25:38.210]   fine
[00:25:38.210 --> 00:25:38.430]   and
[00:25:38.430 --> 00:25:38.680]   she
[00:25:38.680 --> 00:25:39.000]   left
[00:25:39.000 --> 00:25:39.110]   so
[00:25:39.110 --> 00:25:39.340]   then
[00:25:39.340 --> 00:25:39.430]   I
[00:25:39.430 --> 00:25:39.620]   felt
[00:25:39.620 --> 00:25:39.860]   that
[00:25:39.860 --> 00:25:39.900]   I
[00:25:39.900 --> 00:25:40.130]   felt
[00:25:40.130 --> 00:25:40.340]   too
[00:25:40.340 --> 00:25:40.700]   guilty
[00:25:40.700 --> 00:25:40.750]   to
[00:25:40.750 --> 00:25:41.100]   spend
[00:25:41.100 --> 00:25:41.270]   more
[00:25:41.270 --> 00:25:41.500]   time
[00:25:41.500 --> 00:25:41.610]   on
[00:25:41.610 --> 00:25:41.800]   it
[00:25:41.800 --> 00:25:41.890]   so
[00:25:41.890 --> 00:25:41.930]   I
[00:25:41.930 --> 00:25:42.250]   forward
[00:25:42.250 --> 00:25:42.340]  ed
[00:25:42.340 --> 00:25:42.460]   to
[00:25:42.460 --> 00:25:42.560]   you
[00:25:42.560 --> 00:25:42.690]   and
[00:25:42.690 --> 00:25:42.730]   I
[00:25:42.730 --> 00:25:42.960]   think
[00:25:42.960 --> 00:25:43.000]   I
[00:25:43.000 --> 00:25:43.230]   would
[00:25:43.230 --> 00:25:43.360]   you
[00:25:43.360 --> 00:25:43.580]   think
[00:25:43.580 --> 00:25:43.800]   and
[00:25:43.800 --> 00:25:44.720]   That
[00:25:44.720 --> 00:25:45.480]   was
[00:25:45.480 --> 00:25:45.930]   it
[00:25:45.930 --> 00:25:46.060]  .
[00:25:46.060 --> 00:25:46.180]   So
[00:25:46.180 --> 00:25:46.240]   I
[00:25:46.240 --> 00:25:46.570]   think
[00:25:46.570 --> 00:25:46.800]   this
[00:25:46.800 --> 00:25:47.280]   today
[00:25:47.280 --> 00:25:47.330]   I
[00:25:47.330 --> 00:25:47.490]  'll
[00:25:47.490 --> 00:25:47.810]   spend
[00:25:47.810 --> 00:25:48.000]   more
[00:25:48.000 --> 00:25:48.220]   time
[00:25:48.220 --> 00:25:48.520]   clean
[00:25:48.520 --> 00:25:48.610]   it
[00:25:48.610 --> 00:25:48.760]   up
[00:25:48.760 --> 00:25:48.950]   with
[00:25:48.950 --> 00:25:49.080]   some
[00:25:49.080 --> 00:25:49.280]   links
[00:25:49.280 --> 00:25:49.440]   in
[00:25:49.440 --> 00:25:49.860]   Edit
[00:25:49.860 --> 00:25:50.020]   a
[00:25:50.020 --> 00:25:50.380]   little
[00:25:50.380 --> 00:25:50.640]   bit
[00:25:50.640 --> 00:25:50.900]   and
[00:25:50.900 --> 00:25:51.160]   put
[00:25:51.160 --> 00:25:51.330]   it
[00:25:51.330 --> 00:25:51.470]   up
[00:25:51.470 --> 00:25:51.960]   there
[00:25:51.960 --> 00:25:52.280]   But
[00:25:52.280 --> 00:25:52.700]   that
[00:25:52.700 --> 00:25:53.020]   was
[00:25:53.020 --> 00:25:53.230]   my
[00:25:53.230 --> 00:25:53.770]   first
[00:25:53.770 --> 00:25:54.000]   go
[00:25:54.000 --> 00:25:54.520]   finally
[00:25:54.520 --> 00:25:54.960]   Jason
[00:25:54.960 --> 00:25:55.180]  's
[00:25:55.180 --> 00:25:55.720]   first
[00:25:55.720 --> 00:25:56.050]   real
[00:25:56.050 --> 00:25:56.410]   blog
[00:25:56.410 --> 00:25:56.820]   post
[00:25:56.820 --> 00:25:57.020]   K
[00:25:57.020 --> 00:25:57.460]  ota
[00:25:57.460 --> 00:25:57.780]  's
[00:25:57.780 --> 00:25:58.470]   oper
[00:25:58.470 --> 00:25:58.910]  and
[00:25:58.910 --> 00:25:59.070]   I
[00:25:59.070 --> 00:25:59.760]   calm
[00:25:59.760 --> 00:25:59.980]   K
[00:25:59.980 --> 00:26:00.050]  ota
[00:26:00.050 --> 00:26:00.090]  's
[00:26:00.090 --> 00:26:00.320]   oper
[00:26:00.320 --> 00:26:00.490]  and
[00:26:00.490 --> 00:26:00.660]  .
[00:26:00.660 --> 00:26:00.710]   I
[00:26:00.710 --> 00:26:00.940]   calm
[00:26:00.940 --> 00:26:01.170]   that
[00:26:01.170 --> 00:26:01.340]  's
[00:26:01.340 --> 00:26:01.640]   right
[00:26:01.640 --> 00:26:02.040]   so
[00:26:02.040 --> 00:26:02.540]   this
[00:26:02.540 --> 00:26:03.010]   is
[00:26:03.010 --> 00:26:03.300]   the
[00:26:03.300 --> 00:26:04.040]   first
[00:26:04.040 --> 00:26:04.520]   and
[00:26:04.520 --> 00:26:04.730]   So
[00:26:04.730 --> 00:26:05.050]   how
[00:26:05.050 --> 00:26:05.250]   do
[00:26:05.250 --> 00:26:05.560]   you
[00:26:05.560 --> 00:26:05.980]   have
[00:26:05.980 --> 00:26:06.290]   any
[00:26:06.290 --> 00:26:06.640]  ?
[00:26:06.720 --> 00:26:06.720]  
[00:26:06.720 --> 00:26:07.110]   Top
[00:26:07.110 --> 00:26:07.200]  ics
[00:26:07.200 --> 00:26:07.680]   actual
[00:26:07.680 --> 00:26:08.200]   actual
[00:26:08.200 --> 00:26:08.640]   topics
[00:26:08.640 --> 00:26:08.970]   like
[00:26:08.970 --> 00:26:09.280]   real
[00:26:09.280 --> 00:26:09.600]   live
[00:26:09.600 --> 00:26:10.130]   topics
[00:26:10.130 --> 00:26:10.300]  .
[00:26:10.300 --> 00:26:10.400]   Um
[00:26:10.400 --> 00:26:10.980]   Yeah
[00:26:10.980 --> 00:26:11.270]  ,
[00:26:11.270 --> 00:26:11.550]   so
[00:26:11.550 --> 00:26:12.270]   one
[00:26:12.270 --> 00:26:12.760]   thing
[00:26:12.760 --> 00:26:12.930]   I
[00:26:12.930 --> 00:26:13.300]  've
[00:26:13.300 --> 00:26:13.910]   been
[00:26:13.910 --> 00:26:13.990]   I
[00:26:13.990 --> 00:26:14.110]  've
[00:26:14.110 --> 00:26:14.320]   been
[00:26:14.320 --> 00:26:14.380]   I
[00:26:14.380 --> 00:26:14.580]   was
[00:26:14.580 --> 00:26:15.330]   researching
[00:26:15.330 --> 00:26:15.960]   yesterday
[00:26:15.960 --> 00:26:16.540]   was
[00:26:16.540 --> 00:26:17.580]   about
[00:26:17.580 --> 00:26:18.120]   PHP
[00:26:18.120 --> 00:26:18.250]   or
[00:26:18.250 --> 00:26:18.450]   the
[00:26:18.450 --> 00:26:19.020]   password
[00:26:19.020 --> 00:26:19.540]   security
[00:26:19.540 --> 00:26:20.140]   oh
[00:26:20.140 --> 00:26:20.220]  ,
[00:26:20.220 --> 00:26:20.920]   yeah
[00:26:20.920 --> 00:26:21.120]  ,
[00:26:21.120 --> 00:26:21.540]   and
[00:26:21.540 --> 00:26:21.750]   You
[00:26:21.750 --> 00:26:22.580]   know
[00:26:22.580 --> 00:26:22.670]   because
[00:26:22.670 --> 00:26:22.910]   you
[00:26:22.910 --> 00:26:23.220]   know
[00:26:23.220 --> 00:26:23.480]  ,
[00:26:23.480 --> 00:26:23.710]   most
[00:26:23.710 --> 00:26:23.880]   of
[00:26:23.880 --> 00:26:24.030]   us
[00:26:24.030 --> 00:26:24.250]   we
[00:26:24.250 --> 00:26:24.760]   started
[00:26:24.760 --> 00:26:25.060]   out
[00:26:25.060 --> 00:26:25.770]   storing
[00:26:25.770 --> 00:26:26.680]   passwords
[00:26:26.680 --> 00:26:26.880]   in
[00:26:26.880 --> 00:26:27.380]   clear
[00:26:27.380 --> 00:26:27.800]   text
[00:26:27.800 --> 00:26:28.200]   Do
[00:26:28.200 --> 00:26:28.480]   is
[00:26:28.480 --> 00:26:29.000]   you
[00:26:29.000 --> 00:26:29.680]   know
[00:26:29.680 --> 00:26:29.800]   cuz
[00:26:29.800 --> 00:26:29.970]   when
[00:26:29.970 --> 00:26:30.090]   you
[00:26:30.090 --> 00:26:30.260]   read
[00:26:30.260 --> 00:26:30.430]   your
[00:26:30.430 --> 00:26:30.840]   tutorials
[00:26:30.840 --> 00:26:30.960]   and
[00:26:30.960 --> 00:26:31.080]   you
[00:26:31.080 --> 00:26:31.190]  're
[00:26:31.190 --> 00:26:31.360]   like
[00:26:31.360 --> 00:26:31.410]  ,
[00:26:31.410 --> 00:26:31.480]   oh
[00:26:31.480 --> 00:26:31.550]  ,
[00:26:31.550 --> 00:26:31.720]   yeah
[00:26:31.720 --> 00:26:31.760]   I
[00:26:31.760 --> 00:26:31.890]   get
[00:26:31.890 --> 00:26:32.020]   the
[00:26:32.020 --> 00:26:32.450]   database
[00:26:32.450 --> 00:26:32.500]   the
[00:26:32.500 --> 00:26:32.850]   username
[00:26:32.850 --> 00:26:32.980]   and
[00:26:32.980 --> 00:26:33.100]   the
[00:26:33.100 --> 00:26:33.280]   user
[00:26:33.280 --> 00:26:33.360]   ID
[00:26:33.360 --> 00:26:33.480]   to
[00:26:33.480 --> 00:26:33.840]   password
[00:26:33.840 --> 00:26:33.960]   you
[00:26:33.960 --> 00:26:34.120]   pick
[00:26:34.120 --> 00:26:34.230]   in
[00:26:34.230 --> 00:26:34.320]   the
[00:26:34.320 --> 00:26:34.680]   database
[00:26:34.680 --> 00:26:34.830]   and
[00:26:34.830 --> 00:26:34.980]   you
[00:26:34.980 --> 00:26:35.260]   check
[00:26:35.260 --> 00:26:35.360]   it
[00:26:35.360 --> 00:26:35.420]   and
[00:26:35.420 --> 00:26:35.480]   you
[00:26:35.480 --> 00:26:35.540]  're
[00:26:35.540 --> 00:26:35.640]   like
[00:26:35.640 --> 00:26:35.740]  ,
[00:26:35.740 --> 00:26:35.960]   okay
[00:26:35.960 --> 00:26:35.960]  
[00:26:35.960 --> 00:26:36.210]   Then
[00:26:36.210 --> 00:26:36.290]   you
[00:26:36.290 --> 00:26:36.470]   just
[00:26:36.470 --> 00:26:36.620]   don
[00:26:36.620 --> 00:26:36.720]  't
[00:26:36.720 --> 00:26:37.000]   really
[00:26:37.000 --> 00:26:37.240]   think
[00:26:37.240 --> 00:26:37.480]   about
[00:26:37.480 --> 00:26:37.640]   it
[00:26:37.640 --> 00:26:37.750]   And
[00:26:37.750 --> 00:26:37.890]   then
[00:26:37.890 --> 00:26:37.960]   it
[00:26:37.960 --> 00:26:38.070]   was
[00:26:38.070 --> 00:26:38.370]   like
[00:26:38.370 --> 00:26:38.370]  ,
[00:26:38.370 --> 00:26:38.690]   you
[00:26:38.690 --> 00:26:38.840]   know
[00:26:38.840 --> 00:26:38.900]   a
[00:26:38.900 --> 00:26:39.190]   couple
[00:26:39.190 --> 00:26:39.440]   years
[00:26:39.440 --> 00:26:39.590]   ago
[00:26:39.590 --> 00:26:39.640]   a
[00:26:39.640 --> 00:26:39.790]   few
[00:26:39.790 --> 00:26:40.040]   years
[00:26:40.040 --> 00:26:40.200]   ago
[00:26:40.200 --> 00:26:40.370]   all
[00:26:40.370 --> 00:26:40.480]   of
[00:26:40.480 --> 00:26:40.530]   a
[00:26:40.530 --> 00:26:40.870]   sudden
[00:26:40.870 --> 00:26:41.210]   people
[00:26:41.210 --> 00:26:41.380]   are
[00:26:41.380 --> 00:26:41.620]   like
[00:26:41.620 --> 00:26:41.730]   Oh
[00:26:41.730 --> 00:26:41.840]   my
[00:26:41.840 --> 00:26:42.010]   god
[00:26:42.010 --> 00:26:42.120]  ,
[00:26:42.120 --> 00:26:42.350]   this
[00:26:42.350 --> 00:26:42.520]   mor
[00:26:42.520 --> 00:26:42.690]  ons
[00:26:42.690 --> 00:26:42.860]   are
[00:26:42.860 --> 00:26:43.260]   storing
[00:26:43.260 --> 00:26:43.540]   their
[00:26:43.540 --> 00:26:44.050]   passwords
[00:26:44.050 --> 00:26:44.160]   in
[00:26:44.160 --> 00:26:44.440]   clear
[00:26:44.440 --> 00:26:44.670]   text
[00:26:44.670 --> 00:26:44.840]  .
[00:26:44.840 --> 00:26:45.010]   You
[00:26:45.010 --> 00:26:45.190]  're
