
[00:00:00.000 --> 00:00:00.080]  
[00:00:00.080 --> 00:00:00.720]   Jing
[00:10:16.190 --> 00:10:16.480]   just
[00:10:16.480 --> 00:10:16.890]   enough
[00:10:16.890 --> 00:10:17.120]   to
[00:10:17.120 --> 00:10:17.520]   upgrade
[00:10:17.520 --> 00:10:17.800]   both
[00:10:17.800 --> 00:10:17.950]   of
[00:10:17.950 --> 00:10:18.150]   our
[00:10:18.150 --> 00:10:18.710]   audio
[00:10:18.710 --> 00:10:18.940]   kit
[00:10:18.940 --> 00:10:19.000]  .
[00:10:19.000 --> 00:10:19.000]  
[00:10:19.000 --> 00:10:19.800]   Because
[00:10:19.800 --> 00:10:19.990]  ,
[00:10:19.990 --> 00:10:20.430]   just
[00:10:20.430 --> 00:10:20.650]   to
[00:10:20.650 --> 00:10:21.420]   clarify
[00:10:21.420 --> 00:10:21.640]  ,
[00:10:21.640 --> 00:10:22.350]   what
[00:10:22.350 --> 00:10:22.520]   does
[00:10:22.520 --> 00:10:22.820]   an
[00:10:22.820 --> 00:10:23.290]   audio
[00:10:23.290 --> 00:10:23.680]   kit
[00:10:23.680 --> 00:10:24.390]   consist
[00:10:24.390 --> 00:10:24.610]   of
[00:10:24.610 --> 00:10:25.000]  ?
[00:10:25.000 --> 00:10:25.290]   Okay
[00:10:25.290 --> 00:10:25.870]  ,
[00:10:25.870 --> 00:10:25.960]   well
[00:10:25.960 --> 00:10:26.320]  ,
[00:10:26.320 --> 00:10:26.330]   we
[00:10:26.330 --> 00:10:26.710]   both
[00:10:26.710 --> 00:10:27.000]   got
[00:10:27.000 --> 00:10:27.000]  ...
[00:10:27.000 --> 00:10:27.170]   I
[00:10:27.170 --> 00:10:27.220]   just
[00:10:27.220 --> 00:10:27.540]   think
[00:10:27.540 --> 00:10:27.630]   it
[00:10:27.630 --> 00:10:27.720]  's
[00:10:27.720 --> 00:10:27.810]   fair
[00:10:27.810 --> 00:10:27.950]   for
[00:10:27.950 --> 00:10:28.270]   people
[00:10:28.270 --> 00:10:28.320]   to
[00:10:28.320 --> 00:10:28.500]   know
[00:10:28.500 --> 00:10:28.820]   exactly
[00:10:28.820 --> 00:10:29.000]   what
[00:10:29.000 --> 00:10:29.090]   we
[00:10:29.090 --> 00:10:29.320]   spent
[00:10:29.320 --> 00:10:29.450]   the
[00:10:29.450 --> 00:10:29.690]   money
[00:10:29.690 --> 00:10:29.780]   on
[00:10:29.780 --> 00:10:30.000]  .
[00:10:30.000 --> 00:10:30.480]   Okay
[00:10:30.480 --> 00:10:30.720]  ,
[00:10:30.720 --> 00:10:31.200]   well
[00:10:31.200 --> 00:10:31.680]  ,
[00:10:31.680 --> 00:10:31.780]   we
[00:10:31.780 --> 00:10:32.040]   got
[00:10:32.040 --> 00:10:32.460]   a
[00:10:32.460 --> 00:10:32.520]   Mic
[00:10:32.520 --> 00:10:33.000]   Port
[00:10:33.000 --> 00:10:33.360]   Pro
[00:10:33.360 --> 00:10:33.620]   by
[00:10:33.620 --> 00:10:33.720]   C
[00:10:33.720 --> 00:10:34.270]   Ent
[00:10:34.270 --> 00:10:34.680]  rance
[00:10:34.680 --> 00:10:35.000]  ,
[00:10:35.000 --> 00:10:35.600]   which
[00:10:35.600 --> 00:10:36.910]   essentially
[00:10:36.910 --> 00:10:37.140]   is
[00:10:37.140 --> 00:10:37.750]   a
[00:10:37.750 --> 00:10:37.770]   very
[00:10:37.770 --> 00:10:38.250]   good
[00:10:38.250 --> 00:10:38.910]   audio
[00:10:38.910 --> 00:10:39.720]   digital
[00:10:39.720 --> 00:10:40.730]   converter
[00:10:40.730 --> 00:10:41.000]  ,
[00:10:41.000 --> 00:10:41.470]   basically
[00:10:41.470 --> 00:10:41.590]  ,
[00:10:41.590 --> 00:10:41.710]   to
[00:10:41.710 --> 00:10:41.830]   USB
[00:10:41.830 --> 00:10:42.000]  .
[00:10:42.000 --> 00:10:42.250]   It
[00:10:42.250 --> 00:10:42.360]  's
[00:10:42.360 --> 00:10:42.960]   real
[00:10:42.960 --> 00:10:43.300]   high
[00:10:43.300 --> 00:10:43.730]   quality
[00:10:43.730 --> 00:10:44.000]  .
[00:10:44.000 --> 00:10:44.080]  
[00:10:44.080 --> 00:10:44.480]   Which
[00:10:44.480 --> 00:10:44.680]   is
[00:10:44.680 --> 00:10:45.430]   required
[00:10:45.430 --> 00:10:46.100]   because
[00:10:46.100 --> 00:10:46.190]   a
[00:10:46.190 --> 00:10:46.510]   USB
[00:10:46.510 --> 00:10:46.750]   mic
[00:10:46.750 --> 00:10:47.520]   plugged
[00:10:47.520 --> 00:10:48.180]   directly
[00:10:48.180 --> 00:10:48.560]   into
[00:10:48.560 --> 00:10:48.650]   a
[00:10:48.650 --> 00:10:49.000]   Mac
[00:10:49.000 --> 00:10:49.360]   picks
[00:10:49.360 --> 00:10:49.500]   up
[00:10:49.500 --> 00:10:49.570]   a
[00:10:49.570 --> 00:10:49.840]   ton
[00:10:49.840 --> 00:10:49.920]   of
[00:10:49.920 --> 00:10:50.280]   noise
[00:10:50.280 --> 00:10:50.570]   from
[00:10:50.570 --> 00:10:50.830]   the
[00:10:50.830 --> 00:10:51.290]   machine
[00:10:51.290 --> 00:10:51.820]   itself
[00:10:51.820 --> 00:10:52.000]  .
[00:10:52.000 --> 00:10:52.430]   Exactly
[00:10:52.430 --> 00:10:52.580]  ,
[00:10:52.580 --> 00:10:52.810]   yeah
[00:10:52.810 --> 00:10:53.000]  .
[00:10:53.000 --> 00:10:53.070]   A
[00:10:53.070 --> 00:10:53.270]   lot
[00:10:53.270 --> 00:10:53.300]   of
[00:10:53.300 --> 00:10:53.560]   audio
[00:10:53.560 --> 00:10:53.820]   noise
[00:10:53.820 --> 00:10:54.000]  .
[00:10:54.000 --> 00:10:54.150]   All
[00:10:54.150 --> 00:10:54.300]   the
[00:10:54.300 --> 00:10:54.600]   ground
[00:10:54.600 --> 00:10:54.760]  ,
[00:10:54.760 --> 00:10:54.850]   all
[00:10:54.850 --> 00:10:55.000]   the
[00:10:55.000 --> 00:10:55.450]   different
[00:10:55.450 --> 00:10:55.700]   audio
[00:10:55.700 --> 00:10:55.850]   and
[00:10:55.850 --> 00:10:56.000]   all
[00:10:56.000 --> 00:10:56.200]   that
[00:10:56.200 --> 00:10:56.550]   stuff
[00:10:56.550 --> 00:10:56.600]  ,
[00:10:56.600 --> 00:10:56.800]   right
[00:10:56.800 --> 00:10:57.000]  ?
[00:10:57.000 --> 00:10:57.170]   And
[00:10:57.170 --> 00:10:57.390]   that
[00:10:57.390 --> 00:10:57.500]  's
[00:10:57.500 --> 00:10:58.010]   150
[00:10:58.010 --> 00:10:58.460]   bucks
[00:10:58.460 --> 00:10:58.560]   for
[00:10:58.560 --> 00:10:58.820]   that
[00:10:58.820 --> 00:10:59.000]   thing
[00:10:59.000 --> 00:10:59.000]  .
[00:10:59.000 --> 00:10:59.200]   And
[00:10:59.200 --> 00:10:59.330]   it
[00:10:59.330 --> 00:10:59.490]   is
[00:10:59.490 --> 00:10:59.730]   very
[00:10:59.730 --> 00:10:59.860]  ,
[00:10:59.860 --> 00:11:00.270]   very
[00:11:00.270 --> 00:11:00.860]   professional
[00:11:00.860 --> 00:11:01.000]  .
[00:11:01.000 --> 00:11:01.280]   And
[00:11:01.280 --> 00:11:01.640]   even
[00:11:01.640 --> 00:11:02.180]   though
[00:11:02.180 --> 00:11:02.230]   it
[00:11:02.230 --> 00:11:02.390]  's
[00:11:02.390 --> 00:11:02.800]   cheap
[00:11:02.800 --> 00:11:03.140]  ,
[00:11:03.140 --> 00:11:03.190]   it
[00:11:03.190 --> 00:11:03.280]  's
[00:11:03.280 --> 00:11:03.560]   good
[00:11:03.560 --> 00:11:04.040]   enough
[00:11:04.040 --> 00:11:04.280]   that
[00:11:04.280 --> 00:11:04.990]   professional
[00:11:04.990 --> 00:11:05.300]   voice
[00:11:05.300 --> 00:11:05.530]  over
[00:11:05.530 --> 00:11:06.000]   artists
[00:11:06.000 --> 00:11:06.000]   use
[00:11:06.000 --> 00:11:06.000]   it
[00:11:06.000 --> 00:11:06.000]  .
[00:11:06.000 --> 00:11:06.320]   That
[00:11:06.320 --> 00:11:06.330]  's
[00:11:06.330 --> 00:11:06.780]   actually
[00:11:06.780 --> 00:11:06.950]   how
[00:11:06.950 --> 00:11:07.050]   I
[00:11:07.050 --> 00:11:07.280]   found
[00:11:07.280 --> 00:11:07.390]   it
[00:11:07.390 --> 00:11:07.780]   through
[00:11:07.780 --> 00:11:08.050]   the
[00:11:08.050 --> 00:11:08.230]   voice
[00:11:08.230 --> 00:11:08.780]  over
[00:11:08.780 --> 00:11:08.780]   forums
[00:11:08.780 --> 00:11:09.000]  .
[00:11:09.000 --> 00:11:09.560]  
[00:11:09.560 --> 00:11:09.620]   Right
[00:11:09.620 --> 00:11:10.000]  .
[00:11:10.000 --> 00:11:10.230]   And
[00:11:10.230 --> 00:11:10.490]   then
[00:11:10.490 --> 00:11:10.700]   the
[00:11:10.700 --> 00:11:10.910]   mic
[00:11:10.910 --> 00:11:11.190]   that
[00:11:11.190 --> 00:11:11.330]   we
[00:11:11.330 --> 00:11:11.540]  're
[00:11:11.540 --> 00:11:11.930]   using
[00:11:11.930 --> 00:11:12.030]   is
[00:11:12.030 --> 00:11:12.730]   basically
[00:11:12.730 --> 00:11:12.740]   a
[00:11:12.740 --> 00:11:12.870]   Sh
[00:11:12.870 --> 00:11:13.080]  ure
[00:11:13.080 --> 00:11:13.780]   microphone
[00:11:13.780 --> 00:11:14.000]  .
[00:11:14.000 --> 00:11:14.080]   I
[00:11:14.080 --> 00:11:14.170]   can
[00:11:14.170 --> 00:11:14.250]  't
[00:11:14.250 --> 00:11:14.600]   remember
[00:11:14.600 --> 00:11:14.730]   the
[00:11:14.730 --> 00:11:15.000]   model
[00:11:15.000 --> 00:11:15.260]   number
[00:11:15.260 --> 00:11:15.340]   off
[00:11:15.340 --> 00:11:15.470]   the
[00:11:15.470 --> 00:11:15.680]   top
[00:11:15.680 --> 00:11:15.760]   of
[00:11:15.760 --> 00:11:16.000]   my
[00:11:16.000 --> 00:11:16.000]   head
[00:11:16.000 --> 00:11:16.000]  .
[00:11:16.000 --> 00:11:16.350]   But
[00:11:16.350 --> 00:11:16.560]   it
[00:11:16.560 --> 00:11:16.700]   is
[00:11:16.700 --> 00:11:17.640]   pretty
[00:11:17.640 --> 00:11:17.690]   good
[00:11:17.690 --> 00:11:18.000]  .
[00:11:18.000 --> 00:11:18.180]   It
[00:11:18.180 --> 00:11:18.250]  's
[00:11:18.250 --> 00:11:18.320]   the
[00:11:18.320 --> 00:11:18.510]   kind
[00:11:18.510 --> 00:11:18.600]   of
[00:11:18.600 --> 00:11:19.070]   microphone
[00:11:19.070 --> 00:11:19.260]   that
[00:11:19.260 --> 00:11:19.400]   you
[00:11:19.400 --> 00:11:19.490]  'd
[00:11:19.490 --> 00:11:19.630]   use
[00:11:19.630 --> 00:11:19.720]   on
[00:11:19.720 --> 00:11:20.000]   stage
[00:11:20.000 --> 00:11:20.160]   if
[00:11:20.160 --> 00:11:20.300]   you
[00:11:20.300 --> 00:11:20.550]   were
[00:11:20.550 --> 00:11:21.000]   singing
[00:11:21.000 --> 00:11:21.210]   or
[00:11:21.210 --> 00:11:21.870]   maybe
[00:11:21.870 --> 00:11:21.950]   if
[00:11:21.950 --> 00:11:22.270]   you
[00:11:22.270 --> 00:11:22.690]   went
[00:11:22.690 --> 00:11:22.900]   to
[00:11:22.900 --> 00:11:23.000]   B
[00:11:23.000 --> 00:11:23.210]  ik
[00:11:23.210 --> 00:11:23.640]  ram
[00:11:23.640 --> 00:11:24.000]   Yoga
[00:11:24.000 --> 00:11:25.000]  .
[00:11:25.000 --> 00:11:25.080]   The
[00:11:25.080 --> 00:11:25.170]   guys
[00:11:25.170 --> 00:11:25.350]   walking
[00:11:25.350 --> 00:11:25.520]   around
[00:11:25.520 --> 00:11:25.600]   with
[00:11:25.600 --> 00:11:25.670]   the
[00:11:25.670 --> 00:11:25.770]   mics
[00:11:25.770 --> 00:11:25.900]   there
[00:11:25.900 --> 00:11:26.000]  ,
[00:11:26.000 --> 00:11:26.330]   they
[00:11:26.330 --> 00:11:26.990]   probably
[00:11:26.990 --> 00:11:27.240]   use
[00:11:27.240 --> 00:11:27.400]   Sh
[00:11:27.400 --> 00:11:27.830]  ures
[00:11:27.830 --> 00:11:28.000]  .
[00:11:28.000 --> 00:11:28.170]   They
[00:11:28.170 --> 00:11:28.300]  're
[00:11:28.300 --> 00:11:28.470]   very
[00:11:28.470 --> 00:11:28.840]   rugged
[00:11:28.840 --> 00:11:28.860]   and
[00:11:28.860 --> 00:11:29.030]   they
[00:11:29.030 --> 00:11:29.160]  've
[00:11:29.160 --> 00:11:29.290]   got
[00:11:29.290 --> 00:11:29.460]   very
[00:11:29.460 --> 00:11:29.640]   good
[00:11:29.640 --> 00:11:29.860]   audio
[00:11:29.860 --> 00:11:30.000]  .
[00:11:30.000 --> 00:11:30.490]   And
[00:11:30.490 --> 00:11:30.560]   how
[00:11:30.560 --> 00:11:30.830]   much
[00:11:30.830 --> 00:11:31.080]   did
[00:11:31.080 --> 00:11:31.410]   that
[00:11:31.410 --> 00:11:31.870]   cost
[00:11:31.870 --> 00:11:32.000]  ?
[00:11:32.000 --> 00:11:32.570]   150
[00:11:32.570 --> 00:11:32.630]   bucks
[00:11:32.630 --> 00:11:33.000]  .
[00:11:33.000 --> 00:11:33.930]   Okay
[00:11:33.930 --> 00:11:34.000]  .
[00:11:34.000 --> 00:11:34.260]   And
[00:11:34.260 --> 00:11:34.690]   those
[00:11:34.690 --> 00:11:34.950]   are
[00:11:34.950 --> 00:11:35.210]   two
[00:11:35.210 --> 00:11:36.000]  ...
[00:11:36.000 --> 00:11:36.000]  
[00:11:36.000 --> 00:11:36.260]   And
[00:11:36.260 --> 00:11:36.870]   another
[00:11:36.870 --> 00:11:37.150]   set
[00:11:37.150 --> 00:11:37.300]   of
[00:11:37.300 --> 00:11:38.180]   headphones
[00:11:38.180 --> 00:11:38.350]   as
[00:11:38.350 --> 00:11:38.660]   well
[00:11:38.660 --> 00:11:39.000]  .
[00:11:39.000 --> 00:11:39.290]   And
[00:11:39.290 --> 00:11:39.350]   there
[00:11:39.350 --> 00:11:39.430]  's
[00:11:39.430 --> 00:11:39.600]   some
[00:11:39.600 --> 00:11:39.770]   Sony
[00:11:39.770 --> 00:11:40.270]   headphones
[00:11:40.270 --> 00:11:40.340]   for
[00:11:40.340 --> 00:11:40.500]   like
[00:11:40.500 --> 00:11:40.770]   20
[00:11:40.770 --> 00:11:40.990]   bucks
[00:11:40.990 --> 00:11:41.070]   or
[00:11:41.070 --> 00:11:41.460]   something
[00:11:41.460 --> 00:11:41.550]  ,
[00:11:41.550 --> 00:11:41.770]   right
[00:11:41.770 --> 00:11:42.000]  ?
[00:11:42.000 --> 00:11:42.280]   Yeah
[00:11:42.280 --> 00:11:42.570]  ,
[00:11:42.570 --> 00:11:42.630]   and
[00:11:42.630 --> 00:11:42.840]   the
[00:11:42.840 --> 00:11:43.230]   whole
[00:11:43.230 --> 00:11:43.540]   point
[00:11:43.540 --> 00:11:43.680]   of
[00:11:43.680 --> 00:11:44.000]   them
[00:11:44.000 --> 00:11:44.150]   is
[00:11:44.150 --> 00:11:44.310]   that
[00:11:44.310 --> 00:11:44.520]   they
[00:11:44.520 --> 00:11:44.670]  're
[00:11:44.670 --> 00:11:44.880]   kind
[00:11:44.880 --> 00:11:45.000]   of
[00:11:45.000 --> 00:11:45.000]   big
[00:11:45.000 --> 00:11:45.000]   enough
[00:11:45.000 --> 00:11:45.220]   that
[00:11:45.220 --> 00:11:45.440]   they
[00:11:45.440 --> 00:11:45.600]   don
[00:11:45.600 --> 00:11:45.710]  't
[00:11:45.710 --> 00:11:46.290]   completely
[00:11:46.290 --> 00:11:46.530]   cover
[00:11:46.530 --> 00:11:46.670]   up
[00:11:46.670 --> 00:11:47.000]   your
[00:11:47.000 --> 00:11:47.000]  --
[00:11:47.000 --> 00:11:47.380]   they
[00:11:47.380 --> 00:11:47.660]   kind
[00:11:47.660 --> 00:11:47.980]   of
[00:11:47.980 --> 00:11:48.160]   go
[00:11:48.160 --> 00:11:48.810]   completely
[00:11:48.810 --> 00:11:49.300]   around
[00:11:49.300 --> 00:11:49.950]   your
[00:11:49.950 --> 00:11:50.000]   ears
[00:11:50.000 --> 00:11:50.000]  .
[00:11:50.000 --> 00:11:50.770]   Because
[00:11:50.770 --> 00:11:51.090]   you
[00:11:51.090 --> 00:11:51.540]   have
[00:11:51.540 --> 00:11:51.850]   to
[00:11:51.850 --> 00:11:52.000]  --
[00:11:52.000 --> 00:11:52.200]   because
[00:11:52.200 --> 00:11:52.280]   you
[00:11:52.280 --> 00:11:52.370]  've
[00:11:52.370 --> 00:11:52.440]   got
[00:11:52.440 --> 00:11:52.560]   this
[00:11:52.560 --> 00:11:52.660]   kind
[00:11:52.660 --> 00:11:52.720]   of
[00:11:52.720 --> 00:11:52.850]   heavy
[00:11:52.850 --> 00:11:53.160]   mic
[00:11:53.160 --> 00:11:53.290]   going
[00:11:53.290 --> 00:11:53.510]   over
[00:11:53.510 --> 00:11:53.750]   your
[00:11:53.750 --> 00:11:54.000]   ears
[00:11:54.000 --> 00:11:54.230]   like
[00:11:54.230 --> 00:11:54.240]   a
[00:11:54.240 --> 00:11:54.420]   pair
[00:11:54.420 --> 00:11:54.510]   of
[00:11:54.510 --> 00:11:54.840]   glasses
[00:11:54.840 --> 00:11:55.000]  .
[00:11:55.000 --> 00:11:55.160]   If
[00:11:55.160 --> 00:11:55.560]   you
[00:11:55.560 --> 00:11:55.660]   use
[00:11:55.660 --> 00:11:55.740]   a
[00:11:55.740 --> 00:11:56.230]   normal
[00:11:56.230 --> 00:11:56.810]   headset
[00:11:56.810 --> 00:11:57.000]  ,
[00:11:57.000 --> 00:11:57.120]   it
[00:11:57.120 --> 00:11:57.390]   kind
[00:11:57.390 --> 00:11:57.410]   of
[00:11:57.410 --> 00:11:57.780]   presses
[00:11:57.780 --> 00:11:57.980]   into
[00:11:57.980 --> 00:11:58.190]   your
[00:11:58.190 --> 00:11:58.390]   ears
[00:11:58.390 --> 00:11:58.810]   and
[00:11:58.810 --> 00:11:58.990]   hurts
[00:11:58.990 --> 00:11:59.000]  .
[00:11:59.000 --> 00:11:59.340]   Well
[00:11:59.340 --> 00:11:59.510]  ,
[00:11:59.510 --> 00:11:59.770]   and
[00:11:59.770 --> 00:12:00.030]   the
[00:12:00.030 --> 00:12:00.370]   deal
[00:12:00.370 --> 00:12:00.540]   is
[00:12:00.540 --> 00:12:00.800]   too
[00:12:00.800 --> 00:12:01.000]  ,
[00:12:01.000 --> 00:12:01.100]   as
[00:12:01.100 --> 00:12:01.210]   you
[00:12:01.210 --> 00:12:01.550]   explained
[00:12:01.550 --> 00:12:01.630]   to
[00:12:01.630 --> 00:12:01.750]   me
[00:12:01.750 --> 00:12:02.000]   offline
[00:12:02.000 --> 00:12:02.000]  ,
[00:12:02.000 --> 00:12:02.000]  
[00:12:02.000 --> 00:12:02.210]   is
[00:12:02.210 --> 00:12:02.630]   that
[00:12:02.630 --> 00:12:03.090]   for
[00:12:03.090 --> 00:12:04.230]   professional
[00:12:04.230 --> 00:12:04.760]   audio
[00:12:04.760 --> 00:12:04.960]  ,
[00:12:04.960 --> 00:12:05.340]   you
[00:12:05.340 --> 00:12:05.450]   don
[00:12:05.450 --> 00:12:05.580]  't
[00:12:05.580 --> 00:12:05.870]   have
[00:12:05.870 --> 00:12:06.160]   like
[00:12:06.160 --> 00:12:06.220]   a
[00:12:06.220 --> 00:12:06.760]   headset
[00:12:06.760 --> 00:12:07.000]  .
[00:12:07.000 --> 00:12:07.250]   The
[00:12:07.250 --> 00:12:07.400]   ear
[00:12:07.400 --> 00:12:07.800]  phones
[00:12:07.800 --> 00:12:08.070]   and
[00:12:08.070 --> 00:12:08.190]   the
[00:12:08.190 --> 00:12:08.850]   microphone
[00:12:08.850 --> 00:12:09.050]   are
[00:12:09.050 --> 00:12:09.250]   not
[00:12:09.250 --> 00:12:09.780]   attached
[00:12:09.780 --> 00:12:10.000]  .
[00:12:10.000 --> 00:12:10.280]   They
[00:12:10.280 --> 00:12:10.420]  're
[00:12:10.420 --> 00:12:10.600]   not
[00:12:10.600 --> 00:12:10.780]   the
[00:12:10.780 --> 00:12:11.020]   same
[00:12:11.020 --> 00:12:11.460]   system
[00:12:11.460 --> 00:12:11.500]  ,
[00:12:11.500 --> 00:12:11.800]   right
[00:12:11.800 --> 00:12:12.000]  ?
[00:12:12.000 --> 00:12:12.220]   Which
[00:12:12.220 --> 00:12:12.360]   you
[00:12:12.360 --> 00:12:12.740]   explained
[00:12:12.740 --> 00:12:12.820]   to
[00:12:12.820 --> 00:12:12.900]   me
[00:12:12.900 --> 00:12:13.120]   about
[00:12:13.120 --> 00:12:13.340]   three
[00:12:13.340 --> 00:12:13.730]   different
[00:12:13.730 --> 00:12:14.000]   times
[00:12:14.000 --> 00:12:14.060]   and
[00:12:14.060 --> 00:12:14.740]   I
[00:12:14.740 --> 00:12:14.780]   kept
[00:12:14.780 --> 00:12:15.300]   asking
[00:12:15.300 --> 00:12:15.580]   you
[00:12:15.580 --> 00:12:16.040]   about
[00:12:16.040 --> 00:12:16.520]   why
[00:12:16.520 --> 00:12:16.600]   the
[00:12:16.600 --> 00:12:17.000]   hell
[00:12:17.000 --> 00:12:17.120]   you
[00:12:17.120 --> 00:12:17.350]   couldn
[00:12:17.350 --> 00:12:17.420]  't
[00:12:17.420 --> 00:12:17.540]   get
[00:12:17.540 --> 00:12:17.580]   a
[00:12:17.580 --> 00:12:18.000]   microphone
[00:12:18.000 --> 00:12:18.000]  .
[00:12:18.000 --> 00:12:18.130]   Yeah
[00:12:18.130 --> 00:12:18.190]  ,
[00:12:18.190 --> 00:12:18.290]   acc
[00:12:18.290 --> 00:12:18.450]  using
[00:12:18.450 --> 00:12:18.510]  ly
[00:12:18.510 --> 00:12:18.570]  ,
[00:12:18.570 --> 00:12:18.670]   you
[00:12:18.670 --> 00:12:18.770]  're
[00:12:18.770 --> 00:12:18.890]   like
[00:12:18.890 --> 00:12:18.990]  ,
[00:12:18.990 --> 00:12:19.290]   "
[00:12:19.290 --> 00:12:19.560]  Why
[00:12:19.560 --> 00:12:20.000]  ?
[00:12:20.000 --> 00:12:20.050]   I
[00:12:20.050 --> 00:12:20.300]   don
[00:12:20.300 --> 00:12:20.310]  't
[00:12:20.310 --> 00:12:20.660]   believe
[00:12:20.660 --> 00:12:20.760]   it
[00:12:20.760 --> 00:12:21.000]  ."
[00:12:21.000 --> 00:12:21.160]   It
[00:12:21.160 --> 00:12:21.710]   just
[00:12:21.710 --> 00:12:21.830]   seems
[00:12:21.830 --> 00:12:21.980]   so
[00:12:21.980 --> 00:12:22.740]   ridiculous
[00:12:22.740 --> 00:12:23.000]  .
[00:12:23.000 --> 00:12:23.030]   I
[00:12:23.030 --> 00:12:23.180]   just
[00:12:23.180 --> 00:12:23.300]   don
[00:12:23.300 --> 00:12:23.360]  't
[00:12:23.360 --> 00:12:23.740]   understand
[00:12:23.740 --> 00:12:23.850]   why
[00:12:23.850 --> 00:12:24.000]  .
[00:12:24.000 --> 00:12:24.160]   But
[00:12:24.160 --> 00:12:24.490]   anyway
[00:12:24.490 --> 00:12:24.600]  ,
[00:12:24.600 --> 00:12:24.710]   so
[00:12:24.710 --> 00:12:24.930]   that
[00:12:24.930 --> 00:12:25.040]  's
[00:12:25.040 --> 00:12:25.220]   the
[00:12:25.220 --> 00:12:25.580]   reality
[00:12:25.580 --> 00:12:25.690]   of
[00:12:25.690 --> 00:12:25.860]   it
[00:12:25.860 --> 00:12:26.000]  .
[00:12:26.000 --> 00:12:26.130]   If
[00:12:26.130 --> 00:12:26.330]   you
[00:12:26.330 --> 00:12:26.600]   want
[00:12:26.600 --> 00:12:26.660]   a
[00:12:26.660 --> 00:12:27.060]   really
[00:12:27.060 --> 00:12:27.600]   good
[00:12:27.600 --> 00:12:28.140]   professional
[00:12:28.140 --> 00:12:28.610]   quality
[00:12:28.610 --> 00:12:28.760]   mic
[00:12:28.760 --> 00:12:29.000]  ,
[00:12:29.000 --> 00:12:29.160]   you
[00:12:29.160 --> 00:12:29.370]   have
[00:12:29.370 --> 00:12:29.470]   to
[00:12:29.470 --> 00:12:29.680]   have
[00:12:29.680 --> 00:12:29.730]   a
[00:12:29.730 --> 00:12:30.160]   separate
[00:12:30.160 --> 00:12:30.320]   set
[00:12:30.320 --> 00:12:30.420]   of
[00:12:30.420 --> 00:12:31.000]   headphones
[00:12:31.000 --> 00:12:31.030]  
[00:12:31.030 --> 00:12:31.200]   and
[00:12:31.200 --> 00:12:31.330]   it
[00:12:31.330 --> 00:12:31.480]  's
[00:12:31.480 --> 00:12:31.550]   a
[00:12:31.550 --> 00:12:32.050]   separate
[00:12:32.050 --> 00:12:32.380]   sort
[00:12:32.380 --> 00:12:32.470]   of
[00:12:32.470 --> 00:12:32.770]   setup
[00:12:32.770 --> 00:12:33.000]  .
[00:12:33.000 --> 00:12:33.230]   And
[00:12:33.230 --> 00:12:33.280]   so
[00:12:33.280 --> 00:12:33.510]   that
[00:12:33.510 --> 00:12:33.620]  's
[00:12:33.620 --> 00:12:33.810]   why
[00:12:33.810 --> 00:12:34.000]  .
[00:12:34.000 --> 00:12:34.150]   So
[00:12:34.150 --> 00:12:34.520]   those
[00:12:34.520 --> 00:12:34.740]   are
[00:12:34.740 --> 00:12:34.960]   the
[00:12:34.960 --> 00:12:35.440]   three
[00:12:35.440 --> 00:12:35.770]   pieces
[00:12:35.770 --> 00:12:36.060]   that
[00:12:36.060 --> 00:12:36.350]   make
[00:12:36.350 --> 00:12:36.500]   up
[00:12:36.500 --> 00:12:36.720]   the
[00:12:36.720 --> 00:12:37.000]   kit
[00:12:37.000 --> 00:12:37.000]  .
[00:12:37.000 --> 00:12:37.500]   And
[00:12:37.500 --> 00:12:37.830]   in
[00:12:37.830 --> 00:12:38.660]   total
[00:12:38.660 --> 00:12:39.000]  ,
[00:12:39.000 --> 00:12:39.210]   and
[00:12:39.210 --> 00:12:39.460]   that
[00:12:39.460 --> 00:12:39.790]   times
[00:12:39.790 --> 00:12:40.050]   two
[00:12:40.050 --> 00:12:40.160]   is
[00:12:40.160 --> 00:12:40.610]   pretty
[00:12:40.610 --> 00:12:41.160]   much
[00:12:41.160 --> 00:12:41.730]   700
[00:12:41.730 --> 00:12:41.980]   and
[00:12:41.980 --> 00:12:42.710]   something
[00:12:42.710 --> 00:12:43.000]  .
[00:12:43.000 --> 00:12:44.560]   Yeah
[00:12:44.560 --> 00:12:45.000]  .
[00:12:45.000 --> 00:12:45.080]   No
[00:12:45.080 --> 00:12:45.150]  ,
[00:12:45.150 --> 00:12:45.230]   it
[00:12:45.230 --> 00:12:45.390]   wasn
[00:12:45.390 --> 00:12:45.470]  't
[00:12:45.470 --> 00:12:45.850]   completely
[00:12:45.850 --> 00:12:46.000]  .
[00:12:46.000 --> 00:12:46.040]   I
[00:12:46.040 --> 00:12:46.200]   don
[00:12:46.200 --> 00:12:46.260]  't
[00:12:46.260 --> 00:12:46.490]   think
[00:12:46.490 --> 00:12:46.580]   we
[00:12:46.580 --> 00:12:46.760]  've
[00:12:46.760 --> 00:12:47.190]   completely
[00:12:47.190 --> 00:12:47.350]   used
[00:12:47.350 --> 00:12:47.560]   the
