
[00:00:00.000 --> 00:00:00.500]  
[00:00:00.500 --> 00:00:00.520]   A
[00:22:24.420 --> 00:22:24.510]   to
[00:22:24.510 --> 00:22:24.700]   work
[00:22:24.700 --> 00:22:24.780]   as
[00:22:24.780 --> 00:22:24.950]   a
[00:22:24.950 --> 00:22:25.020]   team
[00:22:25.020 --> 00:22:25.320]   and
[00:22:25.320 --> 00:22:25.400]   they
[00:22:25.400 --> 00:22:25.560]   got
[00:22:25.560 --> 00:22:25.560]  
[00:22:25.560 --> 00:22:25.740]   to
[00:22:25.740 --> 00:22:26.200]   learn
[00:22:26.200 --> 00:22:26.470]   how
[00:22:26.470 --> 00:22:26.650]   to
[00:22:26.650 --> 00:22:26.680]   parse
[00:22:26.680 --> 00:22:27.910]   these
[00:22:27.910 --> 00:22:28.210]   complex
[00:22:28.210 --> 00:22:29.130]   questions
[00:22:29.130 --> 00:22:29.360]   and
[00:22:29.360 --> 00:22:29.860]   figure
[00:22:29.860 --> 00:22:30.130]   out
[00:22:30.130 --> 00:22:30.390]   how
[00:22:30.390 --> 00:22:30.450]   to
[00:22:30.450 --> 00:22:31.040]   solve
[00:22:31.040 --> 00:22:31.480]   the
[00:22:31.480 --> 00:22:31.680]   math
[00:22:31.680 --> 00:22:32.520]   involved
[00:22:32.520 --> 00:22:32.640]   and
[00:22:32.640 --> 00:22:32.840]   then
[00:22:32.840 --> 00:22:33.070]   write
[00:22:33.070 --> 00:22:33.320]   their
[00:22:33.320 --> 00:22:33.850]   explanations
[00:22:33.850 --> 00:22:33.940]   in
[00:22:33.940 --> 00:22:34.190]   full
[00:22:34.190 --> 00:22:34.530]   sentences
[00:22:34.530 --> 00:22:34.660]  .
[00:22:34.660 --> 00:22:34.790]   And
[00:22:34.790 --> 00:22:34.880]   so
[00:22:34.880 --> 00:22:34.970]   it
[00:22:34.970 --> 00:22:35.100]   was
[00:22:35.100 --> 00:22:35.280]   just
[00:22:35.280 --> 00:22:35.460]   sort
[00:22:35.460 --> 00:22:35.550]   of
[00:22:35.550 --> 00:22:35.590]   a
[00:22:35.590 --> 00:22:36.030]   different
[00:22:36.030 --> 00:22:36.320]   kind
[00:22:36.320 --> 00:22:36.360]   of
[00:22:36.360 --> 00:22:36.900]   a
[00:22:36.900 --> 00:22:37.140]   test
[00:22:37.140 --> 00:22:37.320]  .
[00:22:37.320 --> 00:22:37.640]   And
[00:22:37.640 --> 00:22:37.700]   there
[00:22:37.700 --> 00:22:37.850]  's
[00:22:37.850 --> 00:22:38.020]   three
[00:22:38.020 --> 00:22:38.410]   sections
[00:22:38.410 --> 00:22:38.500]   to
[00:22:38.500 --> 00:22:38.690]   it
[00:22:38.690 --> 00:22:38.730]  .
[00:22:38.730 --> 00:22:38.960]   There
[00:22:38.960 --> 00:22:39.200]  's
[00:22:39.200 --> 00:22:39.390]   two
[00:22:39.390 --> 00:22:39.450]   team
[00:22:39.450 --> 00:22:39.650]   parts
[00:22:39.650 --> 00:22:39.880]   each
[00:22:39.880 --> 00:22:40.010]   a
[00:22:40.010 --> 00:22:40.040]   half
[00:22:40.040 --> 00:22:40.280]   hour
[00:22:40.280 --> 00:22:40.360]   and
[00:22:40.360 --> 00:22:40.410]   there
[00:22:40.410 --> 00:22:40.440]  's
[00:22:40.440 --> 00:22:40.680]   one
[00:22:40.680 --> 00:22:41.100]   individual
[00:22:41.100 --> 00:22:41.520]   section
[00:22:41.520 --> 00:22:41.520]  .
[00:22:41.520 --> 00:22:41.570]   -
[00:22:41.570 --> 00:22:41.770]   Yeah
[00:22:41.770 --> 00:22:41.880]  .
[00:22:41.880 --> 00:22:42.250]   -
[00:22:42.250 --> 00:22:42.710]   So
[00:22:42.710 --> 00:22:43.020]   anyway
[00:22:43.020 --> 00:22:43.270]  ,
[00:22:43.270 --> 00:22:43.710]   three
[00:22:43.710 --> 00:22:44.850]   weeks
[00:22:44.850 --> 00:22:45.320]   before
[00:22:45.320 --> 00:22:45.430]   I
[00:22:45.430 --> 00:22:46.200]   begr
[00:22:46.200 --> 00:22:46.310]  ud
[00:22:46.310 --> 00:22:46.710]  ging
[00:22:46.710 --> 00:22:46.960]  ly
[00:22:46.960 --> 00:22:47.470]   said
[00:22:47.470 --> 00:22:47.830]  ,
[00:22:47.830 --> 00:22:47.930]   all
[00:22:47.930 --> 00:22:48.150]   right
[00:22:48.150 --> 00:22:48.230]  ,
[00:22:48.230 --> 00:22:48.400]   last
[00:22:48.400 --> 00:22:48.660]   15
[00:22:48.660 --> 00:22:49.000]   minutes
[00:22:49.000 --> 00:22:49.140]  ,
[00:22:49.140 --> 00:22:49.200]   we
[00:22:49.200 --> 00:22:49.240]  'll
[00:22:49.240 --> 00:22:49.320]   do
[00:22:49.320 --> 00:22:49.480]   some
[00:22:49.480 --> 00:22:49.650]   math
[00:22:49.650 --> 00:22:50.000]   field
[00:22:50.000 --> 00:22:50.060]   day
[00:22:50.060 --> 00:22:50.170]   prep
[00:22:50.170 --> 00:22:50.300]  .
[00:22:50.300 --> 00:22:50.420]   But
[00:22:50.420 --> 00:22:50.470]   I
[00:22:50.470 --> 00:22:50.650]   want
[00:22:50.650 --> 00:22:50.720]   to
[00:22:50.720 --> 00:22:50.970]  ,
[00:22:50.970 --> 00:22:51.100]   because
[00:22:51.100 --> 00:22:51.170]   we
[00:22:51.170 --> 00:22:51.350]   were
[00:22:51.350 --> 00:22:51.570]   doing
[00:22:51.570 --> 00:22:51.740]   trig
[00:22:51.740 --> 00:22:51.820]   at
[00:22:51.820 --> 00:22:52.030]   the
[00:22:52.030 --> 00:22:52.120]   time
[00:22:52.120 --> 00:22:52.310]  .
[00:22:52.310 --> 00:22:52.420]   Like
[00:22:52.420 --> 00:22:52.460]   I
[00:22:52.460 --> 00:22:52.760]   want
[00:22:52.760 --> 00:22:52.840]   to
[00:22:52.840 --> 00:22:52.920]   get
[00:22:52.920 --> 00:22:52.920]  
[00:22:52.920 --> 00:22:53.250]   through
[00:22:53.250 --> 00:22:53.440]   this
[00:22:53.440 --> 00:22:53.720]   trig
[00:22:53.720 --> 00:22:53.720]  on
[00:22:53.720 --> 00:22:54.010]  ometry
[00:22:54.010 --> 00:22:54.280]   stuff
[00:22:54.280 --> 00:22:54.390]  .
[00:22:54.390 --> 00:22:54.640]   And
[00:22:54.640 --> 00:22:54.740]   then
[00:22:54.740 --> 00:22:54.810]   it
[00:22:54.810 --> 00:22:54.950]   was
[00:22:54.950 --> 00:22:55.350]   spring
[00:22:55.350 --> 00:22:55.510]   break
[00:22:55.510 --> 00:22:55.620]   for
[00:22:55.620 --> 00:22:55.750]   a
[00:22:55.750 --> 00:22:55.850]   week
[00:22:55.850 --> 00:22:55.990]   and
[00:22:55.990 --> 00:22:56.170]   then
[00:22:56.170 --> 00:22:56.360]   we
[00:22:56.360 --> 00:22:56.600]   had
[00:22:56.600 --> 00:22:56.760]   one
[00:22:56.760 --> 00:22:57.000]   week
[00:22:57.000 --> 00:22:57.200]   left
[00:22:57.200 --> 00:22:57.340]  .
[00:22:57.340 --> 00:22:57.650]   Then
[00:22:57.650 --> 00:22:57.650]   he
[00:22:57.650 --> 00:22:57.740]  's
[00:22:57.740 --> 00:22:57.940]   like
[00:22:57.940 --> 00:22:58.190]  ,
[00:22:58.190 --> 00:22:58.250]   okay
[00:22:58.250 --> 00:22:58.350]  ,
[00:22:58.350 --> 00:22:58.550]   well
[00:22:58.550 --> 00:22:58.650]  ,
[00:22:58.650 --> 00:22:58.800]   can
[00:22:58.800 --> 00:22:58.980]   we
[00:22:58.980 --> 00:22:59.150]   spend
[00:22:59.150 --> 00:22:59.350]   this
[00:22:59.350 --> 00:22:59.620]   week
[00:22:59.620 --> 00:23:00.010]   preparing
[00:23:00.010 --> 00:23:00.110]   at
[00:23:00.110 --> 00:23:00.390]   least
[00:23:00.390 --> 00:23:00.530]  ?
[00:23:00.530 --> 00:23:00.560]   I
[00:23:00.560 --> 00:23:00.660]  'm
[00:23:00.660 --> 00:23:00.860]   like
[00:23:00.860 --> 00:23:00.960]  ,
[00:23:00.960 --> 00:23:01.140]   all
[00:23:01.140 --> 00:23:01.360]   right
[00:23:01.360 --> 00:23:01.560]  ,
[00:23:01.560 --> 00:23:01.980]   fine
[00:23:01.980 --> 00:23:02.170]  .
[00:23:02.170 --> 00:23:02.490]   So
[00:23:02.490 --> 00:23:03.250]   we
[00:23:03.250 --> 00:23:03.330]   spend
[00:23:03.330 --> 00:23:03.570]   the
[00:23:03.570 --> 00:23:04.500]   three
[00:23:04.500 --> 00:23:04.520]   days
[00:23:04.520 --> 00:23:04.940]   that
[00:23:04.940 --> 00:23:05.140]   we
[00:23:05.140 --> 00:23:05.480]   had
[00:23:05.480 --> 00:23:05.480]   and
[00:23:05.480 --> 00:23:05.990]   we
[00:23:05.990 --> 00:23:06.560]   just
[00:23:06.560 --> 00:23:06.740]   did
[00:23:06.740 --> 00:23:07.640]   practice
[00:23:07.640 --> 00:23:08.570]   sections
[00:23:08.570 --> 00:23:08.600]   of
[00:23:08.600 --> 00:23:08.680]   the
[00:23:08.680 --> 00:23:08.910]   test
[00:23:08.910 --> 00:23:09.240]   from
[00:23:09.240 --> 00:23:09.640]   like
[00:23:09.640 --> 00:23:10.860]   2013
[00:23:10.860 --> 00:23:11.160]  .
[00:23:11.160 --> 00:23:11.350]   So
[00:23:11.350 --> 00:23:11.760]   we
[00:23:11.760 --> 00:23:11.840]   go
[00:23:11.840 --> 00:23:11.960]   in
[00:23:11.960 --> 00:23:12.260]   and
[00:23:12.260 --> 00:23:12.420]   we
[00:23:12.420 --> 00:23:12.500]   end
[00:23:12.500 --> 00:23:13.100]   up
[00:23:13.100 --> 00:23:13.160]  ,
[00:23:13.160 --> 00:23:13.360]   so
[00:23:13.360 --> 00:23:14.070]   there
[00:23:14.070 --> 00:23:14.540]  's
[00:23:14.540 --> 00:23:14.680]   50
[00:23:14.680 --> 00:23:15.150]   teams
[00:23:15.150 --> 00:23:15.610]  ,
[00:23:15.610 --> 00:23:16.190]   roughly
[00:23:16.190 --> 00:23:16.400]  .
[00:23:16.400 --> 00:23:16.590]   So
[00:23:16.590 --> 00:23:17.000]   each
[00:23:17.000 --> 00:23:17.780]   school
[00:23:17.780 --> 00:23:17.930]   puts
[00:23:17.930 --> 00:23:18.050]   in
[00:23:18.050 --> 00:23:18.200]   two
[00:23:18.200 --> 00:23:18.200]  
[00:23:18.200 --> 00:23:18.470]   teams
[00:23:18.470 --> 00:23:18.690]   plus
[00:23:18.690 --> 00:23:18.850]   all
[00:23:18.850 --> 00:23:19.010]   the
[00:23:19.010 --> 00:23:19.510]   alternate
[00:23:19.510 --> 00:23:19.780]   teams
[00:23:19.780 --> 00:23:19.940]  .
[00:23:19.940 --> 00:23:20.050]   So
[00:23:20.050 --> 00:23:20.210]   you
[00:23:20.210 --> 00:23:20.370]   get
[00:23:20.370 --> 00:23:20.960]   something
[00:23:20.960 --> 00:23:21.090]   like
[00:23:21.090 --> 00:23:21.200]   50
[00:23:21.200 --> 00:23:21.840]   teams
[00:23:21.840 --> 00:23:21.850]  .
[00:23:21.850 --> 00:23:21.960]   So
[00:23:21.960 --> 00:23:22.070]   we
[00:23:22.070 --> 00:23:22.290]   didn
[00:23:22.290 --> 00:23:22.400]  't
[00:23:22.400 --> 00:23:22.680]   win
[00:23:22.680 --> 00:23:23.930]  ,
[00:23:23.930 --> 00:23:23.960]   but
[00:23:23.960 --> 00:23:24.280]   our
[00:23:24.280 --> 00:23:24.360]   two
[00:23:24.360 --> 00:23:24.690]   teams
[00:23:24.690 --> 00:23:24.890]   won
[00:23:24.890 --> 00:23:25.290]   second
[00:23:25.290 --> 00:23:25.490]   and
[00:23:25.490 --> 00:23:25.820]   third
[00:23:25.820 --> 00:23:26.260]   overall
[00:23:26.260 --> 00:23:26.540]  .
[00:23:26.540 --> 00:23:26.670]   -
[00:23:26.670 --> 00:23:26.670]   Oh
[00:23:26.670 --> 00:23:27.000]  ,
[00:23:27.000 --> 00:23:27.040]   wow
[00:23:27.040 --> 00:23:27.240]  .
[00:23:27.240 --> 00:23:27.310]   -
[00:23:27.310 --> 00:23:27.530]   And
[00:23:27.530 --> 00:23:27.680]   we
[00:23:27.680 --> 00:23:28.000]   tied
[00:23:28.000 --> 00:23:28.200]   the
[00:23:28.200 --> 00:23:28.580]   team
[00:23:28.580 --> 00:23:28.800]   that
[00:23:28.800 --> 00:23:29.100]   came
[00:23:29.100 --> 00:23:29.300]   in
[00:23:29.300 --> 00:23:29.620]   first
[00:23:29.620 --> 00:23:29.840]  .
[00:23:29.840 --> 00:23:30.050]   We
[00:23:30.050 --> 00:23:30.210]   got
[00:23:30.210 --> 00:23:30.430]   the
[00:23:30.430 --> 00:23:30.800]   exact
[00:23:30.800 --> 00:23:31.160]   same
[00:23:31.160 --> 00:23:31.460]   score
[00:23:31.460 --> 00:23:31.960]  .
[00:23:31.960 --> 00:23:32.050]   So
[00:23:32.050 --> 00:23:32.120]   there
[00:23:32.120 --> 00:23:32.200]   was
[00:23:32.200 --> 00:23:32.440]   some
[00:23:32.440 --> 00:23:33.060]   invisible
[00:23:33.060 --> 00:23:33.210]   tie
[00:23:33.210 --> 00:23:33.650]  breaker
[00:23:33.650 --> 00:23:33.900]   that
[00:23:33.900 --> 00:23:34.280]   they
[00:23:34.280 --> 00:23:34.350]   won
[00:23:34.350 --> 00:23:34.560]  .
[00:23:34.560 --> 00:23:34.660]   We
[00:23:34.660 --> 00:23:34.850]   don
[00:23:34.850 --> 00:23:34.970]  't
[00:23:34.970 --> 00:23:35.220]   know
[00:23:35.220 --> 00:23:35.670]   exactly
[00:23:35.670 --> 00:23:35.920]   what
[00:23:35.920 --> 00:23:36.050]   it
[00:23:36.050 --> 00:23:36.290]   were
[00:23:36.290 --> 00:23:36.520]  ,
[00:23:36.520 --> 00:23:36.700]   but
[00:23:36.700 --> 00:23:37.640]   they
[00:23:37.640 --> 00:23:37.840]   won
[00:23:37.840 --> 00:23:38.120]   like
[00:23:38.120 --> 00:23:38.360]   last
[00:23:38.360 --> 00:23:38.520]   year
[00:23:38.520 --> 00:23:38.610]   as
[00:23:38.610 --> 00:23:38.800]   well
[00:23:38.800 --> 00:23:38.940]  .
[00:23:38.940 --> 00:23:39.180]   There
[00:23:39.180 --> 00:23:39.320]   was
[00:23:39.320 --> 00:23:39.460]   one
[00:23:39.460 --> 00:23:39.550]   of
[00:23:39.550 --> 00:23:39.690]   the
[00:23:39.690 --> 00:23:39.900]   top
[00:23:39.900 --> 00:23:40.060]   teams
[00:23:40.060 --> 00:23:40.230]  .
[00:23:40.230 --> 00:23:40.410]   -
[00:23:40.410 --> 00:23:40.840]   Interesting
[00:23:40.840 --> 00:23:40.840]  .
[00:23:40.840 --> 00:23:40.880]   -
[00:23:40.880 --> 00:23:41.170]   Sierra
[00:23:41.170 --> 00:23:41.370]   Mad
[00:23:41.370 --> 00:23:41.400]  re
[00:23:41.400 --> 00:23:41.490]  ,
[00:23:41.490 --> 00:23:41.680]   they
[00:23:41.680 --> 00:23:41.820]  're
[00:23:41.820 --> 00:23:42.000]   kind
[00:23:42.000 --> 00:23:42.120]   of
[00:23:42.120 --> 00:23:42.160]   a
[00:23:42.160 --> 00:23:42.480]   wealthy
[00:23:42.480 --> 00:23:42.670]   area
[00:23:42.670 --> 00:23:42.920]  .
[00:23:42.920 --> 00:23:42.950]   -
[00:23:42.950 --> 00:23:43.110]   Yeah
[00:23:43.110 --> 00:23:43.160]  .
[00:23:43.160 --> 00:23:43.200]   -
[00:23:43.200 --> 00:23:43.530]   They
[00:23:43.530 --> 00:23:43.530]   put
[00:23:43.530 --> 00:23:43.660]   a
[00:23:43.660 --> 00:23:43.710]  ,
[00:23:43.710 --> 00:23:43.980]   they
[00:23:43.980 --> 00:23:44.150]   spend
[00:23:44.150 --> 00:23:44.230]   all
[00:23:44.230 --> 00:23:44.420]   year
[00:23:44.420 --> 00:23:44.850]   preparing
[00:23:44.850 --> 00:23:45.010]   for
[00:23:45.010 --> 00:23:45.240]   this
[00:23:45.240 --> 00:23:45.380]   test
[00:23:45.380 --> 00:23:45.640]  .
[00:23:45.640 --> 00:23:45.640]  
[00:23:45.640 --> 00:23:45.720]   -
[00:23:45.720 --> 00:23:46.070]   Wow
[00:23:46.070 --> 00:23:46.190]  .
[00:23:46.190 --> 00:23:46.470]   And
[00:23:46.470 --> 00:23:46.670]   you
[00:23:46.670 --> 00:23:47.070]   just
[00:23:47.070 --> 00:23:47.220]   did
[00:23:47.220 --> 00:23:47.380]   it
[00:23:47.380 --> 00:23:47.690]   like
[00:23:47.690 --> 00:23:48.000]   last
[00:23:48.000 --> 00:23:48.590]   minute
[00:23:48.590 --> 00:23:48.680]   in
[00:23:48.680 --> 00:23:48.690]   the
[00:23:48.690 --> 00:23:48.830]   last
[00:23:48.830 --> 00:23:48.970]   week
[00:23:48.970 --> 00:23:49.080]  .
[00:23:49.080 --> 00:23:49.110]   -
[00:23:49.110 --> 00:23:49.260]   They
[00:23:49.260 --> 00:23:49.440]   call
[00:23:49.440 --> 00:23:49.480]   it
[00:23:49.480 --> 00:23:49.510]   a
[00:23:49.510 --> 00:23:49.660]   week
[00:23:49.660 --> 00:23:49.770]   and
[00:23:49.770 --> 00:23:49.800]   a
[00:23:49.800 --> 00:23:49.950]   half
[00:23:49.950 --> 00:23:50.020]   of
[00:23:50.020 --> 00:23:50.240]   prep
[00:23:50.240 --> 00:23:50.360]  .
[00:23:50.360 --> 00:23:50.560]   -
[00:23:50.560 --> 00:23:50.740]   Yeah
[00:23:50.740 --> 00:23:50.840]  .
[00:23:50.840 --> 00:23:51.190]   And
[00:23:51.190 --> 00:23:51.670]   you
[00:23:51.670 --> 00:23:51.800]  're
[00:23:51.800 --> 00:23:52.520]   still
[00:23:52.520 --> 00:23:52.760]   tied
[00:23:52.760 --> 00:23:52.850]   with
[00:23:52.850 --> 00:23:52.920]   them
[00:23:52.920 --> 00:23:53.000]  .
[00:23:53.000 --> 00:23:53.400]   -
[00:23:53.400 --> 00:23:53.420]   Yeah
[00:23:53.420 --> 00:23:53.640]  .
[00:23:53.640 --> 00:23:53.820]   -
[00:23:53.820 --> 00:23:53.910]   I
[00:23:53.910 --> 00:23:54.360]   wonder
[00:23:54.360 --> 00:23:54.760]   if
[00:23:54.760 --> 00:23:54.950]   there
[00:23:54.950 --> 00:23:55.000]  's
[00:23:55.000 --> 00:23:55.580]   any
[00:23:55.580 --> 00:23:55.830]   aspect
[00:23:55.830 --> 00:23:55.880]   of
[00:23:55.880 --> 00:23:56.040]   the
[00:23:56.040 --> 00:23:56.280]   fact
[00:23:56.280 --> 00:23:56.500]   that
[00:23:56.500 --> 00:23:56.670]   you
[00:23:56.670 --> 00:23:56.850]  've
[00:23:56.850 --> 00:23:57.060]   done
[00:23:57.060 --> 00:23:57.170]   so
[00:23:57.170 --> 00:23:57.470]   much
[00:23:57.470 --> 00:23:57.730]   breadth
[00:23:57.730 --> 00:23:58.130]   of
[00:23:58.130 --> 00:23:58.340]   training
[00:23:58.340 --> 00:23:58.580]   with
[00:23:58.580 --> 00:23:58.730]   the
[00:23:58.730 --> 00:23:58.950]   kids
[00:23:58.950 --> 00:23:59.170]   that
[00:23:59.170 --> 00:23:59.350]   it
[00:23:59.350 --> 00:23:59.510]   just
[00:23:59.510 --> 00:23:59.920]   teaches
[00:23:59.920 --> 00:24:00.200]   them
[00:24:00.200 --> 00:24:01.050]   to
[00:24:01.050 --> 00:24:01.240]   just
[00:24:01.240 --> 00:24:01.480]   think
[00:24:01.480 --> 00:24:01.610]   so
[00:24:01.610 --> 00:24:01.870]   well
[00:24:01.870 --> 00:24:02.000]  ,
[00:24:02.000 --> 00:24:02.320]   you
[00:24:02.320 --> 00:24:02.440]   know
[00:24:02.440 --> 00:24:02.630]  ?
[00:24:02.630 --> 00:24:02.690]   -
[00:24:02.690 --> 00:24:02.950]   Yeah
[00:24:02.950 --> 00:24:03.320]  .
[00:24:03.320 --> 00:24:03.400]   Well
[00:24:03.400 --> 00:24:03.560]  ,
[00:24:03.560 --> 00:24:03.960]   we
[00:24:03.960 --> 00:24:04.350]   do
[00:24:04.350 --> 00:24:04.600]   spend
[00:24:04.600 --> 00:24:04.760]   time
[00:24:04.760 --> 00:24:05.000]   on
[00:24:05.000 --> 00:24:05.340]   problem
[00:24:05.340 --> 00:24:05.680]   solving
[00:24:05.680 --> 00:24:06.000]   skills
[00:24:06.000 --> 00:24:06.060]  ,
[00:24:06.060 --> 00:24:06.200]   but
[00:24:06.200 --> 00:24:06.360]   yeah
[00:24:06.360 --> 00:24:06.670]  ,
[00:24:06.670 --> 00:24:06.780]   when
[00:24:06.780 --> 00:24:06.810]   you
[00:24:06.810 --> 00:24:07.050]   spend
[00:24:07.050 --> 00:24:07.190]   all
[00:24:07.190 --> 00:24:07.380]   year
[00:24:07.380 --> 00:24:07.620]   doing
[00:24:07.620 --> 00:24:07.860]   ninth
[00:24:07.860 --> 00:24:08.000]   and
[00:24:08.000 --> 00:24:08.290]   10
[00:24:08.290 --> 00:24:08.460]  th
[00:24:08.460 --> 00:24:08.760]   grade
[00:24:08.760 --> 00:24:09.150]   level
[00:24:09.150 --> 00:24:09.480]   math
[00:24:09.480 --> 00:24:09.480]  ,
[00:24:09.480 --> 00:24:09.650]   and
[00:24:09.650 --> 00:24:09.760]   then
[00:24:09.760 --> 00:24:09.880]   you
[00:24:09.880 --> 00:24:09.960]   go
[00:24:09.960 --> 00:24:10.120]   back
[00:24:10.120 --> 00:24:10.200]   to
[00:24:10.200 --> 00:24:10.400]   doing
[00:24:10.400 --> 00:24:10.700]   fifth
[00:24:10.700 --> 00:24:10.800]   grade
[00:24:10.800 --> 00:24:10.960]   math
[00:24:10.960 --> 00:24:11.030]  ,
[00:24:11.030 --> 00:24:11.120]   it
[00:24:11.120 --> 00:24:11.320]   seems
[00:24:11.320 --> 00:24:11.510]   kind
[00:24:11.510 --> 00:24:11.580]   of
[00:24:11.580 --> 00:24:11.720]   like
[00:24:11.720 --> 00:24:11.760]   a
[00:24:11.760 --> 00:24:11.920]   joke
[00:24:11.920 --> 00:24:12.030]  ,
[00:24:12.030 --> 00:24:12.200]   right
[00:24:12.200 --> 00:24:12.440]  ?
[00:24:12.440 --> 00:24:12.480]   -
[00:24:12.480 --> 00:24:12.720]   And
[00:24:12.720 --> 00:24:12.720]   so
[00:24:12.720 --> 00:24:13.050]   this
[00:24:13.050 --> 00:24:13.100]   was
[00:24:13.100 --> 00:24:13.190]   all
[00:24:13.190 --> 00:24:13.470]   fifth
[00:24:13.470 --> 00:24:13.670]   grade
[00:24:13.670 --> 00:24:13.810]  ?
[00:24:13.810 --> 00:24:13.980]   -
[00:24:13.980 --> 00:24:14.050]   Yeah
[00:24:14.050 --> 00:24:14.280]  .
[00:24:14.280 --> 00:24:14.520]   Because
[00:24:14.520 --> 00:24:14.530]   they
[00:24:14.530 --> 00:24:14.580]  're
[00:24:14.580 --> 00:24:14.620]   in
[00:24:14.620 --> 00:24:14.770]   fifth
[00:24:14.770 --> 00:24:14.920]   grade
[00:24:14.920 --> 00:24:15.000]  .
[00:24:15.000 --> 00:24:15.000]  
[00:24:15.000 --> 00:24:15.040]   -
[00:24:15.040 --> 00:24:15.350]   Yeah
[00:24:15.350 --> 00:24:15.360]  ,
[00:24:15.360 --> 00:24:15.550]   okay
[00:24:15.550 --> 00:24:15.720]  .
[00:24:15.720 --> 00:24:15.890]   -
[00:24:15.890 --> 00:24:16.740]   I
[00:24:16.740 --> 00:24:16.840]   mean
[00:24:16.840 --> 00:24:16.840]  ,
[00:24:16.840 --> 00:24:16.960]   they
[00:24:16.960 --> 00:24:17.110]  're
[00:24:17.110 --> 00:24:17.170]   hard
[00:24:17.170 --> 00:24:17.370]   fifth
[00:24:17.370 --> 00:24:17.510]   grade
[00:24:17.510 --> 00:24:17.740]   problems
[00:24:17.740 --> 00:24:17.800]  ,
[00:24:17.800 --> 00:24:17.880]   but
[00:24:17.880 --> 00:24:17.950]   it
[00:24:17.950 --> 00:24:18.020]  's
[00:24:18.020 --> 00:24:18.240]   fifth
[00:24:18.240 --> 00:24:18.330]   grade
[00:24:18.330 --> 00:24:18.450]   math
[00:24:18.450 --> 00:24:18.600]  .
[00:24:18.600 --> 00:24:18.660]   -
[00:24:18.660 --> 00:24:19.010]   Yeah
[00:24:19.010 --> 00:24:19.090]  .
[00:24:19.090 --> 00:24:19.150]   -
[00:24:19.150 --> 00:24:19.460]   You
[00:24:19.460 --> 00:24:19.580]   know
[00:24:19.580 --> 00:24:19.800]  ?
[00:24:19.800 --> 00:24:20.120]   And
[00:24:20.120 --> 00:24:20.250]   they
[00:24:20.250 --> 00:24:20.360]  're
[00:24:20.360 --> 00:24:20.700]   like
[00:24:20.700 --> 00:24:20.920]  ,
[00:24:20.920 --> 00:24:21.110]   when
[00:24:21.110 --> 00:24:21.140]   we
[00:24:21.140 --> 00:24:21.250]   did
[00:24:21.250 --> 00:24:21.360]   the
[00:24:21.360 --> 00:24:21.670]   practice
[00:24:21.670 --> 00:24:21.820]   that
[00:24:21.820 --> 00:24:21.970]   they
[00:24:21.970 --> 00:24:22.080]  're
[00:24:22.080 --> 00:24:22.230]   kind
[00:24:22.230 --> 00:24:22.300]   of
[00:24:22.300 --> 00:24:22.650]   laughing
[00:24:22.650 --> 00:24:22.750]   like
[00:24:22.750 --> 00:24:23.000]   this
[00:24:23.000 --> 00:24:23.160]   is
[00:24:23.160 --> 00:24:23.400]   the
[00:24:23.400 --> 00:24:23.710]  ,
[00:24:23.710 --> 00:24:24.430]   this
[00:24:24.430 --> 00:24:24.580]   is
[00:24:24.580 --> 00:24:24.680]   what
[00:24:24.680 --> 00:24:24.680]   we
[00:24:24.680 --> 00:24:24.680]  're
[00:24:24.680 --> 00:24:24.830]   doing
[00:24:24.830 --> 00:24:24.910]  .
[00:24:24.910 --> 00:24:24.940]   I
[00:24:24.940 --> 00:24:24.990]  'm
[00:24:24.990 --> 00:24:25.110]   like
[00:24:25.110 --> 00:24:25.160]  ,
[00:24:25.160 --> 00:24:25.280]   yeah
[00:24:25.280 --> 00:24:25.330]  ,
[00:24:25.330 --> 00:24:25.450]   this
[00:24:25.450 --> 00:24:25.510]   is
[00:24:25.510 --> 00:24:25.660]   fifth
[00:24:25.660 --> 00:24:25.810]   grade
[00:24:25.810 --> 00:24:25.930]   math
[00:24:25.930 --> 00:24:25.980]  ,
[00:24:25.980 --> 00:24:26.210]   remember
[00:24:26.210 --> 00:24:26.360]  ?
[00:24:26.360 --> 00:24:26.760]   You
[00:24:26.760 --> 00:24:26.820]  're
[00:24:26.820 --> 00:24:26.970]   in
[00:24:26.970 --> 00:24:27.350]   fifth
[00:24:27.350 --> 00:24:27.730]   grade
[00:24:27.730 --> 00:24:27.930]  ,
[00:24:27.930 --> 00:24:28.110]   kid
[00:24:28.110 --> 00:24:28.360]  .
[00:24:28.360 --> 00:24:28.530]   -
[00:24:28.530 --> 00:24:29.130]   Nice
[00:24:29.130 --> 00:24:29.560]  .
[00:24:29.560 --> 00:24:29.630]   -
[00:24:29.630 --> 00:24:29.720]   So
[00:24:29.720 --> 00:24:30.230]   it
[00:24:30.230 --> 00:24:31.000]   was
[00:24:31.000 --> 00:24:31.150]   funny
