
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.070]   <
[00:32:54.760 --> 00:32:54.970]  've
[00:32:54.970 --> 00:32:55.140]   got
[00:32:55.140 --> 00:32:55.380]   this
[00:32:55.380 --> 00:32:56.030]   trademark
[00:32:56.030 --> 00:32:56.080]  ed
[00:32:56.080 --> 00:32:56.310]   and
[00:32:56.310 --> 00:32:56.390]   in
[00:32:56.390 --> 00:32:56.580]   the
[00:32:56.580 --> 00:32:57.080]   correct
[00:32:57.080 --> 00:32:57.560]   category
[00:32:57.560 --> 00:32:58.290]  .
[00:32:58.290 --> 00:32:58.290]   So
[00:32:58.290 --> 00:32:58.730]   will
[00:32:58.730 --> 00:32:58.810]   you
[00:32:58.810 --> 00:32:59.260]   please
[00:32:59.260 --> 00:32:59.480]   now
[00:32:59.480 --> 00:32:59.780]   free
[00:32:59.780 --> 00:32:59.930]   up
[00:32:59.930 --> 00:33:00.230]   that
[00:33:00.230 --> 00:33:00.450]  .
[00:33:00.450 --> 00:33:00.740]   And
[00:33:00.740 --> 00:33:01.040]   I
[00:33:01.040 --> 00:33:01.150]   know
[00:33:01.150 --> 00:33:01.340]   that
[00:33:01.340 --> 00:33:01.710]   works
[00:33:01.710 --> 00:33:02.320]   because
[00:33:02.320 --> 00:33:02.320]  
[00:33:02.320 --> 00:33:02.900]   wanted
[00:33:02.900 --> 00:33:03.010]   that
[00:33:03.010 --> 00:33:03.660]   to
[00:33:03.660 --> 00:33:03.770]   me
[00:33:03.770 --> 00:33:04.040]   with
[00:33:04.040 --> 00:33:04.420]   with
[00:33:04.420 --> 00:33:05.190]   swarm
[00:33:05.190 --> 00:33:05.210]  .
[00:33:05.210 --> 00:33:05.700]   Yeah
[00:33:05.700 --> 00:33:06.090]  .
[00:33:06.090 --> 00:33:06.090]   So
[00:33:06.090 --> 00:33:06.320]   but
[00:33:06.320 --> 00:33:06.910]   I
[00:33:06.910 --> 00:33:06.930]   wanted
[00:33:06.930 --> 00:33:07.100]   to
[00:33:07.100 --> 00:33:07.350]   did
[00:33:07.350 --> 00:33:07.600]   you
[00:33:07.600 --> 00:33:07.850]   see
[00:33:07.850 --> 00:33:08.190]   this
[00:33:08.190 --> 00:33:08.360]   on
[00:33:08.360 --> 00:33:08.870]   Hacker
[00:33:08.870 --> 00:33:09.210]   News
[00:33:09.210 --> 00:33:09.460]  ?
[00:33:09.460 --> 00:33:09.630]   Um
[00:33:09.630 --> 00:33:10.400]   basically
[00:33:10.400 --> 00:33:10.650]   the
[00:33:10.650 --> 00:33:10.730]   C
[00:33:10.730 --> 00:33:10.810]  _
[00:33:10.810 --> 00:33:11.490]   standing
[00:33:11.490 --> 00:33:12.420]   institute
[00:33:12.420 --> 00:33:12.510]  .
[00:33:12.510 --> 00:33:12.710]   So
[00:33:12.710 --> 00:33:12.850]   it
[00:33:12.850 --> 00:33:13.050]  's
[00:33:13.050 --> 00:33:13.190]   uh
[00:33:13.190 --> 00:33:13.260]   C
[00:33:13.260 --> 00:33:13.430]  _
[00:33:13.430 --> 00:33:13.510]   s
[00:33:13.510 --> 00:33:13.590]   C
[00:33:13.590 --> 00:33:13.640]  _
[00:33:13.640 --> 00:33:14.270]   studying
[00:33:14.270 --> 00:33:14.780]   yeah
[00:33:14.780 --> 00:33:14.850]  ,
[00:33:14.850 --> 00:33:14.860]   C
[00:33:14.860 --> 00:33:14.940]  _
[00:33:14.940 --> 00:33:15.020]   S
[00:33:15.020 --> 00:33:15.100]  _
[00:33:15.100 --> 00:33:15.180]   E
[00:33:15.180 --> 00:33:15.270]  _
[00:33:15.270 --> 00:33:15.340]   A
[00:33:15.340 --> 00:33:15.500]  _
[00:33:15.500 --> 00:33:15.500]   S
[00:33:15.500 --> 00:33:15.580]  _
[00:33:15.580 --> 00:33:15.660]   T
[00:33:15.660 --> 00:33:15.740]  _
[00:33:15.740 --> 00:33:15.840]   E
[00:33:15.840 --> 00:33:15.900]  _
[00:33:15.900 --> 00:33:15.980]   A
[00:33:15.980 --> 00:33:16.060]  _
[00:33:16.060 --> 00:33:16.140]   D
[00:33:16.140 --> 00:33:16.220]  _
[00:33:16.220 --> 00:33:16.300]   I
[00:33:16.300 --> 00:33:16.380]  _
[00:33:16.380 --> 00:33:16.460]   N
[00:33:16.460 --> 00:33:16.540]  _
[00:33:16.540 --> 00:33:16.620]   G
[00:33:16.620 --> 00:33:16.700]  _
[00:33:16.700 --> 00:33:16.980]   dot
[00:33:16.980 --> 00:33:17.200]   org
[00:33:17.200 --> 00:33:18.460]  . [SPEAKER_TURN]
[00:33:18.460 --> 00:33:18.990]   M
[00:33:18.990 --> 00:33:19.520]  m
[00:33:19.520 --> 00:33:20.350]  -
[00:33:20.350 --> 00:33:20.580]  h
[00:33:20.580 --> 00:33:21.900]  mm
[00:33:21.900 --> 00:33:23.240]  .
[00:33:23.400 --> 00:33:23.480]  
[00:33:23.480 --> 00:33:23.700]   the
[00:33:23.700 --> 00:33:24.130]   thesis
[00:33:24.130 --> 00:33:24.240]   of
[00:33:24.240 --> 00:33:24.550]   like
[00:33:24.550 --> 00:33:25.530]   creating
[00:33:25.530 --> 00:33:25.540]   these
[00:33:25.540 --> 00:33:26.150]   floating
[00:33:26.150 --> 00:33:26.760]   cities
[00:33:26.760 --> 00:33:26.860]   do
[00:33:26.860 --> 00:33:26.910]  ,
[00:33:26.910 --> 00:33:27.140]   you
[00:33:27.140 --> 00:33:27.520]   think
[00:33:27.520 --> 00:33:27.830]   that
[00:33:27.830 --> 00:33:27.980]   it
[00:33:27.980 --> 00:33:28.130]  's
[00:33:28.130 --> 00:33:28.200]   I
[00:33:28.200 --> 00:33:28.500]   mean
[00:33:28.500 --> 00:33:28.520]   uh
[00:33:28.520 --> 00:33:28.960]   wh
[00:33:28.960 --> 00:33:28.970]   uh
[00:33:28.970 --> 00:33:29.340]   like
[00:33:29.340 --> 00:33:29.490]   I
[00:33:29.490 --> 00:33:29.570]   did
[00:33:29.570 --> 00:33:29.800]   you
[00:33:29.800 --> 00:33:29.950]   wh
[00:33:29.950 --> 00:33:30.180]   did
[00:33:30.180 --> 00:33:30.410]   you
[00:33:30.410 --> 00:33:30.720]   see
[00:33:30.720 --> 00:33:30.870]   the
[00:33:30.870 --> 00:33:30.940]   p
[00:33:30.940 --> 00:33:31.170]   the
[00:33:31.170 --> 00:33:31.480]   link
[00:33:31.480 --> 00:33:31.960]   about
[00:33:31.960 --> 00:33:32.210]   this
[00:33:32.210 --> 00:33:32.480]   that
[00:33:32.480 --> 00:33:32.630]   we
[00:33:32.630 --> 00:33:32.860]   get
[00:33:32.860 --> 00:33:33.350]   better
[00:33:33.350 --> 00:33:33.540]   at
[00:33:33.540 --> 00:33:33.710]  ?
[00:33:33.710 --> 00:33:33.930]   But
[00:33:33.930 --> 00:33:34.250]   what
[00:33:34.250 --> 00:33:34.500]   the
[00:33:34.500 --> 00:33:34.700]   guy
[00:33:34.700 --> 00:33:34.930]   was
[00:33:34.930 --> 00:33:35.770]   kinda
[00:33:35.770 --> 00:33:35.770]   saying
[00:33:35.770 --> 00:33:36.080]   that
[00:33:36.080 --> 00:33:36.340]   all
[00:33:36.340 --> 00:33:36.530]   the
[00:33:36.530 --> 00:33:37.300]   greatest
[00:33:37.300 --> 00:33:37.410]  ,
[00:33:37.410 --> 00:33:37.530]   you
[00:33:37.530 --> 00:33:37.910]   know
[00:33:37.910 --> 00:33:37.990]  ,
[00:33:37.990 --> 00:33:38.400]   stuff
[00:33:38.400 --> 00:33:38.720]   that
[00:33:38.720 --> 00:33:38.840]  's
[00:33:38.840 --> 00:33:39.440]   happened
[00:33:39.440 --> 00:33:39.630]   to
[00:33:39.630 --> 00:33:40.170]   humanity
[00:33:40.170 --> 00:33:40.890]   is
[00:33:40.890 --> 00:33:40.960]   through
[00:33:40.960 --> 00:33:41.270]   break
[00:33:41.270 --> 00:33:41.570]  away
[00:33:41.570 --> 00:33:42.170]   nations
[00:33:42.170 --> 00:33:42.400]   who
[00:33:42.400 --> 00:33:42.570]   don
[00:33:42.570 --> 00:33:42.720]  't
[00:33:42.720 --> 00:33:43.020]   have
[00:33:43.020 --> 00:33:43.220]   the
[00:33:43.220 --> 00:33:43.260]   kind
[00:33:43.260 --> 00:33:44.060]   of
[00:33:44.060 --> 00:33:44.410]   incumbent
[00:33:44.410 --> 00:33:45.260]   politicians
[00:33:45.260 --> 00:33:45.870]   stopping
[00:33:45.870 --> 00:33:46.180]   them
[00:33:46.180 --> 00:33:46.810]   from
[00:33:46.810 --> 00:33:46.870]   doing
[00:33:46.870 --> 00:33:47.100]   new
[00:33:47.100 --> 00:33:47.330]   and
[00:33:47.330 --> 00:33:48.180]   interesting
[00:33:48.180 --> 00:33:48.640]   things
[00:33:48.640 --> 00:33:48.990]   Like
[00:33:48.990 --> 00:33:49.180]  .
[00:33:49.180 --> 00:33:49.240]   I
[00:33:49.240 --> 00:33:49.400]  'm
[00:33:49.400 --> 00:33:49.460]   for
[00:33:49.460 --> 00:33:50.350]   example
[00:33:50.350 --> 00:33:50.760]   America
[00:33:50.760 --> 00:33:50.920]  ,
[00:33:50.920 --> 00:33:51.240]   right
[00:33:51.240 --> 00:33:51.470]  ?
[00:33:51.470 --> 00:33:51.850]   And
[00:33:51.850 --> 00:33:51.950]   so
[00:33:51.950 --> 00:33:52.390]   they
[00:33:52.390 --> 00:33:52.490]  're
[00:33:52.490 --> 00:33:53.260]   saying
[00:33:53.260 --> 00:33:53.400]   that
[00:33:53.400 --> 00:33:53.530]  
[00:33:53.530 --> 00:33:53.660]   he
[00:33:53.660 --> 00:33:53.730]   he
[00:33:53.730 --> 00:33:53.790]  's
[00:33:53.790 --> 00:33:54.210]   saying
[00:33:54.210 --> 00:33:54.440]   that
[00:33:54.440 --> 00:33:54.830]   this
[00:33:54.830 --> 00:33:55.160]   is
[00:33:55.160 --> 00:33:55.230]   super
[00:33:55.230 --> 00:33:55.750]   important
[00:33:55.750 --> 00:33:55.880]   so
[00:33:55.880 --> 00:33:56.130]   that
[00:33:56.130 --> 00:33:56.460]   we
[00:33:56.460 --> 00:33:56.720]   can
[00:33:56.720 --> 00:33:56.800]   have
[00:33:56.800 --> 00:33:56.980]   many
[00:33:56.980 --> 00:33:57.240]   many
[00:33:57.240 --> 00:33:57.700]   nations
[00:33:57.700 --> 00:33:57.890]   and
[00:33:57.890 --> 00:33:58.280]   create
[00:33:58.280 --> 00:33:58.340]   a
[00:33:58.340 --> 00:33:58.530]   lot
[00:33:58.530 --> 00:33:58.660]   of
[00:33:58.660 --> 00:33:59.110]   you
[00:33:59.110 --> 00:33:59.240]   know
[00:33:59.240 --> 00:33:59.360]  ,
[00:33:59.360 --> 00:33:59.570]   innov
[00:33:59.570 --> 00:34:00.070]  ational
[00:34:00.070 --> 00:34:00.680]   thinking
[00:34:00.680 --> 00:34:00.770]   in
[00:34:00.770 --> 00:34:00.870]   the
[00:34:00.870 --> 00:34:01.200]   world
[00:34:01.200 --> 00:34:01.390]  .
[00:34:01.390 --> 00:34:01.660]   That
[00:34:01.660 --> 00:34:01.780]  's
[00:34:01.780 --> 00:34:01.960]   the
[00:34:01.960 --> 00:34:02.380]   main
[00:34:02.380 --> 00:34:02.620]   reason
[00:34:02.620 --> 00:34:02.750]   to
[00:34:02.750 --> 00:34:02.960]   do
[00:34:02.960 --> 00:34:03.010]   it
[00:34:03.010 --> 00:34:03.200]  .
[00:34:03.200 --> 00:34:03.460]   What
[00:34:03.460 --> 00:34:03.650]   are
[00:34:03.650 --> 00:34:04.110]   your
[00:34:04.110 --> 00:34:04.620]   thoughts
[00:34:04.620 --> 00:34:05.400]  ? [SPEAKER_TURN]
[00:34:05.400 --> 00:34:08.940]   Okay
[00:34:08.940 --> 00:34:11.760]  . [SPEAKER_TURN]
[00:34:11.760 --> 00:34:13.310]   Right
[00:34:13.310 --> 00:34:14.660]   right
[00:34:14.660 --> 00:34:15.400]  , [SPEAKER_TURN]
[00:34:15.400 --> 00:34:15.400]  
[00:34:15.400 --> 00:34:15.460]   I
[00:34:15.460 --> 00:34:15.730]   mean
[00:34:15.730 --> 00:34:15.970]   you
[00:34:15.970 --> 00:34:16.270]   could
[00:34:16.270 --> 00:34:16.790]   say
[00:34:16.790 --> 00:34:17.160]   everything
[00:34:17.160 --> 00:34:17.430]   that
[00:34:17.430 --> 00:34:17.560]  's
[00:34:17.560 --> 00:34:18.110]   happened
[00:34:18.110 --> 00:34:18.450]   since
[00:34:18.450 --> 00:34:18.650]   you
[00:34:18.650 --> 00:34:18.920]   know
[00:34:18.920 --> 00:34:19.690]   nineteen
[00:34:19.690 --> 00:34:19.950]   hundred
[00:34:19.950 --> 00:34:20.150]   you
[00:34:20.150 --> 00:34:20.280]  ,
[00:34:20.280 --> 00:34:20.530]   know
[00:34:20.530 --> 00:34:20.810]  .
[00:34:20.810 --> 00:34:20.810]   I
[00:34:20.810 --> 00:34:21.080]   mean
[00:34:21.080 --> 00:34:21.480]   I
[00:34:21.480 --> 00:34:21.480]   think
[00:34:21.480 --> 00:34:21.610]   it
[00:34:21.610 --> 00:34:21.740]  's
[00:34:21.740 --> 00:34:22.010]   over
[00:34:22.010 --> 00:34:22.140]  st
[00:34:22.140 --> 00:34:22.490]  ating
[00:34:22.490 --> 00:34:22.690]   tha
[00:34:22.690 --> 00:34:23.020]   quite
[00:34:23.020 --> 00:34:23.080]   a
[00:34:23.080 --> 00:34:23.410]   bit
[00:34:23.410 --> 00:34:23.410]  ,
[00:34:23.410 --> 00:34:23.600]   but
[00:34:23.600 --> 00:34:23.940]   I
[00:34:23.940 --> 00:34:23.970]   mean
[00:34:23.970 --> 00:34:24.140]   you
[00:34:24.140 --> 00:34:24.450]   know
[00:34:24.450 --> 00:34:24.470]   I
[00:34:24.470 --> 00:34:25.230]   appreciate
[00:34:25.230 --> 00:34:25.530]   that
[00:34:25.530 --> 00:34:25.630]  .
[00:34:25.630 --> 00:34:25.690]   I
[00:34:25.690 --> 00:34:26.030]   think
[00:34:26.030 --> 00:34:26.230]   the
[00:34:26.230 --> 00:34:26.290]   m
[00:34:26.290 --> 00:34:26.490]   the
[00:34:26.490 --> 00:34:26.830]   older
[00:34:26.830 --> 00:34:27.170]   count
[00:34:27.170 --> 00:34:27.850]   countries
[00:34:27.850 --> 00:34:27.990]   y
[00:34:27.990 --> 00:34:28.170]   get
[00:34:28.170 --> 00:34:28.250]   the
[00:34:28.250 --> 00:34:28.630]   older
[00:34:28.630 --> 00:34:28.860]   that
[00:34:28.860 --> 00:34:29.200]   their
[00:34:29.200 --> 00:34:30.020]   institutions
[00:34:30.020 --> 00:34:30.430]   become
[00:34:30.430 --> 00:34:30.700]   sort
[00:34:30.700 --> 00:34:30.830]   of
[00:34:30.830 --> 00:34:30.890]   the
[00:34:30.890 --> 00:34:31.480]   more
[00:34:31.480 --> 00:34:31.570]   they
[00:34:31.570 --> 00:34:31.770]  're
[00:34:31.770 --> 00:34:32.180]   gained
[00:34:32.180 --> 00:34:32.380]   and
[00:34:32.380 --> 00:34:33.050]   corrupted
[00:34:33.050 --> 00:34:33.200]   and
[00:34:33.200 --> 00:34:33.260]   o
[00:34:33.260 --> 00:34:33.380]  ss
[00:34:33.380 --> 00:34:33.730]  ified
[00:34:33.730 --> 00:34:33.930]   and
[00:34:33.930 --> 00:34:34.130]   and
[00:34:34.130 --> 00:34:34.330]   and
[00:34:34.330 --> 00:34:34.530]   and
[00:34:34.530 --> 00:34:34.790]   and
[00:34:34.790 --> 00:34:34.970]   I
[00:34:34.970 --> 00:34:35.130]   think
[00:34:35.130 --> 00:34:35.330]   the
[00:34:35.330 --> 00:34:35.600]   more
[00:34:35.600 --> 00:34:35.800]   you
[00:34:35.800 --> 00:34:36.070]   know
[00:34:36.070 --> 00:34:36.400]   like
[00:34:36.400 --> 00:34:36.540]   you
[00:34:36.540 --> 00:34:36.600]   c
[00:34:36.600 --> 00:34:36.800]   you
[00:34:36.800 --> 00:34:37.090]   look
[00:34:37.090 --> 00:34:37.200]   at
[00:34:37.200 --> 00:34:37.610]   Europe
[00:34:37.610 --> 00:34:38.160]   compared
[00:34:38.160 --> 00:34:38.290]   to
[00:34:38.290 --> 00:34:38.490]   the
[00:34:38.490 --> 00:34:38.550]   U
[00:34:38.550 --> 00:34:38.610]  _
[00:34:38.610 --> 00:34:38.670]  S
[00:34:38.670 --> 00:34:38.730]  _
[00:34:38.730 --> 00:34:38.930]   and
[00:34:38.930 --> 00:34:38.990]   I
[00:34:38.990 --> 00:34:39.330]   think
[00:34:39.330 --> 00:34:39.620]   that
[00:34:39.620 --> 00:34:39.720]  's
[00:34:39.720 --> 00:34:40.120]   part
[00:34:40.120 --> 00:34:40.130]   of
[00:34:40.130 --> 00:34:40.330]   the
[00:34:40.330 --> 00:34:40.740]   reason
[00:34:40.740 --> 00:34:41.010]   that
[00:34:41.010 --> 00:34:41.200]   Europe
[00:34:41.200 --> 00:34:41.890]   is
[00:34:41.890 --> 00:34:42.000]   often
[00:34:42.000 --> 00:34:42.160]   less
[00:34:42.160 --> 00:34:42.850]   innovative
[00:34:42.850 --> 00:34:43.050]   and
[00:34:43.050 --> 00:34:43.330]   risk
[00:34:43.330 --> 00:34:43.860]   taking
[00:34:43.860 --> 00:34:44.030]   is
[00:34:44.030 --> 00:34:44.370]   because
[00:34:44.370 --> 00:34:44.470]   it
[00:34:44.470 --> 00:34:45.400]  's
[00:34:45.400 --> 00:34:45.530]  
[00:34:45.530 --> 00:34:45.570]   been
[00:34:45.570 --> 00:34:45.730]   around
[00:34:45.730 --> 00:34:45.830]   the
[00:34:45.830 --> 00:34:46.150]   structure
[00:34:46.150 --> 00:34:46.190]  's
[00:34:46.190 --> 00:34:46.320]   been
[00:34:46.320 --> 00:34:46.350]   a
[00:34:46.350 --> 00:34:46.510]   place
[00:34:46.510 --> 00:34:46.710]   longer
[00:34:46.710 --> 00:34:47.120]  . [SPEAKER_TURN]
[00:34:47.120 --> 00:34:47.250]   So
[00:34:47.250 --> 00:34:47.430]   so
[00:34:47.430 --> 00:34:47.510]   an
[00:34:47.510 --> 00:34:48.250]   interesting
[00:34:48.250 --> 00:34:48.540]   thing
[00:34:48.540 --> 00:34:48.890]   about
[00:34:48.890 --> 00:34:49.050]   the
[00:34:49.050 --> 00:34:49.240]   the
[00:34:49.240 --> 00:34:49.500]   kind
[00:34:49.500 --> 00:34:49.630]   of
[00:34:49.630 --> 00:34:49.860]   way
[00:34:49.860 --> 00:34:50.080]   that
[00:34:50.080 --> 00:34:50.340]   they
[00:34:50.340 --> 00:34:50.720]  're
[00:34:50.720 --> 00:34:51.000]   viewing
[00:34:51.000 --> 00:34:51.110]   it
[00:34:51.110 --> 00:34:51.260]   in
[00:34:51.260 --> 00:34:51.430]   the
[00:34:51.430 --> 00:34:51.550]   C
[00:34:51.550 --> 00:34:51.570]  _
[00:34:51.570 --> 00:34:52.080]   setting
[00:34:52.080 --> 00:34:52.320]   thing
[00:34:52.320 --> 00:34:52.450]   is
[00:34:52.450 --> 00:34:52.960]   um
[00:34:52.960 --> 00:34:52.970]   that
[00:34:52.970 --> 00:34:53.320]   each
[00:34:53.320 --> 00:34:53.700]   person
[00:34:53.700 --> 00:34:53.970]   kind
[00:34:53.970 --> 00:34:54.080]   of
[00:34:54.080 --> 00:34:54.290]   has
[00:34:54.290 --> 00:34:54.640]   their
[00:34:54.640 --> 00:34:54.920]   plot
[00:34:54.920 --> 00:34:55.080]   of
[00:34:55.080 --> 00:34:55.340]   land
[00:34:55.340 --> 00:34:55.480]   so
[00:34:55.480 --> 00:34:55.620]  ,
[00:34:55.620 --> 00:34:55.900]   each
[00:34:55.900 --> 00:34:56.440]   person
[00:34:56.440 --> 00:34:56.530]   has
[00:34:56.530 --> 00:34:56.880]   their
[00:34:56.880 --> 00:34:57.160]   plot
[00:34:57.160 --> 00:34:57.300]   of
[00:34:57.300 --> 00:34:57.580]   land
[00:34:57.580 --> 00:34:57.860]   that
[00:34:57.860 --> 00:34:58.050]   is
[00:34:58.050 --> 00:34:58.210]   one
[00:34:58.210 --> 00:34:58.490]   kind
[00:34:58.490 --> 00:34:58.730]   of
[00:34:58.730 --> 00:34:59.800]   module
[00:34:59.800 --> 00:34:59.800]   module
[00:34:59.800 --> 00:35:00.150]   that
[00:35:00.150 --> 00:35:00.590]   links
[00:35:00.590 --> 00:35:00.760]   to
[00:35:00.760 --> 00:35:01.020]   the
[00:35:01.020 --> 00:35:01.440]   rest
[00:35:01.440 --> 00:35:01.540]   of
[00:35:01.540 --> 00:35:01.860]   the
[00:35:01.860 --> 00:35:02.330]   island
[00:35:02.330 --> 00:35:02.790]  .
[00:35:02.790 --> 00:35:02.790]   So
[00:35:02.790 --> 00:35:02.900]   if
[00:35:02.900 --> 00:35:03.200]   you
[00:35:03.200 --> 00:35:03.260]   don
[00:35:03.260 --> 00:35:03.350]  't
[00:35:03.350 --> 00:35:03.750]   like
[00:35:03.750 --> 00:35:03.870]   the
[00:35:03.870 --> 00:35:04.340]   government
[00:35:04.340 --> 00:35:04.570]   from
[00:35:04.570 --> 00:35:04.800]   that
[00:35:04.800 --> 00:35:05.270]   island
[00:35:05.270 --> 00:35:05.320]   you
[00:35:05.320 --> 00:35:05.560]   just
[00:35:05.560 --> 00:35:05.660]   un
[00:35:05.660 --> 00:35:05.890]  link
[00:35:05.890 --> 00:35:06.060]   and
[00:35:06.060 --> 00:35:06.170]   go
[00:35:06.170 --> 00:35:06.460]   enjoy
[00:35:06.460 --> 00:35:06.870]   someone
[00:35:06.870 --> 00:35:07.110]   else
[00:35:07.110 --> 00:35:07.210]  's
[00:35:07.210 --> 00:35:07.560]   island
[00:35:07.560 --> 00:35:07.820]   with
[00:35:07.820 --> 00:35:07.840]   a
[00:35:07.840 --> 00:35:08.430]   government
[00:35:08.430 --> 00:35:08.660]   that
[00:35:08.660 --> 00:35:08.830]   you
[00:35:08.830 --> 00:35:08.940]   do
[00:35:08.940 --> 00:35:09.170]   like
[00:35:09.170 --> 00:35:09.560]  . [SPEAKER_TURN]
[00:35:10.740 --> 00:35:10.740]  
[00:35:10.740 --> 00:35:10.900]   it
[00:35:10.900 --> 00:35:11.230]   Well
[00:35:11.230 --> 00:35:11.480]  .
[00:35:11.480 --> 00:35:11.730]   you
[00:35:11.730 --> 00:35:12.060]   know
[00:35:12.060 --> 00:35:12.380]   they
[00:35:12.380 --> 00:35:12.990]   should
[00:35:12.990 --> 00:35:13.290]   they
[00:35:13.290 --> 00:35:13.550]   they
[00:35:13.550 --> 00:35:14.050]   should
[00:35:14.050 --> 00:35:14.210]   do
[00:35:14.210 --> 00:35:14.550]   is
[00:35:14.550 --> 00:35:14.790]   build
[00:35:14.790 --> 00:35:15.120]   like
[00:35:15.120 --> 00:35:15.230]   a
[00:35:15.230 --> 00:35:15.360]   uh
[00:35:15.360 --> 00:35:15.520]   uh
[00:35:15.520 --> 00:35:15.680]   an
[00:35:15.680 --> 00:35:15.930]   app
[00:35:15.930 --> 00:35:16.350]   video
[00:35:16.350 --> 00:35:16.700]   game
[00:35:16.700 --> 00:35:16.930]   for
[00:35:16.930 --> 00:35:17.330]   this
[00:35:17.330 --> 00:35:17.510]  .
[00:35:17.510 --> 00:35:17.760]   You
[00:35:17.760 --> 00:35:18.250]   know
[00:35:18.250 --> 00:35:18.330]  ,
[00:35:18.330 --> 00:35:18.660]   because
[00:35:18.660 --> 00:35:18.950]   it
[00:35:18.950 --> 00:35:19.220]   l
[00:35:19.220 --> 00:35:19.240]   it
[00:35:19.240 --> 00:35:19.660]   looks
[00:35:19.660 --> 00:35:19.740]   a
[00:35:19.740 --> 00:35:20.270]   little
[00:35:20.270 --> 00:35:20.490]   bit
[00:35:20.490 --> 00:35:20.820]   like
[00:35:20.820 --> 00:35:21.240]   um
[00:35:21.240 --> 00:35:21.460]   it
[00:35:21.460 --> 00:35:21.990]   looks
[00:35:21.990 --> 00:35:22.120]   a
[00:35:22.120 --> 00:35:22.920]   little
[00:35:22.920 --> 00:35:23.150]   bit
[00:35:23.150 --> 00:35:23.550]   like
[00:35:23.550 --> 00:35:23.790]   uh
[00:35:23.790 --> 00:35:24.210]   what
[00:35:24.210 --> 00:35:24.430]   is
[00:35:24.430 --> 00:35:24.650]   it
[00:35:24.650 --> 00:35:24.880]   um
[00:35:24.880 --> 00:35:25.070]   Sim
[00:35:25.070 --> 00:35:25.280]  City
[00:35:25.280 --> 00:35:25.970]   or
[00:35:25.970 --> 00:35:26.030]   something
[00:35:26.030 --> 00:35:26.760]  . [SPEAKER_TURN]
[00:35:26.760 --> 00:35:26.870]   Yeah
[00:35:26.870 --> 00:35:26.920]   it
[00:35:26.920 --> 00:35:27.030]   does
[00:35:27.030 --> 00:35:27.080]  ,
[00:35:27.080 --> 00:35:27.260]   doesn
[00:35:27.260 --> 00:35:27.260]  't
[00:35:27.260 --> 00:35:27.310]   it
[00:35:27.310 --> 00:35:27.640]  ? [SPEAKER_TURN]
[00:35:27.640 --> 00:35:27.880]   So
[00:35:27.880 --> 00:35:28.020]   you
[00:35:28.020 --> 00:35:28.410]   could
[00:35:28.410 --> 00:35:28.710]   play
[00:35:28.710 --> 00:35:29.030]   like
[00:35:29.030 --> 00:35:29.100]   a
[00:35:29.100 --> 00:35:29.170]   C
[00:35:29.170 --> 00:35:29.240]  _
[00:35:29.240 --> 00:35:30.020]   setting
[00:35:30.020 --> 00:35:30.540]   simulation
[00:35:30.540 --> 00:35:30.770]  .
[00:35:30.770 --> 00:35:31.150]   So
[00:35:31.150 --> 00:35:31.410]   people
[00:35:31.410 --> 00:35:31.820]   would
[00:35:31.820 --> 00:35:32.170]   kinda
[00:35:32.170 --> 00:35:32.410]   get
[00:35:32.410 --> 00:35:32.490]   uh
[00:35:32.490 --> 00:35:32.800]   acc
[00:35:32.800 --> 00:35:33.000]  lim
[00:35:33.000 --> 00:35:33.280]  ated
[00:35:33.280 --> 00:35:33.550]   to
[00:35:33.550 --> 00:35:33.610]   the
[00:35:33.610 --> 00:35:34.090]   concept
[00:35:34.090 --> 00:35:34.220]  ,
[00:35:34.220 --> 00:35:34.560]   right
[00:35:34.560 --> 00:35:34.760]  .
[00:35:34.760 --> 00:35:35.020]   If
[00:35:35.020 --> 00:35:35.020]   it
[00:35:35.020 --> 00:35:35.370]   says
[00:35:35.370 --> 00:35:35.420]   oh
[00:35:35.420 --> 00:35:35.550]   if
[00:35:35.550 --> 00:35:35.750]   you
[00:35:35.750 --> 00:35:36.020]   like
[00:35:36.020 --> 00:35:36.500]   playing
[00:35:36.500 --> 00:35:36.700]   the
[00:35:36.700 --> 00:35:36.970]   game
[00:35:36.970 --> 00:35:37.100]  ,
[00:35:37.100 --> 00:35:37.300]   you
[00:35:37.300 --> 00:35:37.710]   should
[00:35:37.710 --> 00:35:38.180]   come
[00:35:38.180 --> 00:35:38.240]   for
[00:35:38.240 --> 00:35:38.240]   a
[00:35:38.240 --> 00:35:38.580]   visit
[00:35:38.580 --> 00:35:39.480]  . [SPEAKER_TURN]
[00:35:40.560 --> 00:35:40.750]  
