
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:01.440]   All
[00:23:23.880 --> 00:23:24.070]   things
[00:23:24.070 --> 00:23:24.370]   that
[00:23:24.370 --> 00:23:24.440]   we
[00:23:24.440 --> 00:23:24.630]  've
[00:23:24.630 --> 00:23:24.940]   spent
[00:23:24.940 --> 00:23:25.190]   time
[00:23:25.190 --> 00:23:25.310]   on
[00:23:25.310 --> 00:23:25.560]   just
[00:23:25.560 --> 00:23:26.000]   because
[00:23:26.000 --> 00:23:26.120]   we
[00:23:26.120 --> 00:23:26.310]   you
[00:23:26.310 --> 00:23:26.630]   know
[00:23:26.630 --> 00:23:26.680]   it
[00:23:26.680 --> 00:23:26.820]   it
[00:23:26.820 --> 00:23:26.860]   g
[00:23:26.860 --> 00:23:27.110]   sort
[00:23:27.110 --> 00:23:27.230]   of
[00:23:27.230 --> 00:23:27.540]   gives
[00:23:27.540 --> 00:23:28.000]   meaning
[00:23:28.000 --> 00:23:28.140]   or
[00:23:28.140 --> 00:23:28.410]   value
[00:23:28.410 --> 00:23:28.560]   to
[00:23:28.560 --> 00:23:28.750]   the
[00:23:28.750 --> 00:23:28.910]   way
[00:23:28.910 --> 00:23:29.030]   we
[00:23:29.030 --> 00:23:29.340]   spend
[00:23:29.340 --> 00:23:29.630]   time
[00:23:29.630 --> 00:23:29.780]  .
[00:23:29.780 --> 00:23:29.900]   We
[00:23:29.900 --> 00:23:30.140]   don
[00:23:30.140 --> 00:23:30.210]  't
[00:23:30.210 --> 00:23:30.460]   like
[00:23:30.460 --> 00:23:30.630]   to
[00:23:30.630 --> 00:23:30.890]   think
[00:23:30.890 --> 00:23:31.010]   oh
[00:23:31.010 --> 00:23:31.250]   that
[00:23:31.250 --> 00:23:31.380]   was
[00:23:31.380 --> 00:23:31.510]   a
[00:23:31.510 --> 00:23:31.920]   big
[00:23:31.920 --> 00:23:32.010]   waste
[00:23:32.010 --> 00:23:32.130]   of
[00:23:32.130 --> 00:23:32.380]   time
[00:23:32.380 --> 00:23:32.570]  .
[00:23:32.570 --> 00:23:32.760]   You
[00:23:32.760 --> 00:23:33.060]   know
[00:23:33.060 --> 00:23:33.390]   unless
[00:23:33.390 --> 00:23:33.510]  ,
[00:23:33.510 --> 00:23:33.700]   you
[00:23:33.700 --> 00:23:34.040]   admit
[00:23:34.040 --> 00:23:34.260]   that
[00:23:34.260 --> 00:23:34.900]  . [SPEAKER_TURN]
[00:23:35.160 --> 00:23:35.180]  
[00:23:35.180 --> 00:23:35.480]   could
[00:23:35.480 --> 00:23:35.600]   be
[00:23:35.600 --> 00:23:35.790]   the
[00:23:35.790 --> 00:23:36.040]   same
[00:23:36.040 --> 00:23:36.450]   deal
[00:23:36.450 --> 00:23:36.600]   with
[00:23:36.600 --> 00:23:36.790]   that
[00:23:36.790 --> 00:23:37.110]   could
[00:23:37.110 --> 00:23:37.230]   be
[00:23:37.230 --> 00:23:37.420]   the
[00:23:37.420 --> 00:23:37.670]   same
[00:23:37.670 --> 00:23:37.920]   deal
[00:23:37.920 --> 00:23:38.170]   with
[00:23:38.170 --> 00:23:38.580]   Tweet
[00:23:38.580 --> 00:23:38.750]  min
[00:23:38.750 --> 00:23:38.800]  er
[00:23:38.800 --> 00:23:38.990]  .
[00:23:38.990 --> 00:23:39.190]   I
[00:23:39.190 --> 00:23:39.300]   mean
[00:23:39.300 --> 00:23:39.490]   the
[00:23:39.490 --> 00:23:39.680]   the
[00:23:39.680 --> 00:23:39.810]   my
[00:23:39.810 --> 00:23:39.910]   th
[00:23:39.910 --> 00:23:40.040]  i
[00:23:40.040 --> 00:23:40.220]   my
[00:23:40.220 --> 00:23:40.310]   fo
[00:23:40.310 --> 00:23:40.670]   feeling
[00:23:40.670 --> 00:23:40.790]   is
[00:23:40.790 --> 00:23:40.930]   is
[00:23:40.930 --> 00:23:41.160]   that
[00:23:41.160 --> 00:23:41.350]   the
[00:23:41.350 --> 00:23:41.670]   other
[00:23:41.670 --> 00:23:42.050]   thing
[00:23:42.050 --> 00:23:42.110]  ,
[00:23:42.110 --> 00:23:42.300]   the
[00:23:42.300 --> 00:23:42.620]   other
[00:23:42.620 --> 00:23:43.070]   project
[00:23:43.070 --> 00:23:43.190]   is
[00:23:43.190 --> 00:23:43.250]   a
[00:23:43.250 --> 00:23:43.630]   larger
[00:23:43.630 --> 00:23:44.340]   opportunity
[00:23:44.340 --> 00:23:44.650]  ,
[00:23:44.650 --> 00:23:44.700]   and
[00:23:44.700 --> 00:23:44.770]   uh
[00:23:44.770 --> 00:23:44.830]   a
[00:23:44.830 --> 00:23:45.150]   more
[00:23:45.150 --> 00:23:45.790]   interesting
[00:23:45.790 --> 00:23:46.510]   opportunity
[00:23:46.510 --> 00:23:46.750]   that
[00:23:46.750 --> 00:23:46.940]   may
[00:23:46.940 --> 00:23:47.330]   affect
[00:23:47.330 --> 00:23:47.570]   more
[00:23:47.570 --> 00:23:47.930]   people
[00:23:47.930 --> 00:23:47.990]   and
[00:23:47.990 --> 00:23:48.240]   be
[00:23:48.240 --> 00:23:48.510]   more
[00:23:48.510 --> 00:23:48.740]   f
[00:23:48.740 --> 00:23:48.830]   more
[00:23:48.830 --> 00:23:49.010]   fun
[00:23:49.010 --> 00:23:49.200]   in
[00:23:49.200 --> 00:23:49.320]   the
[00:23:49.320 --> 00:23:49.570]   long
[00:23:49.570 --> 00:23:49.760]   run
[00:23:49.760 --> 00:23:50.500]  .
[00:23:50.500 --> 00:23:50.500]   So
[00:23:50.500 --> 00:23:50.570]   w
[00:23:50.570 --> 00:23:50.780]   w
[00:23:50.780 --> 00:23:50.840]   it
[00:23:50.840 --> 00:23:51.140]   wants
[00:23:51.140 --> 00:23:51.260]   to
[00:23:51.260 --> 00:23:51.580]   say
[00:23:51.580 --> 00:23:51.780]   that
[00:23:51.780 --> 00:23:52.150]  ,
[00:23:52.150 --> 00:23:52.200]   you
[00:23:52.200 --> 00:23:52.440]   know
[00:23:52.440 --> 00:23:52.570]  ,
[00:23:52.570 --> 00:23:52.650]   I
[00:23:52.650 --> 00:23:53.010]   could
[00:23:53.010 --> 00:23:53.360]   focus
[00:23:53.360 --> 00:23:53.630]   on
[00:23:53.630 --> 00:23:53.870]   Tweet
[00:23:53.870 --> 00:23:54.080]  min
[00:23:54.080 --> 00:23:54.220]  er
[00:23:54.220 --> 00:23:54.440]   and
[00:23:54.440 --> 00:23:54.800]   build
[00:23:54.800 --> 00:23:54.940]  ,
[00:23:54.940 --> 00:23:55.160]   you
[00:23:55.160 --> 00:23:55.450]   know
[00:23:55.450 --> 00:23:55.650]  ,
[00:23:55.650 --> 00:23:55.690]   a
[00:23:55.690 --> 00:23:55.730]   b
[00:23:55.730 --> 00:23:55.800]   a
[00:23:55.800 --> 00:23:56.160]   small
[00:23:56.160 --> 00:23:56.740]   business
[00:23:56.740 --> 00:23:57.100]   something
[00:23:57.100 --> 00:23:57.790]  ,
[00:23:57.790 --> 00:23:57.920]   quite
[00:23:57.920 --> 00:23:58.260]   small
[00:23:58.260 --> 00:23:58.550]   very
[00:23:58.550 --> 00:23:58.840]   very
[00:23:58.840 --> 00:23:59.500]   lifestyle
[00:23:59.500 --> 00:24:00.590]   oriented
[00:24:00.590 --> 00:24:00.600]   because
[00:24:00.600 --> 00:24:00.730]  ,
[00:24:00.730 --> 00:24:00.800]   I
[00:24:00.800 --> 00:24:01.020]   can
[00:24:01.020 --> 00:24:01.230]  't
[00:24:01.230 --> 00:24:01.520]   I
[00:24:01.520 --> 00:24:01.580]   just
[00:24:01.580 --> 00:24:01.740]   can
[00:24:01.740 --> 00:24:01.880]  't
[00:24:01.880 --> 00:24:02.020]   at
[00:24:02.020 --> 00:24:02.310]   this
[00:24:02.310 --> 00:24:02.670]   stage
[00:24:02.670 --> 00:24:03.110]   visual
[00:24:03.110 --> 00:24:03.330]  ise
[00:24:03.330 --> 00:24:03.460]   it
[00:24:03.460 --> 00:24:04.040]   becoming
[00:24:04.040 --> 00:24:04.110]   a
[00:24:04.110 --> 00:24:04.760]   really
[00:24:04.760 --> 00:24:05.160]   big
[00:24:05.160 --> 00:24:05.160]  ,
[00:24:05.160 --> 00:24:05.170]  
[00:24:05.170 --> 00:24:05.470]   being
[00:24:05.470 --> 00:24:05.880]   throwing
[00:24:05.880 --> 00:24:05.970]   off
[00:24:05.970 --> 00:24:06.240]   wards
[00:24:06.240 --> 00:24:06.320]   of
[00:24:06.320 --> 00:24:06.520]   cash
[00:24:06.520 --> 00:24:07.510]  .
[00:24:07.510 --> 00:24:07.960]   Um [SPEAKER_TURN]
[00:24:07.960 --> 00:24:08.040]   I
[00:24:08.040 --> 00:24:08.190]   mean
[00:24:08.190 --> 00:24:08.330]   how
[00:24:08.330 --> 00:24:08.530]   look
[00:24:08.530 --> 00:24:08.610]   uh
[00:24:08.610 --> 00:24:08.830]   let
[00:24:08.830 --> 00:24:08.840]  's
[00:24:08.840 --> 00:24:09.030]   well
[00:24:09.030 --> 00:24:09.170]   let
[00:24:09.170 --> 00:24:09.260]  's
[00:24:09.260 --> 00:24:09.440]   talk
[00:24:09.440 --> 00:24:09.750]   about
[00:24:09.750 --> 00:24:09.880]   that
[00:24:09.880 --> 00:24:10.020]   How
[00:24:10.020 --> 00:24:10.160]  .
[00:24:10.160 --> 00:24:10.300]   how
[00:24:10.300 --> 00:24:10.490]   much
[00:24:10.490 --> 00:24:10.630]   has
[00:24:10.630 --> 00:24:10.720]   it
[00:24:10.720 --> 00:24:10.760]   s
[00:24:10.760 --> 00:24:10.900]   has
[00:24:10.900 --> 00:24:10.990]   it
[00:24:10.990 --> 00:24:11.290]   grown
[00:24:11.290 --> 00:24:11.320]   in
[00:24:11.320 --> 00:24:11.470]   the
[00:24:11.470 --> 00:24:11.630]   past
[00:24:11.630 --> 00:24:11.650]   How
[00:24:11.650 --> 00:24:11.910]  ?
[00:24:11.910 --> 00:24:12.260]   much
[00:24:12.260 --> 00:24:12.330]   are
[00:24:12.330 --> 00:24:12.400]   you
[00:24:12.400 --> 00:24:12.510]   ju
[00:24:12.510 --> 00:24:12.630]   how
[00:24:12.630 --> 00:24:12.800]   are
[00:24:12.800 --> 00:24:12.910]   you
[00:24:12.910 --> 00:24:13.390]   generating
[00:24:13.390 --> 00:24:13.730]   revenue
[00:24:13.730 --> 00:24:13.770]  -
[00:24:13.770 --> 00:24:13.960]  wise
[00:24:13.960 --> 00:24:14.000]   a
[00:24:14.000 --> 00:24:14.240]   month
[00:24:14.240 --> 00:24:14.660]  ? [SPEAKER_TURN]
[00:24:15.740 --> 00:24:15.830]  
[00:24:15.830 --> 00:24:16.010]   Well
[00:24:16.010 --> 00:24:16.130]   it
[00:24:16.130 --> 00:24:16.250]  's
[00:24:16.250 --> 00:24:16.390]   it
[00:24:16.390 --> 00:24:16.780]  's
[00:24:16.780 --> 00:24:17.280]   interesting
[00:24:17.280 --> 00:24:17.470]   Um
[00:24:17.470 --> 00:24:17.610]  .
[00:24:17.610 --> 00:24:17.670]   a
[00:24:17.670 --> 00:24:17.730]   c
[00:24:17.730 --> 00:24:17.790]   I
[00:24:17.790 --> 00:24:18.050]   mean
[00:24:18.050 --> 00:24:18.530]   a
[00:24:18.530 --> 00:24:18.540]   couple
[00:24:18.540 --> 00:24:18.700]   of
[00:24:18.700 --> 00:24:19.130]   things
[00:24:19.130 --> 00:24:19.270]  .
[00:24:19.270 --> 00:24:19.470]   The
[00:24:19.470 --> 00:24:19.930]   growth
[00:24:19.930 --> 00:24:19.930]   I
[00:24:19.930 --> 00:24:20.470]  'm
[00:24:20.470 --> 00:24:20.700]   measuring
[00:24:20.700 --> 00:24:20.890]   not
[00:24:20.890 --> 00:24:21.020]   by
[00:24:21.020 --> 00:24:21.360]   money
[00:24:21.360 --> 00:24:21.490]  ,
[00:24:21.490 --> 00:24:21.550]   I
[00:24:21.550 --> 00:24:21.680]  'm
[00:24:21.680 --> 00:24:22.230]   actually
[00:24:22.230 --> 00:24:22.850]   measuring
[00:24:22.850 --> 00:24:22.980]   by
[00:24:22.980 --> 00:24:23.800]   transactions
[00:24:23.800 --> 00:24:24.130]   when
[00:24:24.130 --> 00:24:24.130]   I
[00:24:24.130 --> 00:24:24.470]   think
[00:24:24.470 --> 00:24:24.800]   about
[00:24:24.800 --> 00:24:25.140]   it
[00:24:25.140 --> 00:24:25.140]  .
[00:24:25.140 --> 00:24:25.620]   Because
[00:24:25.620 --> 00:24:25.690]   the
[00:24:25.690 --> 00:24:26.130]   f
[00:24:26.130 --> 00:24:26.360]   because
[00:24:26.360 --> 00:24:26.700]   there
[00:24:26.700 --> 00:24:26.830]  's
[00:24:26.830 --> 00:24:27.100]   this
[00:24:27.100 --> 00:24:27.390]   wild
[00:24:27.390 --> 00:24:27.750]   card
[00:24:27.750 --> 00:24:28.000]   where
[00:24:28.000 --> 00:24:28.450]   people
[00:24:28.450 --> 00:24:28.600]   can
[00:24:28.600 --> 00:24:28.790]   buy
[00:24:28.790 --> 00:24:28.850]   a
[00:24:28.850 --> 00:24:29.100]   year
[00:24:29.100 --> 00:24:29.410]   in
[00:24:29.410 --> 00:24:29.730]   advance
[00:24:29.730 --> 00:24:29.860]  ,
[00:24:29.860 --> 00:24:30.130]   that
[00:24:30.130 --> 00:24:30.290]  's
[00:24:30.290 --> 00:24:30.320]   a
[00:24:30.320 --> 00:24:30.650]   bit
[00:24:30.650 --> 00:24:30.650]   of
[00:24:30.650 --> 00:24:30.980]   a
[00:24:30.980 --> 00:24:31.050]   wild
[00:24:31.050 --> 00:24:31.250]   card
[00:24:31.250 --> 00:24:31.530]  .
[00:24:31.530 --> 00:24:31.650]   And
[00:24:31.650 --> 00:24:32.060]   really
[00:24:32.060 --> 00:24:32.260]   the
[00:24:32.260 --> 00:24:33.010]   interesting
[00:24:33.010 --> 00:24:33.350]   thing
[00:24:33.350 --> 00:24:33.480]   is
[00:24:33.480 --> 00:24:33.680]   the
[00:24:33.680 --> 00:24:34.160]   monthly
[00:24:34.160 --> 00:24:35.050]   subscriptions
[00:24:35.050 --> 00:24:35.260]  .
[00:24:35.260 --> 00:24:35.380]   So
[00:24:35.380 --> 00:24:35.650]   what
[00:24:35.650 --> 00:24:35.700]   I
[00:24:35.700 --> 00:24:36.220]  'm
[00:24:36.220 --> 00:24:36.320]   looking
[00:24:36.320 --> 00:24:36.450]   at
[00:24:36.450 --> 00:24:36.640]   is
[00:24:36.640 --> 00:24:36.780]   the
[00:24:36.780 --> 00:24:37.190]   number
[00:24:37.190 --> 00:24:37.320]   of
[00:24:37.320 --> 00:24:38.140]   transactions
[00:24:38.140 --> 00:24:38.340]   and
[00:24:38.340 --> 00:24:38.540]   the
[00:24:38.540 --> 00:24:38.950]   growth
[00:24:38.950 --> 00:24:39.100]   of
[00:24:39.100 --> 00:24:39.350]   that
[00:24:39.350 --> 00:24:39.550]   and
[00:24:39.550 --> 00:24:39.680]   it
[00:24:39.680 --> 00:24:40.020]   seems
[00:24:40.020 --> 00:24:40.150]   to
[00:24:40.150 --> 00:24:40.300]   be
[00:24:40.300 --> 00:24:40.500]   let
[00:24:40.500 --> 00:24:40.610]  's
[00:24:40.610 --> 00:24:40.810]   say
[00:24:40.810 --> 00:24:41.150]   first
[00:24:41.150 --> 00:24:41.690]   month
[00:24:41.690 --> 00:24:41.720]   was
[00:24:41.720 --> 00:24:42.210]   fifteen
[00:24:42.210 --> 00:24:42.920]   transaction
[00:24:42.920 --> 00:24:43.050]  ,
[00:24:43.050 --> 00:24:43.800]   second
[00:24:43.800 --> 00:24:43.970]   month
[00:24:43.970 --> 00:24:44.000]   was
[00:24:44.000 --> 00:24:44.370]   forty
[00:24:44.370 --> 00:24:45.370]   five
[00:24:45.370 --> 00:24:45.720]   transactions
[00:24:45.720 --> 00:24:45.720]  ,
[00:24:45.720 --> 00:24:45.860]  
[00:24:45.860 --> 00:24:46.090]   third
[00:24:46.090 --> 00:24:46.460]   month
[00:24:46.460 --> 00:24:46.830]   fifty
[00:24:46.830 --> 00:24:47.050]   six
[00:24:47.050 --> 00:24:47.690]   transactions
[00:24:47.690 --> 00:24:48.030]  ,
[00:24:48.030 --> 00:24:48.600]   uh
[00:24:48.600 --> 00:24:48.700]   fourth
[00:24:48.700 --> 00:24:49.070]   month
[00:24:49.070 --> 00:24:49.440]   sixty
[00:24:49.440 --> 00:24:49.660]   one
[00:24:49.660 --> 00:24:49.880]  .
[00:24:49.880 --> 00:24:50.030]   So
[00:24:50.030 --> 00:24:50.180]   it
[00:24:50.180 --> 00:24:50.330]  's
[00:24:50.330 --> 00:24:50.630]   kind
[00:24:50.630 --> 00:24:50.830]   of
[00:24:50.830 --> 00:24:51.080]   like
[00:24:51.080 --> 00:24:51.150]   a
[00:24:51.150 --> 00:24:51.370]   ten
[00:24:51.370 --> 00:24:51.890]   percent
[00:24:51.890 --> 00:24:52.160]   ten
[00:24:52.160 --> 00:24:53.060]   fifteen
[00:24:53.060 --> 00:24:53.150]   percent
[00:24:53.150 --> 00:24:53.460]   growth
[00:24:53.460 --> 00:24:53.890]   rate
[00:24:53.890 --> 00:24:54.360]   as
[00:24:54.360 --> 00:24:54.420]   where
[00:24:54.420 --> 00:24:54.570]   it
[00:24:54.570 --> 00:24:54.900]   is
[00:24:54.900 --> 00:24:55.720]  . [SPEAKER_TURN]
[00:24:55.720 --> 00:24:58.010]   M
[00:24:58.010 --> 00:24:59.860]  m
[00:24:59.860 --> 00:25:01.920]  -
[00:25:01.920 --> 00:25:03.980]  h
[00:25:03.980 --> 00:25:08.150]  mm
[00:25:08.150 --> 00:25:14.360]  .
[00:25:14.360 --> 00:25:14.360]  
[00:25:14.360 --> 00:25:14.520]   Uh
[00:25:14.520 --> 00:25:14.570]   i
[00:25:14.570 --> 00:25:14.610]   i
[00:25:14.610 --> 00:25:14.620]   i
[00:25:14.620 --> 00:25:14.670]   i
[00:25:14.670 --> 00:25:14.740]   i
[00:25:14.740 --> 00:25:14.940]   my
[00:25:14.940 --> 00:25:15.050]   uh
[00:25:15.050 --> 00:25:15.100]   as
[00:25:15.100 --> 00:25:15.100]   I
[00:25:15.100 --> 00:25:15.590]   mentioned
[00:25:15.590 --> 00:25:15.920]   before
[00:25:15.920 --> 00:25:16.030]  ,
[00:25:16.030 --> 00:25:16.140]   my
[00:25:16.140 --> 00:25:16.520]   buddies
[00:25:16.520 --> 00:25:16.830]   over
[00:25:16.830 --> 00:25:16.850]   at
[00:25:16.850 --> 00:25:16.960]   uh
[00:25:16.960 --> 00:25:17.340]   Central
[00:25:17.340 --> 00:25:17.720]   Desktop
[00:25:17.720 --> 00:25:17.830]  ,
[00:25:17.830 --> 00:25:18.100]   Isaac
[00:25:18.100 --> 00:25:18.260]   and
[00:25:18.260 --> 00:25:18.370]   Ar
[00:25:18.370 --> 00:25:18.510]  no
[00:25:18.510 --> 00:25:18.590]  ,
[00:25:18.590 --> 00:25:18.650]   I
[00:25:18.650 --> 00:25:18.860]   mean
[00:25:18.860 --> 00:25:19.000]  ,
[00:25:19.000 --> 00:25:19.190]   when
[00:25:19.190 --> 00:25:19.410]   they
[00:25:19.410 --> 00:25:19.790]   started
[00:25:19.790 --> 00:25:19.950]   out
[00:25:19.950 --> 00:25:20.060]  ,
[00:25:20.060 --> 00:25:20.110]   I
[00:25:20.110 --> 00:25:20.290]   was
[00:25:20.290 --> 00:25:20.490]   like
[00:25:20.490 --> 00:25:20.710]   what
[00:25:20.710 --> 00:25:20.870]   are
[00:25:20.870 --> 00:25:21.030]   the
[00:25:21.030 --> 00:25:21.190]   two
[00:25:21.190 --> 00:25:21.710]   thousand
[00:25:21.710 --> 00:25:21.850]   five
[00:25:21.850 --> 00:25:22.000]   and
[00:25:22.000 --> 00:25:22.120]   we
[00:25:22.120 --> 00:25:22.230]  'd
[00:25:22.230 --> 00:25:22.450]   grab
[00:25:22.450 --> 00:25:22.720]   lunch
[00:25:22.720 --> 00:25:22.990]   every
[00:25:22.990 --> 00:25:23.170]   d
[00:25:23.170 --> 00:25:23.200]   you
[00:25:23.200 --> 00:25:23.420]   know
[00:25:23.420 --> 00:25:23.640]   once
[00:25:23.640 --> 00:25:23.690]   a
[00:25:23.690 --> 00:25:23.910]   week
[00:25:23.910 --> 00:25:24.070]   and
[00:25:24.070 --> 00:25:24.180]   he
[00:25:24.180 --> 00:25:24.560]   would
[00:25:24.560 --> 00:25:24.670]   give
[00:25:24.670 --> 00:25:24.780]   me
[00:25:24.780 --> 00:25:25.010]   the
[00:25:25.010 --> 00:25:25.270]   update
[00:25:25.270 --> 00:25:25.430]   and
[00:25:25.430 --> 00:25:25.490]   and
[00:25:25.490 --> 00:25:25.640]   I
[00:25:25.640 --> 00:25:25.840]  'm
[00:25:25.840 --> 00:25:26.080]   making
[00:25:26.080 --> 00:25:26.300]   like
[00:25:26.300 --> 00:25:26.460]   two
[00:25:26.460 --> 00:25:26.840]   hundred
[00:25:26.840 --> 00:25:27.220]   dollars
[00:25:27.220 --> 00:25:27.270]   a
[00:25:27.270 --> 00:25:27.540]   month
[00:25:27.540 --> 00:25:27.650]  ,
[00:25:27.650 --> 00:25:27.810]   and
[00:25:27.810 --> 00:25:27.860]   I
[00:25:27.860 --> 00:25:28.030]  'm
[00:25:28.030 --> 00:25:28.300]   making
[00:25:28.300 --> 00:25:28.350]   f
[00:25:28.350 --> 00:25:28.460]  or
[00:25:28.460 --> 00:25:28.840]   hundred
[00:25:28.840 --> 00:25:29.000]   you
[00:25:29.000 --> 00:25:29.220]   know
[00:25:29.220 --> 00:25:29.330]   it
[00:25:29.330 --> 00:25:29.490]   was
[00:25:29.490 --> 00:25:29.760]   like
[00:25:29.760 --> 00:25:29.760]   a
[00:25:29.760 --> 00:25:30.030]   first
[00:25:30.030 --> 00:25:30.250]   year
[00:25:30.250 --> 00:25:30.360]  ,
[00:25:30.360 --> 00:25:30.520]   he
[00:25:30.520 --> 00:25:30.660]   was
[00:25:30.660 --> 00:25:30.850]   like
[00:25:30.850 --> 00:25:31.450]   embarrassed
[00:25:31.450 --> 00:25:31.560]   to
[00:25:31.560 --> 00:25:31.780]   even
[00:25:31.780 --> 00:25:31.940]   say
[00:25:31.940 --> 00:25:32.100]  .
[00:25:32.100 --> 00:25:32.210]   He
[00:25:32.210 --> 00:25:32.370]   was
[00:25:32.370 --> 00:25:32.480]   so
[00:25:32.480 --> 00:25:32.970]   irritated
[00:25:32.970 --> 00:25:33.190]   that
[00:25:33.190 --> 00:25:33.350]   how
[00:25:33.350 --> 00:25:33.680]   little
[00:25:33.680 --> 00:25:33.950]   money
[00:25:33.950 --> 00:25:34.110]   and
[00:25:34.110 --> 00:25:34.270]   and
[00:25:34.270 --> 00:25:34.430]   how
[00:25:34.430 --> 00:25:34.580]   you
[00:25:34.580 --> 00:25:34.920]   know
[00:25:34.920 --> 00:25:35.000]   it
[00:25:35.000 --> 00:25:35.080]   was
[00:25:35.080 --> 00:25:35.300]   just
[00:25:35.300 --> 00:25:35.680]   growing
[00:25:35.680 --> 00:25:35.890]   like
[00:25:35.890 --> 00:25:36.250]   whatever
[00:25:36.250 --> 00:25:36.610]   it
[00:25:36.610 --> 00:25:36.620]   was
[00:25:36.620 --> 00:25:36.770]   ten
[00:25:36.770 --> 00:25:36.880]   or
[00:25:36.880 --> 00:25:37.210]   twenty
[00:25:37.210 --> 00:25:37.590]   percent
[00:25:37.590 --> 00:25:37.640]   a
[00:25:37.640 --> 00:25:37.940]   month
[00:25:37.940 --> 00:25:38.130]   like
[00:25:38.130 --> 00:25:38.350]   this
[00:25:38.350 --> 00:25:38.950]  .
[00:25:38.950 --> 00:25:39.270]   And
[00:25:39.270 --> 00:25:39.430]   when
[00:25:39.430 --> 00:25:39.490]   I
[00:25:39.490 --> 00:25:39.550]   m
[00:25:39.550 --> 00:25:39.680]   in
[00:25:39.680 --> 00:25:39.740]   c
[00:25:39.740 --> 00:25:39.800]   y
[00:25:39.800 --> 00:25:40.200]   couple
[00:25:40.200 --> 00:25:40.530]   years
[00:25:40.530 --> 00:25:40.860]   later
[00:25:40.860 --> 00:25:40.990]   it
[00:25:40.990 --> 00:25:41.190]   was
[00:25:41.190 --> 00:25:41.460]   like
[00:25:41.460 --> 00:25:41.730]   holy
[00:25:41.730 --> 00:25:42.060]   smoke
[00:25:42.060 --> 00:25:42.330]   they
[00:25:42.330 --> 00:25:42.590]  're
[00:25:42.590 --> 00:25:42.660]  ,
[00:25:42.660 --> 00:25:42.990]   doing
[00:25:42.990 --> 00:25:43.260]   well
[00:25:43.260 --> 00:25:43.380]  ,
[00:25:43.380 --> 00:25:43.760]   right
[00:25:43.760 --> 00:25:44.080]  .
[00:25:44.080 --> 00:25:44.120]   And
[00:25:44.120 --> 00:25:44.230]   then
[00:25:44.230 --> 00:25:44.360]   they
[00:25:44.360 --> 00:25:44.420]  
[00:25:44.420 --> 00:25:44.670]   kept
[00:25:44.670 --> 00:25:45.050]   growing
[00:25:45.050 --> 00:25:45.560]   I
[00:25:45.560 --> 00:25:45.560]  .
[00:25:45.560 --> 00:25:46.040]   mean
[00:25:46.040 --> 00:25:46.280]   it
[00:25:46.280 --> 00:25:46.350]   was
[00:25:46.350 --> 00:25:46.600]   just
[00:25:46.600 --> 00:25:46.780]   it
[00:25:46.780 --> 00:25:47.060]   was
[00:25:47.060 --> 00:25:47.560]   amazing
[00:25:47.560 --> 00:25:47.840]  .
[00:25:47.840 --> 00:25:47.950]   It
[00:25:47.950 --> 00:25:48.110]   was
[00:25:48.110 --> 00:25:48.330]   just
[00:25:48.330 --> 00:25:48.480]   like
[00:25:48.480 --> 00:25:48.790]   it
[00:25:48.790 --> 00:25:48.820]   was
[00:25:48.820 --> 00:25:49.060]   just
[00:25:49.060 --> 00:25:49.090]   a
[00:25:49.090 --> 00:25:49.510]   matter
[00:25:49.510 --> 00:25:49.520]   of
[00:25:49.520 --> 00:25:49.980]   patience
[00:25:49.980 --> 00:25:50.140]   and
[00:25:50.140 --> 00:25:50.590]   sticking
[00:25:50.590 --> 00:25:50.810]   with
[00:25:50.810 --> 00:25:50.920]   it
[00:25:50.920 --> 00:25:51.080]   and
[00:25:51.080 --> 00:25:51.240]   now
[00:25:51.240 --> 00:25:51.620]   you
[00:25:51.620 --> 00:25:51.760]   know
[00:25:51.760 --> 00:25:51.840]   well
[00:25:51.840 --> 00:25:51.890]   I
[00:25:51.890 --> 00:25:52.050]   got
[00:25:52.050 --> 00:25:52.270]   like
[00:25:52.270 --> 00:25:52.600]   thirty
[00:25:52.600 --> 00:25:53.210]   employees
[00:25:53.210 --> 00:25:53.250]   or
[00:25:53.250 --> 00:25:53.710]   whatever
[00:25:53.710 --> 00:25:53.790]   I
[00:25:53.790 --> 00:25:53.870]  .
[00:25:53.870 --> 00:25:54.090]   mean
[00:25:54.090 --> 00:25:54.310]   they
[00:25:54.310 --> 00:25:54.470]  're
[00:25:54.470 --> 00:25:54.690]   down
[00:25:54.690 --> 00:25:54.850]   the
[00:25:54.850 --> 00:25:55.180]   street
