
[00:00:00.000 --> 00:00:00.070]  
[00:00:00.070 --> 00:00:00.160]   J
[00:11:59.520 --> 00:11:59.700]   and
[00:11:59.700 --> 00:11:59.880]   and
[00:11:59.880 --> 00:12:00.060]   the
[00:12:00.060 --> 00:12:00.250]   and
[00:12:00.250 --> 00:12:00.420]   the
[00:12:00.420 --> 00:12:00.660]   deal
[00:12:00.660 --> 00:12:00.780]   is
[00:12:00.780 --> 00:12:00.960]   too
[00:12:00.960 --> 00:12:01.100]   as
[00:12:01.100 --> 00:12:01.260]   you
[00:12:01.260 --> 00:12:01.810]   explained
[00:12:01.810 --> 00:12:01.930]   to
[00:12:01.930 --> 00:12:02.050]   me
[00:12:02.050 --> 00:12:02.230]   off
[00:12:02.230 --> 00:12:02.290]  -
[00:12:02.290 --> 00:12:02.530]  line
[00:12:02.530 --> 00:12:02.650]   is
[00:12:02.650 --> 00:12:02.810]   that
[00:12:02.810 --> 00:12:03.090]   for
[00:12:03.090 --> 00:12:03.810]   professional
[00:12:03.810 --> 00:12:04.110]   audio
[00:12:04.110 --> 00:12:04.290]   you
[00:12:04.290 --> 00:12:04.470]   don
[00:12:04.470 --> 00:12:04.590]  't
[00:12:04.590 --> 00:12:04.830]   have
[00:12:04.830 --> 00:12:04.840]   like
[00:12:04.840 --> 00:12:05.340]   a
[00:12:05.340 --> 00:12:05.560]   headset
[00:12:05.560 --> 00:12:05.740]  .
[00:12:05.740 --> 00:12:05.920]   The
[00:12:05.920 --> 00:12:06.100]   the
[00:12:06.100 --> 00:12:06.280]   the
[00:12:06.280 --> 00:12:06.460]   ear
[00:12:06.460 --> 00:12:06.850]  phones
[00:12:06.850 --> 00:12:07.010]   and
[00:12:07.010 --> 00:12:07.180]   the
[00:12:07.180 --> 00:12:07.800]   microphone
[00:12:07.800 --> 00:12:08.070]   are
[00:12:08.070 --> 00:12:08.160]   not
[00:12:08.160 --> 00:12:08.740]   attached
[00:12:08.740 --> 00:12:08.830]  .
[00:12:08.830 --> 00:12:09.130]   They
[00:12:09.130 --> 00:12:09.250]  're
[00:12:09.250 --> 00:12:09.430]   not
[00:12:09.430 --> 00:12:09.610]   the
[00:12:09.610 --> 00:12:09.850]   same
[00:12:09.850 --> 00:12:10.280]   system
[00:12:10.280 --> 00:12:10.520]   right
[00:12:10.520 --> 00:12:10.640]  ,
[00:12:10.640 --> 00:12:10.760]   It
[00:12:10.760 --> 00:12:10.940]  .
[00:12:10.940 --> 00:12:11.240]   which
[00:12:11.240 --> 00:12:11.460]   you
[00:12:11.460 --> 00:12:11.970]   explained
[00:12:11.970 --> 00:12:12.210]   to
[00:12:12.210 --> 00:12:12.210]   me
[00:12:12.210 --> 00:12:12.510]   about
[00:12:12.510 --> 00:12:12.810]   three
[00:12:12.810 --> 00:12:13.360]   different
[00:12:13.360 --> 00:12:13.660]   times
[00:12:13.660 --> 00:12:13.900]   when
[00:12:13.900 --> 00:12:13.960]   I
[00:12:13.960 --> 00:12:14.050]   kept
[00:12:14.050 --> 00:12:14.750]   asking
[00:12:14.750 --> 00:12:14.780]   you
[00:12:14.780 --> 00:12:15.050]   about
[00:12:15.050 --> 00:12:15.230]   why
[00:12:15.230 --> 00:12:15.410]   the
[00:12:15.410 --> 00:12:15.650]   hell
[00:12:15.650 --> 00:12:15.830]   you
[00:12:15.830 --> 00:12:16.200]   couldn
[00:12:16.200 --> 00:12:16.500]  't
[00:12:16.500 --> 00:12:16.520]   get
[00:12:16.520 --> 00:12:16.620]   it
[00:12:16.620 --> 00:12:16.740]   in
[00:12:16.740 --> 00:12:16.920]   the
[00:12:16.920 --> 00:12:17.530]   microphone
[00:12:17.530 --> 00:12:18.640]  . [SPEAKER_TURN]
[00:12:19.420 --> 00:12:19.420]  
[00:12:19.420 --> 00:12:19.900]   I
[00:12:19.900 --> 00:12:20.630]   don
[00:12:20.630 --> 00:12:21.230]  't
[00:12:21.230 --> 00:12:21.710]   I
[00:12:21.710 --> 00:12:22.440]   don
[00:12:22.440 --> 00:12:23.040]  't
[00:12:23.040 --> 00:12:25.220]   believe
[00:12:25.220 --> 00:12:25.860]   it
[00:12:25.860 --> 00:12:29.180]  . [SPEAKER_TURN]
[00:12:29.180 --> 00:12:29.550]   Um
[00:12:29.550 --> 00:12:30.110]   and
[00:12:30.110 --> 00:12:30.850]   that
[00:12:30.850 --> 00:12:31.780]   times
[00:12:31.780 --> 00:12:32.470]   two
[00:12:32.470 --> 00:12:32.710]   is
[00:12:32.710 --> 00:12:33.820]   pretty
[00:12:33.820 --> 00:12:34.560]   much
[00:12:34.560 --> 00:12:34.740]   s
[00:12:34.740 --> 00:12:35.440]   you
[00:12:35.440 --> 00:12:36.040]   know
[00:12:36.040 --> 00:12:36.220]   s
[00:12:36.220 --> 00:12:37.150]   seven
[00:12:37.150 --> 00:12:38.610]   hundred
[00:12:38.610 --> 00:12:39.010]   and
[00:12:39.010 --> 00:12:40.670]   something
[00:12:40.670 --> 00:12:42.800]  . [SPEAKER_TURN]
[00:12:42.800 --> 00:12:42.800]   Yeah
[00:12:42.800 --> 00:12:43.800]  . [SPEAKER_TURN]
[00:12:43.800 --> 00:12:44.110]   Right
[00:12:44.110 --> 00:12:44.820]  . [SPEAKER_TURN]
[00:12:44.820 --> 00:12:44.820]  
[00:12:44.820 --> 00:12:44.860]   W
[00:12:44.860 --> 00:12:44.950]   it
[00:12:44.950 --> 00:12:45.130]   wasn
[00:12:45.130 --> 00:12:45.230]  't
[00:12:45.230 --> 00:12:45.700]   completely
[00:12:45.700 --> 00:12:45.790]   we
[00:12:45.790 --> 00:12:46.020]   haven
[00:12:46.020 --> 00:12:46.110]  't
[00:12:46.110 --> 00:12:46.200]   I
[00:12:46.200 --> 00:12:46.290]   don
[00:12:46.290 --> 00:12:46.380]  't
[00:12:46.380 --> 00:12:46.610]   think
[00:12:46.610 --> 00:12:46.760]   we
[00:12:46.760 --> 00:12:47.000]  've
[00:12:47.000 --> 00:12:47.310]   completely
[00:12:47.310 --> 00:12:47.560]   used
[00:12:47.560 --> 00:12:47.640]   the
[00:12:47.640 --> 00:12:47.870]   money
[00:12:47.870 --> 00:12:48.100]   up
[00:12:48.100 --> 00:12:48.290]  .
[00:12:48.290 --> 00:12:48.350]   Well
[00:12:48.350 --> 00:12:48.430]   don
[00:12:48.430 --> 00:12:48.520]  't
[00:12:48.520 --> 00:12:48.800]   forget
[00:12:48.800 --> 00:12:49.010]   that
[00:12:49.010 --> 00:12:49.130]   ind
[00:12:49.130 --> 00:12:49.280]  igo
[00:12:49.280 --> 00:12:49.360]   go
[00:12:49.360 --> 00:12:49.580]   take
[00:12:49.580 --> 00:12:49.690]   ten
[00:12:49.690 --> 00:12:50.020]   percent
[00:12:50.020 --> 00:12:50.700]  . [SPEAKER_TURN]
[00:12:50.700 --> 00:12:51.440]   Right
[00:12:51.440 --> 00:12:52.200]  . [SPEAKER_TURN]
[00:12:52.200 --> 00:12:52.350]   So
[00:12:52.350 --> 00:12:52.500]   or
[00:12:52.500 --> 00:12:52.570]   a
[00:12:52.570 --> 00:12:53.170]   certain
[00:12:53.170 --> 00:12:53.840]   percentage
[00:12:53.840 --> 00:12:54.510]   anyway
[00:12:54.510 --> 00:12:54.730]  .
[00:12:54.730 --> 00:12:55.360]   And [SPEAKER_TURN]
[00:12:55.360 --> 00:12:55.610]   Ind
[00:12:55.610 --> 00:12:55.760]  igo
[00:12:55.760 --> 00:12:55.900]   go
[00:12:55.900 --> 00:12:56.230]   takes
[00:12:56.230 --> 00:12:56.430]   ten
[00:12:56.430 --> 00:12:56.930]   percent
[00:12:56.930 --> 00:12:57.110]  .
[00:12:57.110 --> 00:12:57.300]   You
[00:12:57.300 --> 00:12:57.510]   let
[00:12:57.510 --> 00:12:57.640]  's
[00:12:57.640 --> 00:12:57.910]   talk
[00:12:57.910 --> 00:12:58.250]   about
[00:12:58.250 --> 00:12:58.800]   entities
[00:12:58.800 --> 00:12:58.920]   as
[00:12:58.920 --> 00:12:59.120]   if
[00:12:59.120 --> 00:12:59.320]   they
[00:12:59.320 --> 00:12:59.520]   are
[00:12:59.520 --> 00:12:59.650]   uh
[00:12:59.650 --> 00:13:00.060]   plural
[00:13:00.060 --> 00:13:00.920]  . [SPEAKER_TURN]
[00:13:00.920 --> 00:13:01.010]   Why
[00:13:01.010 --> 00:13:01.230]   what
[00:13:01.230 --> 00:13:01.340]  's
[00:13:01.340 --> 00:13:01.670]  ,
[00:13:01.670 --> 00:13:01.680]   wrong
[00:13:01.680 --> 00:13:01.860]   with
[00:13:01.860 --> 00:13:02.050]   that
[00:13:02.050 --> 00:13:02.640]  ? [SPEAKER_TURN]
[00:13:03.180 --> 00:13:03.240]  
[00:13:03.240 --> 00:13:03.260]   '
[00:13:03.260 --> 00:13:03.560]  Cause
[00:13:03.560 --> 00:13:03.680]   it
[00:13:03.680 --> 00:13:03.800]  's
[00:13:03.800 --> 00:13:04.370]   incorrect
[00:13:04.370 --> 00:13:04.560]  .
[00:13:04.560 --> 00:13:04.810]   Like
[00:13:04.810 --> 00:13:05.080]   like
[00:13:05.080 --> 00:13:05.120]   a
[00:13:05.120 --> 00:13:05.730]   Microsoft
[00:13:05.730 --> 00:13:05.900]   say
[00:13:05.900 --> 00:13:06.000]   or
[00:13:06.000 --> 00:13:06.120]   ev
[00:13:06.120 --> 00:13:06.330]   say
[00:13:06.330 --> 00:13:06.600]   yeah
[00:13:06.600 --> 00:13:06.670]   it
[00:13:06.670 --> 00:13:06.800]  's
[00:13:06.800 --> 00:13:06.920]   in
[00:13:06.920 --> 00:13:06.980]   a
[00:13:06.980 --> 00:13:07.300]   micro
[00:13:07.300 --> 00:13:07.490]   say
[00:13:07.490 --> 00:13:07.680]   you
[00:13:07.680 --> 00:13:07.930]   know
[00:13:07.930 --> 00:13:08.120]   you
[00:13:08.120 --> 00:13:08.300]  'll
[00:13:08.300 --> 00:13:08.500]   you
[00:13:08.500 --> 00:13:08.690]  'll
[00:13:08.690 --> 00:13:08.880]   you
[00:13:08.880 --> 00:13:09.070]  'll
[00:13:09.070 --> 00:13:09.270]   you
[00:13:09.270 --> 00:13:09.450]  'll
[00:13:09.450 --> 00:13:09.640]   say
[00:13:09.640 --> 00:13:09.760]   um
[00:13:09.760 --> 00:13:09.820]   I
[00:13:09.820 --> 00:13:10.010]   don
[00:13:10.010 --> 00:13:10.130]  't
[00:13:10.130 --> 00:13:10.380]   know
[00:13:10.380 --> 00:13:10.440]   I
[00:13:10.440 --> 00:13:10.630]   can
[00:13:10.630 --> 00:13:10.750]  't
[00:13:10.750 --> 00:13:11.000]   even
[00:13:11.000 --> 00:13:11.450]   imitate
[00:13:11.450 --> 00:13:11.570]   it
[00:13:11.570 --> 00:13:11.630]   '
[00:13:11.630 --> 00:13:11.980]  cause
[00:13:11.980 --> 00:13:12.080]   it
[00:13:12.080 --> 00:13:12.240]  's
[00:13:12.240 --> 00:13:12.440]   hard
[00:13:12.440 --> 00:13:12.570]   to
[00:13:12.570 --> 00:13:12.810]   hard
[00:13:12.810 --> 00:13:13.000]   for
[00:13:13.000 --> 00:13:13.120]   me
[00:13:13.120 --> 00:13:13.240]   to
[00:13:13.240 --> 00:13:13.430]   say
[00:13:13.430 --> 00:13:13.550]   it
[00:13:13.550 --> 00:13:13.740]   but
[00:13:13.740 --> 00:13:13.880]  ,
[00:13:13.880 --> 00:13:14.110]   you
[00:13:14.110 --> 00:13:14.300]   talk
[00:13:14.300 --> 00:13:14.620]   about
[00:13:14.620 --> 00:13:14.870]   them
[00:13:14.870 --> 00:13:15.010]   as
[00:13:15.010 --> 00:13:15.240]   they
[00:13:15.240 --> 00:13:15.430]  're
[00:13:15.430 --> 00:13:15.870]   plural
[00:13:15.870 --> 00:13:15.930]   as
[00:13:15.930 --> 00:13:16.380]   opposed
[00:13:16.380 --> 00:13:16.500]   to
[00:13:16.500 --> 00:13:16.730]   as
[00:13:16.730 --> 00:13:16.740]   an
[00:13:16.740 --> 00:13:17.120]   entity
[00:13:17.120 --> 00:13:18.240]  . [SPEAKER_TURN]
[00:13:18.240 --> 00:13:18.240]   So
[00:13:18.240 --> 00:13:18.710]   that
[00:13:18.710 --> 00:13:18.730]   so
[00:13:18.730 --> 00:13:18.940]   that
[00:13:18.940 --> 00:13:19.040]  's
[00:13:19.040 --> 00:13:19.320]   that
[00:13:19.320 --> 00:13:19.390]  's
[00:13:19.390 --> 00:13:20.100]   interesting
[00:13:20.100 --> 00:13:20.210]   you
[00:13:20.210 --> 00:13:20.510]   Jason
[00:13:20.510 --> 00:13:20.910]   making
[00:13:20.910 --> 00:13:21.260]   another
[00:13:21.260 --> 00:13:21.520]   kind
[00:13:21.520 --> 00:13:21.610]   of
[00:13:21.610 --> 00:13:21.730]   uh
[00:13:21.730 --> 00:13:22.390]   statement
[00:13:22.390 --> 00:13:22.550]   about
[00:13:22.550 --> 00:13:22.900]   Justin
[00:13:22.900 --> 00:13:23.070]   and
[00:13:23.070 --> 00:13:23.190]   we
[00:13:23.190 --> 00:13:23.360]   had
[00:13:23.360 --> 00:13:23.660]   that
[00:13:23.660 --> 00:13:23.710]   on
[00:13:23.710 --> 00:13:23.940]   the
[00:13:23.940 --> 00:13:24.310]   last
[00:13:24.310 --> 00:13:24.340]   show
[00:13:24.340 --> 00:13:24.510]   and
[00:13:24.510 --> 00:13:24.860]   people
[00:13:24.860 --> 00:13:25.210]   really
[00:13:25.210 --> 00:13:25.470]   like
[00:13:25.470 --> 00:13:25.670]   that
[00:13:25.670 --> 00:13:26.140]   actually
[00:13:26.140 --> 00:13:26.310]  .
[00:13:26.310 --> 00:13:26.540]   They
[00:13:26.540 --> 00:13:26.770]   like
[00:13:26.770 --> 00:13:26.940]   the
[00:13:26.940 --> 00:13:27.230]   uh
[00:13:27.230 --> 00:13:27.370]   the
[00:13:27.370 --> 00:13:27.460]   kind
[00:13:27.460 --> 00:13:27.580]   of
[00:13:27.580 --> 00:13:28.050]   intimate
[00:13:28.050 --> 00:13:28.300]   chat
[00:13:28.300 --> 00:13:28.510]   that
[00:13:28.510 --> 00:13:28.630]   we
[00:13:28.630 --> 00:13:28.810]   had
[00:13:28.810 --> 00:13:29.800]  . [SPEAKER_TURN]
[00:13:29.800 --> 00:13:29.810]  
[00:13:29.810 --> 00:13:29.980]   You
[00:13:29.980 --> 00:13:30.150]  're
[00:13:30.150 --> 00:13:30.600]   taking
[00:13:30.600 --> 00:13:30.970]   yourself
[00:13:30.970 --> 00:13:31.090]   in
[00:13:31.090 --> 00:13:31.270]   the
[00:13:31.270 --> 00:13:31.570]   third
[00:13:31.570 --> 00:13:31.980]   person
[00:13:31.980 --> 00:13:32.100]   now
[00:13:32.100 --> 00:13:32.230]   is
[00:13:32.230 --> 00:13:32.340]  ,
[00:13:32.340 --> 00:13:32.590]   that
[00:13:32.590 --> 00:13:32.770]   is
[00:13:32.770 --> 00:13:32.940]   that
[00:13:32.940 --> 00:13:33.170]   what
[00:13:33.170 --> 00:13:33.350]   you
[00:13:33.350 --> 00:13:33.520]  're
[00:13:33.520 --> 00:13:33.820]   doing
[00:13:33.820 --> 00:13:34.120]   Sweet
[00:13:34.120 --> 00:13:34.290]  ?
[00:13:34.290 --> 00:13:34.700]   alright
[00:13:34.700 --> 00:13:34.940]   that
[00:13:34.940 --> 00:13:35.070]  's
[00:13:35.070 --> 00:13:35.160]  ,
[00:13:35.160 --> 00:13:36.040]   gonna [SPEAKER_TURN]
[00:13:36.040 --> 00:13:36.350]   What
[00:13:36.350 --> 00:13:36.390]   did
[00:13:36.390 --> 00:13:36.480]   you
[00:13:36.480 --> 00:13:36.700]   think
[00:13:36.700 --> 00:13:36.880]   what
[00:13:36.880 --> 00:13:37.060]   did
[00:13:37.060 --> 00:13:37.140]   you
[00:13:37.140 --> 00:13:37.360]   think
[00:13:37.360 --> 00:13:37.490]  ?
[00:13:37.490 --> 00:13:37.670]   Were
[00:13:37.670 --> 00:13:37.850]   were
[00:13:37.850 --> 00:13:37.980]   you
[00:13:37.980 --> 00:13:38.340]   hesitant
[00:13:38.340 --> 00:13:38.560]   about
[00:13:38.560 --> 00:13:38.740]   that
[00:13:38.740 --> 00:13:38.910]   chat
[00:13:38.910 --> 00:13:39.180]  ? [SPEAKER_TURN]
[00:13:40.860 --> 00:13:40.900]  
[00:13:40.900 --> 00:13:40.970]   no
[00:13:40.970 --> 00:13:41.200]   well
[00:13:41.200 --> 00:13:41.370]   let
[00:13:41.370 --> 00:13:41.480]   me
[00:13:41.480 --> 00:13:41.770]   think
[00:13:41.770 --> 00:13:41.940]  .
[00:13:41.940 --> 00:13:41.990]   I
[00:13:41.990 --> 00:13:42.220]   mean
[00:13:42.220 --> 00:13:42.450]   you
[00:13:42.450 --> 00:13:42.620]   know
[00:13:42.620 --> 00:13:42.730]   it
[00:13:42.730 --> 00:13:42.840]  's
[00:13:42.840 --> 00:13:43.080]   like
[00:13:43.080 --> 00:13:43.300]   what
[00:13:43.300 --> 00:13:43.350]   w
[00:13:43.350 --> 00:13:43.400]   w
[00:13:43.400 --> 00:13:43.640]   what
[00:13:43.640 --> 00:13:43.860]   what
[00:13:43.860 --> 00:13:43.970]  's
[00:13:43.970 --> 00:13:44.610]   interesting
[00:13:44.610 --> 00:13:44.720]   is
[00:13:44.720 --> 00:13:44.950]   like
[00:13:44.950 --> 00:13:45.180]   when
[00:13:45.180 --> 00:13:45.320]   we
[00:13:45.320 --> 00:13:45.640]   record
[00:13:45.640 --> 00:13:45.930]   these
[00:13:45.930 --> 00:13:46.390]   podcasts
[00:13:46.390 --> 00:13:46.440]   I
[00:13:46.440 --> 00:13:46.670]   mean
[00:13:46.670 --> 00:13:46.870]   we
[00:13:46.870 --> 00:13:46.890]   ha
[00:13:46.890 --> 00:13:47.000]   we
[00:13:47.000 --> 00:13:47.290]   never
[00:13:47.290 --> 00:13:47.520]   know
[00:13:47.520 --> 00:13:47.810]   where
[00:13:47.810 --> 00:13:48.040]   they
[00:13:48.040 --> 00:13:48.210]  're
[00:13:48.210 --> 00:13:48.610]   gonna
[00:13:48.610 --> 00:13:48.630]   go
[00:13:48.630 --> 00:13:48.890]   right
[00:13:48.890 --> 00:13:49.140]  ,
[00:13:49.140 --> 00:13:49.240]   They
[00:13:49.240 --> 00:13:49.410]  're
[00:13:49.410 --> 00:13:49.580]   not
[00:13:49.580 --> 00:13:49.980]   planned
[00:13:49.980 --> 00:13:50.150]   out
[00:13:50.150 --> 00:13:50.340]  .
[00:13:50.340 --> 00:13:50.610]   Other
[00:13:50.610 --> 00:13:50.840]   than
[00:13:50.840 --> 00:13:51.010]   the
[00:13:51.010 --> 00:13:51.240]   fact
[00:13:51.240 --> 00:13:51.470]   that
[00:13:51.470 --> 00:13:51.660]   you
[00:13:51.660 --> 00:13:51.810]   and
[00:13:51.810 --> 00:13:51.860]   I
[00:13:51.860 --> 00:13:52.090]   each
[00:13:52.090 --> 00:13:52.830]   independently
[00:13:52.830 --> 00:13:53.160]   write
[00:13:53.160 --> 00:13:53.360]   down
[00:13:53.360 --> 00:13:53.590]   some
[00:13:53.590 --> 00:13:53.880]   notes
[00:13:53.880 --> 00:13:53.990]   of
[00:13:53.990 --> 00:13:54.360]   topics
[00:13:54.360 --> 00:13:54.630]   that
[00:13:54.630 --> 00:13:54.680]   we
[00:13:54.680 --> 00:13:54.990]   wanna
[00:13:54.990 --> 00:13:55.260]   bring
[00:13:55.260 --> 00:13:55.370]   up
[00:13:55.370 --> 00:13:55.600]   That
[00:13:55.600 --> 00:13:55.710]  's
[00:13:55.710 --> 00:13:55.870]  .
[00:13:55.870 --> 00:13:56.140]   it
[00:13:56.140 --> 00:13:56.160]  .
[00:13:56.160 --> 00:13:56.300]   We
[00:13:56.300 --> 00:13:56.550]   don
[00:13:56.550 --> 00:13:56.600]  't
[00:13:56.600 --> 00:13:56.780]   even
[00:13:56.780 --> 00:13:57.070]   share
[00:13:57.070 --> 00:13:57.300]   them
[00:13:57.300 --> 00:13:57.530]   with
[00:13:57.530 --> 00:13:57.700]   one
[00:13:57.700 --> 00:13:58.100]   another
[00:13:58.100 --> 00:13:58.210]   so
[00:13:58.210 --> 00:13:58.320]  ,
[00:13:58.320 --> 00:13:58.430]   we
[00:13:58.430 --> 00:13:58.600]   don
[00:13:58.600 --> 00:13:58.710]  't
[00:13:58.710 --> 00:13:59.060]   really
[00:13:59.060 --> 00:13:59.290]   know
[00:13:59.290 --> 00:13:59.580]   where
[00:13:59.580 --> 00:13:59.750]   the
[00:13:59.750 --> 00:14:00.150]   podcast
[00:14:00.150 --> 00:14:00.260]   is
[00:14:00.260 --> 00:14:00.550]   gonna
[00:14:00.550 --> 00:14:00.660]   go
[00:14:00.660 --> 00:14:00.830]  .
[00:14:00.830 --> 00:14:01.000]   And
[00:14:01.000 --> 00:14:01.400]   usually
[00:14:01.400 --> 00:14:01.510]   we
[00:14:01.510 --> 00:14:01.680]   don
[00:14:01.680 --> 00:14:01.790]  't
[00:14:01.790 --> 00:14:02.120]   even
[00:14:02.120 --> 00:14:02.190]   get
[00:14:02.190 --> 00:14:02.640]   through
[00:14:02.640 --> 00:14:02.850]   a
[00:14:02.850 --> 00:14:02.990]   number
[00:14:02.990 --> 00:14:03.100]   of
[00:14:03.100 --> 00:14:03.270]   the
[00:14:03.270 --> 00:14:03.680]   topics
[00:14:03.680 --> 00:14:03.790]  .
[00:14:03.790 --> 00:14:03.950]   And
[00:14:03.950 --> 00:14:04.270]   we
[00:14:04.270 --> 00:14:04.470]   usually
[00:14:04.470 --> 00:14:04.580]   go
[00:14:04.580 --> 00:14:04.690]   on
[00:14:04.690 --> 00:14:04.970]   these
[00:14:04.970 --> 00:14:05.380]   dig
[00:14:05.380 --> 00:14:05.390]  ress
[00:14:05.390 --> 00:14:05.610]  ions
[00:14:05.610 --> 00:14:05.830]  .
[00:14:05.830 --> 00:14:05.890]   So
[00:14:05.890 --> 00:14:06.060]   it
[00:14:06.060 --> 00:14:06.110]  's
[00:14:06.110 --> 00:14:06.280]   not
[00:14:06.280 --> 00:14:06.510]   till
[00:14:06.510 --> 00:14:06.840]   after
[00:14:06.840 --> 00:14:06.970]   the
[00:14:06.970 --> 00:14:07.200]   show
[00:14:07.200 --> 00:14:07.430]   that
[00:14:07.430 --> 00:14:07.620]   you
[00:14:07.620 --> 00:14:07.770]   you
[00:14:07.770 --> 00:14:08.000]   know
[00:14:08.000 --> 00:14:08.230]   that
[00:14:08.230 --> 00:14:08.280]   I
[00:14:08.280 --> 00:14:08.330]   I
[00:14:08.330 --> 00:14:08.520]  'll
[00:14:08.520 --> 00:14:08.610]   be
[00:14:08.610 --> 00:14:08.840]   like
[00:14:08.840 --> 00:14:08.890]   h
[00:14:08.890 --> 00:14:09.000]  mm
[00:14:09.000 --> 00:14:10.340]  . [SPEAKER_TURN]
[00:14:10.340 --> 00:14:10.340]  
[00:14:10.340 --> 00:14:10.460]   Uh
[00:14:10.460 --> 00:14:10.560]  -
[00:14:10.560 --> 00:14:10.600]  h
[00:14:10.600 --> 00:14:10.700]  uh
[00:14:10.700 --> 00:14:10.880]  .
[00:14:10.880 --> 00:14:11.120]   That
[00:14:11.120 --> 00:14:11.300]   was
[00:14:11.300 --> 00:14:11.420]   an
[00:14:11.420 --> 00:14:12.100]   interesting
[00:14:12.100 --> 00:14:12.340]   show
[00:14:12.340 --> 00:14:12.590]  .
[00:14:12.590 --> 00:14:12.740]   But
[00:14:12.740 --> 00:14:12.940]   that
[00:14:12.940 --> 00:14:13.120]   was
[00:14:13.120 --> 00:14:13.460]   just
[00:14:13.460 --> 00:14:13.750]   right
[00:14:13.750 --> 00:14:13.920]  .
[00:14:13.920 --> 00:14:13.980]   I
[00:14:13.980 --> 00:14:14.210]   mean
[00:14:14.210 --> 00:14:14.550]   there
[00:14:14.550 --> 00:14:14.610]  's
[00:14:14.610 --> 00:14:14.840]   been
[00:14:14.840 --> 00:14:14.900]   a
[00:14:14.900 --> 00:14:15.070]   few
[00:14:15.070 --> 00:14:15.300]   that
[00:14:15.300 --> 00:14:15.530]   have
[00:14:15.530 --> 00:14:15.750]   just
[00:14:15.750 --> 00:14:15.990]   gone
[00:14:15.990 --> 00:14:16.160]   off
[00:14:16.160 --> 00:14:16.270]   in
[00:14:16.270 --> 00:14:16.720]   strange
[00:14:16.720 --> 00:14:17.290]   directions
[00:14:17.290 --> 00:14:17.440]  .
[00:14:17.440 --> 00:14:17.610]   And
[00:14:17.610 --> 00:14:18.180]   sometimes
[00:14:18.180 --> 00:14:18.250]   it
[00:14:18.250 --> 00:14:18.360]  's
[00:14:18.360 --> 00:14:18.710]   worked
[00:14:18.710 --> 00:14:18.880]   out
[00:14:18.880 --> 00:14:19.230]   really
[00:14:19.230 --> 00:14:19.460]   well
[00:14:19.460 --> 00:14:19.630]  .
[00:14:19.630 --> 00:14:19.800]   But
[00:14:19.800 --> 00:14:20.200]   this
[00:14:20.200 --> 00:14:20.260]   last
[00:14:20.260 --> 00:14:20.430]   one
[00:14:20.430 --> 00:14:20.600]   was
[00:14:20.600 --> 00:14:21.250]   interesting
[00:14:21.250 --> 00:14:21.420]   I
[00:14:21.420 --> 00:14:21.480]  .
[00:14:21.480 --> 00:14:21.650]   was
[00:14:21.650 --> 00:14:21.880]   like
[00:14:21.880 --> 00:14:22.060]   you
[00:14:22.060 --> 00:14:22.280]   know
[00:14:22.280 --> 00:14:22.390]   we
[00:14:22.390 --> 00:14:22.740]   talked
[00:14:22.740 --> 00:14:22.800]   a
[00:14:22.800 --> 00:14:22.970]   lot
[00:14:22.970 --> 00:14:23.260]   about
[00:14:23.260 --> 00:14:23.540]   what
[00:14:23.540 --> 00:14:23.720]   what
[00:14:23.720 --> 00:14:23.890]   did
[00:14:23.890 --> 00:14:24.000]   we
[00:14:24.000 --> 00:14:24.230]   talk
[00:14:24.230 --> 00:14:24.510]   about
[00:14:24.510 --> 00:14:24.630]   We
[00:14:24.630 --> 00:14:24.780]  .
[00:14:24.780 --> 00:14:25.200]   we
[00:14:25.200 --> 00:14:25.260]   first
[00:14:25.260 --> 00:14:25.310]   I
[00:14:25.310 --> 00:14:25.620]   talked
[00:14:25.620 --> 00:14:25.720]   to
[00:14:25.720 --> 00:14:25.890]   you
[00:14:25.890 --> 00:14:26.180]   about
[00:14:26.180 --> 00:14:26.450]   that
[00:14:26.450 --> 00:14:27.540]  . [SPEAKER_TURN]
[00:14:27.540 --> 00:14:27.800]   And
[00:14:27.800 --> 00:14:28.120]   then
[00:14:28.120 --> 00:14:28.370]   but
[00:14:28.370 --> 00:14:28.700]   what
[00:14:28.700 --> 00:14:29.030]   what
[00:14:29.030 --> 00:14:29.360]   what
[00:14:29.360 --> 00:14:29.690]   was
[00:14:29.690 --> 00:14:29.940]   good
[00:14:29.940 --> 00:14:30.190]   was
[00:14:30.190 --> 00:14:30.350]   uh
[00:14:30.350 --> 00:14:30.620]   one
[00:14:30.620 --> 00:14:31.010]   of
[00:14:31.010 --> 00:14:31.070]   one
[00:14:31.070 --> 00:14:31.170]   of
[00:14:31.170 --> 00:14:31.420]   the
[00:14:31.420 --> 00:14:31.770]   um
[00:14:31.770 --> 00:14:31.830]   one
[00:14:31.830 --> 00:14:32.080]   of
