
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:05.390]   â™
[00:27:59.930 --> 00:28:00.060]   and
[00:28:00.060 --> 00:28:00.330]   were
[00:28:00.330 --> 00:28:00.880]   actually
[00:28:00.880 --> 00:28:00.940]   a
[00:28:00.940 --> 00:28:01.280]   brand
[00:28:01.280 --> 00:28:01.480]   new
[00:28:01.480 --> 00:28:01.960]   opening
[00:28:01.960 --> 00:28:02.170]   and
[00:28:02.170 --> 00:28:02.220]   a
[00:28:02.220 --> 00:28:02.620]   brand
[00:28:02.620 --> 00:28:02.760]   new
[00:28:02.760 --> 00:28:03.100]   thing
[00:28:03.100 --> 00:28:03.230]   to
[00:28:03.230 --> 00:28:03.780]   actually
[00:28:03.780 --> 00:28:04.030]   win
[00:28:04.030 --> 00:28:04.280]  .
[00:28:04.280 --> 00:28:04.370]  
[00:28:04.370 --> 00:28:04.490]   And
[00:28:04.490 --> 00:28:04.700]   you
[00:28:04.700 --> 00:28:04.980]   had
[00:28:04.980 --> 00:28:05.190]   like
[00:28:05.190 --> 00:28:05.400]   you
[00:28:05.400 --> 00:28:05.740]   know
[00:28:05.740 --> 00:28:06.030]   chess
[00:28:06.030 --> 00:28:06.450]   master
[00:28:06.450 --> 00:28:06.740]   from
[00:28:06.740 --> 00:28:07.130]   all
[00:28:07.130 --> 00:28:07.290]   over
[00:28:07.290 --> 00:28:07.430]   the
[00:28:07.430 --> 00:28:07.920]   world
[00:28:07.920 --> 00:28:08.280]   um
[00:28:08.280 --> 00:28:08.480]   watching
[00:28:08.480 --> 00:28:08.690]   the
[00:28:08.690 --> 00:28:08.970]   game
[00:28:08.970 --> 00:28:09.180]   and
[00:28:09.180 --> 00:28:09.590]   saying
[00:28:09.590 --> 00:28:09.990]   what
[00:28:09.990 --> 00:28:10.100]   wh
[00:28:10.100 --> 00:28:10.230]   why
[00:28:10.230 --> 00:28:10.460]   did
[00:28:10.460 --> 00:28:10.850]   why
[00:28:10.850 --> 00:28:10.860]   did
[00:28:10.860 --> 00:28:10.930]   E
[00:28:10.930 --> 00:28:11.000]  I
[00:28:11.000 --> 00:28:11.140]   do
[00:28:11.140 --> 00:28:11.420]   that
[00:28:11.420 --> 00:28:11.630]  ?
[00:28:11.630 --> 00:28:11.910]   Then
[00:28:11.910 --> 00:28:12.120]   you
[00:28:12.120 --> 00:28:12.330]  're
[00:28:12.330 --> 00:28:12.820]   talking
[00:28:12.820 --> 00:28:13.170]   about
[00:28:13.170 --> 00:28:13.240]   E
[00:28:13.240 --> 00:28:13.310]  I
[00:28:13.310 --> 00:28:13.450]  's
[00:28:13.450 --> 00:28:13.800]   where
[00:28:13.800 --> 00:28:14.080]   they
[00:28:14.080 --> 00:28:14.640]   invested
[00:28:14.640 --> 00:28:14.850]   you
[00:28:14.850 --> 00:28:15.130]   know
[00:28:15.130 --> 00:28:15.480]   multi
[00:28:15.480 --> 00:28:15.550]  -
[00:28:15.550 --> 00:28:16.040]  million
[00:28:16.040 --> 00:28:16.560]   dollars
[00:28:16.560 --> 00:28:16.670]   uh
[00:28:16.670 --> 00:28:17.230]   clusters
[00:28:17.230 --> 00:28:17.440]   you
[00:28:17.440 --> 00:28:17.720]   know
[00:28:17.720 --> 00:28:18.000]   that
[00:28:18.000 --> 00:28:18.210]   run
[00:28:18.210 --> 00:28:18.420]   you
[00:28:18.420 --> 00:28:18.700]   know
[00:28:18.700 --> 00:28:18.840]   uh
[00:28:18.840 --> 00:28:19.040]   one
[00:28:19.040 --> 00:28:19.210]   of
[00:28:19.210 --> 00:28:19.470]   them
[00:28:19.470 --> 00:28:19.680]   was
[00:28:19.680 --> 00:28:20.240]   actually
[00:28:20.240 --> 00:28:20.380]   in
[00:28:20.380 --> 00:28:20.520]   in
[00:28:20.520 --> 00:28:20.870]   Saudi
[00:28:20.870 --> 00:28:21.290]   Arabia
[00:28:21.290 --> 00:28:21.500]   uh
[00:28:21.500 --> 00:28:21.600]   by
[00:28:21.600 --> 00:28:21.990]   Prince
[00:28:21.990 --> 00:28:22.620]   financing
[00:28:22.620 --> 00:28:22.820]   the
[00:28:22.820 --> 00:28:23.390]   research
[00:28:23.390 --> 00:28:23.530]   uh
[00:28:23.530 --> 00:28:23.810]   that
[00:28:23.810 --> 00:28:24.090]   time
[00:28:24.090 --> 00:28:24.300]   and
[00:28:24.300 --> 00:28:24.410]   i
[00:28:24.410 --> 00:28:24.590]   and
[00:28:24.590 --> 00:28:24.780]   so
[00:28:24.780 --> 00:28:24.930]   you
[00:28:24.930 --> 00:28:25.210]   have
[00:28:25.210 --> 00:28:25.490]   this
[00:28:25.490 --> 00:28:25.840]   super
[00:28:25.840 --> 00:28:26.390]   computer
[00:28:26.390 --> 00:28:26.840]   coming
[00:28:26.840 --> 00:28:26.960]   up
[00:28:26.960 --> 00:28:27.240]   with
[00:28:27.240 --> 00:28:27.520]   that
[00:28:27.520 --> 00:28:27.920]   move
[00:28:27.920 --> 00:28:28.080]   that
[00:28:28.080 --> 00:28:28.360]   just
[00:28:28.360 --> 00:28:28.570]   say
[00:28:28.570 --> 00:28:28.850]   what
[00:28:28.850 --> 00:28:29.130]   what
[00:28:29.130 --> 00:28:29.340]   did
[00:28:29.340 --> 00:28:29.620]   what
[00:28:29.620 --> 00:28:29.830]   did
[00:28:29.830 --> 00:28:30.160]   they
[00:28:30.160 --> 00:28:30.250]   do
[00:28:30.250 --> 00:28:30.530]   that
[00:28:30.530 --> 00:28:31.150]  ?
[00:28:31.150 --> 00:28:31.310]   And
[00:28:31.310 --> 00:28:31.540]   then
[00:28:31.540 --> 00:28:31.960]   five
[00:28:31.960 --> 00:28:32.050]   moves
[00:28:32.050 --> 00:28:32.330]   later
[00:28:32.330 --> 00:28:32.440]   it
[00:28:32.440 --> 00:28:32.670]   wins
[00:28:32.670 --> 00:28:32.840]   the
[00:28:32.840 --> 00:28:33.070]   game
[00:28:33.070 --> 00:28:33.230]  ,
[00:28:33.230 --> 00:28:33.690]   everybody
[00:28:33.690 --> 00:28:33.860]   was
[00:28:33.860 --> 00:28:34.140]   just
[00:28:34.140 --> 00:28:34.140]  
[00:28:34.140 --> 00:28:34.510]   baffled
[00:28:34.510 --> 00:28:34.680]  .
[00:28:34.680 --> 00:28:34.850]   So
[00:28:34.850 --> 00:28:35.240]   uh
[00:28:35.240 --> 00:28:35.460]   again
[00:28:35.460 --> 00:28:35.640]   it
[00:28:35.640 --> 00:28:35.800]   to
[00:28:35.800 --> 00:28:35.970]   me
[00:28:35.970 --> 00:28:36.200]   it
[00:28:36.200 --> 00:28:36.330]  's
[00:28:36.330 --> 00:28:36.660]   like
[00:28:36.660 --> 00:28:36.920]   the
[00:28:36.920 --> 00:28:37.180]   the
[00:28:37.180 --> 00:28:37.260]   E
[00:28:37.260 --> 00:28:37.340]  I
[00:28:37.340 --> 00:28:38.220]   algorithms
[00:28:38.220 --> 00:28:38.480]   and
[00:28:38.480 --> 00:28:38.740]   and
[00:28:38.740 --> 00:28:39.000]   the
[00:28:39.000 --> 00:28:39.690]   capacity
[00:28:39.690 --> 00:28:39.990]   to
[00:28:39.990 --> 00:28:40.480]   explore
[00:28:40.480 --> 00:28:40.910]   makes
[00:28:40.910 --> 00:28:41.280]   you
[00:28:41.280 --> 00:28:41.790]   explore
[00:28:41.790 --> 00:28:42.060]   the
[00:28:42.060 --> 00:28:42.400]   game
[00:28:42.400 --> 00:28:42.750]   even
[00:28:42.750 --> 00:28:43.360]   further
[00:28:43.360 --> 00:28:43.780]  .
[00:28:43.780 --> 00:28:43.990]   And
[00:28:43.990 --> 00:28:44.270]   even
[00:28:44.270 --> 00:28:44.620]   today
[00:28:44.620 --> 00:28:44.830]   you
[00:28:44.830 --> 00:28:45.110]   will
[00:28:45.110 --> 00:28:45.320]   see
[00:28:45.320 --> 00:28:45.600]   that
[00:28:45.600 --> 00:28:45.670]   a
[00:28:45.670 --> 00:28:45.890]   lot
[00:28:45.890 --> 00:28:46.020]   of
[00:28:46.020 --> 00:28:46.220]   the
[00:28:46.220 --> 00:28:46.230]   um
[00:28:46.230 --> 00:28:46.880]   grand
[00:28:46.880 --> 00:28:47.210]   masters
[00:28:47.210 --> 00:28:47.350]   uh
[00:28:47.350 --> 00:28:47.530]   do
[00:28:47.530 --> 00:28:47.830]   train
[00:28:47.830 --> 00:28:48.250]   now
[00:28:48.250 --> 00:28:48.540]   equally
[00:28:48.540 --> 00:28:49.030]   between
[00:28:49.030 --> 00:28:49.170]   uh
[00:28:49.170 --> 00:28:49.240]   E
[00:28:49.240 --> 00:28:49.310]  I
[00:28:49.310 --> 00:28:49.570]   you
[00:28:49.570 --> 00:28:49.800]   know
[00:28:49.800 --> 00:28:50.100]   like
[00:28:50.100 --> 00:28:50.640]   powerful
[00:28:50.640 --> 00:28:50.710]   E
[00:28:50.710 --> 00:28:50.780]  I
[00:28:50.780 --> 00:28:51.270]   against
[00:28:51.270 --> 00:28:51.550]   each
[00:28:51.550 --> 00:28:52.000]   other
[00:28:52.000 --> 00:28:52.040]   to
[00:28:52.040 --> 00:28:52.320]   kind
[00:28:52.320 --> 00:28:52.460]   of
[00:28:52.460 --> 00:28:52.670]   you
[00:28:52.670 --> 00:28:52.960]   know
[00:28:52.960 --> 00:28:53.160]   try
[00:28:53.160 --> 00:28:53.500]   some
[00:28:53.500 --> 00:28:53.680]   new
[00:28:53.680 --> 00:28:54.140]   tactics
[00:28:54.140 --> 00:28:54.350]   and
[00:28:54.350 --> 00:28:54.560]   new
[00:28:54.560 --> 00:28:54.770]   new
[00:28:54.770 --> 00:28:55.350]   openings
[00:28:55.350 --> 00:28:55.800]   against
[00:28:55.800 --> 00:28:55.960]   an
[00:28:55.960 --> 00:28:56.050]   E
[00:28:56.050 --> 00:28:56.140]  I
[00:28:56.140 --> 00:28:56.240]   to
[00:28:56.240 --> 00:28:56.450]   see
[00:28:56.450 --> 00:28:56.660]   how
[00:28:56.660 --> 00:28:56.800]   it
[00:28:56.800 --> 00:28:57.080]   pans
[00:28:57.080 --> 00:28:57.290]   out
[00:28:57.290 --> 00:28:57.710]   before
[00:28:57.710 --> 00:28:57.990]   they
[00:28:57.990 --> 00:28:58.550]   actually
[00:28:58.550 --> 00:28:58.690]   go
[00:28:58.690 --> 00:28:58.880]   and
[00:28:58.880 --> 00:28:59.210]   try
[00:28:59.210 --> 00:28:59.250]   it
[00:28:59.250 --> 00:28:59.740]   against
[00:28:59.740 --> 00:29:00.020]   real
[00:29:00.020 --> 00:29:00.510]   players
[00:29:00.510 --> 00:29:01.480]  . [SPEAKER_TURN]
[00:29:01.500 --> 00:29:01.500]  
[00:29:01.500 --> 00:29:01.650]   Hey
[00:29:01.650 --> 00:29:01.700]   F
[00:29:01.700 --> 00:29:01.880]  .
[00:29:01.880 --> 00:29:01.900]   J
[00:29:01.900 --> 00:29:02.000]  ev
[00:29:02.000 --> 00:29:02.310]   Ashton
[00:29:02.310 --> 00:29:02.520]   have
[00:29:02.520 --> 00:29:02.620]  ,
[00:29:02.620 --> 00:29:02.770]   you
[00:29:02.770 --> 00:29:02.870]   um
[00:29:02.870 --> 00:29:03.130]   there
[00:29:03.130 --> 00:29:03.230]  's
[00:29:03.230 --> 00:29:03.420]   two
[00:29:03.420 --> 00:29:03.530]   two
[00:29:03.530 --> 00:29:03.890]   things
[00:29:03.890 --> 00:29:03.990]   I
[00:29:03.990 --> 00:29:04.040]  'd
[00:29:04.040 --> 00:29:04.200]   like
[00:29:04.200 --> 00:29:04.300]   to
[00:29:04.300 --> 00:29:04.450]   ask
[00:29:04.450 --> 00:29:04.600]   you
[00:29:04.600 --> 00:29:04.860]   about
[00:29:04.860 --> 00:29:05.010]  .
[00:29:05.010 --> 00:29:05.160]   One
[00:29:05.160 --> 00:29:05.260]   is
[00:29:05.260 --> 00:29:05.470]   have
[00:29:05.470 --> 00:29:05.620]   you
[00:29:05.620 --> 00:29:05.830]   ever
[00:29:05.830 --> 00:29:06.040]   read
[00:29:06.040 --> 00:29:06.190]   the
[00:29:06.190 --> 00:29:06.400]   book
[00:29:06.400 --> 00:29:06.500]   Bl
[00:29:06.500 --> 00:29:06.650]  ond
[00:29:06.650 --> 00:29:06.760]  ie
[00:29:06.760 --> 00:29:07.060]   twenty
[00:29:07.060 --> 00:29:07.270]   four
[00:29:07.270 --> 00:29:07.530]   about
[00:29:07.530 --> 00:29:07.630]   um
[00:29:07.630 --> 00:29:07.780]   how
[00:29:07.780 --> 00:29:07.990]   they
[00:29:07.990 --> 00:29:08.350]   develop
[00:29:08.350 --> 00:29:08.450]   or
[00:29:08.450 --> 00:29:08.690]   how
[00:29:08.690 --> 00:29:08.960]   evolved
[00:29:08.960 --> 00:29:09.010]   a
[00:29:09.010 --> 00:29:09.270]   world
[00:29:09.270 --> 00:29:09.530]   class
[00:29:09.530 --> 00:29:09.790]   check
[00:29:09.790 --> 00:29:09.940]  ers
[00:29:09.940 --> 00:29:10.300]   playing
[00:29:10.300 --> 00:29:10.800]   algorithm
[00:29:10.800 --> 00:29:11.130]   without
[00:29:11.130 --> 00:29:11.280]   any
[00:29:11.280 --> 00:29:11.380]   uh
[00:29:11.380 --> 00:29:11.690]   expert
[00:29:11.690 --> 00:29:12.160]   knowledge
[00:29:12.160 --> 00:29:12.370]   Have
[00:29:12.370 --> 00:29:12.520]  ?
[00:29:12.520 --> 00:29:12.670]   you
[00:29:12.670 --> 00:29:12.880]   ever
[00:29:12.880 --> 00:29:13.140]   heard
[00:29:13.140 --> 00:29:13.240]   of
[00:29:13.240 --> 00:29:13.600]   heard
[00:29:13.600 --> 00:29:13.610]   of
[00:29:13.610 --> 00:29:13.810]   that
[00:29:13.810 --> 00:29:14.700]  ? [SPEAKER_TURN]
[00:29:14.700 --> 00:29:14.790]   No
[00:29:14.790 --> 00:29:14.830]   I
[00:29:14.830 --> 00:29:15.060]   haven
[00:29:15.060 --> 00:29:15.150]  't
[00:29:15.150 --> 00:29:15.290]  .
[00:29:15.290 --> 00:29:15.470]   Nope
[00:29:15.470 --> 00:29:15.610]   I
[00:29:15.610 --> 00:29:15.740]   haven
[00:29:15.740 --> 00:29:15.830]  't
[00:29:15.830 --> 00:29:16.020]  . [SPEAKER_TURN]
[00:29:16.020 --> 00:29:16.020]  
[00:29:16.020 --> 00:29:16.130]   it
[00:29:16.130 --> 00:29:16.240]  's
[00:29:16.240 --> 00:29:16.300]   a
[00:29:16.300 --> 00:29:16.700]   great
[00:29:16.700 --> 00:29:16.820]   book
[00:29:16.820 --> 00:29:16.930]   Bl
[00:29:16.930 --> 00:29:17.110]  ond
[00:29:17.110 --> 00:29:17.210]  ie
[00:29:17.210 --> 00:29:17.560]   twenty
[00:29:17.560 --> 00:29:17.790]   four
[00:29:17.790 --> 00:29:17.850]   I
[00:29:17.850 --> 00:29:18.020]  've
[00:29:18.020 --> 00:29:18.140]  ,
[00:29:18.140 --> 00:29:18.660]   mentioned
[00:29:18.660 --> 00:29:18.810]   it
[00:29:18.810 --> 00:29:18.880]   at
[00:29:18.880 --> 00:29:19.170]   least
[00:29:19.170 --> 00:29:19.400]   once
[00:29:19.400 --> 00:29:19.520]   or
[00:29:19.520 --> 00:29:19.800]   twice
[00:29:19.800 --> 00:29:19.910]   in
[00:29:19.910 --> 00:29:20.070]   his
[00:29:20.070 --> 00:29:20.490]   podcast
[00:29:20.490 --> 00:29:20.720]   over
[00:29:20.720 --> 00:29:20.900]   the
[00:29:20.900 --> 00:29:21.140]   past
[00:29:21.140 --> 00:29:21.350]   year
[00:29:21.350 --> 00:29:21.460]   um
[00:29:21.460 --> 00:29:21.680]   it
[00:29:21.680 --> 00:29:21.700]  's
[00:29:21.700 --> 00:29:21.790]   by
[00:29:21.790 --> 00:29:22.080]   David
[00:29:22.080 --> 00:29:22.250]   Fog
[00:29:22.250 --> 00:29:22.360]  el
[00:29:22.360 --> 00:29:22.640]   and
[00:29:22.640 --> 00:29:22.700]   he
[00:29:22.700 --> 00:29:22.750]  's
[00:29:22.750 --> 00:29:22.810]   a
[00:29:22.810 --> 00:29:22.980]   you
[00:29:22.980 --> 00:29:23.210]   know
[00:29:23.210 --> 00:29:23.320]   uh
[00:29:23.320 --> 00:29:23.370]   P
[00:29:23.370 --> 00:29:23.480]  _
[00:29:23.480 --> 00:29:23.480]  H
[00:29:23.480 --> 00:29:23.530]  _
[00:29:23.530 --> 00:29:23.630]  D
[00:29:23.630 --> 00:29:23.650]  _
[00:29:23.650 --> 00:29:23.800]   and
[00:29:23.800 --> 00:29:23.910]   he
[00:29:23.910 --> 00:29:24.020]  's
[00:29:24.020 --> 00:29:24.080]   a
[00:29:24.080 --> 00:29:24.140]   P
[00:29:24.140 --> 00:29:24.190]  _
[00:29:24.190 --> 00:29:24.240]  H
[00:29:24.240 --> 00:29:24.290]  _
[00:29:24.290 --> 00:29:24.340]  D
[00:29:24.340 --> 00:29:24.390]  _
[00:29:24.390 --> 00:29:24.500]   in
[00:29:24.500 --> 00:29:24.910]   machine
[00:29:24.910 --> 00:29:25.380]   learning
[00:29:25.380 --> 00:29:25.550]   and
[00:29:25.550 --> 00:29:25.660]   uh
[00:29:25.660 --> 00:29:25.770]   he
[00:29:25.770 --> 00:29:25.880]  's
[00:29:25.880 --> 00:29:25.940]   d
[00:29:25.940 --> 00:29:26.110]   has
[00:29:26.110 --> 00:29:26.170]   a
[00:29:26.170 --> 00:29:26.280]   uh
[00:29:26.280 --> 00:29:26.450]   has
[00:29:26.450 --> 00:29:26.510]   a
[00:29:26.510 --> 00:29:26.980]   company
[00:29:26.980 --> 00:29:27.270]   called
[00:29:27.270 --> 00:29:27.450]   uh
[00:29:27.450 --> 00:29:27.790]   Natural
[00:29:27.790 --> 00:29:28.320]   Selection
[00:29:28.320 --> 00:29:28.380]   I
[00:29:28.380 --> 00:29:28.670]   think
[00:29:28.670 --> 00:29:28.780]   it
[00:29:28.780 --> 00:29:28.890]  's
[00:29:28.890 --> 00:29:29.180]   based
[00:29:29.180 --> 00:29:29.360]   out
[00:29:29.360 --> 00:29:29.460]   of
[00:29:29.460 --> 00:29:29.630]   San
[00:29:29.630 --> 00:29:29.920]   Diego
[00:29:29.920 --> 00:29:30.090]   and
[00:29:30.090 --> 00:29:30.320]   they
[00:29:30.320 --> 00:29:30.430]   do
[00:29:30.430 --> 00:29:30.660]   sort
[00:29:30.660 --> 00:29:30.770]   of
[00:29:30.770 --> 00:29:30.880]   um
[00:29:30.880 --> 00:29:30.990]   uh
[00:29:30.990 --> 00:29:31.580]   consulting
[00:29:31.580 --> 00:29:32.110]   contracts
[00:29:32.110 --> 00:29:32.370]   for
[00:29:32.370 --> 00:29:32.810]   different
[00:29:32.810 --> 00:29:33.130]   types
[00:29:33.130 --> 00:29:33.210]   of
[00:29:33.210 --> 00:29:33.610]   machine
[00:29:33.610 --> 00:29:34.090]   learning
[00:29:34.090 --> 00:29:35.040]  . [SPEAKER_TURN]
[00:29:35.040 --> 00:29:35.120]   M
[00:29:35.120 --> 00:29:35.160]  m
[00:29:35.160 --> 00:29:35.160]  -
[00:29:35.160 --> 00:29:35.190]  h
[00:29:35.190 --> 00:29:35.290]  mm
[00:29:35.290 --> 00:29:35.880]  . [SPEAKER_TURN]
[00:29:35.880 --> 00:29:35.880]  
[00:29:35.880 --> 00:29:36.060]   And
[00:29:36.060 --> 00:29:36.310]   this
[00:29:36.310 --> 00:29:36.420]   is
[00:29:36.420 --> 00:29:36.830]   talking
[00:29:36.830 --> 00:29:37.120]   about
[00:29:37.120 --> 00:29:37.180]   I
[00:29:37.180 --> 00:29:37.470]   think
[00:29:37.470 --> 00:29:37.710]   when
[00:29:37.710 --> 00:29:38.010]   he
[00:29:38.010 --> 00:29:38.050]   was
[00:29:38.050 --> 00:29:38.130]   he
[00:29:38.130 --> 00:29:38.260]   I
[00:29:38.260 --> 00:29:38.510]   think
[00:29:38.510 --> 00:29:38.600]   he
[00:29:38.600 --> 00:29:38.780]   was
[00:29:38.780 --> 00:29:39.100]   still
[00:29:39.100 --> 00:29:39.340]   like
[00:29:39.340 --> 00:29:39.370]   a
[00:29:39.370 --> 00:29:39.610]   post
[00:29:39.610 --> 00:29:39.660]  -
[00:29:39.660 --> 00:29:39.890]  doc
[00:29:39.890 --> 00:29:39.950]   or
[00:29:39.950 --> 00:29:40.480]   something
[00:29:40.480 --> 00:29:40.660]   and
[00:29:40.660 --> 00:29:40.840]   how
[00:29:40.840 --> 00:29:41.080]   they
[00:29:41.080 --> 00:29:41.320]   just
[00:29:41.320 --> 00:29:41.560]   said
[00:29:41.560 --> 00:29:41.960]   alright
[00:29:41.960 --> 00:29:42.300]   well
[00:29:42.300 --> 00:29:42.390]   let
[00:29:42.390 --> 00:29:42.500]  's
[00:29:42.500 --> 00:29:42.740]   just
[00:29:42.740 --> 00:29:42.980]   code
[00:29:42.980 --> 00:29:43.100]   up
[00:29:43.100 --> 00:29:43.630]   something
[00:29:43.630 --> 00:29:43.870]   that
[00:29:43.870 --> 00:29:44.110]   will
[00:29:44.110 --> 00:29:44.250]   be
[00:29:44.250 --> 00:29:44.470]   able
[00:29:44.470 --> 00:29:44.590]   to
[00:29:44.590 --> 00:29:44.830]   play
[00:29:44.830 --> 00:29:45.120]   check
[00:29:45.120 --> 00:29:45.290]  ers
[00:29:45.290 --> 00:29:45.530]   and
[00:29:45.530 --> 00:29:45.650]   but
[00:29:45.650 --> 00:29:45.770]   we
[00:29:45.770 --> 00:29:45.940]  're
[00:29:45.940 --> 00:29:46.120]   not
[00:29:46.120 --> 00:29:46.410]   gonna
[00:29:46.410 --> 00:29:46.650]   look
[00:29:46.650 --> 00:29:46.770]   at
[00:29:46.770 --> 00:29:46.950]   you
[00:29:46.950 --> 00:29:47.200]   know
[00:29:47.200 --> 00:29:47.600]   opening
[00:29:47.600 --> 00:29:47.910]   moves
[00:29:47.910 --> 00:29:48.000]  ,
[00:29:48.000 --> 00:29:48.240]   encl
[00:29:48.240 --> 00:29:48.530]  osing
[00:29:48.530 --> 00:29:48.860]   moves
[00:29:48.860 --> 00:29:49.000]   and
[00:29:49.000 --> 00:29:49.180]   you
[00:29:49.180 --> 00:29:49.420]   know
[00:29:49.420 --> 00:29:49.890]   database
[00:29:49.890 --> 00:29:50.030]   of
[00:29:50.030 --> 00:29:50.130]   of
[00:29:50.130 --> 00:29:50.310]   you
[00:29:50.310 --> 00:29:50.420]  ,
[00:29:50.420 --> 00:29:50.670]   know
[00:29:50.670 --> 00:29:50.900]   what
[00:29:50.900 --> 00:29:51.010]  ,
[00:29:51.010 --> 00:29:51.260]   are
[00:29:51.260 --> 00:29:51.370]   the
[00:29:51.370 --> 00:29:51.780]   optimal
[00:29:51.780 --> 00:29:52.310]   solutions
[00:29:52.310 --> 00:29:52.430]   or
[00:29:52.430 --> 00:29:52.550]   we
[00:29:52.550 --> 00:29:52.720]  're
[00:29:52.720 --> 00:29:52.960]   just
[00:29:52.960 --> 00:29:53.250]   gonna
[00:29:53.250 --> 00:29:53.490]   have
[00:29:53.490 --> 00:29:54.020]   something
[00:29:54.020 --> 00:29:54.370]   evolve
[00:29:54.370 --> 00:29:54.550]   and
[00:29:54.550 --> 00:29:54.700]   we
[00:29:54.700 --> 00:29:54.840]  're
[00:29:54.840 --> 00:29:55.130]   gonna
[00:29:55.130 --> 00:29:55.190]   e
[00:29:55.190 --> 00:29:55.430]   what
[00:29:55.430 --> 00:29:55.670]   what
[00:29:55.670 --> 00:29:55.790]   we
[00:29:55.790 --> 00:29:55.960]  're
[00:29:55.960 --> 00:29:56.250]   gonna
[00:29:56.250 --> 00:29:56.370]   do
[00:29:56.370 --> 00:29:56.490]   is
[00:29:56.490 --> 00:29:56.610]   we
[00:29:56.610 --> 00:29:56.770]  're
[00:29:56.770 --> 00:29:57.060]   gonna
[00:29:57.060 --> 00:29:57.250]   use
[00:29:57.250 --> 00:29:57.440]   j
[00:29:57.440 --> 00:29:57.550]   they
[00:29:57.550 --> 00:29:57.790]   just
[00:29:57.790 --> 00:29:58.080]   kinda
[00:29:58.080 --> 00:29:58.560]   randomly
[00:29:58.560 --> 00:29:58.930]   picked
[00:29:58.930 --> 00:29:59.110]   out
[00:29:59.110 --> 00:29:59.320]   what
[00:29:59.320 --> 00:29:59.560]   they
[00:29:59.560 --> 00:30:00.000]   thought
[00:30:00.000 --> 00:30:00.210]   like
[00:30:00.210 --> 00:30:00.270]   a
[00:30:00.270 --> 00:30:00.460]   it
[00:30:00.460 --> 00:30:00.570]   was
[00:30:00.570 --> 00:30:00.630]   a
[00:30:00.630 --> 00:30:01.160]   structure
[00:30:01.160 --> 00:30:01.340]   for
[00:30:01.340 --> 00:30:01.460]   an
[00:30:01.460 --> 00:30:01.580]   on
[00:30:01.580 --> 00:30:01.730]   on
[00:30:01.730 --> 00:30:02.050]   neural
[00:30:02.050 --> 00:30:02.230]   net
[00:30:02.230 --> 00:30:02.470]   that
[00:30:02.470 --> 00:30:02.650]   was
[00:30:02.650 --> 00:30:02.830]   big
[00:30:02.830 --> 00:30:03.180]   enough
[00:30:03.180 --> 00:30:03.300]   to
[00:30:03.300 --> 00:30:03.420]   uh
[00:30:03.420 --> 00:30:03.600]   had
[00:30:03.600 --> 00:30:03.950]   enough
[00:30:03.950 --> 00:30:04.240]   nodes
[00:30:04.240 --> 00:30:04.360]   to
[00:30:04.360 --> 00:30:04.710]   sort
[00:30:04.710 --> 00:30:04.720]   of
[00:30:04.720 --> 00:30:04.950]   have
[00:30:04.950 --> 00:30:05.080]   c
[00:30:05.080 --> 00:30:05.880]   capture
[00:30:05.880 --> 00:30:05.880]  
[00:30:05.880 --> 00:30:06.230]   subtle
[00:30:06.230 --> 00:30:06.320]  ty
[00:30:06.320 --> 00:30:06.590]   of
[00:30:06.590 --> 00:30:06.590]   the
[00:30:06.590 --> 00:30:06.890]   game
[00:30:06.890 --> 00:30:06.970]  .
[00:30:06.970 --> 00:30:07.130]   And
[00:30:07.130 --> 00:30:07.360]   then
[00:30:07.360 --> 00:30:07.570]   they
[00:30:07.570 --> 00:30:07.950]   just
[00:30:07.950 --> 00:30:08.180]   evolved
[00:30:08.180 --> 00:30:08.340]   the
[00:30:08.340 --> 00:30:08.950]   connections
[00:30:08.950 --> 00:30:09.050]   um
[00:30:09.050 --> 00:30:09.280]   and
[00:30:09.280 --> 00:30:09.440]   they
[00:30:09.440 --> 00:30:09.660]   just
[00:30:09.660 --> 00:30:09.820]   let
[00:30:09.820 --> 00:30:10.040]   them
[00:30:10.040 --> 00:30:10.200]   run
[00:30:10.200 --> 00:30:10.350]   for
[00:30:10.350 --> 00:30:10.640]   weeks
[00:30:10.640 --> 00:30:10.800]   and
[00:30:10.800 --> 00:30:11.080]   weeks
[00:30:11.080 --> 00:30:11.240]   and
