
[00:00:00.000 --> 00:00:00.820]  
[00:00:00.820 --> 00:00:09.710]   ðŸ
[00:09:01.080 --> 00:09:01.670]   providers
[00:09:01.670 --> 00:09:01.800]  ,
[00:09:01.800 --> 00:09:02.060]   Mail
[00:09:02.060 --> 00:09:02.250]  gun
[00:09:02.250 --> 00:09:02.480]   and
[00:09:02.480 --> 00:09:02.710]   Mand
[00:09:02.710 --> 00:09:03.100]  rill
[00:09:03.100 --> 00:09:03.100]   um
[00:09:03.100 --> 00:09:04.080]   and [SPEAKER_TURN]
[00:09:04.080 --> 00:09:04.470]   very
[00:09:04.470 --> 00:09:05.250]   similar
[00:09:05.250 --> 00:09:05.450]   to
[00:09:05.450 --> 00:09:05.730]   Mail
[00:09:05.730 --> 00:09:06.020]  gun
[00:09:06.020 --> 00:09:06.310]   and
[00:09:06.310 --> 00:09:06.700]   Post
[00:09:06.700 --> 00:09:06.800]  -
[00:09:06.800 --> 00:09:07.180]  Mark
[00:09:07.180 --> 00:09:07.490]   and
[00:09:07.490 --> 00:09:07.760]   any
[00:09:07.760 --> 00:09:07.950]   of
[00:09:07.950 --> 00:09:08.440]   those
[00:09:08.440 --> 00:09:08.630]   um
[00:09:08.630 --> 00:09:09.020]   kind
[00:09:09.020 --> 00:09:09.360]   of
[00:09:09.360 --> 00:09:09.600]   send
[00:09:09.600 --> 00:09:10.120]   email
[00:09:10.120 --> 00:09:10.380]   via
[00:09:10.380 --> 00:09:10.570]   an
[00:09:10.570 --> 00:09:10.660]   A
[00:09:10.660 --> 00:09:10.750]  _
[00:09:10.750 --> 00:09:10.840]  P
[00:09:10.840 --> 00:09:10.930]  _
[00:09:10.930 --> 00:09:11.020]  I
[00:09:11.020 --> 00:09:11.110]  _
[00:09:11.110 --> 00:09:11.790]   service
[00:09:11.790 --> 00:09:13.020]  . [SPEAKER_TURN]
[00:09:13.040 --> 00:09:13.040]  
[00:09:13.040 --> 00:09:14.680]   Mail
[00:09:14.680 --> 00:09:15.100]  -
[00:09:15.100 --> 00:09:15.300]   Mail
[00:09:15.300 --> 00:09:15.400]  gun
[00:09:15.400 --> 00:09:15.480]  's
[00:09:15.480 --> 00:09:15.730]   great
[00:09:15.730 --> 00:09:16.010]   because
[00:09:16.010 --> 00:09:16.090]   um
[00:09:16.090 --> 00:09:16.170]   it
[00:09:16.170 --> 00:09:16.430]   allows
[00:09:16.430 --> 00:09:16.790]   incoming
[00:09:16.790 --> 00:09:17.000]   email
[00:09:17.000 --> 00:09:17.130]   and
[00:09:17.130 --> 00:09:17.480]   outgoing
[00:09:17.480 --> 00:09:17.740]   emails
[00:09:17.740 --> 00:09:17.860]   so
[00:09:17.860 --> 00:09:17.900]  ,
[00:09:17.900 --> 00:09:18.100]   and
[00:09:18.100 --> 00:09:18.110]   it
[00:09:18.110 --> 00:09:18.300]   just
[00:09:18.300 --> 00:09:18.360]   it
[00:09:18.360 --> 00:09:18.590]   just
[00:09:18.590 --> 00:09:18.790]   passes
[00:09:18.790 --> 00:09:18.920]   the
[00:09:18.920 --> 00:09:19.140]   email
[00:09:19.140 --> 00:09:19.400]   really
[00:09:19.400 --> 00:09:19.660]   nicely
[00:09:19.660 --> 00:09:19.810]   for
[00:09:19.810 --> 00:09:19.950]   you
[00:09:19.950 --> 00:09:20.090]   when
[00:09:20.090 --> 00:09:20.220]   you
[00:09:20.220 --> 00:09:20.350]   get
[00:09:20.350 --> 00:09:20.620]   events
[00:09:20.620 --> 00:09:20.740]   and
[00:09:20.740 --> 00:09:20.870]   you
[00:09:20.870 --> 00:09:21.010]   can
[00:09:21.010 --> 00:09:21.170]   hook
[00:09:21.170 --> 00:09:21.250]   it
[00:09:21.250 --> 00:09:21.420]   into
[00:09:21.420 --> 00:09:21.630]   your
[00:09:21.630 --> 00:09:21.670]   A
[00:09:21.670 --> 00:09:21.710]  _
[00:09:21.710 --> 00:09:21.730]  P
[00:09:21.730 --> 00:09:21.750]  _
[00:09:21.750 --> 00:09:21.790]  I
[00:09:21.790 --> 00:09:21.830]  _
[00:09:21.830 --> 00:09:22.000]   that
[00:09:22.000 --> 00:09:22.080]  's
[00:09:22.080 --> 00:09:22.160]  ,
[00:09:22.160 --> 00:09:22.330]   very
[00:09:22.330 --> 00:09:22.540]   nice
[00:09:22.540 --> 00:09:23.340]  . [SPEAKER_TURN]
[00:09:40.740 --> 00:09:40.740]  
[00:09:40.740 --> 00:09:40.800]   on
[00:09:40.800 --> 00:09:41.010]   whether
[00:09:41.010 --> 00:09:41.100]   you
[00:09:41.100 --> 00:09:41.190]  're
[00:09:41.190 --> 00:09:41.380]   using
[00:09:41.380 --> 00:09:41.460]   Mand
[00:09:41.460 --> 00:09:41.580]  rill
[00:09:41.580 --> 00:09:41.640]   or
[00:09:41.640 --> 00:09:41.760]   Mail
[00:09:41.760 --> 00:09:41.850]  gun
[00:09:41.850 --> 00:09:42.200]  ? [SPEAKER_TURN]
[00:09:42.200 --> 00:09:42.340]   No
[00:09:42.340 --> 00:09:42.790]   they
[00:09:42.790 --> 00:09:42.830]  're
[00:09:42.830 --> 00:09:42.970]  ,
[00:09:42.970 --> 00:09:43.040]   I
[00:09:43.040 --> 00:09:43.310]   mean
[00:09:43.310 --> 00:09:43.670]   Derek
[00:09:43.670 --> 00:09:43.880]   you
[00:09:43.880 --> 00:09:44.090]   can
[00:09:44.090 --> 00:09:44.300]   say
[00:09:44.300 --> 00:09:44.650]   what
[00:09:44.650 --> 00:09:44.790]   you
[00:09:44.790 --> 00:09:45.000]  've
[00:09:45.000 --> 00:09:45.280]   seen
[00:09:45.280 --> 00:09:45.490]   but
[00:09:45.490 --> 00:09:45.630]  ,
[00:09:45.630 --> 00:09:45.770]   uh
[00:09:45.770 --> 00:09:46.190]   almost
[00:09:46.190 --> 00:09:46.830]   virtually
[00:09:46.830 --> 00:09:47.590]   equivalent
[00:09:47.590 --> 00:09:47.750]   and
[00:09:47.750 --> 00:09:47.890]   we
[00:09:47.890 --> 00:09:48.000]   I
[00:09:48.000 --> 00:09:48.240]   send
[00:09:48.240 --> 00:09:48.660]   across
[00:09:48.660 --> 00:09:48.940]   post
[00:09:48.940 --> 00:09:49.090]   uh
[00:09:49.090 --> 00:09:49.350]   Post
[00:09:49.350 --> 00:09:49.570]  -
[00:09:49.570 --> 00:09:49.710]  Mark
[00:09:49.710 --> 00:09:49.890]  ,
[00:09:49.890 --> 00:09:50.130]   Mand
[00:09:50.130 --> 00:09:50.470]  rill
[00:09:50.470 --> 00:09:50.540]  ,
[00:09:50.540 --> 00:09:50.980]   Mail
[00:09:50.980 --> 00:09:51.040]  gun
[00:09:51.040 --> 00:09:51.250]   and
[00:09:51.250 --> 00:09:51.530]   then
[00:09:51.530 --> 00:09:51.740]   you
[00:09:51.740 --> 00:09:52.300]   know
[00:09:52.300 --> 00:09:52.470]   even
[00:09:52.470 --> 00:09:52.830]   through
[00:09:52.830 --> 00:09:53.070]   Mail
[00:09:53.070 --> 00:09:53.210]  ch
[00:09:53.210 --> 00:09:53.420]  imp
[00:09:53.420 --> 00:09:53.490]   I
[00:09:53.490 --> 00:09:53.840]   still
[00:09:53.840 --> 00:09:54.120]   have
[00:09:54.120 --> 00:09:54.330]   one
[00:09:54.330 --> 00:09:54.610]   Mail
[00:09:54.610 --> 00:09:54.740]  ch
[00:09:54.740 --> 00:09:54.960]  imp
[00:09:54.960 --> 00:09:55.450]   account
[00:09:55.450 --> 00:09:55.660]  .
[00:09:55.660 --> 00:09:55.800]   Um
[00:09:55.800 --> 00:09:55.870]   I
[00:09:55.870 --> 00:09:56.150]   have
[00:09:56.150 --> 00:09:56.870]   seen
[00:09:56.870 --> 00:09:57.140]   negligible
[00:09:57.140 --> 00:09:57.920]   differences
[00:09:57.920 --> 00:09:58.340]   across
[00:09:58.340 --> 00:09:58.690]   those
[00:09:58.690 --> 00:09:58.970]   four
[00:09:58.970 --> 00:09:59.170]  .
[00:09:59.170 --> 00:09:59.390]   Uh
[00:09:59.390 --> 00:09:59.670]   Derek
[00:09:59.670 --> 00:09:59.740]   I
[00:09:59.740 --> 00:09:59.950]   don
[00:09:59.950 --> 00:10:00.240]  't
[00:10:00.240 --> 00:10:00.370]   know
[00:10:00.370 --> 00:10:00.580]   if
[00:10:00.580 --> 00:10:00.710]   you
[00:10:00.710 --> 00:10:00.930]  've
[00:10:00.930 --> 00:10:01.440]   seen
[00:10:01.440 --> 00:10:01.560]   other
[00:10:01.560 --> 00:10:02.700]  . [SPEAKER_TURN]
[00:10:03.360 --> 00:10:03.370]  
[00:10:03.370 --> 00:10:03.490]   how
[00:10:03.490 --> 00:10:03.620]   are
[00:10:03.620 --> 00:10:03.750]   you
[00:10:03.750 --> 00:10:04.180]   splitting
[00:10:04.180 --> 00:10:04.340]   that
[00:10:04.340 --> 00:10:04.430]   up
[00:10:04.430 --> 00:10:04.560]  ?
[00:10:04.560 --> 00:10:04.600]   I
[00:10:04.600 --> 00:10:04.780]   mean
[00:10:04.780 --> 00:10:04.870]   is
[00:10:04.870 --> 00:10:05.070]   that
[00:10:05.070 --> 00:10:05.360]   just
[00:10:05.360 --> 00:10:05.420]   you
[00:10:05.420 --> 00:10:05.540]   know
[00:10:05.540 --> 00:10:05.670]   you
[00:10:05.670 --> 00:10:06.030]   randomly
[00:10:06.030 --> 00:10:06.210]   send
[00:10:06.210 --> 00:10:06.300]   an
[00:10:06.300 --> 00:10:06.660]   email
[00:10:06.660 --> 00:10:06.700]   from
[00:10:06.700 --> 00:10:06.830]   one
[00:10:06.830 --> 00:10:06.960]   guy
[00:10:06.960 --> 00:10:07.090]   and
[00:10:07.090 --> 00:10:07.270]   then
[00:10:07.270 --> 00:10:07.440]   the
[00:10:07.440 --> 00:10:07.580]   next
[00:10:07.580 --> 00:10:07.760]   time
[00:10:07.760 --> 00:10:07.890]   you
[00:10:07.890 --> 00:10:08.250]   randomly
[00:10:08.250 --> 00:10:08.430]   send
[00:10:08.430 --> 00:10:08.610]   an
[00:10:08.610 --> 00:10:08.740]   email
[00:10:08.740 --> 00:10:08.920]   from
[00:10:08.920 --> 00:10:09.260]   another
[00:10:09.260 --> 00:10:09.330]   or
[00:10:09.330 --> 00:10:09.420]   is
[00:10:09.420 --> 00:10:09.510]   it
[00:10:09.510 --> 00:10:09.920]   different
[00:10:09.920 --> 00:10:10.050]   sub
[00:10:10.050 --> 00:10:10.090]  -
[00:10:10.090 --> 00:10:10.480]  sections
[00:10:10.480 --> 00:10:10.540]   of
[00:10:10.540 --> 00:10:10.680]   the
[00:10:10.680 --> 00:10:10.940]   system
[00:10:10.940 --> 00:10:11.120]   that
[00:10:11.120 --> 00:10:11.290]   are
[00:10:11.290 --> 00:10:11.290]   c
[00:10:11.290 --> 00:10:11.420]   one
[00:10:11.420 --> 00:10:11.610]   you
[00:10:11.610 --> 00:10:11.730]   know
[00:10:11.730 --> 00:10:11.990]   one
[00:10:11.990 --> 00:10:11.990]   sub
[00:10:11.990 --> 00:10:12.240]  -
[00:10:12.240 --> 00:10:12.340]  section
[00:10:12.340 --> 00:10:12.430]  's
[00:10:12.430 --> 00:10:12.820]   calling
[00:10:12.820 --> 00:10:12.930]   Mand
[00:10:12.930 --> 00:10:13.110]  rill
[00:10:13.110 --> 00:10:13.200]  ,
[00:10:13.200 --> 00:10:13.320]   one
[00:10:13.320 --> 00:10:13.460]   sub
[00:10:13.460 --> 00:10:13.500]  -
[00:10:13.500 --> 00:10:13.810]  section
[00:10:13.810 --> 00:10:13.900]  's
[00:10:13.900 --> 00:10:14.220]   calling
[00:10:14.220 --> 00:10:14.400]   Mail
[00:10:14.400 --> 00:10:14.540]  gun
[00:10:14.540 --> 00:10:15.360]  ? [SPEAKER_TURN]
[00:10:15.820 --> 00:10:15.890]  
[00:10:15.890 --> 00:10:16.120]   Yeah
[00:10:16.120 --> 00:10:16.320]  ,
[00:10:16.320 --> 00:10:16.420]   we
[00:10:16.420 --> 00:10:16.570]   we
[00:10:16.570 --> 00:10:16.720]   do
[00:10:16.720 --> 00:10:17.040]   have
[00:10:17.040 --> 00:10:17.170]   it
[00:10:17.170 --> 00:10:17.550]   split
[00:10:17.550 --> 00:10:17.850]   like
[00:10:17.850 --> 00:10:18.010]   at
[00:10:18.010 --> 00:10:18.150]   at
[00:10:18.150 --> 00:10:18.420]   the
[00:10:18.420 --> 00:10:18.680]   core
[00:10:18.680 --> 00:10:19.290]   campaign
[00:10:19.290 --> 00:10:19.750]   emails
[00:10:19.750 --> 00:10:19.900]  ,
[00:10:19.900 --> 00:10:20.130]   you
[00:10:20.130 --> 00:10:20.430]   know
[00:10:20.430 --> 00:10:20.580]  ,
[00:10:20.580 --> 00:10:20.810]   the
[00:10:20.810 --> 00:10:21.040]   aut
[00:10:21.040 --> 00:10:21.270]  ore
[00:10:21.270 --> 00:10:21.420]  sp
[00:10:21.420 --> 00:10:22.040]  onder
[00:10:22.040 --> 00:10:22.490]   sequences
[00:10:22.490 --> 00:10:22.640]   in
[00:10:22.640 --> 00:10:22.940]   DR
[00:10:22.940 --> 00:10:22.940]  IP
[00:10:22.940 --> 00:10:23.240]  ,
[00:10:23.240 --> 00:10:23.240]   um
[00:10:23.240 --> 00:10:23.520]   go
[00:10:23.520 --> 00:10:23.690]   kind
[00:10:23.690 --> 00:10:23.840]   of
[00:10:23.840 --> 00:10:24.220]   round
[00:10:24.220 --> 00:10:24.450]   rob
[00:10:24.450 --> 00:10:24.600]  in
[00:10:24.600 --> 00:10:24.980]   style
[00:10:24.980 --> 00:10:25.250]   and
[00:10:25.250 --> 00:10:25.360]   we
[00:10:25.360 --> 00:10:25.660]   have
[00:10:25.660 --> 00:10:25.880]   you
[00:10:25.880 --> 00:10:26.110]   know
[00:10:26.110 --> 00:10:26.570]  ,
[00:10:26.570 --> 00:10:26.640]   with
[00:10:26.640 --> 00:10:26.870]   the
[00:10:26.870 --> 00:10:27.100]   two
[00:10:27.100 --> 00:10:27.790]   platforms
[00:10:27.790 --> 00:10:28.020]   and
[00:10:28.020 --> 00:10:28.160]  ,
[00:10:28.160 --> 00:10:28.470]   then
[00:10:28.470 --> 00:10:28.930]   across
[00:10:28.930 --> 00:10:29.300]   those
[00:10:29.300 --> 00:10:30.000]   platforms
[00:10:30.000 --> 00:10:30.150]   we
[00:10:30.150 --> 00:10:30.450]   have
[00:10:30.450 --> 00:10:31.060]   multiple
[00:10:31.060 --> 00:10:31.600]   sending
[00:10:31.600 --> 00:10:32.350]   domains
[00:10:32.350 --> 00:10:32.680]   because
[00:10:32.680 --> 00:10:32.830]  ,
[00:10:32.830 --> 00:10:33.060]   the
[00:10:33.060 --> 00:10:33.600]   sending
[00:10:33.600 --> 00:10:34.140]   domains
[00:10:34.140 --> 00:10:34.290]   is
[00:10:34.290 --> 00:10:34.590]   what
[00:10:34.590 --> 00:10:34.890]   your
[00:10:34.890 --> 00:10:35.660]   reputation
[00:10:35.660 --> 00:10:35.830]   is
[00:10:35.830 --> 00:10:36.110]   tied
[00:10:36.110 --> 00:10:36.260]   to
[00:10:36.260 --> 00:10:36.410]  ,
[00:10:36.410 --> 00:10:36.560]   so
[00:10:36.560 --> 00:10:36.710]   if
[00:10:36.710 --> 00:10:36.860]   we
[00:10:36.860 --> 00:10:37.090]   had
[00:10:37.090 --> 00:10:38.000]   somebody
[00:10:38.000 --> 00:10:38.030]   send
[00:10:38.030 --> 00:10:38.230]   you
[00:10:38.230 --> 00:10:38.530]   know
[00:10:38.530 --> 00:10:38.680]  ,
[00:10:38.680 --> 00:10:38.830]   by
[00:10:38.830 --> 00:10:39.290]   chance
[00:10:39.290 --> 00:10:39.590]   send
[00:10:39.590 --> 00:10:39.660]   a
[00:10:39.660 --> 00:10:39.810]   SP
[00:10:39.810 --> 00:10:39.960]  AM
[00:10:39.960 --> 00:10:40.230]  I
[00:10:40.230 --> 00:10:40.730]   broadcast
[00:10:40.730 --> 00:10:41.130]   email
[00:10:41.130 --> 00:10:41.250]   to
[00:10:41.250 --> 00:10:41.470]   you
[00:10:41.470 --> 00:10:41.930]  ,
[00:10:41.930 --> 00:10:41.970]   know
[00:10:41.970 --> 00:10:42.080]  ,
[00:10:42.080 --> 00:10:42.510]   fifty
[00:10:42.510 --> 00:10:43.070]   thousand
[00:10:43.070 --> 00:10:43.660]   people
[00:10:43.660 --> 00:10:43.680]  ,
[00:10:43.680 --> 00:10:44.170]   that
[00:10:44.170 --> 00:10:44.360]   would
[00:10:44.360 --> 00:10:44.600]   get
[00:10:44.600 --> 00:10:45.820]   dispersed
[00:10:45.820 --> 00:10:45.820]  
[00:10:45.820 --> 00:10:46.010]   are
[00:10:46.010 --> 00:10:46.460]   sending
[00:10:46.460 --> 00:10:46.930]   domains
[00:10:46.930 --> 00:10:47.030]   so
[00:10:47.030 --> 00:10:47.360]   that
[00:10:47.360 --> 00:10:47.470]   you
[00:10:47.470 --> 00:10:47.720]   know
[00:10:47.720 --> 00:10:47.910]   one
[00:10:47.910 --> 00:10:48.290]   domain
[00:10:48.290 --> 00:10:48.670]   wouldn
[00:10:48.670 --> 00:10:48.810]  't
[00:10:48.810 --> 00:10:48.980]   get
[00:10:48.980 --> 00:10:49.620]   completely
[00:10:49.620 --> 00:10:49.940]   black
[00:10:49.940 --> 00:10:50.510]  listed
[00:10:50.510 --> 00:10:50.510]   and
[00:10:50.510 --> 00:10:50.750]   so
[00:10:50.750 --> 00:10:50.810]   it
[00:10:50.810 --> 00:10:50.870]  's
[00:10:50.870 --> 00:10:51.120]   kind
[00:10:51.120 --> 00:10:51.400]   of [SPEAKER_TURN]
[00:10:51.400 --> 00:10:51.520]   So
[00:10:51.520 --> 00:10:51.640]   if
[00:10:51.640 --> 00:10:51.830]   you
[00:10:51.830 --> 00:10:52.020]  're
[00:10:52.020 --> 00:10:52.530]   sending
[00:10:52.530 --> 00:10:52.720]   from
[00:10:52.720 --> 00:10:52.970]   both
[00:10:52.970 --> 00:10:53.100]   of
[00:10:53.100 --> 00:10:53.410]   these
[00:10:53.410 --> 00:10:53.790]   people
[00:10:53.790 --> 00:10:53.980]   you
[00:10:53.980 --> 00:10:54.170]  're
[00:10:54.170 --> 00:10:54.740]   obviously
[00:10:54.740 --> 00:10:55.250]   checking
[00:10:55.250 --> 00:10:55.630]   clicks
[00:10:55.630 --> 00:10:55.750]   in
[00:10:55.750 --> 00:10:56.250]   the
[00:10:56.250 --> 00:10:56.270]   email
[00:10:56.270 --> 00:10:56.380]   so
[00:10:56.380 --> 00:10:56.830]   somehow
[00:10:56.830 --> 00:10:57.020]   you
[00:10:57.020 --> 00:10:57.270]   have
[00:10:57.270 --> 00:10:57.400]   to
[00:10:57.400 --> 00:10:57.580]   get
[00:10:57.580 --> 00:10:57.830]   that
[00:10:57.830 --> 00:10:58.230]   click
[00:10:58.230 --> 00:10:58.430]   data
[00:10:58.430 --> 00:10:58.650]   back
[00:10:58.650 --> 00:10:59.110]   into
[00:10:59.110 --> 00:10:59.150]   your
[00:10:59.150 --> 00:10:59.600]   central
[00:10:59.600 --> 00:11:00.120]   database
[00:11:00.120 --> 00:11:00.300]   How
[00:11:00.300 --> 00:11:00.740]  .
[00:11:00.740 --> 00:11:00.780]   does
[00:11:00.780 --> 00:11:00.990]   that
[00:11:00.990 --> 00:11:01.200]   work
[00:11:01.200 --> 00:11:01.690]   from
[00:11:01.690 --> 00:11:01.740]   like
[00:11:01.740 --> 00:11:02.250]   multiple
[00:11:02.250 --> 00:11:02.820]   different
[00:11:02.820 --> 00:11:03.390]   providers
[00:11:03.390 --> 00:11:04.340]  ? [SPEAKER_TURN]
[00:11:04.340 --> 00:11:04.860]   M
[00:11:04.860 --> 00:11:05.370]  m
[00:11:05.370 --> 00:11:05.880]  -
[00:11:05.880 --> 00:11:06.390]  h
[00:11:06.390 --> 00:11:07.420]  mm
[00:11:07.420 --> 00:11:09.020]  .
[00:11:09.020 --> 00:11:09.080]  
[00:11:09.080 --> 00:11:09.120]   a
[00:11:09.120 --> 00:11:09.340]   nice
[00:11:09.340 --> 00:11:09.410]   A
[00:11:09.410 --> 00:11:09.460]  _
[00:11:09.460 --> 00:11:09.520]  P
[00:11:09.520 --> 00:11:09.580]  _
[00:11:09.580 --> 00:11:09.670]  I
[00:11:09.670 --> 00:11:09.710]  _
[00:11:09.710 --> 00:11:09.900]   for
[00:11:09.900 --> 00:11:10.760]   communicating
[00:11:10.760 --> 00:11:11.020]   that
[00:11:11.020 --> 00:11:11.300]   data
[00:11:11.300 --> 00:11:11.540]   back
[00:11:11.540 --> 00:11:11.700]   to
[00:11:11.700 --> 00:11:11.800]   us
[00:11:11.800 --> 00:11:12.090]  .
[00:11:12.090 --> 00:11:12.240]   So
[00:11:12.240 --> 00:11:12.460]   and
[00:11:12.460 --> 00:11:12.750]   both
[00:11:12.750 --> 00:11:12.890]   um
[00:11:12.890 --> 00:11:13.180]   Mail
[00:11:13.180 --> 00:11:13.400]  gun
[00:11:13.400 --> 00:11:13.620]   and
[00:11:13.620 --> 00:11:13.910]   Mand
[00:11:13.910 --> 00:11:14.130]  rel
[00:11:14.130 --> 00:11:14.420]   have
[00:11:14.420 --> 00:11:14.640]   web
[00:11:14.640 --> 00:11:15.010]   hooks
[00:11:15.010 --> 00:11:15.150]   so
[00:11:15.150 --> 00:11:15.290]   um
[00:11:15.290 --> 00:11:15.510]   you
[00:11:15.510 --> 00:11:15.800]   know
[00:11:15.800 --> 00:11:15.940]   we
[00:11:15.940 --> 00:11:16.220]   just
[00:11:16.220 --> 00:11:16.520]   give
[00:11:16.520 --> 00:11:16.810]   them
[00:11:16.810 --> 00:11:17.030]   our
[00:11:17.030 --> 00:11:17.330]   end
[00:11:17.330 --> 00:11:17.620]   point
[00:11:17.620 --> 00:11:18.000]   that
[00:11:18.000 --> 00:11:18.050]   we
[00:11:18.050 --> 00:11:18.420]   wanna
[00:11:18.420 --> 00:11:18.940]   receive
[00:11:18.940 --> 00:11:19.160]   all
[00:11:19.160 --> 00:11:19.450]   that
[00:11:19.450 --> 00:11:19.730]   data
[00:11:19.730 --> 00:11:19.880]   at
[00:11:19.880 --> 00:11:20.230]   and
[00:11:20.230 --> 00:11:20.390]   they
[00:11:20.390 --> 00:11:20.680]   just
[00:11:20.680 --> 00:11:20.810]  ,
[00:11:20.810 --> 00:11:21.190]   every
[00:11:21.190 --> 00:11:21.480]   time
[00:11:21.480 --> 00:11:21.620]   an
[00:11:21.620 --> 00:11:22.060]   somet
[00:11:22.060 --> 00:11:22.100]  h
[00:11:22.100 --> 00:11:22.350]  ings
[00:11:22.350 --> 00:11:22.870]   clicked
[00:11:22.870 --> 00:11:23.010]   or
[00:11:23.010 --> 00:11:23.450]   opened
[00:11:23.450 --> 00:11:23.740]   they
[00:11:23.740 --> 00:11:23.960]  'll
[00:11:23.960 --> 00:11:24.250]   send
[00:11:24.250 --> 00:11:24.850]   us
[00:11:24.850 --> 00:11:25.150]   um
[00:11:25.150 --> 00:11:25.210]   they
[00:11:25.210 --> 00:11:25.370]  'll
[00:11:25.370 --> 00:11:25.650]   send
[00:11:25.650 --> 00:11:26.080]   us
[00:11:26.080 --> 00:11:26.090]   that
[00:11:26.090 --> 00:11:26.380]   data
[00:11:26.380 --> 00:11:26.590]   and
[00:11:26.590 --> 00:11:27.180]   actually
[00:11:27.180 --> 00:11:27.320]   we
[00:11:27.320 --> 00:11:27.540]  've
[00:11:27.540 --> 00:11:28.180]   recently
[00:11:28.180 --> 00:11:28.920]   implemented
[00:11:28.920 --> 00:11:29.330]   our
[00:11:29.330 --> 00:11:29.360]   own
[00:11:29.360 --> 00:11:29.720]   click
[00:11:29.720 --> 00:11:30.310]   tracking
[00:11:30.310 --> 00:11:30.810]   because
[00:11:30.810 --> 00:11:30.950]   um
[00:11:30.950 --> 00:11:31.240]   with
[00:11:31.240 --> 00:11:31.460]   our
[00:11:31.460 --> 00:11:32.190]   automation
[00:11:32.190 --> 00:11:32.630]   engine
[00:11:32.630 --> 00:11:32.770]   we
[00:11:32.770 --> 00:11:33.140]   wanna
[00:11:33.140 --> 00:11:33.270]   be
[00:11:33.270 --> 00:11:33.560]   able
[00:11:33.560 --> 00:11:33.700]   to
[00:11:33.700 --> 00:11:34.210]   trigger
[00:11:34.210 --> 00:11:34.730]   certain
[00:11:34.730 --> 00:11:35.160]   things
[00:11:35.160 --> 00:11:35.300]   on
[00:11:35.300 --> 00:11:35.590]   when
[00:11:35.590 --> 00:11:36.030]   people
[00:11:36.030 --> 00:11:36.390]   click
[00:11:36.390 --> 00:11:36.480]   a
[00:11:36.480 --> 00:11:36.750]   link
[00:11:36.750 --> 00:11:36.890]   in
[00:11:36.890 --> 00:11:37.030]   an
[00:11:37.030 --> 00:11:37.390]   email
[00:11:37.390 --> 00:11:37.750]   and
[00:11:37.750 --> 00:11:37.860]   we
[00:11:37.860 --> 00:11:38.190]   needed
[00:11:38.190 --> 00:11:38.700]   more
[00:11:38.700 --> 00:11:38.790]  
[00:11:38.790 --> 00:11:39.270]   control
[00:11:39.270 --> 00:11:39.600]   over
[00:11:39.600 --> 00:11:39.930]   the
[00:11:39.930 --> 00:11:40.080]   the
[00:11:40.080 --> 00:11:41.230]   infrastructure
[00:11:41.230 --> 00:11:41.560]   side
[00:11:41.560 --> 00:11:41.720]   of
[00:11:41.720 --> 00:11:42.070]   that
[00:11:42.070 --> 00:11:42.290]  .
[00:11:42.290 --> 00:11:42.450]   So
[00:11:42.450 --> 00:11:42.780]   that
[00:11:42.780 --> 00:11:42.940]  's
[00:11:42.940 --> 00:11:43.640]   actually
[00:11:43.640 --> 00:11:43.930]   what
[00:11:43.930 --> 00:11:44.170]   our
[00:11:44.170 --> 00:11:44.620]   Node
[00:11:44.620 --> 00:11:44.740]  .
[00:11:44.740 --> 00:11:44.820]   J
[00:11:44.820 --> 00:11:44.890]  _
[00:11:44.890 --> 00:11:44.980]  S
[00:11:44.980 --> 00:11:45.060]  _
[00:11:45.060 --> 00:11:45.220]   no
[00:11:45.220 --> 00:11:45.300]   J
[00:11:45.300 --> 00:11:45.380]  _
[00:11:45.380 --> 00:11:45.460]  S
[00:11:45.460 --> 00:11:45.540]  _
[00:11:45.540 --> 00:11:45.780]   app
[00:11:45.780 --> 00:11:46.130]   does
[00:11:46.130 --> 00:11:46.370]   is
[00:11:46.370 --> 00:11:46.430]   um
[00:11:46.430 --> 00:11:47.100]   handles
[00:11:47.100 --> 00:11:47.240]   all
[00:11:47.240 --> 00:11:47.480]   the
[00:11:47.480 --> 00:11:47.640]   in
[00:11:47.640 --> 00:11:48.000]  bound
[00:11:48.000 --> 00:11:48.260]   um
[00:11:48.260 --> 00:11:48.870]   redirect
[00:11:48.870 --> 00:11:49.110]  ing
[00:11:49.110 --> 00:11:49.270]   of
[00:11:49.270 --> 00:11:49.430]   um
[00:11:49.430 --> 00:11:49.750]   clicking
[00:11:49.750 --> 00:11:50.410]   of
[00:11:50.410 --> 00:11:50.490]   the
