
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:01.030]  ced
[00:21:49.330 --> 00:21:49.500]   lot
[00:21:49.500 --> 00:21:49.610]   of
[00:21:49.610 --> 00:21:49.780]   the
[00:21:49.780 --> 00:21:50.000]   time
[00:21:50.000 --> 00:21:50.050]   '
[00:21:50.050 --> 00:21:50.330]  cause
[00:21:50.330 --> 00:21:50.380]   I
[00:21:50.380 --> 00:21:50.540]   was
[00:21:50.540 --> 00:21:50.850]   just
[00:21:50.850 --> 00:21:50.990]   like
[00:21:50.990 --> 00:21:51.100]   ah
[00:21:51.100 --> 00:21:51.320]   you
[00:21:51.320 --> 00:21:51.490]   know
[00:21:51.490 --> 00:21:51.590]   it
[00:21:51.590 --> 00:21:51.820]  's
[00:21:51.820 --> 00:21:51.900]   it
[00:21:51.900 --> 00:21:52.440]  's [SPEAKER_TURN]
[00:21:52.440 --> 00:21:52.900]   Because
[00:21:52.900 --> 00:21:53.090]   you
[00:21:53.090 --> 00:21:53.300]  're
[00:21:53.300 --> 00:21:53.470]   you
[00:21:53.470 --> 00:21:53.650]  're
[00:21:53.650 --> 00:21:53.980]   working
[00:21:53.980 --> 00:21:54.320]   off
[00:21:54.320 --> 00:21:54.780]   saved
[00:21:54.780 --> 00:21:54.820]   you
[00:21:54.820 --> 00:21:55.010]  're
[00:21:55.010 --> 00:21:55.660]   working
[00:21:55.660 --> 00:21:55.760]   off
[00:21:55.760 --> 00:21:55.980]   money
[00:21:55.980 --> 00:21:56.120]   in
[00:21:56.120 --> 00:21:56.410]   the
[00:21:56.410 --> 00:21:56.560]   bank
[00:21:56.560 --> 00:21:56.950]   rather
[00:21:56.950 --> 00:21:57.210]   than
[00:21:57.210 --> 00:21:57.530]   money
[00:21:57.530 --> 00:21:57.790]   that
[00:21:57.790 --> 00:21:57.920]  's
[00:21:57.920 --> 00:21:58.350]   coming
[00:21:58.350 --> 00:21:58.440]   in
[00:21:58.440 --> 00:21:58.760]  . [SPEAKER_TURN]
[00:21:59.140 --> 00:21:59.190]  
[00:21:59.190 --> 00:21:59.520]   Well
[00:21:59.520 --> 00:21:59.570]   yeah
[00:21:59.570 --> 00:21:59.610]  ,
[00:21:59.610 --> 00:22:00.100]   regardless
[00:22:00.100 --> 00:22:00.190]   of
[00:22:00.190 --> 00:22:00.370]   what
[00:22:00.370 --> 00:22:00.530]  's
[00:22:00.530 --> 00:22:00.760]   coming
[00:22:00.760 --> 00:22:00.850]   in
[00:22:00.850 --> 00:22:01.090]   right
[00:22:01.090 --> 00:22:01.170]  ,
[00:22:01.170 --> 00:22:01.420]   right
[00:22:01.420 --> 00:22:01.510]  ,
[00:22:01.510 --> 00:22:01.750]   right
[00:22:01.750 --> 00:22:01.840]  ,
[00:22:01.840 --> 00:22:01.970]   but
[00:22:01.970 --> 00:22:02.160]   it
[00:22:02.160 --> 00:22:02.220]  's
[00:22:02.220 --> 00:22:02.350]   like
[00:22:02.350 --> 00:22:02.630]   you
[00:22:02.630 --> 00:22:02.730]  're
[00:22:02.730 --> 00:22:02.870]   just
[00:22:02.870 --> 00:22:03.210]   bleeding
[00:22:03.210 --> 00:22:03.450]   money
[00:22:03.450 --> 00:22:03.780]   capital
[00:22:03.780 --> 00:22:04.020]  ,
[00:22:04.020 --> 00:22:04.090]   you
[00:22:04.090 --> 00:22:04.160]  're
[00:22:04.160 --> 00:22:04.360]   just
[00:22:04.360 --> 00:22:04.540]   like
[00:22:04.540 --> 00:22:04.580]   I
[00:22:04.580 --> 00:22:04.720]  'm
[00:22:04.720 --> 00:22:04.810]   not
[00:22:04.810 --> 00:22:05.100]   making
[00:22:05.100 --> 00:22:05.240]   any
[00:22:05.240 --> 00:22:05.480]   money
[00:22:05.480 --> 00:22:05.520]   I
[00:22:05.520 --> 00:22:05.610]  'm
[00:22:05.610 --> 00:22:05.750]  .
[00:22:05.750 --> 00:22:05.940]   just
[00:22:05.940 --> 00:22:06.230]   losing
[00:22:06.230 --> 00:22:06.470]   money
[00:22:06.470 --> 00:22:07.320]  . [SPEAKER_TURN]
[00:22:07.320 --> 00:22:07.550]   Because
[00:22:07.550 --> 00:22:07.680]   math
[00:22:07.680 --> 00:22:07.910]   academy
[00:22:07.910 --> 00:22:08.000]   isn
[00:22:08.000 --> 00:22:08.060]  't
[00:22:08.060 --> 00:22:08.240]   making
[00:22:08.240 --> 00:22:08.420]   money
[00:22:08.420 --> 00:22:08.800]  . [SPEAKER_TURN]
[00:22:08.800 --> 00:22:09.120]   Right
[00:22:09.120 --> 00:22:09.130]  .
[00:22:09.130 --> 00:22:09.470]   Math
[00:22:09.470 --> 00:22:09.580]   academy
[00:22:09.580 --> 00:22:09.700]  's
[00:22:09.700 --> 00:22:09.780]   not
[00:22:09.780 --> 00:22:10.030]   making
[00:22:10.030 --> 00:22:10.240]   money
[00:22:10.240 --> 00:22:10.360]   but
[00:22:10.360 --> 00:22:10.400]   I
[00:22:10.400 --> 00:22:10.480]  'm
[00:22:10.480 --> 00:22:10.600]   not
[00:22:10.600 --> 00:22:10.870]   making
[00:22:10.870 --> 00:22:11.060]   money
[00:22:11.060 --> 00:22:11.100]   I
[00:22:11.100 --> 00:22:11.180]  'm
[00:22:11.180 --> 00:22:11.300]   not
[00:22:11.300 --> 00:22:11.460]   I
[00:22:11.460 --> 00:22:11.460]   don
[00:22:11.460 --> 00:22:11.690]  't
[00:22:11.690 --> 00:22:11.700]   have
[00:22:11.700 --> 00:22:11.780]   an
[00:22:11.780 --> 00:22:12.030]   income
[00:22:12.030 --> 00:22:12.600]  . [SPEAKER_TURN]
[00:22:12.600 --> 00:22:12.710]   So
[00:22:12.710 --> 00:22:12.810]   so
[00:22:12.810 --> 00:22:13.260]   times
[00:22:13.260 --> 00:22:13.370]   two
[00:22:13.370 --> 00:22:13.370]   so
[00:22:13.370 --> 00:22:13.670]  ,
[00:22:13.670 --> 00:22:13.700]   math
[00:22:13.700 --> 00:22:14.160]   academy
[00:22:14.160 --> 00:22:14.430]   itself
[00:22:14.430 --> 00:22:14.820]   should
[00:22:14.820 --> 00:22:14.860]   be
[00:22:14.860 --> 00:22:15.330]   making
[00:22:15.330 --> 00:22:15.470]   money
[00:22:15.470 --> 00:22:15.620]   and
[00:22:15.620 --> 00:22:15.920]   that
[00:22:15.920 --> 00:22:16.010]   was
[00:22:16.010 --> 00:22:16.240]   the
[00:22:16.240 --> 00:22:16.490]   reason
[00:22:16.490 --> 00:22:16.770]   why
[00:22:16.770 --> 00:22:16.780]   we
[00:22:16.780 --> 00:22:16.830]   w
[00:22:16.830 --> 00:22:17.040]   we
[00:22:17.040 --> 00:22:17.150]   were
[00:22:17.150 --> 00:22:17.430]   doing
[00:22:17.430 --> 00:22:17.650]   what
[00:22:17.650 --> 00:22:17.760]   we
[00:22:17.760 --> 00:22:18.080]   were
[00:22:18.080 --> 00:22:18.260]   doing
[00:22:18.260 --> 00:22:18.590]   before
[00:22:18.590 --> 00:22:18.700]   so
[00:22:18.700 --> 00:22:18.810]  ,
[00:22:18.810 --> 00:22:18.920]   we
[00:22:18.920 --> 00:22:19.220]   could
[00:22:19.220 --> 00:22:19.360]   get
[00:22:19.360 --> 00:22:19.500]   it
[00:22:19.500 --> 00:22:19.670]   out
[00:22:19.670 --> 00:22:19.840]   the
[00:22:19.840 --> 00:22:20.010]   door
[00:22:20.010 --> 00:22:20.170]   but
[00:22:20.170 --> 00:22:20.300]  ,
[00:22:20.300 --> 00:22:20.400]   it
[00:22:20.400 --> 00:22:20.780]   needs
[00:22:20.780 --> 00:22:20.890]   to
[00:22:20.890 --> 00:22:20.940]   be
[00:22:20.940 --> 00:22:21.270]   making
[00:22:21.270 --> 00:22:21.660]   money
[00:22:21.660 --> 00:22:21.700]   and
[00:22:21.700 --> 00:22:21.770]   it
[00:22:21.770 --> 00:22:21.880]  's
[00:22:21.880 --> 00:22:22.180]   not
[00:22:22.180 --> 00:22:22.190]   and
[00:22:22.190 --> 00:22:22.360]   you
[00:22:22.360 --> 00:22:22.520]  're
[00:22:22.520 --> 00:22:22.680]   not
[00:22:22.680 --> 00:22:23.000]   making
[00:22:23.000 --> 00:22:23.350]   money
[00:22:23.350 --> 00:22:23.400]   so
[00:22:23.400 --> 00:22:23.510]  ,
[00:22:23.510 --> 00:22:23.730]   that
[00:22:23.730 --> 00:22:23.830]  's
[00:22:23.830 --> 00:22:23.890]   a
[00:22:23.890 --> 00:22:24.220]   double
[00:22:24.220 --> 00:22:24.330]   wh
[00:22:24.330 --> 00:22:24.550]  ammy
[00:22:24.550 --> 00:22:25.480]  . [SPEAKER_TURN]
[00:22:26.640 --> 00:22:26.720]  
[00:22:26.720 --> 00:22:26.720]   On
[00:22:26.720 --> 00:22:26.980]   the
[00:22:26.980 --> 00:22:27.170]   content
[00:22:27.170 --> 00:22:27.200]   h
[00:22:27.200 --> 00:22:27.350]   and
[00:22:27.350 --> 00:22:27.500]   that
[00:22:27.500 --> 00:22:27.720]   thing
[00:22:27.720 --> 00:22:27.850]   had
[00:22:27.850 --> 00:22:28.020]   just
[00:22:28.020 --> 00:22:28.190]   gone
[00:22:28.190 --> 00:22:28.320]   and
[00:22:28.320 --> 00:22:28.480]   m
[00:22:28.480 --> 00:22:28.490]   got
[00:22:28.490 --> 00:22:28.660]   more
[00:22:28.660 --> 00:22:28.790]   and
[00:22:28.790 --> 00:22:28.950]   more
[00:22:28.950 --> 00:22:29.090]   and
[00:22:29.090 --> 00:22:29.260]   more
[00:22:29.260 --> 00:22:29.390]   and
[00:22:29.390 --> 00:22:29.560]   more
[00:22:29.560 --> 00:22:29.950]   expensive
[00:22:29.950 --> 00:22:30.560]  . [SPEAKER_TURN]
[00:22:30.560 --> 00:22:30.890]   Now
[00:22:30.890 --> 00:22:30.950]   remind
[00:22:30.950 --> 00:22:31.030]   me
[00:22:31.030 --> 00:22:31.160]   why
[00:22:31.160 --> 00:22:31.240]   we
[00:22:31.240 --> 00:22:31.410]   have
[00:22:31.410 --> 00:22:31.490]   to
[00:22:31.490 --> 00:22:31.700]   spend
[00:22:31.700 --> 00:22:31.830]   the
[00:22:31.830 --> 00:22:32.080]   money
[00:22:32.080 --> 00:22:32.120]   on
[00:22:32.120 --> 00:22:32.250]   the
[00:22:32.250 --> 00:22:32.550]   content
[00:22:32.550 --> 00:22:33.080]  . [SPEAKER_TURN]
[00:22:33.100 --> 00:22:33.100]  
[00:22:33.100 --> 00:22:33.330]   So
[00:22:33.330 --> 00:22:33.470]   yeah
[00:22:33.470 --> 00:22:33.590]   so
[00:22:33.590 --> 00:22:33.810]  ,
[00:22:33.810 --> 00:22:33.890]   let
[00:22:33.890 --> 00:22:34.010]  's
[00:22:34.010 --> 00:22:34.190]   let
[00:22:34.190 --> 00:22:34.460]  's
[00:22:34.460 --> 00:22:34.560]   talk
[00:22:34.560 --> 00:22:34.870]   about
[00:22:34.870 --> 00:22:35.040]   all
[00:22:35.040 --> 00:22:35.300]   this
[00:22:35.300 --> 00:22:35.480]  .
[00:22:35.480 --> 00:22:35.600]   So
[00:22:35.600 --> 00:22:35.640]   initially
[00:22:35.640 --> 00:22:36.390]   when
[00:22:36.390 --> 00:22:36.660]   I
[00:22:36.660 --> 00:22:37.010]   created
[00:22:37.010 --> 00:22:37.080]   the
[00:22:37.080 --> 00:22:37.890]   software
[00:22:37.890 --> 00:22:38.080]   platform
[00:22:38.080 --> 00:22:38.200]   it
[00:22:38.200 --> 00:22:38.390]   was
[00:22:38.390 --> 00:22:38.600]   to
[00:22:38.600 --> 00:22:38.620]   it
[00:22:38.620 --> 00:22:38.800]   was
[00:22:38.800 --> 00:22:38.980]   for
[00:22:38.980 --> 00:22:39.160]   the
[00:22:39.160 --> 00:22:39.460]   math
[00:22:39.460 --> 00:22:39.880]   academy
[00:22:39.880 --> 00:22:40.110]   well
[00:22:40.110 --> 00:22:40.210]   it
[00:22:40.210 --> 00:22:40.570]   wasn
[00:22:40.570 --> 00:22:40.580]  't
[00:22:40.580 --> 00:22:40.830]   even
[00:22:40.830 --> 00:22:41.160]   math
[00:22:41.160 --> 00:22:41.510]   academy
[00:22:41.510 --> 00:22:41.630]   at
[00:22:41.630 --> 00:22:41.920]   that
[00:22:41.920 --> 00:22:42.130]   time
[00:22:42.130 --> 00:22:42.500]   before
[00:22:42.500 --> 00:22:42.870]   the
[00:22:42.870 --> 00:22:43.360]   accelerated
[00:22:43.360 --> 00:22:43.640]   math
[00:22:43.640 --> 00:22:43.920]   class
[00:22:43.920 --> 00:22:44.020]   I
[00:22:44.020 --> 00:22:44.160]   was
[00:22:44.160 --> 00:22:44.660]   teaching
[00:22:44.660 --> 00:22:44.780]   so
[00:22:44.780 --> 00:22:44.890]  ,
[00:22:44.890 --> 00:22:45.080]   the
[00:22:45.080 --> 00:22:45.380]   kids
[00:22:45.380 --> 00:22:45.640]   could
[00:22:45.640 --> 00:22:45.760]   do
[00:22:45.760 --> 00:22:46.290]   homework
[00:22:46.290 --> 00:22:46.380]   on
[00:22:46.380 --> 00:22:46.560]   the
[00:22:46.560 --> 00:22:46.860]   system
[00:22:46.860 --> 00:22:47.050]   at
[00:22:47.050 --> 00:22:47.350]   night
[00:22:47.350 --> 00:22:47.770]   and
[00:22:47.770 --> 00:22:47.790]   then
[00:22:47.790 --> 00:22:47.850]   I
[00:22:47.850 --> 00:22:48.270]   created
[00:22:48.270 --> 00:22:48.750]   things
[00:22:48.750 --> 00:22:48.900]   they
[00:22:48.900 --> 00:22:49.210]   have
[00:22:49.210 --> 00:22:49.330]   a
[00:22:49.330 --> 00:22:49.710]   tutorial
[00:22:49.710 --> 00:22:49.890]   and
[00:22:49.890 --> 00:22:50.150]   they
[00:22:50.150 --> 00:22:50.300]  'd
[00:22:50.300 --> 00:22:50.510]   have
[00:22:50.510 --> 00:22:51.070]   questions
[00:22:51.070 --> 00:22:51.690]   associated
[00:22:51.690 --> 00:22:52.010]   with
[00:22:52.010 --> 00:22:52.060]   it
[00:22:52.060 --> 00:22:52.240]   and
[00:22:52.240 --> 00:22:52.420]   all
[00:22:52.420 --> 00:22:52.730]   that
[00:22:52.730 --> 00:22:52.920]   kind
[00:22:52.920 --> 00:22:53.070]   of
[00:22:53.070 --> 00:22:53.350]   stuff
[00:22:53.350 --> 00:22:53.660]   right
[00:22:53.660 --> 00:22:54.350]  ,
[00:22:54.350 --> 00:22:54.350]   And
[00:22:54.350 --> 00:22:54.610]   then
[00:22:54.610 --> 00:22:54.790]   I
[00:22:54.790 --> 00:22:54.800]   re
[00:22:54.800 --> 00:22:55.280]  thought
[00:22:55.280 --> 00:22:55.520]   well
[00:22:55.520 --> 00:22:55.840]   then
[00:22:55.840 --> 00:22:56.140]   I
[00:22:56.140 --> 00:22:56.300]   started
[00:22:56.300 --> 00:22:56.820]   building
[00:22:56.820 --> 00:22:56.950]   it
[00:22:56.950 --> 00:22:57.130]   out
[00:22:57.130 --> 00:22:57.530]   more
[00:22:57.530 --> 00:22:57.530]   so
[00:22:57.530 --> 00:22:57.790]   that
[00:22:57.790 --> 00:22:57.920]   we
[00:22:57.920 --> 00:22:58.390]   could
[00:22:58.390 --> 00:22:58.510]   have
[00:22:58.510 --> 00:22:58.690]   all
[00:22:58.690 --> 00:22:58.750]   of
[00:22:58.750 --> 00:22:59.480]   you
[00:22:59.480 --> 00:22:59.580]   know
[00:22:59.580 --> 00:22:59.800]   math
[00:22:59.800 --> 00:23:00.370]   academy
[00:23:00.370 --> 00:23:00.970]   classes
[00:23:00.970 --> 00:23:01.370]   using
[00:23:01.370 --> 00:23:01.590]   the
[00:23:01.590 --> 00:23:02.060]   system
[00:23:02.060 --> 00:23:02.560]   which
[00:23:02.560 --> 00:23:02.590]  ,
[00:23:02.590 --> 00:23:02.660]   they
[00:23:02.660 --> 00:23:02.980]   do
[00:23:02.980 --> 00:23:02.980]  .
[00:23:03.840 --> 00:23:03.180]   And
[00:23:03.180 --> 00:23:03.920]   those
[00:23:03.920 --> 00:23:04.000]   classes
[00:23:04.000 --> 00:23:04.340]   start
[00:23:04.340 --> 00:23:04.720]   in
[00:23:04.720 --> 00:23:04.870]   sixth
[00:23:04.870 --> 00:23:05.150]   grade
[00:23:05.150 --> 00:23:05.420]   with
[00:23:05.420 --> 00:23:05.620]   pre
[00:23:05.620 --> 00:23:05.710]  -
[00:23:05.710 --> 00:23:05.970]  al
[00:23:05.970 --> 00:23:06.150]  gebra
[00:23:06.150 --> 00:23:06.760]   working
[00:23:06.760 --> 00:23:06.770]   up
[00:23:06.770 --> 00:23:07.240]   through
[00:23:07.240 --> 00:23:07.370]   by
[00:23:07.370 --> 00:23:07.570]   the
[00:23:07.570 --> 00:23:07.770]   end
[00:23:07.770 --> 00:23:07.990]   of
[00:23:07.990 --> 00:23:08.250]   sixth
[00:23:08.250 --> 00:23:08.620]   grade
[00:23:08.620 --> 00:23:08.710]   it
[00:23:08.710 --> 00:23:08.840]  's
[00:23:08.840 --> 00:23:09.430]   algebra
[00:23:09.430 --> 00:23:09.520]   two
[00:23:09.520 --> 00:23:09.920]   and
[00:23:09.920 --> 00:23:09.990]   trig
[00:23:09.990 --> 00:23:10.290]   and
[00:23:10.290 --> 00:23:10.460]   then
[00:23:10.460 --> 00:23:10.590]   it
[00:23:10.590 --> 00:23:10.720]  's
[00:23:10.720 --> 00:23:10.790]   f
[00:23:10.790 --> 00:23:10.920]   up
[00:23:10.920 --> 00:23:11.340]   through
[00:23:11.340 --> 00:23:11.610]   pre
[00:23:11.610 --> 00:23:11.660]  -
[00:23:11.660 --> 00:23:11.950]  cal
[00:23:11.950 --> 00:23:12.270]  culus
[00:23:12.270 --> 00:23:12.400]   and
[00:23:12.400 --> 00:23:12.950]   calculus
[00:23:12.950 --> 00:23:13.130]   in
[00:23:13.130 --> 00:23:13.490]   middle
[00:23:13.490 --> 00:23:13.900]   school
[00:23:13.900 --> 00:23:14.100]   and
[00:23:14.100 --> 00:23:14.360]   then
[00:23:14.360 --> 00:23:14.500]   in
[00:23:14.500 --> 00:23:14.810]   high
[00:23:14.810 --> 00:23:15.180]   school
[00:23:15.180 --> 00:23:15.310]   it
[00:23:15.310 --> 00:23:15.440]  's
[00:23:15.440 --> 00:23:15.850]   linear
[00:23:15.850 --> 00:23:16.340]   algebra
[00:23:16.340 --> 00:23:16.530]   and
[00:23:16.530 --> 00:23:16.940]   vector
[00:23:16.940 --> 00:23:17.580]   analysis
[00:23:17.580 --> 00:23:17.620]   in
[00:23:17.620 --> 00:23:17.960]   ninth
[00:23:17.960 --> 00:23:18.300]   grade
[00:23:18.300 --> 00:23:18.500]   and
[00:23:18.500 --> 00:23:18.650]   it
[00:23:18.650 --> 00:23:19.100]  's
[00:23:19.100 --> 00:23:19.140]   gonna
[00:23:19.140 --> 00:23:19.230]   go
[00:23:19.230 --> 00:23:19.360]   on
[00:23:19.360 --> 00:23:19.670]   from
[00:23:19.670 --> 00:23:19.970]   there
[00:23:19.970 --> 00:23:20.170]  .
[00:23:20.170 --> 00:23:20.570]   So
[00:23:20.570 --> 00:23:20.570]   that
[00:23:20.570 --> 00:23:20.700]   is
[00:23:20.700 --> 00:23:20.770]   a
[00:23:20.770 --> 00:23:21.060]   m
[00:23:21.060 --> 00:23:21.110]   huge
[00:23:21.110 --> 00:23:21.520]   amount
[00:23:21.520 --> 00:23:21.980]   of
[00:23:21.980 --> 00:23:22.130]   content
[00:23:22.130 --> 00:23:22.980]  .
[00:23:23.760 --> 00:23:23.880]  
[00:23:23.880 --> 00:23:23.940]   Pre
[00:23:23.940 --> 00:23:24.000]  -
[00:23:24.000 --> 00:23:24.120]  al
[00:23:24.120 --> 00:23:24.430]  gebra
[00:23:24.430 --> 00:23:24.840]   through
[00:23:24.840 --> 00:23:25.330]   calculus
[00:23:25.330 --> 00:23:25.450]   is
[00:23:25.450 --> 00:23:25.510]   a
[00:23:25.510 --> 00:23:25.690]   ton
[00:23:25.690 --> 00:23:25.870]   and
[00:23:25.870 --> 00:23:26.110]   they
[00:23:26.110 --> 00:23:26.350]  're
[00:23:26.350 --> 00:23:26.590]   gonna
[00:23:26.590 --> 00:23:26.770]   add
[00:23:26.770 --> 00:23:26.890]   on
[00:23:26.890 --> 00:23:27.130]   like
[00:23:27.130 --> 00:23:27.750]   college
[00:23:27.750 --> 00:23:27.790]   like
[00:23:27.790 --> 00:23:28.030]   that
[00:23:28.030 --> 00:23:28.150]   is
[00:23:28.150 --> 00:23:28.260]   a
[00:23:28.260 --> 00:23:28.320]   I
[00:23:28.320 --> 00:23:28.510]   mean
[00:23:28.510 --> 00:23:28.750]   it
[00:23:28.750 --> 00:23:28.780]  's
[00:23:28.780 --> 00:23:28.910]   it
[00:23:28.910 --> 00:23:28.990]  's
[00:23:28.990 --> 00:23:29.230]   hard
[00:23:29.230 --> 00:23:29.370]   to
[00:23:29.370 --> 00:23:29.590]   over
[00:23:29.590 --> 00:23:29.890]  state
[00:23:29.890 --> 00:23:30.090]   how
[00:23:30.090 --> 00:23:30.310]   many
[00:23:30.310 --> 00:23:30.860]   textbooks
[00:23:30.860 --> 00:23:31.340]   you
[00:23:31.340 --> 00:23:31.360]   would
[00:23:31.360 --> 00:23:31.680]   stack
[00:23:31.680 --> 00:23:31.760]   up
[00:23:31.760 --> 00:23:31.880]   to
[00:23:31.880 --> 00:23:32.190]   cover
[00:23:32.190 --> 00:23:32.530]   all
[00:23:32.530 --> 00:23:32.600]   that
[00:23:32.600 --> 00:23:32.780]  .
[00:23:32.780 --> 00:23:32.930]   So
[00:23:32.930 --> 00:23:33.020]   it
[00:23:33.020 --> 00:23:33.220]  's
[00:23:33.220 --> 00:23:33.310]   not
[00:23:33.310 --> 00:23:33.460]   just
[00:23:33.460 --> 00:23:33.620]   q
[00:23:33.620 --> 00:23:33.840]   it
[00:23:33.840 --> 00:23:33.860]  's
[00:23:33.860 --> 00:23:34.050]   not
[00:23:34.050 --> 00:23:34.280]   just
[00:23:34.280 --> 00:23:34.340]   c
[00:23:34.340 --> 00:23:34.720]   every
[00:23:34.720 --> 00:23:34.960]   topic
[00:23:34.960 --> 00:23:35.120]   has
[00:23:35.120 --> 00:23:35.240]   to
[00:23:35.240 --> 00:23:35.540]   have
[00:23:35.540 --> 00:23:35.540]   a
[00:23:35.540 --> 00:23:36.340]   comprehensive
[00:23:36.340 --> 00:23:36.820]   tutorial
[00:23:36.820 --> 00:23:36.930]  ,
[00:23:36.930 --> 00:23:37.300]   but
[00:23:37.300 --> 00:23:37.400]   then
[00:23:37.400 --> 00:23:37.540]   you
[00:23:37.540 --> 00:23:37.840]   have
[00:23:37.840 --> 00:23:37.900]   to
[00:23:37.900 --> 00:23:38.140]   have
[00:23:38.140 --> 00:23:38.320]   you
[00:23:38.320 --> 00:23:38.650]   know
[00:23:38.650 --> 00:23:38.680]  ,
[00:23:38.680 --> 00:23:38.860]   say
[00:23:38.860 --> 00:23:39.220]   twenty
[00:23:39.220 --> 00:23:39.460]   five
[00:23:39.460 --> 00:23:39.820]   thirty
[00:23:39.820 --> 00:23:40.400]   questions
[00:23:40.400 --> 00:23:40.490]   of
[00:23:40.490 --> 00:23:40.940]   varying
[00:23:40.940 --> 00:23:41.520]   difficulty
[00:23:41.520 --> 00:23:41.700]   and
[00:23:41.700 --> 00:23:41.880]   you
[00:23:41.880 --> 00:23:42.300]   know
[00:23:42.300 --> 00:23:42.610]   whatever
[00:23:42.610 --> 00:23:42.730]  ,
[00:23:42.730 --> 00:23:43.090]   around
[00:23:43.090 --> 00:23:43.320]   that
[00:23:43.320 --> 00:23:43.570]   just
[00:23:43.570 --> 00:23:43.750]   one
[00:23:43.750 --> 00:23:44.050]   micro
[00:23:44.050 --> 00:23:44.110]  -
[00:23:44.110 --> 00:23:44.410]  topic
[00:23:44.410 --> 00:23:44.710]   right
[00:23:44.710 --> 00:23:44.840]  ,
[00:23:44.840 --> 00:23:45.070]   That
[00:23:45.070 --> 00:23:45.240]  ?
[00:23:45.240 --> 00:23:45.360]   is
[00:23:45.360 --> 00:23:45.430]   a
[00:23:45.430 --> 00:23:45.790]   lot
[00:23:45.790 --> 00:23:45.850]  .
[00:23:45.850 --> 00:23:45.880]   I
[00:23:45.880 --> 00:23:46.150]   mean
[00:23:46.150 --> 00:23:46.320]   I
[00:23:46.320 --> 00:23:46.450]   think
[00:23:46.450 --> 00:23:46.570]   we
[00:23:46.570 --> 00:23:46.590]   have
[00:23:46.590 --> 00:23:46.870]   I
[00:23:46.870 --> 00:23:47.050]   don
[00:23:47.050 --> 00:23:47.300]  't
[00:23:47.300 --> 00:23:47.410]   even
[00:23:47.410 --> 00:23:47.500]   know
[00:23:47.500 --> 00:23:47.720]  .
[00:23:47.720 --> 00:23:48.130]   I
[00:23:48.130 --> 00:23:48.180]   mean
[00:23:48.180 --> 00:23:48.190]   I
[00:23:48.190 --> 00:23:48.490]   dunno
[00:23:48.490 --> 00:23:48.610]   it
[00:23:48.610 --> 00:23:48.820]  's
[00:23:48.820 --> 00:23:48.970]   been
[00:23:48.970 --> 00:23:49.330]   months
[00:23:49.330 --> 00:23:49.390]   I
[00:23:49.390 --> 00:23:49.570]  've
[00:23:49.570 --> 00:23:49.910]   heard
[00:23:49.910 --> 00:23:50.170]   about
[00:23:50.170 --> 00:23:50.410]   like
[00:23:50.410 --> 00:23:50.470]   I
[00:23:50.470 --> 00:23:50.770]   think
[00:23:50.770 --> 00:23:50.890]   we
[00:23:50.890 --> 00:23:51.130]   have
[00:23:51.130 --> 00:23:52.340]   uh [SPEAKER_TURN]
[00:23:52.340 --> 00:23:52.860]  
[00:23:52.860 --> 00:23:52.860]   Maybe
[00:23:52.860 --> 00:23:52.960]   a
[00:23:52.960 --> 00:23:53.920]   couple
[00:23:53.920 --> 00:23:54.410]   thousand
[00:23:54.410 --> 00:23:55.030]   topics
[00:23:55.030 --> 00:23:55.190]  .
[00:23:55.190 --> 00:23:55.960]   We
[00:23:55.960 --> 00:23:55.970]   have
[00:23:55.970 --> 00:23:56.390]   over
[00:23:56.390 --> 00:23:56.600]   we
[00:23:56.600 --> 00:23:57.020]   have
[00:23:57.020 --> 00:23:57.430]   over
[00:23:57.430 --> 00:23:58.220]   forty
[00:23:58.220 --> 00:23:58.790]   thousand
[00:23:58.790 --> 00:23:59.730]   questions
[00:23:59.730 --> 00:24:00.840]   in [SPEAKER_TURN]
[00:24:00.840 --> 00:24:12.920]   Yeah
[00:24:12.920 --> 00:24:21.880]  .
[00:24:21.880 --> 00:24:21.930]  
[00:24:21.930 --> 00:24:22.060]   one
[00:24:22.060 --> 00:24:22.180]  ,
[00:24:22.180 --> 00:24:22.480]   there
[00:24:22.480 --> 00:24:22.640]  's
[00:24:22.640 --> 00:24:23.020]   algebra
[00:24:23.020 --> 00:24:23.210]   two
