
[00:00:00.000 --> 00:00:00.880]  
[00:00:00.880 --> 00:00:02.000]   ordinary
[00:10:14.160 --> 00:10:14.520]   should
[00:10:14.520 --> 00:10:14.650]   be
[00:10:14.650 --> 00:10:14.920]   able
[00:10:14.920 --> 00:10:15.050]   to
[00:10:15.050 --> 00:10:15.250]   get
[00:10:15.250 --> 00:10:15.590]   them
[00:10:15.590 --> 00:10:15.990]   through
[00:10:15.990 --> 00:10:16.260]   both
[00:10:16.260 --> 00:10:16.520]   pre
[00:10:16.520 --> 00:10:16.610]  -
[00:10:16.610 --> 00:10:16.750]  cal
[00:10:16.750 --> 00:10:17.100]  culus
[00:10:17.100 --> 00:10:17.260]   and
[00:10:17.260 --> 00:10:17.470]   the
[00:10:17.470 --> 00:10:17.810]   intro
[00:10:17.810 --> 00:10:17.910]   to
[00:10:17.910 --> 00:10:18.240]   proof
[00:10:18.240 --> 00:10:18.640]   scores
[00:10:18.640 --> 00:10:18.970]   which
[00:10:18.970 --> 00:10:19.100]   is
[00:10:19.100 --> 00:10:19.470]   still
[00:10:19.470 --> 00:10:19.780]   quite
[00:10:19.780 --> 00:10:19.890]   it
[00:10:19.890 --> 00:10:20.170]  's
[00:10:20.170 --> 00:10:20.350]   quite
[00:10:20.350 --> 00:10:20.410]   a
[00:10:20.410 --> 00:10:20.610]   bit
[00:10:20.610 --> 00:10:20.630]   but
[00:10:20.630 --> 00:10:21.110]   um
[00:10:21.110 --> 00:10:21.140]   but
[00:10:21.140 --> 00:10:21.340]   the
[00:10:21.340 --> 00:10:21.610]   kids
[00:10:21.610 --> 00:10:21.880]   love
[00:10:21.880 --> 00:10:22.070]   it
[00:10:22.070 --> 00:10:22.070]   I
[00:10:22.070 --> 00:10:22.310]  .
[00:10:22.310 --> 00:10:22.680]   mean
[00:10:22.680 --> 00:10:22.850]   they
[00:10:22.850 --> 00:10:23.010]  're
[00:10:23.010 --> 00:10:23.200]   uh
[00:10:23.200 --> 00:10:23.410]   they
[00:10:23.410 --> 00:10:23.660]  're
[00:10:23.660 --> 00:10:24.140]   learning
[00:10:24.140 --> 00:10:24.200]   a
[00:10:24.200 --> 00:10:24.400]   ton
[00:10:24.400 --> 00:10:24.520]   um
[00:10:24.520 --> 00:10:24.800]   that
[00:10:24.800 --> 00:10:24.930]  's
[00:10:24.930 --> 00:10:25.250]   what
[00:10:25.250 --> 00:10:25.270]   I
[00:10:25.270 --> 00:10:25.530]   want
[00:10:25.530 --> 00:10:25.660]   to
[00:10:25.660 --> 00:10:26.050]   work
[00:10:26.050 --> 00:10:26.110]   on
[00:10:26.110 --> 00:10:27.180]  . [SPEAKER_TURN]
[00:10:28.380 --> 00:10:28.610]  
[00:10:28.610 --> 00:10:28.640]   Yeah
[00:10:28.640 --> 00:10:28.780]   you
[00:10:28.780 --> 00:10:28.890]  ,
[00:10:28.890 --> 00:10:29.120]   know
[00:10:29.120 --> 00:10:29.170]   I
[00:10:29.170 --> 00:10:29.310]  'm
[00:10:29.310 --> 00:10:29.450]   not
[00:10:29.450 --> 00:10:29.680]   sure
[00:10:29.680 --> 00:10:29.850]   all
[00:10:29.850 --> 00:10:30.080]   kids
[00:10:30.080 --> 00:10:30.310]   care
[00:10:30.310 --> 00:10:30.540]   that
[00:10:30.540 --> 00:10:30.780]   much
[00:10:30.780 --> 00:10:31.120]   about
[00:10:31.120 --> 00:10:31.170]   it
[00:10:31.170 --> 00:10:31.340]  .
[00:10:31.340 --> 00:10:31.570]   They
[00:10:31.570 --> 00:10:32.030]   probably
[00:10:32.030 --> 00:10:32.260]   care
[00:10:32.260 --> 00:10:32.550]   about
[00:10:32.550 --> 00:10:32.670]   it
[00:10:32.670 --> 00:10:32.790]   to
[00:10:32.790 --> 00:10:33.310]   different
[00:10:33.310 --> 00:10:33.710]   degrees
[00:10:33.710 --> 00:10:33.860]  .
[00:10:33.860 --> 00:10:33.910]   I
[00:10:33.910 --> 00:10:34.140]   mean
[00:10:34.140 --> 00:10:34.310]   Col
[00:10:34.310 --> 00:10:34.420]  by
[00:10:34.420 --> 00:10:34.530]  's
[00:10:34.530 --> 00:10:35.180]   competitive
[00:10:35.180 --> 00:10:35.280]   so
[00:10:35.280 --> 00:10:35.670]   he
[00:10:35.670 --> 00:10:35.680]   looks
[00:10:35.680 --> 00:10:35.790]   at
[00:10:35.790 --> 00:10:35.900]   it
[00:10:35.900 --> 00:10:36.060]  .
[00:10:36.060 --> 00:10:36.180]   Um
[00:10:36.180 --> 00:10:36.430]   some
[00:10:36.430 --> 00:10:36.670]   kids
[00:10:36.670 --> 00:10:36.690]   I
[00:10:36.690 --> 00:10:36.980]   think
[00:10:36.980 --> 00:10:37.150]   are
[00:10:37.150 --> 00:10:37.380]   just
[00:10:37.380 --> 00:10:37.490]   it
[00:10:37.490 --> 00:10:37.810]  's
[00:10:37.810 --> 00:10:37.840]   just
[00:10:37.840 --> 00:10:38.020]   not
[00:10:38.020 --> 00:10:38.290]   their
[00:10:38.290 --> 00:10:38.930]   personality
[00:10:38.930 --> 00:10:39.040]   so
[00:10:39.040 --> 00:10:39.270]   they
[00:10:39.270 --> 00:10:39.440]  're
[00:10:39.440 --> 00:10:39.660]   just
[00:10:39.660 --> 00:10:39.870]   th
[00:10:39.870 --> 00:10:40.240]   whatever
[00:10:40.240 --> 00:10:40.410]   you
[00:10:40.410 --> 00:10:40.520]  ,
[00:10:40.520 --> 00:10:40.850]   know
[00:10:40.850 --> 00:10:41.570]  .
[00:10:41.570 --> 00:10:42.120]   Um
[00:10:42.120 --> 00:10:42.320]   and
[00:10:42.320 --> 00:10:42.460]   I
[00:10:42.460 --> 00:10:42.500]  'm
[00:10:42.500 --> 00:10:42.590]   I
[00:10:42.590 --> 00:10:43.050]  'm
[00:10:43.050 --> 00:10:43.110]   looking
[00:10:43.110 --> 00:10:43.230]   at
[00:10:43.230 --> 00:10:43.820]   different
[00:10:43.820 --> 00:10:44.050]   ways
[00:10:44.050 --> 00:10:44.140]   to
[00:10:44.140 --> 00:10:44.510]   like
[00:10:44.510 --> 00:10:44.890]   motivate
[00:10:44.890 --> 00:10:45.230]   them
[00:10:45.230 --> 00:10:45.280]   to
[00:10:45.280 --> 00:10:45.350]   to
[00:10:45.350 --> 00:10:45.840]   increase
[00:10:45.840 --> 00:10:46.140]   their
[00:10:46.140 --> 00:10:46.630]   accuracy
[00:10:46.630 --> 00:10:46.810]  .
[00:10:46.810 --> 00:10:47.020]   You
[00:10:47.020 --> 00:10:47.240]   know
[00:10:47.240 --> 00:10:47.350]   it
[00:10:47.350 --> 00:10:47.520]  's
[00:10:47.520 --> 00:10:47.740]  ,
[00:10:47.740 --> 00:10:48.400]   not [SPEAKER_TURN]
[00:10:53.800 --> 00:10:53.900]  
[00:10:53.900 --> 00:10:53.940]   you
[00:10:53.940 --> 00:10:54.130]   know
[00:10:54.130 --> 00:10:54.270]   you
[00:10:54.270 --> 00:10:54.360]  ,
[00:10:54.360 --> 00:10:54.550]   have
[00:10:54.550 --> 00:10:54.640]   to
[00:10:54.640 --> 00:10:54.730]   do
[00:10:54.730 --> 00:10:55.120]   homework
[00:10:55.120 --> 00:10:55.310]   done
[00:10:55.310 --> 00:10:55.700]   tomorrow
[00:10:55.700 --> 00:10:55.750]   I
[00:10:55.750 --> 00:10:55.890]   get
[00:10:55.890 --> 00:10:55.940]   I
[00:10:55.940 --> 00:10:56.270]   can
[00:10:56.270 --> 00:10:56.290]   tell
[00:10:56.290 --> 00:10:56.360]   if
[00:10:56.360 --> 00:10:56.500]   you
[00:10:56.500 --> 00:10:56.720]  've
[00:10:56.720 --> 00:10:56.830]   done
[00:10:56.830 --> 00:10:57.050]   your
[00:10:57.050 --> 00:10:57.420]   homework
[00:10:57.420 --> 00:10:57.550]   and
[00:10:57.550 --> 00:10:57.630]   it
[00:10:57.630 --> 00:10:57.780]  'll
[00:10:57.780 --> 00:10:57.970]   tell
[00:10:57.970 --> 00:10:58.060]   me
[00:10:58.060 --> 00:10:58.470]   what
[00:10:58.470 --> 00:10:58.930]   percentage
[00:10:58.930 --> 00:10:59.310]   completion
[00:10:59.310 --> 00:10:59.370]   you
[00:10:59.370 --> 00:10:59.510]   are
[00:10:59.510 --> 00:10:59.680]   if
[00:10:59.680 --> 00:10:59.730]   you
[00:10:59.730 --> 00:10:59.930]   come
[00:10:59.930 --> 00:11:00.020]   in
[00:11:00.020 --> 00:11:00.170]   and
[00:11:00.170 --> 00:11:00.210]   I
[00:11:00.210 --> 00:11:00.370]  'm
[00:11:00.370 --> 00:11:00.490]   like
[00:11:00.490 --> 00:11:00.630]   get
[00:11:00.630 --> 00:11:00.680]   a
[00:11:00.680 --> 00:11:01.020]   hundred
[00:11:01.020 --> 00:11:01.360]   percent
[00:11:01.360 --> 00:11:01.440]   I
[00:11:01.440 --> 00:11:01.500]  'm
[00:11:01.500 --> 00:11:01.690]   like
[00:11:01.690 --> 00:11:01.780]   so
[00:11:01.780 --> 00:11:02.020]   David
[00:11:02.020 --> 00:11:02.210]   what
[00:11:02.210 --> 00:11:02.400]   what
[00:11:02.400 --> 00:11:02.800]   happened
[00:11:02.800 --> 00:11:02.930]   you
[00:11:02.930 --> 00:11:03.070]  're
[00:11:03.070 --> 00:11:03.260]   only
[00:11:03.260 --> 00:11:03.550]   seven
[00:11:03.550 --> 00:11:03.690]   just
[00:11:03.690 --> 00:11:03.780]   go
[00:11:03.780 --> 00:11:03.900]   oh
[00:11:03.900 --> 00:11:03.920]   I
[00:11:03.920 --> 00:11:04.010]  'm
[00:11:04.010 --> 00:11:04.200]   like
[00:11:04.200 --> 00:11:04.340]   get
[00:11:04.340 --> 00:11:04.430]   it
[00:11:04.430 --> 00:11:04.620]   done
[00:11:04.620 --> 00:11:04.760]  .
[00:11:04.760 --> 00:11:05.030]   Right
[00:11:05.030 --> 00:11:05.050]   I
[00:11:05.050 --> 00:11:05.240]   mean
[00:11:05.240 --> 00:11:05.520]   that
[00:11:05.520 --> 00:11:05.680]  's
[00:11:05.680 --> 00:11:05.840]   really
[00:11:05.840 --> 00:11:06.040]   what
[00:11:06.040 --> 00:11:06.050]   I
[00:11:06.050 --> 00:11:06.210]   say
[00:11:06.210 --> 00:11:06.430]   right
[00:11:06.430 --> 00:11:06.520]  ,
[00:11:06.520 --> 00:11:06.660]   And
[00:11:06.660 --> 00:11:06.710]   '
[00:11:06.710 --> 00:11:06.950]  cause
[00:11:06.950 --> 00:11:07.090]   you
[00:11:07.090 --> 00:11:07.380]   cannot
[00:11:07.380 --> 00:11:07.620]   start
[00:11:07.620 --> 00:11:07.760]   the
[00:11:07.760 --> 00:11:08.020]   next
[00:11:08.020 --> 00:11:08.490]   assignment
[00:11:08.490 --> 00:11:08.690]   until
[00:11:08.690 --> 00:11:08.820]   you
[00:11:08.820 --> 00:11:09.110]   finish
[00:11:09.110 --> 00:11:09.250]   the
[00:11:09.250 --> 00:11:09.640]   previous
[00:11:09.640 --> 00:11:10.170]   assignment
[00:11:10.170 --> 00:11:10.990]  .
[00:11:10.990 --> 00:11:11.060]   So
[00:11:11.060 --> 00:11:11.510]   there
[00:11:11.510 --> 00:11:11.650]  's
[00:11:11.650 --> 00:11:12.030]   no
[00:11:12.030 --> 00:11:12.300]   getting
[00:11:12.300 --> 00:11:12.740]   around
[00:11:12.740 --> 00:11:13.330]   anything
[00:11:13.330 --> 00:11:13.620]   with
[00:11:13.620 --> 00:11:13.760]   no
[00:11:13.760 --> 00:11:14.200]   scale
[00:11:14.200 --> 00:11:15.000]  . [SPEAKER_TURN]
[00:11:16.380 --> 00:11:16.430]  
[00:11:16.430 --> 00:11:16.550]   you
[00:11:16.550 --> 00:11:16.770]   they
[00:11:16.770 --> 00:11:17.060]   give
[00:11:17.060 --> 00:11:17.070]   you
[00:11:17.070 --> 00:11:17.570]   this
[00:11:17.570 --> 00:11:17.770]   wizard
[00:11:17.770 --> 00:11:17.890]   and
[00:11:17.890 --> 00:11:18.200]   they
[00:11:18.200 --> 00:11:18.280]   say
[00:11:18.280 --> 00:11:18.500]   what
[00:11:18.500 --> 00:11:18.740]   kind
[00:11:18.740 --> 00:11:18.830]   of
[00:11:18.830 --> 00:11:19.170]   person
[00:11:19.170 --> 00:11:19.330]   do
[00:11:19.330 --> 00:11:19.530]   you
[00:11:19.530 --> 00:11:19.730]   wanna
[00:11:19.730 --> 00:11:19.950]   work
[00:11:19.950 --> 00:11:20.260]   with
[00:11:20.260 --> 00:11:20.280]   do
[00:11:20.280 --> 00:11:20.450]   you
[00:11:20.450 --> 00:11:20.730]   wanna
[00:11:20.730 --> 00:11:20.950]   work
[00:11:20.950 --> 00:11:21.210]   with
[00:11:21.210 --> 00:11:21.220]   a
[00:11:21.220 --> 00:11:21.500]   drill
[00:11:21.500 --> 00:11:21.950]   sergeant
[00:11:21.950 --> 00:11:22.120]  ?
[00:11:22.120 --> 00:11:22.230]   Or
[00:11:22.230 --> 00:11:22.340]   do
[00:11:22.340 --> 00:11:22.510]   you
[00:11:22.510 --> 00:11:22.830]   wanna
[00:11:22.830 --> 00:11:23.010]   work
[00:11:23.010 --> 00:11:23.230]   with
[00:11:23.230 --> 00:11:23.480]   like
[00:11:23.480 --> 00:11:23.500]   a
[00:11:23.500 --> 00:11:23.770]   love
[00:11:23.770 --> 00:11:23.780]  y
[00:11:23.780 --> 00:11:23.880]   do
[00:11:23.880 --> 00:11:24.050]  vey
[00:11:24.050 --> 00:11:24.270]   kind
[00:11:24.270 --> 00:11:24.720]   of
[00:11:24.720 --> 00:11:24.720]   person
[00:11:24.720 --> 00:11:25.060]  ?
[00:11:25.060 --> 00:11:25.090]   You
[00:11:25.090 --> 00:11:25.230]  're
[00:11:25.230 --> 00:11:25.400]   the
[00:11:25.400 --> 00:11:25.680]   drill
[00:11:25.680 --> 00:11:26.120]   sergeant
[00:11:26.120 --> 00:11:26.960]  . [SPEAKER_TURN]
[00:11:26.960 --> 00:11:29.690]   Right
[00:11:29.690 --> 00:11:31.240]  . [SPEAKER_TURN]
[00:11:31.240 --> 00:11:31.570]   M
[00:11:31.570 --> 00:11:31.920]  m
[00:11:31.920 --> 00:11:32.230]  -
[00:11:32.230 --> 00:11:32.560]  h
[00:11:32.560 --> 00:11:33.740]  mm
[00:11:33.740 --> 00:11:34.240]  . [SPEAKER_TURN]
[00:11:34.240 --> 00:11:35.940]   Right
[00:11:35.940 --> 00:11:37.790]   right
[00:11:37.790 --> 00:11:38.380]  , [SPEAKER_TURN]
[00:11:38.720 --> 00:11:38.770]  
[00:11:38.770 --> 00:11:39.070]   every
[00:11:39.070 --> 00:11:39.490]   couple
[00:11:39.490 --> 00:11:39.670]   of
[00:11:39.670 --> 00:11:39.980]   weeks
[00:11:39.980 --> 00:11:40.040]   I
[00:11:40.040 --> 00:11:40.290]   have
[00:11:40.290 --> 00:11:40.430]   to
[00:11:40.430 --> 00:11:40.890]   um
[00:11:40.890 --> 00:11:40.990]   send
[00:11:40.990 --> 00:11:41.030]   an
[00:11:41.030 --> 00:11:41.440]   update
[00:11:41.440 --> 00:11:41.590]   to
[00:11:41.590 --> 00:11:41.900]   the
[00:11:41.900 --> 00:11:42.430]   principal
[00:11:42.430 --> 00:11:42.710]   just
[00:11:42.710 --> 00:11:42.850]   to
[00:11:42.850 --> 00:11:43.160]   know
[00:11:43.160 --> 00:11:43.340]   how
[00:11:43.340 --> 00:11:43.760]   things
[00:11:43.760 --> 00:11:44.040]   are
[00:11:44.040 --> 00:11:44.320]   going
[00:11:44.320 --> 00:11:44.470]   give
[00:11:44.470 --> 00:11:44.740]  ,
[00:11:44.740 --> 00:11:45.140]   him
[00:11:45.140 --> 00:11:45.410]   update
[00:11:45.410 --> 00:11:45.510]   on
[00:11:45.510 --> 00:11:45.720]   the
[00:11:45.720 --> 00:11:46.000]   kids
[00:11:46.000 --> 00:11:46.140]   or
[00:11:46.140 --> 00:11:46.700]   whatever
[00:11:46.700 --> 00:11:46.910]   and
[00:11:46.910 --> 00:11:47.720]   so [SPEAKER_TURN]
[00:11:48.460 --> 00:11:48.670]  
[00:11:48.670 --> 00:11:48.710]   Plus
[00:11:48.710 --> 00:11:48.890]   you
[00:11:48.890 --> 00:11:49.070]   say
[00:11:49.070 --> 00:11:49.320]   well
[00:11:49.320 --> 00:11:49.440]   it
[00:11:49.440 --> 00:11:49.560]  's
[00:11:49.560 --> 00:11:49.740]   one
[00:11:49.740 --> 00:11:49.860]   of
[00:11:49.860 --> 00:11:50.060]   the
[00:11:50.060 --> 00:11:50.410]   eighth
[00:11:50.410 --> 00:11:50.840]   grad
[00:11:50.840 --> 00:11:50.840]  ers
[00:11:50.840 --> 00:11:51.020]   who
[00:11:51.020 --> 00:11:51.200]   got
[00:11:51.200 --> 00:11:51.680]   dropped
[00:11:51.680 --> 00:11:52.240]  .
[00:11:52.240 --> 00:11:52.330]   Because
[00:11:52.330 --> 00:11:52.420]   she
[00:11:52.420 --> 00:11:52.600]   got
[00:11:52.600 --> 00:11:52.970]   behind
[00:11:52.970 --> 00:11:53.300]   four
[00:11:53.300 --> 00:11:53.340]  ,
[00:11:53.340 --> 00:11:53.590]   five
[00:11:53.590 --> 00:11:54.010]   lessons
[00:11:54.010 --> 00:11:54.200]   and
[00:11:54.200 --> 00:11:54.450]   then
[00:11:54.450 --> 00:11:54.630]   and
[00:11:54.630 --> 00:11:54.790]   I
[00:11:54.790 --> 00:11:54.870]   was
[00:11:54.870 --> 00:11:55.050]   you
[00:11:55.050 --> 00:11:55.300]   know
[00:11:55.300 --> 00:11:55.360]   I
[00:11:55.360 --> 00:11:55.540]   was
[00:11:55.540 --> 00:11:55.790]   like
[00:11:55.790 --> 00:11:56.160]   listen
[00:11:56.160 --> 00:11:56.510]   you
[00:11:56.510 --> 00:11:56.590]   know
[00:11:56.590 --> 00:11:56.840]   this
[00:11:56.840 --> 00:11:57.150]   class
[00:11:57.150 --> 00:11:57.330]   was
[00:11:57.330 --> 00:11:57.700]   made
[00:11:57.700 --> 00:11:57.760]   for
[00:11:57.760 --> 00:11:57.940]   you
[00:11:57.940 --> 00:11:58.060]  ,
[00:11:58.060 --> 00:11:58.230]   for
[00:11:58.230 --> 00:11:58.550]   kids
[00:11:58.550 --> 00:11:58.760]   just
[00:11:58.760 --> 00:11:59.010]   like
[00:11:59.010 --> 00:11:59.220]   you
[00:11:59.220 --> 00:11:59.370]   you
[00:11:59.370 --> 00:11:59.600]   need
[00:11:59.600 --> 00:11:59.720]   to
[00:11:59.720 --> 00:11:59.840]   be
[00:11:59.840 --> 00:11:59.950]   in
[00:11:59.950 --> 00:12:00.200]   this
[00:12:00.200 --> 00:12:00.520]   class
[00:12:00.520 --> 00:12:00.700]  .
[00:12:00.700 --> 00:12:00.840]   But
[00:12:00.840 --> 00:12:01.150]   you
[00:12:01.150 --> 00:12:01.320]   have
[00:12:01.320 --> 00:12:01.430]   to
[00:12:01.430 --> 00:12:01.550]   do
[00:12:01.550 --> 00:12:01.730]   the
[00:12:01.730 --> 00:12:02.000]   work
[00:12:02.000 --> 00:12:02.160]  .
[00:12:02.160 --> 00:12:02.340]   You
[00:12:02.340 --> 00:12:02.590]   know
[00:12:02.590 --> 00:12:02.770]   you
[00:12:02.770 --> 00:12:03.150]   cannot
[00:12:03.150 --> 00:12:03.380]   sit
[00:12:03.380 --> 00:12:03.570]   back
[00:12:03.570 --> 00:12:03.750]   and
[00:12:03.750 --> 00:12:04.000]   just
[00:12:04.000 --> 00:12:04.210]   you
[00:12:04.210 --> 00:12:04.430]   know
[00:12:04.430 --> 00:12:04.690]   math
[00:12:04.690 --> 00:12:04.800]   is
[00:12:04.800 --> 00:12:05.040]   not
[00:12:05.040 --> 00:12:05.040]   a
[00:12:05.040 --> 00:12:05.220]   not
[00:12:05.220 --> 00:12:05.460]   a
[00:12:05.460 --> 00:12:05.480]   you
[00:12:05.480 --> 00:12:05.710]   know
[00:12:05.710 --> 00:12:05.850]   it
[00:12:05.850 --> 00:12:05.950]  's
[00:12:05.950 --> 00:12:06.010]   a
[00:12:06.010 --> 00:12:06.820]   participation
[00:12:06.820 --> 00:12:07.130]   sport
[00:12:07.130 --> 00:12:07.310]  .
[00:12:07.310 --> 00:12:07.590]   And
[00:12:07.590 --> 00:12:07.610]   uh
[00:12:07.610 --> 00:12:07.800]   you
[00:12:07.800 --> 00:12:08.040]   know
[00:12:08.040 --> 00:12:08.220]   and
[00:12:08.220 --> 00:12:08.400]   and
[00:12:08.400 --> 00:12:08.580]   she
[00:12:08.580 --> 00:12:09.110]   was
[00:12:09.110 --> 00:12:09.190]   getting
[00:12:09.190 --> 00:12:09.440]   more
[00:12:09.440 --> 00:12:09.620]   and
[00:12:09.620 --> 00:12:09.870]   more
[00:12:09.870 --> 00:12:10.120]   lost
[00:12:10.120 --> 00:12:10.390]   and
[00:12:10.390 --> 00:12:10.550]   conf
[00:12:10.550 --> 00:12:10.610]  u
[00:12:10.610 --> 00:12:10.790]   eff
[00:12:10.790 --> 00:12:11.040]  used
[00:12:11.040 --> 00:12:11.220]   and
[00:12:11.220 --> 00:12:11.280]   I
[00:12:11.280 --> 00:12:11.390]  'm
[00:12:11.390 --> 00:12:11.650]   like
[00:12:11.650 --> 00:12:11.900]   well
[00:12:11.900 --> 00:12:12.080]   you
[00:12:12.080 --> 00:12:12.330]   know
[00:12:12.330 --> 00:12:12.750]   alright
[00:12:12.750 --> 00:12:12.940]  .
[00:12:12.940 --> 00:12:13.120]   And
[00:12:13.120 --> 00:12:13.370]   then
[00:12:13.370 --> 00:12:13.550]   she
[00:12:13.550 --> 00:12:13.980]   and
[00:12:13.980 --> 00:12:13.990]   then
[00:12:13.990 --> 00:12:14.410]   finally
[00:12:14.410 --> 00:12:14.660]   she
[00:12:14.660 --> 00:12:14.770]   got
[00:12:14.770 --> 00:12:15.140]   caught
[00:12:15.140 --> 00:12:15.260]   up
[00:12:15.260 --> 00:12:15.440]   the
[00:12:15.440 --> 00:12:16.000]   principal
[00:12:16.000 --> 00:12:16.370]   talked
[00:12:16.370 --> 00:12:16.490]   to
[00:12:16.490 --> 00:12:17.940]   her [SPEAKER_TURN]
[00:12:17.940 --> 00:12:18.010]   Yeah
[00:12:18.010 --> 00:12:18.380]  . [SPEAKER_TURN]
[00:12:18.660 --> 00:12:18.720]   she
[00:12:18.720 --> 00:12:18.790]   got
[00:12:18.790 --> 00:12:19.060]   warned
[00:12:19.060 --> 00:12:19.170]  ,
[00:12:19.170 --> 00:12:19.340]   got
[00:12:19.340 --> 00:12:19.440]   caught
[00:12:19.440 --> 00:12:19.960]   up
[00:12:19.960 --> 00:12:20.060]   and
[00:12:20.060 --> 00:12:20.220]   then
[00:12:20.220 --> 00:12:20.360]   she
[00:12:20.360 --> 00:12:20.680]   felt
[00:12:20.680 --> 00:12:20.870]   about
[00:12:20.870 --> 00:12:21.100]   high
[00:12:21.100 --> 00:12:21.410]   again
[00:12:21.410 --> 00:12:21.550]   and
[00:12:21.550 --> 00:12:21.600]   I
[00:12:21.600 --> 00:12:21.770]   you
[00:12:21.770 --> 00:12:22.000]   know
[00:12:22.000 --> 00:12:22.070]   I
[00:12:22.070 --> 00:12:22.220]   you
[00:12:22.220 --> 00:12:22.560]   know
[00:12:22.560 --> 00:12:22.760]   my
[00:12:22.760 --> 00:12:22.900]   update
[00:12:22.900 --> 00:12:22.950]   I
[00:12:22.950 --> 00:12:23.180]   was
[00:12:23.180 --> 00:12:23.350]   like
[00:12:23.350 --> 00:12:23.580]   well
[00:12:23.580 --> 00:12:23.750]   you
[00:12:23.750 --> 00:12:24.000]   know
[00:12:24.000 --> 00:12:24.020]   she
[00:12:24.020 --> 00:12:24.260]  's
[00:12:24.260 --> 00:12:24.610]   behind
[00:12:24.610 --> 00:12:24.880]   again
[00:12:24.880 --> 00:12:25.120]   four
[00:12:25.120 --> 00:12:25.220]  ,
[00:12:25.220 --> 00:12:25.450]   five
[00:12:25.450 --> 00:12:25.620]   and
[00:12:25.620 --> 00:12:25.850]   they
[00:12:25.850 --> 00:12:26.020]  're
[00:12:26.020 --> 00:12:26.250]   like
[00:12:26.250 --> 00:12:26.720]   alright
[00:12:26.720 --> 00:12:26.880]   that
[00:12:26.880 --> 00:12:26.990]  's
[00:12:26.990 --> 00:12:27.100]   it
[00:12:27.100 --> 00:12:27.880]  . [SPEAKER_TURN]
[00:12:27.880 --> 00:12:28.190]   Okay
[00:12:28.190 --> 00:12:28.560]  . [SPEAKER_TURN]
[00:12:29.140 --> 00:12:29.190]  
[00:12:29.190 --> 00:12:29.300]   But
[00:12:29.300 --> 00:12:29.570]   you
[00:12:29.570 --> 00:12:29.680]   know
[00:12:29.680 --> 00:12:29.920]   that
[00:12:29.920 --> 00:12:30.010]  's
[00:12:30.010 --> 00:12:30.120]   it
[00:12:30.120 --> 00:12:30.240]   like
[00:12:30.240 --> 00:12:30.440]   it
[00:12:30.440 --> 00:12:30.650]  's
[00:12:30.650 --> 00:12:30.780]   like
[00:12:30.780 --> 00:12:30.940]   you
[00:12:30.940 --> 00:12:31.100]   you
[00:12:31.100 --> 00:12:31.260]   can
[00:12:31.260 --> 00:12:31.370]  't
[00:12:31.370 --> 00:12:31.530]   say
[00:12:31.530 --> 00:12:31.690]   you
[00:12:31.690 --> 00:12:32.010]   wanna
[00:12:32.010 --> 00:12:32.070]   be
[00:12:32.070 --> 00:12:32.180]   on
[00:12:32.180 --> 00:12:32.340]   the
[00:12:32.340 --> 00:12:32.890]   basketball
[00:12:32.890 --> 00:12:33.130]   team
[00:12:33.130 --> 00:12:33.330]   and
[00:12:33.330 --> 00:12:33.490]   then
[00:12:33.490 --> 00:12:33.650]   not
[00:12:33.650 --> 00:12:33.980]   show
[00:12:33.980 --> 00:12:34.020]   up
[00:12:34.020 --> 00:12:34.090]   to
[00:12:34.090 --> 00:12:34.560]   practice
[00:12:34.560 --> 00:12:34.640]   or
[00:12:34.640 --> 00:12:35.080]   whatever
[00:12:35.080 --> 00:12:35.210]   you
[00:12:35.210 --> 00:12:35.500]   know
[00:12:35.500 --> 00:12:35.730]  .
[00:12:35.730 --> 00:12:35.800]   It
[00:12:35.800 --> 00:12:35.840]  's
[00:12:35.840 --> 00:12:36.050]   like
[00:12:36.050 --> 00:12:36.170]   uh
[00:12:36.170 --> 00:12:36.330]   you
[00:12:36.330 --> 00:12:36.550]   know
[00:12:36.550 --> 00:12:36.670]   it
[00:12:36.670 --> 00:12:36.770]  's
[00:12:36.770 --> 00:12:37.140]   just
[00:12:37.140 --> 00:12:37.210]   part
[00:12:37.210 --> 00:12:37.320]   of
[00:12:37.320 --> 00:12:37.430]   it
[00:12:37.430 --> 00:12:37.470]   '
[00:12:37.470 --> 00:12:37.750]  Cause
[00:12:37.750 --> 00:12:37.950]  .
[00:12:37.950 --> 00:12:37.960]   '
[00:12:37.960 --> 00:12:38.230]  cause
[00:12:38.230 --> 00:12:38.340]   it
[00:12:38.340 --> 00:12:38.610]   holds
