
[00:00:00.640 --> 00:00:01.010]   (
[00:14:09.180 --> 00:14:09.180]   I
[00:14:09.180 --> 00:14:09.390]   even
[00:14:09.390 --> 00:14:09.970]   talking
[00:14:09.970 --> 00:14:10.040]   about
[00:14:10.040 --> 00:14:10.150]   of
[00:14:10.150 --> 00:14:10.470]   course
[00:14:10.470 --> 00:14:10.580]   it
[00:14:10.580 --> 00:14:10.920]   doesn
[00:14:10.920 --> 00:14:10.950]  't
[00:14:10.950 --> 00:14:11.160]   even
[00:14:11.160 --> 00:14:11.530]   matter
[00:14:11.530 --> 00:14:11.580]   I
[00:14:11.580 --> 00:14:11.800]   could
[00:14:11.800 --> 00:14:12.640]   just [SPEAKER_TURN]
[00:14:12.640 --> 00:13:44.530]   Exactly
[00:13:44.530 --> 00:14:13.680]  .
[00:14:14.240 --> 00:14:13.740]   I
[00:14:13.740 --> 00:14:13.930]   don
[00:14:13.930 --> 00:14:14.060]  't
[00:14:14.060 --> 00:14:14.320]   even
[00:14:14.320 --> 00:14:14.580]   know
[00:14:14.580 --> 00:14:14.770]   why
[00:14:14.770 --> 00:14:14.830]   I
[00:14:14.830 --> 00:14:14.960]  'm
[00:14:14.960 --> 00:14:15.420]   worried
[00:14:15.420 --> 00:14:15.830]   about
[00:14:15.830 --> 00:14:15.880]   it
[00:14:15.880 --> 00:14:16.070]  .
[00:14:16.070 --> 00:14:16.290]   But
[00:14:16.290 --> 00:14:16.320]   I
[00:14:16.320 --> 00:14:16.570]   don
[00:14:16.570 --> 00:14:16.640]  't
[00:14:16.640 --> 00:14:16.900]   have
[00:14:16.900 --> 00:14:17.030]   as
[00:14:17.030 --> 00:14:17.290]   many
[00:14:17.290 --> 00:14:17.640]   topics
[00:14:17.640 --> 00:14:18.000]   that
[00:14:18.000 --> 00:14:18.000]   I
[00:14:18.000 --> 00:14:18.210]   haven
[00:14:18.210 --> 00:14:18.680]  't
[00:14:18.680 --> 00:14:18.720]   read
[00:14:18.720 --> 00:14:18.840]   as
[00:14:18.840 --> 00:14:19.380]   much
[00:14:19.380 --> 00:14:19.830]   interesting
[00:14:19.830 --> 00:14:20.150]   stuff
[00:14:20.150 --> 00:14:20.220]   I
[00:14:20.220 --> 00:14:20.280]   w
[00:14:20.280 --> 00:14:20.370]   I
[00:14:20.370 --> 00:14:20.480]   so
[00:14:20.480 --> 00:14:20.530]   I
[00:14:20.530 --> 00:14:20.650]   go
[00:14:20.650 --> 00:14:20.790]   in
[00:14:20.790 --> 00:14:20.910]   a
[00:14:20.910 --> 00:14:20.910]   a
[00:14:20.910 --> 00:14:21.060]   to
[00:14:21.060 --> 00:14:21.500]   instant
[00:14:21.500 --> 00:14:21.830]   paper
[00:14:21.830 --> 00:14:22.150]   which
[00:14:22.150 --> 00:14:22.290]   is
[00:14:22.290 --> 00:14:22.620]   kinda
[00:14:22.620 --> 00:14:22.950]   where
[00:14:22.950 --> 00:14:23.010]   I
[00:14:23.010 --> 00:14:23.730]   paste
[00:14:23.730 --> 00:14:23.860]   things
[00:14:23.860 --> 00:14:23.910]   to
[00:14:23.910 --> 00:14:24.120]   read
[00:14:24.120 --> 00:14:24.320]   and
[00:14:24.320 --> 00:14:24.440]   uh
[00:14:24.440 --> 00:14:24.600]   and
[00:14:24.600 --> 00:14:25.020]   then
[00:14:25.020 --> 00:14:25.080]   the
[00:14:25.080 --> 00:14:25.730]   things
[00:14:25.730 --> 00:14:25.770]   that
[00:14:25.770 --> 00:14:25.790]   I
[00:14:25.790 --> 00:14:26.050]   read
[00:14:26.050 --> 00:14:26.180]   at
[00:14:26.180 --> 00:14:26.510]   night
[00:14:26.510 --> 00:14:26.640]   on
[00:14:26.640 --> 00:14:26.830]   the
[00:14:26.830 --> 00:14:26.890]   I
[00:14:26.890 --> 00:14:26.950]  _
[00:14:26.950 --> 00:14:27.010]  P
[00:14:27.010 --> 00:14:27.070]  _
[00:14:27.070 --> 00:14:27.200]  AD
[00:14:27.200 --> 00:14:27.460]  _.
[00:14:27.460 --> 00:14:27.660]   And
[00:14:27.660 --> 00:14:27.710]   I
[00:14:27.710 --> 00:14:28.300]   still
[00:14:28.300 --> 00:14:28.300]   have
[00:14:28.300 --> 00:14:28.430]   as
[00:14:28.430 --> 00:14:28.710]   I
[00:14:28.710 --> 00:14:28.750]   have
[00:14:28.750 --> 00:14:29.010]   like
[00:14:29.010 --> 00:14:29.070]   thirty
[00:14:29.070 --> 00:14:29.710]   or
[00:14:29.710 --> 00:14:29.860]   forty
[00:14:29.860 --> 00:14:30.190]   super
[00:14:30.190 --> 00:14:31.180]   interesting
[00:14:31.180 --> 00:14:31.300]   things
[00:14:31.300 --> 00:14:31.430]   to
[00:14:31.430 --> 00:14:31.690]   read
[00:14:31.690 --> 00:14:31.820]   in
[00:14:31.820 --> 00:14:31.940]   my
[00:14:31.940 --> 00:14:32.110]   to
[00:14:32.110 --> 00:14:32.340]   read
[00:14:32.340 --> 00:14:32.600]   list
[00:14:32.600 --> 00:14:32.790]   and
[00:14:32.790 --> 00:14:33.120]   there
[00:14:33.120 --> 00:14:33.250]  's
[00:14:33.250 --> 00:14:33.440]   all
[00:14:33.440 --> 00:14:33.630]   the
[00:14:33.630 --> 00:14:34.000]   things
[00:14:34.000 --> 00:14:34.080]   that
[00:14:34.080 --> 00:14:34.340]   I
[00:14:34.340 --> 00:14:34.530]  've
[00:14:34.530 --> 00:14:34.920]   read
[00:14:34.920 --> 00:14:34.930]   in
[00:14:34.930 --> 00:14:35.110]   the
[00:14:35.110 --> 00:14:35.370]   last
[00:14:35.370 --> 00:14:35.760]   couple
[00:14:35.760 --> 00:14:35.890]   of
[00:14:35.890 --> 00:14:36.220]   weeks
[00:14:36.220 --> 00:14:36.410]   and
[00:14:36.410 --> 00:14:36.470]   a
[00:14:36.470 --> 00:14:36.690]   lot
[00:14:36.690 --> 00:14:36.790]   of
[00:14:36.790 --> 00:14:36.850]   '
[00:14:36.850 --> 00:14:36.980]  em
[00:14:36.980 --> 00:14:37.170]   are
[00:14:37.170 --> 00:14:37.430]   just
[00:14:37.430 --> 00:14:38.240]   like
[00:14:39.560 --> 00:14:38.330]   they
[00:14:38.330 --> 00:14:38.600]  're
[00:14:38.600 --> 00:14:38.800]   okay
[00:14:38.800 --> 00:14:38.950]  ,
[00:14:38.950 --> 00:14:39.120]   but
[00:14:39.120 --> 00:14:39.500]   they
[00:14:39.500 --> 00:14:39.580]  're
[00:14:39.580 --> 00:14:39.670]   not
[00:14:39.670 --> 00:14:40.010]   great
[00:14:40.010 --> 00:14:40.280]   topics
[00:14:40.280 --> 00:14:40.570]   These
[00:14:40.570 --> 00:14:40.820]  .
[00:14:40.820 --> 00:14:41.020]   weren
[00:14:41.020 --> 00:14:41.120]  't
[00:14:41.120 --> 00:14:41.340]   that
[00:14:41.340 --> 00:14:42.000]   interesting
[00:14:42.000 --> 00:14:42.120]  .
[00:14:42.120 --> 00:14:42.300]   And
[00:14:42.300 --> 00:14:42.460]   and
[00:14:42.460 --> 00:14:42.670]   part
[00:14:42.670 --> 00:14:42.840]   of
[00:14:42.840 --> 00:14:42.900]   it
[00:14:42.900 --> 00:14:43.070]   was
[00:14:43.070 --> 00:14:43.310]   like
[00:14:43.310 --> 00:14:43.510]   well
[00:14:43.510 --> 00:14:43.840]   ma
[00:14:43.840 --> 00:14:43.840]   they
[00:14:43.840 --> 00:14:44.340]   might
[00:14:44.340 --> 00:14:44.440]   have
[00:14:44.440 --> 00:14:44.690]   seemed
[00:14:44.690 --> 00:14:44.900]   like
[00:14:44.900 --> 00:14:45.110]   they
[00:14:45.110 --> 00:14:45.280]  're
[00:14:45.280 --> 00:14:45.550]   more
[00:14:45.550 --> 00:14:46.120]   interesting
[00:14:46.120 --> 00:14:46.230]  ,
[00:14:46.230 --> 00:14:46.400]   and
[00:14:46.400 --> 00:14:46.620]   then
[00:14:46.620 --> 00:14:46.840]   they
[00:14:46.840 --> 00:14:47.130]   were
[00:14:47.130 --> 00:14:47.230]   and
[00:14:47.230 --> 00:14:47.470]   then
[00:14:47.470 --> 00:14:47.500]   I
[00:14:47.500 --> 00:14:47.720]   read
[00:14:47.720 --> 00:14:47.930]   them
[00:14:47.930 --> 00:14:48.130]   and
[00:14:48.130 --> 00:14:48.220]   we
[00:14:48.220 --> 00:14:48.380]  're
[00:14:48.380 --> 00:14:48.820]   like
[00:14:48.820 --> 00:14:48.930]   yeah
[00:14:48.930 --> 00:14:48.970]  ,
[00:14:48.970 --> 00:14:49.040]   it
[00:14:49.040 --> 00:14:49.150]  's
[00:14:49.150 --> 00:14:49.370]   kind
[00:14:49.370 --> 00:14:49.490]   of
[00:14:49.490 --> 00:14:49.700]   what
[00:14:49.700 --> 00:14:49.750]   I
[00:14:49.750 --> 00:14:50.110]   would
[00:14:50.110 --> 00:14:50.250]   have
[00:14:50.250 --> 00:14:50.870]   predicted
[00:14:50.870 --> 00:14:50.870]   it
[00:14:50.870 --> 00:14:51.280]   would
[00:14:51.280 --> 00:14:51.370]   have
[00:14:51.370 --> 00:14:51.660]   said
[00:14:51.660 --> 00:14:51.740]  .
[00:14:51.740 --> 00:14:51.860]   So
[00:14:51.860 --> 00:14:52.310]   wouldn
[00:14:52.310 --> 00:14:52.330]  't
[00:14:52.330 --> 00:14:52.480]   see
[00:14:52.480 --> 00:14:52.740]   that
[00:14:52.740 --> 00:14:53.320]   interesting
[00:14:53.320 --> 00:14:53.480]  .
[00:14:53.480 --> 00:14:53.650]   But
[00:14:53.650 --> 00:14:53.710]   I
[00:14:53.710 --> 00:14:53.880]  've
[00:14:53.880 --> 00:14:54.460]   also
[00:14:54.460 --> 00:14:54.470]   noticed
[00:14:54.470 --> 00:14:54.640]   you
[00:14:54.640 --> 00:14:54.800]   see
[00:14:54.800 --> 00:14:55.040]   here
[00:14:55.040 --> 00:14:55.140]  's
[00:14:55.140 --> 00:14:55.240]   a
[00:14:55.240 --> 00:14:55.580]   problem
[00:14:55.580 --> 00:14:55.630]   I
[00:14:55.630 --> 00:14:56.020]   have
[00:14:56.020 --> 00:14:56.020]   now
[00:14:56.020 --> 00:14:56.360]   with
[00:14:56.360 --> 00:14:56.460]   Inst
[00:14:56.460 --> 00:14:56.570]  ap
[00:14:56.570 --> 00:14:56.630]  aper
[00:14:56.630 --> 00:14:57.060]  .
[00:14:57.060 --> 00:14:57.090]   So
[00:14:57.090 --> 00:14:57.230]   any
[00:14:57.230 --> 00:14:57.450]   time
[00:14:57.450 --> 00:14:58.070]   throughout
[00:14:58.070 --> 00:14:58.180]   the
[00:14:58.180 --> 00:14:58.350]   day
[00:14:58.350 --> 00:14:58.570]   when
[00:14:58.570 --> 00:14:58.620]   I
[00:14:58.620 --> 00:14:58.670]   d
[00:14:58.670 --> 00:14:59.000]   need
[00:14:59.000 --> 00:14:59.020]   to
[00:14:59.020 --> 00:14:59.220]   take
[00:14:59.220 --> 00:14:59.270]   a
[00:14:59.270 --> 00:14:59.610]   mental
[00:14:59.610 --> 00:14:59.880]   break
[00:14:59.880 --> 00:15:00.200]   from
[00:15:00.200 --> 00:15:00.560]   whatever
[00:15:00.560 --> 00:15:00.610]   I
[00:15:00.610 --> 00:15:00.720]  'm
[00:15:00.720 --> 00:15:00.990]   doing
[00:15:00.990 --> 00:15:01.170]   and
[00:15:01.170 --> 00:15:01.280]  ,
[00:15:01.280 --> 00:15:01.340]   I
[00:15:01.340 --> 00:15:01.440]   go
[00:15:01.440 --> 00:15:01.440]   and
[00:15:01.440 --> 00:15:01.650]   I
[00:15:01.650 --> 00:15:01.940]   ha
[00:15:01.940 --> 00:15:02.050]   had
[00:15:02.050 --> 00:15:02.310]   Hacker
[00:15:02.310 --> 00:15:02.520]   News
[00:15:02.520 --> 00:15:02.610]   or
[00:15:02.610 --> 00:15:02.950]   Google
[00:15:02.950 --> 00:15:03.240]   plus
[00:15:03.240 --> 00:15:03.270]   or
[00:15:03.270 --> 00:15:03.390]   go
[00:15:03.390 --> 00:15:03.900]   somewhere
[00:15:03.900 --> 00:15:04.250]   often
[00:15:04.250 --> 00:15:04.290]  ,
[00:15:04.290 --> 00:15:04.340]   I
[00:15:04.340 --> 00:15:04.560]   look
[00:15:04.560 --> 00:15:04.670]   at
[00:15:04.670 --> 00:15:05.020]   just
[00:15:05.020 --> 00:15:05.330]   read
[00:15:05.330 --> 00:15:05.370]   some
[00:15:05.370 --> 00:15:05.440]   uh
[00:15:05.440 --> 00:15:05.740]   find
[00:15:05.740 --> 00:15:05.900]   some
[00:15:05.900 --> 00:15:06.160]   links
[00:15:06.160 --> 00:15:06.270]   or
[00:15:06.270 --> 00:15:06.880]   whatever
[00:15:06.880 --> 00:15:06.880]  .
[00:15:06.880 --> 00:15:06.980]   Um
[00:15:06.980 --> 00:15:07.040]   I
[00:15:07.040 --> 00:15:07.480]  'll
[00:15:07.480 --> 00:15:07.570]   often
[00:15:07.570 --> 00:15:07.700]   time
[00:15:07.700 --> 00:15:08.190]   just
[00:15:08.190 --> 00:15:09.460]   unless [SPEAKER_TURN]
[00:15:09.460 --> 00:15:09.460]  
[00:15:09.460 --> 00:15:09.540]   it
[00:15:09.540 --> 00:15:09.620]  's
[00:15:09.620 --> 00:15:09.820]   like
[00:15:09.820 --> 00:15:09.870]   a
[00:15:09.870 --> 00:15:10.040]   three
[00:15:10.040 --> 00:15:10.390]   paragraph
[00:15:10.390 --> 00:15:10.680]   article
[00:15:10.680 --> 00:15:10.790]  .
[00:15:10.790 --> 00:15:10.830]   I
[00:15:10.830 --> 00:15:10.960]  'll
[00:15:10.960 --> 00:15:11.110]   read
[00:15:11.110 --> 00:15:11.270]   like
[00:15:11.270 --> 00:15:11.390]   the
[00:15:11.390 --> 00:15:11.590]   first
[00:15:11.590 --> 00:15:11.960]   paragraph
[00:15:11.960 --> 00:15:12.000]   I
[00:15:12.000 --> 00:15:12.120]  'll
[00:15:12.120 --> 00:15:12.200]  ,
[00:15:12.200 --> 00:15:12.280]   go
[00:15:12.280 --> 00:15:12.360]   oh
[00:15:12.360 --> 00:15:12.540]   that
[00:15:12.540 --> 00:15:12.730]   looks
[00:15:12.730 --> 00:15:12.960]   pretty
[00:15:12.960 --> 00:15:13.120]   good
[00:15:13.120 --> 00:15:13.260]   and
[00:15:13.260 --> 00:15:13.390]   then
[00:15:13.390 --> 00:15:13.440]   I
[00:15:13.440 --> 00:15:13.560]  'll
[00:15:13.560 --> 00:15:13.720]   just
[00:15:13.720 --> 00:15:13.840]   hit
[00:15:13.840 --> 00:15:13.890]   save
[00:15:13.890 --> 00:15:14.070]  ,
[00:15:14.070 --> 00:15:14.320]   get
[00:15:14.320 --> 00:15:14.380]   his
[00:15:14.380 --> 00:15:14.710]   favourite
[00:15:14.710 --> 00:15:14.810]   and
[00:15:14.810 --> 00:15:14.980]   turn
[00:15:14.980 --> 00:15:15.090]   off
[00:15:15.090 --> 00:15:15.380]  .
[00:15:15.380 --> 00:15:15.870]   And
[00:15:15.870 --> 00:15:15.940]   then
[00:15:15.940 --> 00:15:15.960]   I
[00:15:15.960 --> 00:15:16.150]   get
[00:15:16.150 --> 00:15:16.420]   this
[00:15:16.420 --> 00:15:16.710]   huge
[00:15:16.710 --> 00:15:17.200]   backlog
[00:15:17.200 --> 00:15:17.340]   of
[00:15:17.340 --> 00:15:17.900]   articles
[00:15:17.900 --> 00:15:18.180]   like
[00:15:18.180 --> 00:15:18.760]   anywhere
[00:15:18.760 --> 00:15:19.090]   from
[00:15:19.090 --> 00:15:19.230]   two
[00:15:19.230 --> 00:15:19.370]   to
[00:15:19.370 --> 00:15:19.570]   ten
[00:15:19.570 --> 00:15:19.860]   a
[00:15:19.860 --> 00:15:19.860]   day
[00:15:19.860 --> 00:15:20.320]   and
[00:15:20.320 --> 00:15:20.350]   then
[00:15:20.350 --> 00:15:20.490]   if
[00:15:20.490 --> 00:15:20.560]   I
[00:15:20.560 --> 00:15:20.770]   don
[00:15:20.770 --> 00:15:20.900]  't
[00:15:20.900 --> 00:15:21.180]   read
[00:15:21.180 --> 00:15:21.750]   that
[00:15:21.750 --> 00:15:21.780]   many
[00:15:21.780 --> 00:15:21.890]  ,
[00:15:21.890 --> 00:15:22.140]   all
[00:15:22.140 --> 00:15:22.240]   of
[00:15:22.240 --> 00:15:22.310]   a
[00:15:22.310 --> 00:15:22.730]   sudden
[00:15:22.730 --> 00:15:22.940]   now
[00:15:22.940 --> 00:15:23.010]   I
[00:15:23.010 --> 00:15:23.150]  'm
[00:15:23.150 --> 00:15:23.360]   you
[00:15:23.360 --> 00:15:23.640]   know
[00:15:23.640 --> 00:15:23.850]   not
[00:15:23.850 --> 00:15:23.990]  ,
[00:15:23.990 --> 00:15:24.330]   only
[00:15:24.330 --> 00:15:24.410]   am
[00:15:24.410 --> 00:15:24.480]   I
[00:15:24.480 --> 00:15:25.110]   already
[00:15:25.110 --> 00:15:25.150]   am
[00:15:25.150 --> 00:15:25.180]   I
[00:15:25.180 --> 00:15:25.740]   existing
[00:15:25.740 --> 00:15:26.020]   five
[00:15:26.020 --> 00:15:26.510]   hundred
[00:15:26.510 --> 00:15:26.680]   un
[00:15:26.680 --> 00:15:26.930]  read
[00:15:26.930 --> 00:15:27.490]   articles
[00:15:27.490 --> 00:15:27.630]  ,
[00:15:27.630 --> 00:15:27.840]   now
[00:15:27.840 --> 00:15:27.910]   I
[00:15:27.910 --> 00:15:28.120]  've
[00:15:28.120 --> 00:15:28.470]   added
[00:15:28.470 --> 00:15:28.960]   another
[00:15:28.960 --> 00:15:29.380]   twenty
[00:15:29.380 --> 00:15:29.520]   on
[00:15:29.520 --> 00:15:29.730]   you
[00:15:29.730 --> 00:15:29.950]  ,
[00:15:29.950 --> 00:15:30.150]   know
[00:15:30.150 --> 00:15:30.400]  ?
[00:15:30.400 --> 00:15:30.830]   And
[00:15:30.830 --> 00:15:30.860]   so
[00:15:30.860 --> 00:15:31.140]   now
[00:15:31.140 --> 00:15:32.160]   what
[00:15:32.160 --> 00:15:32.210]   happens
[00:15:32.210 --> 00:15:32.340]   is
[00:15:32.340 --> 00:15:32.640]   in
[00:15:32.640 --> 00:15:32.840]   ins
[00:15:32.840 --> 00:15:32.970]   in
[00:15:32.970 --> 00:15:34.100]   instant
[00:15:34.100 --> 00:15:34.180]   paper
[00:15:34.180 --> 00:15:34.460]   you
[00:15:34.460 --> 00:15:34.660]   can
[00:15:34.660 --> 00:15:34.940]   see
[00:15:34.940 --> 00:15:35.780]   basically
[00:15:35.780 --> 00:15:36.060]   how
[00:15:36.060 --> 00:15:36.430]   many
[00:15:36.430 --> 00:15:37.080]   screens
[00:15:37.080 --> 00:15:37.170]  '
[00:15:37.170 --> 00:15:37.480]   worth
[00:15:37.480 --> 00:15:37.670]   of
[00:15:37.670 --> 00:15:37.910]   r
[00:15:37.910 --> 00:15:38.060]   of
[00:15:38.060 --> 00:15:38.180]   r
[00:15:38.180 --> 00:15:39.260]   uh [SPEAKER_TURN]
[00:15:39.260 --> 00:15:39.260]  
[00:15:39.260 --> 00:15:39.360]   of
[00:15:39.360 --> 00:15:39.740]   reading
[00:15:39.740 --> 00:15:40.170]   material
[00:15:40.170 --> 00:15:40.380]   each
[00:15:40.380 --> 00:15:40.740]   article
[00:15:40.740 --> 00:15:41.020]   is
[00:15:41.020 --> 00:15:41.060]   And
[00:15:41.060 --> 00:15:41.180]  .
[00:15:41.180 --> 00:15:41.340]   the
[00:15:41.340 --> 00:15:41.550]   ones
[00:15:41.550 --> 00:15:41.760]   that
[00:15:41.760 --> 00:15:41.960]   have
[00:15:41.960 --> 00:15:42.450]   like
[00:15:42.450 --> 00:15:42.520]   three
[00:15:42.520 --> 00:15:42.550]   or
[00:15:42.550 --> 00:15:42.760]   four
[00:15:42.760 --> 00:15:43.080]   dots
[00:15:43.080 --> 00:15:43.240]   there
[00:15:43.240 --> 00:15:43.400]  're
[00:15:43.400 --> 00:15:43.710]  ,
[00:15:43.710 --> 00:15:44.020]   four
[00:15:44.020 --> 00:15:44.090]   screens
[00:15:44.090 --> 00:15:44.140]   I
[00:15:44.140 --> 00:15:44.240]  'm
[00:15:44.240 --> 00:15:44.420]  ,
[00:15:44.420 --> 00:15:44.610]   like
[00:15:44.610 --> 00:15:44.650]   oh
[00:15:44.650 --> 00:15:44.700]   I
[00:15:44.700 --> 00:15:44.860]   can
[00:15:44.860 --> 00:15:45.130]   knock
[00:15:45.130 --> 00:15:45.340]   that
[00:15:45.340 --> 00:15:45.550]   out
[00:15:45.550 --> 00:15:45.590]   in
[00:15:45.590 --> 00:15:45.890]   just
[00:15:45.890 --> 00:15:46.020]   five
[00:15:46.020 --> 00:15:46.500]   minutes
[00:15:46.500 --> 00:15:46.520]  ,
[00:15:46.520 --> 00:15:46.550]   I
[00:15:46.550 --> 00:15:46.710]  'll
[00:15:46.710 --> 00:15:47.000]   read
[00:15:47.000 --> 00:15:47.020]   so
[00:15:47.020 --> 00:15:47.070]   I
[00:15:47.070 --> 00:15:47.370]   keep
[00:15:47.370 --> 00:15:47.680]   reading
[00:15:47.680 --> 00:15:47.820]   all
[00:15:47.820 --> 00:15:47.980]   the
[00:15:47.980 --> 00:15:48.250]   short
[00:15:48.250 --> 00:15:48.550]   ones
[00:15:48.550 --> 00:15:48.560]  ,
[00:15:48.560 --> 00:15:48.880]   kinda
[00:15:48.880 --> 00:15:49.040]   like
[00:15:49.040 --> 00:15:49.140]   my
[00:15:49.140 --> 00:15:49.280]   to
[00:15:49.280 --> 00:15:49.290]  -
[00:15:49.290 --> 00:15:49.390]  do
[00:15:49.390 --> 00:15:49.660]   items
[00:15:49.660 --> 00:15:49.760]   in
[00:15:49.760 --> 00:15:49.860]   my
[00:15:49.860 --> 00:15:50.130]   inbox
[00:15:50.130 --> 00:15:50.290]  .
[00:15:50.290 --> 00:15:50.430]   So
[00:15:50.430 --> 00:15:50.490]   it
[00:15:50.490 --> 00:15:50.590]  's
[00:15:50.590 --> 00:15:51.240]   like
[00:15:52.560 --> 00:15:52.710]  
[00:15:52.710 --> 00:15:52.860]   Inst
[00:15:52.860 --> 00:15:52.930]  a
[00:15:52.930 --> 00:15:53.030]  -
[00:15:53.030 --> 00:15:53.430]  paper
[00:15:53.430 --> 00:15:53.520]   is
[00:15:53.520 --> 00:15:53.660]   my
[00:15:53.660 --> 00:15:54.020]   other
[00:15:54.020 --> 00:15:54.190]   to
[00:15:54.190 --> 00:15:54.260]  -
[00:15:54.260 --> 00:15:54.410]  do
[00:15:54.410 --> 00:15:54.770]   inbox
[00:15:54.770 --> 00:15:54.930]  ,
[00:15:54.930 --> 00:15:54.940]   right
[00:15:54.940 --> 00:15:55.670]  .
[00:15:55.670 --> 00:15:55.780]   It
[00:15:55.780 --> 00:15:55.820]  's
[00:15:55.820 --> 00:15:56.150]   like
[00:15:56.150 --> 00:15:56.270]   my
[00:15:56.270 --> 00:15:56.710]   mental
[00:15:56.710 --> 00:15:57.140]   inbox
[00:15:57.140 --> 00:15:57.310]  .
[00:15:57.310 --> 00:15:57.530]   And
[00:15:57.530 --> 00:15:57.680]   so
[00:15:57.680 --> 00:15:57.750]   I
[00:15:57.750 --> 00:15:58.030]   and
[00:15:58.030 --> 00:15:58.040]   I
[00:15:58.040 --> 00:15:58.190]   do
[00:15:58.190 --> 00:15:58.420]   the
[00:15:58.420 --> 00:15:58.710]   same
[00:15:58.710 --> 00:15:58.780]   z
[00:15:58.780 --> 00:15:59.150]   zero
[00:15:59.150 --> 00:15:59.450]   inbox
[00:15:59.450 --> 00:15:59.600]  ,
[00:15:59.600 --> 00:15:59.900]   like
[00:15:59.900 --> 00:15:59.970]   I
[00:15:59.970 --> 00:16:00.260]   want
[00:16:00.260 --> 00:16:00.630]   zero
[00:16:00.630 --> 00:16:00.870]   Inst
[00:16:00.870 --> 00:16:00.940]  a
[00:16:00.940 --> 00:16:01.010]  -
[00:16:01.010 --> 00:16:01.380]  paper
[00:16:01.380 --> 00:16:01.600]   and
[00:16:01.600 --> 00:16:01.750]  ,
[00:16:01.750 --> 00:16:01.970]   and
[00:16:01.970 --> 00:16:02.190]   but
[00:16:02.190 --> 00:16:02.400]   all
[00:16:02.400 --> 00:16:02.580]   it
[00:16:02.580 --> 00:16:02.860]   does
[00:16:02.860 --> 00:16:03.010]   is
[00:16:03.010 --> 00:16:03.080]   I
[00:16:03.080 --> 00:16:03.380]   read
[00:16:03.380 --> 00:16:03.750]   all
[00:16:03.750 --> 00:16:03.970]   of
[00:16:03.970 --> 00:16:03.990]   the
[00:16:03.990 --> 00:16:04.340]   short
[00:16:04.340 --> 00:16:04.690]   articles
[00:16:04.690 --> 00:16:05.150]   and
[00:16:05.150 --> 00:16:05.600]   all
[00:16:05.600 --> 00:16:05.710]   the
[00:16:05.710 --> 00:16:05.820]   all
[00:16:05.820 --> 00:16:05.970]   of
[00:16:05.970 --> 00:16:06.190]   the
[00:16:06.190 --> 00:16:06.410]   you
[00:16:06.410 --> 00:16:06.710]   know
[00:16:06.710 --> 00:16:07.310]   thousand
[00:16:07.310 --> 00:16:07.830]   fifteen
[00:16:07.830 --> 00:16:08.350]   hundred
[00:16:08.350 --> 00:16:08.650]   word
[00:16:08.650 --> 00:16:09.370]   articles
[00:16:09.370 --> 00:16:09.480]   are
[00:16:09.480 --> 00:16:09.920]   things
[00:16:09.920 --> 00:16:10.050]   that
[00:16:10.050 --> 00:16:10.450]   I
[00:16:10.450 --> 00:16:10.590]   just
[00:16:10.590 --> 00:16:10.740]   ha
[00:16:10.740 --> 00:16:10.810]  v
[00:16:10.810 --> 00:16:10.880]   I
[00:16:10.880 --> 00:16:11.250]   never
[00:16:11.250 --> 00:16:11.470]   get
[00:16:11.470 --> 00:16:11.620]   to
[00:16:11.620 --> 00:16:11.690]   '
[00:16:11.690 --> 00:16:12.060]  cause
[00:16:12.060 --> 00:16:12.130]   I
[00:16:12.130 --> 00:16:12.280]  'm
[00:16:12.280 --> 00:16:12.600]   like
[00:16:12.600 --> 00:16:12.850]   oh
[00:16:12.850 --> 00:16:12.950]   god
[00:16:12.950 --> 00:16:13.040]   I
[00:16:13.040 --> 00:16:13.390]   gotta
[00:16:13.390 --> 00:16:13.910]   commit
[00:16:13.910 --> 00:16:13.990]   to
[00:16:13.990 --> 00:16:14.290]   that
[00:16:14.290 --> 00:16:14.750]   thing
[00:16:14.750 --> 00:16:14.880]   for
[00:16:14.880 --> 00:16:15.180]   like
[00:16:15.180 --> 00:16:15.550]   forty
[00:16:15.550 --> 00:16:15.850]   five
[00:16:15.850 --> 00:16:16.370]   minutes
[00:16:16.370 --> 00:16:17.580]  . [SPEAKER_TURN]
[00:16:17.580 --> 00:16:17.690]   So
[00:16:17.690 --> 00:16:17.850]   you
[00:16:17.850 --> 00:16:18.120]   kinda
[00:16:18.120 --> 00:16:18.170]   i
[00:16:18.170 --> 00:16:18.330]   the
[00:16:18.330 --> 00:16:18.490]   way
[00:16:18.490 --> 00:16:18.650]   you
[00:16:18.650 --> 00:16:18.960]   treat
[00:16:18.960 --> 00:16:19.030]   it
[00:16:19.030 --> 00:16:19.140]   is
