
[00:00:00.480 --> 00:00:00.590]   Wow
[00:27:06.980 --> 00:27:07.060]  
[00:27:07.060 --> 00:27:07.320]   And
[00:27:07.320 --> 00:27:07.330]   then
[00:27:07.330 --> 00:27:07.580]   there
[00:27:07.580 --> 00:27:07.680]  's
[00:27:07.680 --> 00:27:07.930]   what
[00:27:07.930 --> 00:27:08.080]   they
[00:27:08.080 --> 00:27:08.280]   call
[00:27:08.280 --> 00:27:08.430]   the
[00:27:08.430 --> 00:27:08.780]   ability
[00:27:08.780 --> 00:27:08.890]   to
[00:27:08.890 --> 00:27:09.080]   util
[00:27:09.080 --> 00:27:09.230]  ise
[00:27:09.230 --> 00:27:09.380]   the
[00:27:09.380 --> 00:27:09.780]   strength
[00:27:09.780 --> 00:27:10.040]   which
[00:27:10.040 --> 00:27:10.130]   is
[00:27:10.130 --> 00:27:10.530]   kinda
[00:27:10.530 --> 00:27:10.570]   the
[00:27:10.570 --> 00:27:10.880]   ability
[00:27:10.880 --> 00:27:10.980]   to
[00:27:10.980 --> 00:27:11.450]   translate
[00:27:11.450 --> 00:27:11.520]   it
[00:27:11.520 --> 00:27:11.630]   to
[00:27:11.630 --> 00:27:11.930]   explos
[00:27:11.930 --> 00:27:12.280]  iveness
[00:27:12.280 --> 00:27:12.530]   which
[00:27:12.530 --> 00:27:12.630]  ,
[00:27:12.630 --> 00:27:12.740]   is
[00:27:12.740 --> 00:27:13.180]   something
[00:27:13.180 --> 00:27:13.530]   that
[00:27:13.530 --> 00:27:13.530]   the
[00:27:13.530 --> 00:27:13.780]   ply
[00:27:13.780 --> 00:27:13.880]  os
[00:27:13.880 --> 00:27:14.020]   help
[00:27:14.020 --> 00:27:14.180]   with
[00:27:14.180 --> 00:27:14.230]   a
[00:27:14.230 --> 00:27:14.400]   lot
[00:27:14.400 --> 00:27:14.530]  .
[00:27:14.530 --> 00:27:14.680]   But
[00:27:14.680 --> 00:27:14.780]   if
[00:27:14.780 --> 00:27:14.930]   you
[00:27:14.930 --> 00:27:15.080]   don
[00:27:15.080 --> 00:27:15.180]  't
[00:27:15.180 --> 00:27:15.380]   have
[00:27:15.380 --> 00:27:15.530]   the
[00:27:15.530 --> 00:27:15.930]   baseline
[00:27:15.930 --> 00:27:16.430]   strength
[00:27:16.430 --> 00:27:16.430]  ,
[00:27:16.430 --> 00:27:16.630]   it
[00:27:16.630 --> 00:27:16.830]  's
[00:27:16.830 --> 00:27:16.910]   just
[00:27:16.910 --> 00:27:16.980]   not
[00:27:16.980 --> 00:27:17.230]   gonna
[00:27:17.230 --> 00:27:17.520]   happen
[00:27:17.520 --> 00:27:17.740]  .
[00:27:17.740 --> 00:27:17.830]   And
[00:27:17.830 --> 00:27:17.930]   so
[00:27:17.930 --> 00:27:17.980]   I
[00:27:17.980 --> 00:27:18.130]   and
[00:27:18.130 --> 00:27:18.180]   I
[00:27:18.180 --> 00:27:18.330]  've
[00:27:18.330 --> 00:27:18.520]   been
[00:27:18.520 --> 00:27:18.730]   s
[00:27:18.730 --> 00:27:18.750]   and
[00:27:18.750 --> 00:27:18.780]   I
[00:27:18.780 --> 00:27:18.930]  've
[00:27:18.930 --> 00:27:19.120]   just
[00:27:19.120 --> 00:27:19.330]   been
[00:27:19.330 --> 00:27:19.450]   to
[00:27:19.450 --> 00:27:19.680]   squat
[00:27:19.680 --> 00:27:19.900]  ting
[00:27:19.900 --> 00:27:20.100]   last
[00:27:20.100 --> 00:27:20.280]   week
[00:27:20.280 --> 00:27:20.430]  .
[00:27:20.430 --> 00:27:20.480]   I
[00:27:20.480 --> 00:27:20.630]   did
[00:27:20.630 --> 00:27:20.780]   two
[00:27:20.780 --> 00:27:20.930]   two
[00:27:20.930 --> 00:27:21.130]   days
[00:27:21.130 --> 00:27:21.230]   of
[00:27:21.230 --> 00:27:21.330]   it
[00:27:21.330 --> 00:27:21.980]  . [SPEAKER_TURN]
[00:27:21.980 --> 00:27:28.520]   Right
[00:27:28.520 --> 00:27:32.440]  . [SPEAKER_TURN]
[00:27:33.100 --> 00:27:33.150]  
[00:27:33.150 --> 00:27:33.260]   And
[00:27:33.260 --> 00:27:33.470]   they
[00:27:33.470 --> 00:27:33.680]   and
[00:27:33.680 --> 00:27:33.730]   it
[00:27:33.730 --> 00:27:33.830]  's
[00:27:33.830 --> 00:27:34.090]   funny
[00:27:34.090 --> 00:27:34.140]   I
[00:27:34.140 --> 00:27:34.400]   found
[00:27:34.400 --> 00:27:34.610]   that
[00:27:34.610 --> 00:27:34.820]   this
[00:27:34.820 --> 00:27:34.970]   one
[00:27:34.970 --> 00:27:35.140]   guy
[00:27:35.140 --> 00:27:35.270]  's
[00:27:35.270 --> 00:27:35.450]   site
[00:27:35.450 --> 00:27:35.640]   the
[00:27:35.640 --> 00:27:36.030]   vertical
[00:27:36.030 --> 00:27:36.240]   jump
[00:27:36.240 --> 00:27:36.770]   calculator
[00:27:36.770 --> 00:27:36.950]   and
[00:27:36.950 --> 00:27:37.120]   it
[00:27:37.120 --> 00:27:37.290]   shows
[00:27:37.290 --> 00:27:37.500]   like
[00:27:37.500 --> 00:27:37.860]   your
[00:27:37.860 --> 00:27:38.030]   weight
[00:27:38.030 --> 00:27:38.190]   and
[00:27:38.190 --> 00:27:38.440]   your
[00:27:38.440 --> 00:27:38.660]   squat
[00:27:38.660 --> 00:27:38.820]   and
[00:27:38.820 --> 00:27:39.190]   how
[00:27:39.190 --> 00:27:39.290]   much
[00:27:39.290 --> 00:27:39.400]   your
[00:27:39.400 --> 00:27:39.820]   vertical
[00:27:39.820 --> 00:27:40.080]   would
[00:27:40.080 --> 00:27:40.170]   be
[00:27:40.170 --> 00:27:40.580]  .
[00:27:40.580 --> 00:27:40.580]   I
[00:27:40.580 --> 00:27:40.780]   was
[00:27:40.780 --> 00:27:41.050]   like
[00:27:41.050 --> 00:27:41.240]   y
[00:27:41.240 --> 00:27:41.280]  ep
[00:27:41.280 --> 00:27:41.370]  ,
[00:27:41.370 --> 00:27:41.840]   alright
[00:27:41.840 --> 00:27:42.180]   maybe
[00:27:42.180 --> 00:27:42.790]   seventeen
[00:27:42.790 --> 00:27:43.330]   eighteen
[00:27:43.330 --> 00:27:43.730]   inches
[00:27:43.730 --> 00:27:43.920]   or
[00:27:43.920 --> 00:27:44.050]   d
[00:27:44.050 --> 00:27:44.530]   something
[00:27:44.530 --> 00:27:44.800]   like
[00:27:44.800 --> 00:27:45.070]   that
[00:27:45.070 --> 00:27:45.340]   with
[00:27:45.340 --> 00:27:45.950]   something
[00:27:45.950 --> 00:27:46.080]   in
[00:27:46.080 --> 00:27:46.380]   that
[00:27:46.380 --> 00:27:46.690]   range
[00:27:46.690 --> 00:27:47.370]   nineteen
[00:27:47.370 --> 00:27:47.630]   inches
[00:27:47.630 --> 00:27:47.760]   a
[00:27:47.760 --> 00:27:47.820]   as
[00:27:47.820 --> 00:27:48.140]   like
[00:27:48.140 --> 00:27:48.290]   but
[00:27:48.290 --> 00:27:48.420]   if
[00:27:48.420 --> 00:27:48.480]   I
[00:27:48.480 --> 00:27:48.950]   get
[00:27:48.950 --> 00:27:49.010]   down
[00:27:49.010 --> 00:27:49.080]   to
[00:27:49.080 --> 00:27:49.280]   one
[00:27:49.280 --> 00:27:49.870]   seventy
[00:27:49.870 --> 00:27:50.020]   five
[00:27:50.020 --> 00:27:50.150]   uh
[00:27:50.150 --> 00:27:50.420]   even
[00:27:50.420 --> 00:27:51.350]   without
[00:27:51.350 --> 00:27:51.570]   increasing
[00:27:51.570 --> 00:27:51.770]   any
[00:27:51.770 --> 00:27:52.310]   strength
[00:27:52.310 --> 00:27:52.360]   I
[00:27:52.360 --> 00:27:52.380]   would
[00:27:52.380 --> 00:27:52.910]   not
[00:27:52.910 --> 00:27:53.260]   be
[00:27:53.260 --> 00:27:53.310]   able
[00:27:53.310 --> 00:27:53.440]   to
[00:27:53.440 --> 00:27:53.700]   look
[00:27:53.700 --> 00:27:53.840]   at
[00:27:53.840 --> 00:27:54.240]   twenty
[00:27:54.240 --> 00:27:54.470]   one
[00:27:54.470 --> 00:27:54.840]   twenty
[00:27:54.840 --> 00:27:55.040]   two
[00:27:55.040 --> 00:27:55.380]   which
[00:27:55.380 --> 00:27:55.510]   is
[00:27:55.510 --> 00:27:55.780]   like
[00:27:55.780 --> 00:27:56.120]   where
[00:27:56.120 --> 00:27:56.490]   these
[00:27:56.490 --> 00:27:56.730]   guys
[00:27:56.730 --> 00:27:57.030]   were
[00:27:57.030 --> 00:27:57.540]   starting
[00:27:57.540 --> 00:27:58.880]  .
[00:27:58.880 --> 00:27:58.930]   And
[00:27:58.930 --> 00:27:59.210]   I
[00:27:59.210 --> 00:27:59.960]  'm
[00:27:59.960 --> 00:28:00.900]   like
[00:28:00.900 --> 00:28:01.840]   and
[00:28:01.840 --> 00:28:02.320]   if
[00:28:02.320 --> 00:28:02.640]   I
[00:28:03.380 --> 00:28:02.870]   And
[00:28:02.870 --> 00:28:03.020]   if
[00:28:03.020 --> 00:28:03.170]   if
[00:28:03.170 --> 00:28:03.390]   I
[00:28:03.390 --> 00:28:03.440]   dr
[00:28:03.440 --> 00:28:03.540]   if
[00:28:03.540 --> 00:28:03.610]   I
[00:28:03.610 --> 00:28:04.560]   dramatically
[00:28:04.560 --> 00:28:05.200]   increase
[00:28:05.200 --> 00:28:05.340]   my
[00:28:05.340 --> 00:28:05.770]   squat
[00:28:05.770 --> 00:28:05.960]   and
[00:28:05.960 --> 00:28:06.070]   I
[00:28:06.070 --> 00:28:06.260]   get
[00:28:06.260 --> 00:28:06.570]   that
[00:28:06.570 --> 00:28:06.720]   up
[00:28:06.720 --> 00:28:06.870]   to
[00:28:06.870 --> 00:28:07.210]   like
[00:28:07.210 --> 00:28:07.570]   three
[00:28:07.570 --> 00:28:08.120]   fifteen
[00:28:08.120 --> 00:28:08.430]   over
[00:28:08.430 --> 00:28:08.660]   the
[00:28:08.660 --> 00:28:08.700]   next
[00:28:08.700 --> 00:28:09.480]   six
[00:28:09.480 --> 00:28:09.670]   months
[00:28:09.670 --> 00:28:09.980]   then
[00:28:09.980 --> 00:28:10.340]   uh
[00:28:11.780 --> 00:28:11.860]  
[00:28:11.860 --> 00:28:11.940]   all
[00:28:11.940 --> 00:28:12.170]   bets
[00:28:12.170 --> 00:28:12.320]   are
[00:28:12.320 --> 00:28:12.600]   off
[00:28:12.600 --> 00:28:12.690]  .
[00:28:12.690 --> 00:28:12.720]   I
[00:28:12.720 --> 00:28:12.970]   could
[00:28:12.970 --> 00:28:13.410]   actually
[00:28:13.410 --> 00:28:13.520]   do
[00:28:13.520 --> 00:28:14.020]   something
[00:28:14.020 --> 00:28:14.070]   I
[00:28:14.070 --> 00:28:14.250]   mean
[00:28:14.250 --> 00:28:14.390]  ,
[00:28:14.390 --> 00:28:14.610]   I
[00:28:14.610 --> 00:28:14.640]   don
[00:28:14.640 --> 00:28:14.720]  't
[00:28:14.720 --> 00:28:15.040]   think
[00:28:15.040 --> 00:28:15.110]   it
[00:28:15.110 --> 00:28:15.220]  's
[00:28:15.220 --> 00:28:15.670]   probably
[00:28:15.670 --> 00:28:15.950]   ever
[00:28:15.950 --> 00:28:16.330]   happened
[00:28:16.330 --> 00:28:16.600]   that
[00:28:16.600 --> 00:28:16.700]   you
[00:28:16.700 --> 00:28:16.880]  've
[00:28:16.880 --> 00:28:17.020]   had
[00:28:17.020 --> 00:28:17.410]   someone
[00:28:17.410 --> 00:28:17.570]   who
[00:28:17.570 --> 00:28:17.680]  's
[00:28:17.680 --> 00:28:17.900]   been
[00:28:17.900 --> 00:28:18.120]   as
[00:28:18.120 --> 00:28:18.170]   out
[00:28:18.170 --> 00:28:18.280]   of
[00:28:18.280 --> 00:28:18.560]   shape
[00:28:18.560 --> 00:28:18.670]   as
[00:28:18.670 --> 00:28:18.720]   I
[00:28:18.720 --> 00:28:18.940]   have
[00:28:18.940 --> 00:28:19.170]   with
[00:28:19.170 --> 00:28:19.210]   k
[00:28:19.210 --> 00:28:19.430]   kill
[00:28:19.430 --> 00:28:19.710]   these
[00:28:19.710 --> 00:28:20.150]   injuries
[00:28:20.150 --> 00:28:20.260]  ,
[00:28:20.260 --> 00:28:20.310]   I
[00:28:20.310 --> 00:28:20.480]  'll
[00:28:20.480 --> 00:28:20.580]   be
[00:28:20.580 --> 00:28:20.860]   forty
[00:28:20.860 --> 00:28:21.080]   four
[00:28:21.080 --> 00:28:21.360]   years
[00:28:21.360 --> 00:28:21.510]   old
[00:28:21.510 --> 00:28:21.670]   and
[00:28:21.670 --> 00:28:22.010]   go
[00:28:22.010 --> 00:28:22.060]   from
[00:28:22.060 --> 00:28:22.120]  ,
[00:28:22.120 --> 00:28:22.340]   like
[00:28:22.340 --> 00:28:22.500]   six
[00:28:22.500 --> 00:28:22.830]   inches
[00:28:22.830 --> 00:28:22.980]   of
[00:28:22.980 --> 00:28:23.100]   the
[00:28:23.100 --> 00:28:23.430]   length
[00:28:23.430 --> 00:28:23.540]   of
[00:28:23.540 --> 00:28:23.740]   the
[00:28:23.740 --> 00:28:23.920]   dunk
[00:28:23.920 --> 00:28:24.080]  .
[00:28:24.080 --> 00:28:24.250]   And
[00:28:24.250 --> 00:28:24.350]   if
[00:28:24.350 --> 00:28:24.460]   I
[00:28:24.460 --> 00:28:24.640]   can
[00:28:24.640 --> 00:28:24.780]   pull
[00:28:24.780 --> 00:28:25.000]   that
[00:28:25.000 --> 00:28:25.190]   off
[00:28:25.190 --> 00:28:25.270]  ,
[00:28:25.270 --> 00:28:25.490]   that
[00:28:25.490 --> 00:28:25.650]  'll
[00:28:25.650 --> 00:28:25.760]   be
[00:28:25.760 --> 00:28:25.920]   the
[00:28:25.920 --> 00:28:26.310]   biggest
[00:28:26.310 --> 00:28:26.560]   holy
[00:28:26.560 --> 00:28:26.750]   shit
[00:28:26.750 --> 00:28:26.800]   I
[00:28:26.800 --> 00:28:27.020]   know
[00:28:27.020 --> 00:28:27.280]   a
[00:28:27.280 --> 00:28:27.440]   people
[00:28:27.440 --> 00:28:27.680]   would
[00:28:27.680 --> 00:28:27.840]  've
[00:28:27.840 --> 00:28:28.160]   bet
[00:28:28.160 --> 00:28:28.560]   everything
[00:28:28.560 --> 00:28:28.780]   they
[00:28:28.780 --> 00:28:29.060]   owned
[00:28:29.060 --> 00:28:29.280]   that
[00:28:29.280 --> 00:28:29.500]   that
[00:28:29.500 --> 00:28:29.610]   is
[00:28:29.610 --> 00:28:29.770]   not
[00:28:29.770 --> 00:28:30.210]   possible
[00:28:30.210 --> 00:28:30.370]  .
[00:28:30.370 --> 00:28:30.540]   I
[00:28:30.540 --> 00:28:30.690]   even
[00:28:30.690 --> 00:28:30.750]   my
[00:28:30.750 --> 00:28:31.170]   friends
[00:28:31.170 --> 00:28:31.420]   would
[00:28:31.420 --> 00:28:31.560]   be
[00:28:31.560 --> 00:28:31.750]   like
[00:28:31.750 --> 00:28:31.860]  ,
[00:28:31.860 --> 00:28:32.120]   yeah
[00:28:32.120 --> 00:28:32.240]   Jay
[00:28:32.240 --> 00:28:32.380]  ,
[00:28:32.380 --> 00:28:32.570]   like
[00:28:32.570 --> 00:28:32.910]   sounds
[00:28:32.910 --> 00:28:33.170]   cool
[00:28:33.170 --> 00:28:33.230]   at
[00:28:33.230 --> 00:28:33.390]   all
[00:28:33.390 --> 00:28:33.500]  ,
[00:28:33.500 --> 00:28:33.550]   I
[00:28:33.550 --> 00:28:33.710]  'll
[00:28:33.710 --> 00:28:33.760]   I
[00:28:33.760 --> 00:28:33.990]  'll
[00:28:33.990 --> 00:28:34.080]   bet
[00:28:34.080 --> 00:28:34.240]   you
[00:28:34.240 --> 00:28:34.390]   whatever
[00:28:34.390 --> 00:28:35.020]   you
[00:28:35.020 --> 00:28:35.120]   wanna
[00:28:35.120 --> 00:28:35.280]   bet
[00:28:35.280 --> 00:28:35.440]   yes
[00:28:35.440 --> 00:28:35.550]  ,
[00:28:35.550 --> 00:28:35.710]   not
[00:28:35.710 --> 00:28:36.010]   gonna
[00:28:36.010 --> 00:28:36.320]   happen
[00:28:36.320 --> 00:28:36.480]  .
[00:28:36.480 --> 00:28:36.590]   It
[00:28:36.590 --> 00:28:36.700]  's
[00:28:36.700 --> 00:28:37.030]   just
[00:28:37.030 --> 00:28:37.080]   not
[00:28:37.080 --> 00:28:37.430]   gonna
[00:28:37.430 --> 00:28:37.680]   happen
[00:28:37.680 --> 00:28:38.770]  ."
[00:28:38.770 --> 00:28:38.770]   So
[00:28:38.770 --> 00:28:38.820]   I
[00:28:38.820 --> 00:28:39.160]  'm
[00:28:39.160 --> 00:28:39.250]   like
[00:28:39.250 --> 00:28:39.330]   you
[00:28:39.330 --> 00:28:39.440]  ,
[00:28:39.440 --> 00:28:39.670]   know
[00:28:39.670 --> 00:28:39.900]   what
[00:28:39.900 --> 00:28:40.080]  ?
[00:28:40.080 --> 00:28:40.240]   But
[00:28:40.240 --> 00:28:40.640]   because
[00:28:40.640 --> 00:28:40.750]   it
[00:28:40.750 --> 00:28:40.930]  's
[00:28:40.930 --> 00:28:40.970]   so
[00:28:40.970 --> 00:28:41.140]   aud
[00:28:41.140 --> 00:28:41.480]  acious
[00:28:41.480 --> 00:28:41.590]   it
[00:28:41.590 --> 00:28:41.780]  's
[00:28:41.900 --> 00:28:41.900]  
[00:28:41.900 --> 00:28:42.050]   it
[00:28:42.050 --> 00:28:42.350]   just
[00:28:42.350 --> 00:28:42.920]   sounds
[00:28:42.920 --> 00:28:43.020]   and
[00:28:43.020 --> 00:28:43.240]   all
[00:28:43.240 --> 00:28:43.610]   every
[00:28:43.610 --> 00:28:43.830]   aud
[00:28:43.830 --> 00:28:44.280]  acious
[00:28:44.280 --> 00:28:44.580]   goal
[00:28:44.580 --> 00:28:44.730]   is
[00:28:44.730 --> 00:28:45.100]   gonna
[00:28:45.100 --> 00:28:45.470]   sound
[00:28:45.470 --> 00:28:46.430]   absolutely
[00:28:46.430 --> 00:28:46.590]   crazy
[00:28:46.590 --> 00:28:46.810]  .
[00:28:46.810 --> 00:28:47.030]   The
[00:28:47.030 --> 00:28:47.550]   person
[00:28:47.550 --> 00:28:47.920]   saying
[00:28:47.920 --> 00:28:48.080]   it
[00:28:48.080 --> 00:28:48.300]   has
[00:28:48.300 --> 00:28:48.450]   is
[00:28:48.450 --> 00:28:48.900]   almost
[00:28:48.900 --> 00:28:49.270]   loses
[00:28:49.270 --> 00:28:50.110]   credibility
[00:28:50.110 --> 00:28:50.250]   by
[00:28:50.250 --> 00:28:50.850]   saying
[00:28:50.850 --> 00:28:50.970]   it
[00:28:50.970 --> 00:28:51.090]   but
[00:28:51.090 --> 00:28:51.220]   by
[00:28:51.220 --> 00:28:51.670]   saying
[00:28:51.670 --> 00:28:51.820]   it
[00:28:51.820 --> 00:28:52.030]   and
[00:28:52.030 --> 00:28:52.900]   committing
[00:28:52.900 --> 00:28:52.940]   to
[00:28:52.940 --> 00:28:53.090]   it
[00:28:53.090 --> 00:28:53.240]  ,
[00:28:53.240 --> 00:28:53.440]   you
[00:28:53.440 --> 00:28:53.880]  're
[00:28:53.880 --> 00:28:54.280]   inspired
[00:28:54.280 --> 00:28:54.520]   You
[00:28:54.520 --> 00:28:54.720]  .
[00:28:54.720 --> 00:28:54.940]   are
[00:28:54.940 --> 00:28:55.240]   then
[00:28:55.240 --> 00:28:55.390]   on
[00:28:55.390 --> 00:28:55.460]   a
[00:28:55.460 --> 00:28:56.110]   vision
[00:28:56.110 --> 00:28:56.280]   quest
[00:28:56.280 --> 00:28:56.730]   right
[00:28:56.730 --> 00:28:56.800]  ,
[00:28:56.800 --> 00:28:57.020]   And
[00:28:57.020 --> 00:28:57.310]  .
[00:28:57.310 --> 00:28:57.310]   I
[00:28:57.310 --> 00:28:57.530]   one
[00:28:57.530 --> 00:28:57.830]   last
[00:28:57.830 --> 00:28:58.200]   thing
[00:28:58.200 --> 00:28:58.270]   I
[00:28:58.270 --> 00:28:58.320]  'll
[00:28:58.320 --> 00:28:58.690]   say
[00:28:58.690 --> 00:28:58.860]   as
[00:28:58.860 --> 00:28:59.000]   is
[00:28:59.000 --> 00:28:59.290]   uh
[00:28:59.290 --> 00:28:59.310]   so
[00:28:59.310 --> 00:28:59.520]   now
[00:28:59.520 --> 00:28:59.560]   and
[00:28:59.560 --> 00:28:59.820]   I
[00:28:59.820 --> 00:29:00.180]   think
[00:29:00.180 --> 00:29:00.260]   I
[00:29:00.260 --> 00:29:00.560]   oh
[00:29:00.560 --> 00:29:00.590]   so
[00:29:00.590 --> 00:29:00.710]   it
[00:29:00.710 --> 00:29:00.780]   '
[00:29:00.780 --> 00:29:01.130]  cause
[00:29:01.130 --> 00:29:01.210]   the
[00:29:01.210 --> 00:29:01.960]   one
[00:29:01.960 --> 00:29:02.030]   other
[00:29:02.030 --> 00:29:02.410]   reason
[00:29:02.410 --> 00:29:02.560]   is
[00:29:02.560 --> 00:29:02.860]   that
[00:29:02.860 --> 00:29:02.930]   I
[00:29:02.930 --> 00:29:03.150]   was
[00:29:03.150 --> 00:29:03.860]   thinking
[00:29:03.860 --> 00:29:03.900]   of
[00:29:03.900 --> 00:29:04.120]   the
[00:29:04.120 --> 00:29:04.340]   two
[00:29:04.340 --> 00:29:04.800]   things
[00:29:04.800 --> 00:29:05.130]   that
[00:29:05.130 --> 00:29:05.160]   I
[00:29:05.160 --> 00:29:05.610]   always
[00:29:05.610 --> 00:29:06.060]   wanted
[00:29:06.060 --> 00:29:06.210]   to
[00:29:06.210 --> 00:29:06.360]   do
[00:29:06.360 --> 00:29:06.510]  ,
[00:29:06.510 --> 00:29:06.850]   you
[00:29:06.850 --> 00:29:07.030]   know
[00:29:07.030 --> 00:29:07.200]  ,
[00:29:07.200 --> 00:29:07.480]   like
[00:29:07.480 --> 00:29:07.790]   the
[00:29:07.790 --> 00:29:08.000]   bent
[00:29:08.000 --> 00:29:08.400]   bench
[00:29:08.400 --> 00:29:08.590]  ing
[00:29:08.590 --> 00:29:08.810]   and
[00:29:08.810 --> 00:29:09.040]   this
[00:29:09.040 --> 00:29:09.380]   d
[00:29:09.380 --> 00:29:09.400]  unk
[00:29:09.400 --> 00:29:09.630]  ing
[00:29:09.630 --> 00:29:09.770]  ,
[00:29:09.770 --> 00:29:10.070]   like
[00:29:10.070 --> 00:29:10.190]   that
[00:29:10.190 --> 00:29:10.590]   I
[00:29:10.590 --> 00:29:10.640]  ,
[00:29:10.640 --> 00:29:10.890]   will
[00:29:10.890 --> 00:29:11.110]   bin
[00:29:11.110 --> 00:29:11.900]   be
[00:29:11.900 --> 00:29:11.900]  
[00:29:11.900 --> 00:29:12.070]   not
[00:29:12.070 --> 00:29:12.300]   only
[00:29:12.300 --> 00:29:12.520]   will
[00:29:12.520 --> 00:29:12.580]   I
[00:29:12.580 --> 00:29:12.690]   be
[00:29:12.690 --> 00:29:12.920]   back
[00:29:12.920 --> 00:29:13.050]   to
[00:29:13.050 --> 00:29:13.200]   the
[00:29:13.200 --> 00:29:13.500]   level
[00:29:13.500 --> 00:29:13.600]   of
[00:29:13.600 --> 00:29:13.770]   all
[00:29:13.770 --> 00:29:13.940]   the
[00:29:13.940 --> 00:29:13.990]   s
[00:29:13.990 --> 00:29:14.160]  itt
[00:29:14.160 --> 00:29:14.270]  in
[00:29:14.270 --> 00:29:14.440]  ies
[00:29:14.440 --> 00:29:14.550]  ,
[00:29:14.550 --> 00:29:14.600]   I
[00:29:14.600 --> 00:29:14.830]   will
[00:29:14.830 --> 00:29:15.060]   have
[00:29:15.060 --> 00:29:15.340]   been
[00:29:15.340 --> 00:29:15.460]   the
[00:29:15.460 --> 00:29:15.860]   athlete
[00:29:15.860 --> 00:29:16.090]   that
[00:29:16.090 --> 00:29:16.140]   I
[00:29:16.140 --> 00:29:16.480]   wanted
[00:29:16.480 --> 00:29:16.590]   to
[00:29:16.590 --> 00:29:16.960]   attain
[00:29:16.960 --> 00:29:17.040]  ,
[00:29:17.040 --> 00:29:17.270]   that
[00:29:17.270 --> 00:29:17.330]   I
[00:29:17.330 --> 00:29:17.720]   dreamed
[00:29:17.720 --> 00:29:17.830]   of
[00:29:17.830 --> 00:29:18.000]   att
[00:29:18.000 --> 00:29:18.370]  aining
[00:29:18.370 --> 00:29:18.570]   even
[00:29:18.570 --> 00:29:18.680]   at
[00:29:18.680 --> 00:29:18.790]   my
[00:29:18.790 --> 00:29:19.020]   very
[00:29:19.020 --> 00:29:19.250]   best
[00:29:19.250 --> 00:29:19.530]   when
[00:29:19.530 --> 00:29:19.540]   I
[00:29:19.540 --> 00:29:19.700]   was
[00:29:19.700 --> 00:29:19.870]   in
[00:29:19.870 --> 00:29:20.210]   college
[00:29:20.210 --> 00:29:20.380]  .
[00:29:20.380 --> 00:29:20.430]   I
[00:29:20.430 --> 00:29:20.660]   will
[00:29:20.660 --> 00:29:20.890]   have
[00:29:20.890 --> 00:29:21.410]   surpassed
[00:29:21.410 --> 00:29:21.560]   the
[00:29:21.560 --> 00:29:21.580]   best
[00:29:21.580 --> 00:29:22.440]   athlete
[00:29:22.440 --> 00:29:22.440]   that
[00:29:22.440 --> 00:29:22.490]   I
[00:29:22.490 --> 00:29:22.660]   was
[00:29:22.660 --> 00:29:22.790]   in
[00:29:22.790 --> 00:29:22.880]   my
[00:29:22.880 --> 00:29:23.110]   most
[00:29:23.110 --> 00:29:23.280]   fit
[00:29:23.280 --> 00:29:23.620]   moment
[00:29:23.620 --> 00:29:23.730]   by
[00:29:23.730 --> 00:29:23.780]   a
[00:29:23.780 --> 00:29:24.010]   huge
[00:29:24.010 --> 00:29:24.350]   margin
[00:29:24.350 --> 00:29:24.520]  .
[00:29:24.520 --> 00:29:24.860]   Which
[00:29:24.860 --> 00:29:25.100]   would
[00:29:25.100 --> 00:29:25.210]   be
[00:29:25.210 --> 00:29:25.840]   interesting
[00:29:25.840 --> 00:29:26.010]  .
[00:29:26.010 --> 00:29:26.120]   So
[00:29:26.120 --> 00:29:26.170]   I
[00:29:26.170 --> 00:29:26.340]   was
[00:29:26.340 --> 00:29:26.680]   funny
[00:29:26.680 --> 00:29:26.690]   '
[00:29:26.690 --> 00:29:27.390]  cause
[00:29:27.390 --> 00:29:27.430]   remember
[00:29:27.430 --> 00:29:27.720]   Sarah
[00:29:27.720 --> 00:29:27.950]   Lynn
[00:29:27.950 --> 00:29:28.120]   was
[00:29:28.120 --> 00:29:28.250]   he
[00:29:28.250 --> 00:29:28.460]   said
[00:29:28.460 --> 00:29:28.570]   to
[00:29:28.570 --> 00:29:28.590]   me
[00:29:28.590 --> 00:29:28.850]   she
[00:29:28.850 --> 00:29:29.030]  's
[00:29:29.030 --> 00:29:29.190]   like
[00:29:29.190 --> 00:29:29.420]   yeah
[00:29:29.420 --> 00:29:29.530]  ,
[00:29:29.530 --> 00:29:29.700]   you
[00:29:29.700 --> 00:29:29.930]   know
[00:29:29.930 --> 00:29:30.040]  ,
[00:29:30.040 --> 00:29:30.210]   for
[00:29:30.210 --> 00:29:30.430]  ties
