
[00:00:00.000 --> 00:00:00.100]  
[00:00:00.100 --> 00:00:00.350]   The
[00:24:19.630 --> 00:24:19.820]   and
[00:24:19.820 --> 00:24:20.100]   roll
[00:24:20.100 --> 00:24:20.510]   their
[00:24:20.510 --> 00:24:20.720]   pizza
[00:24:20.720 --> 00:24:20.910]   and
[00:24:20.910 --> 00:24:21.170]   then
[00:24:21.170 --> 00:24:21.300]   uh
[00:24:21.300 --> 00:24:21.490]   eat
[00:24:21.490 --> 00:24:21.810]   pizza
[00:24:21.810 --> 00:24:21.880]   down
[00:24:21.880 --> 00:24:22.340]   at
[00:24:22.340 --> 00:24:22.390]   the
[00:24:22.390 --> 00:24:22.650]   pool
[00:24:22.650 --> 00:24:22.840]   and
[00:24:22.840 --> 00:24:23.100]   then
[00:24:23.100 --> 00:24:23.420]   their
[00:24:23.420 --> 00:24:23.870]   parents
[00:24:23.870 --> 00:24:24.240]   come
[00:24:24.240 --> 00:24:24.480]   pick
[00:24:24.480 --> 00:24:24.520]   up
[00:24:24.520 --> 00:24:24.580]   a
[00:24:24.580 --> 00:24:24.770]   lot
[00:24:24.770 --> 00:24:24.960]   and
[00:24:24.960 --> 00:24:25.150]   eat
[00:24:25.150 --> 00:24:25.600]   fifteen
[00:24:25.600 --> 00:24:25.720]  ,
[00:24:25.720 --> 00:24:26.060]   eight
[00:24:26.060 --> 00:24:26.430]   thirty
[00:24:26.430 --> 00:24:26.900]  .
[00:24:26.900 --> 00:24:27.480]   So [SPEAKER_TURN]
[00:24:27.480 --> 00:24:27.660]   The
[00:24:27.660 --> 00:24:27.900]   lost
[00:24:27.900 --> 00:24:28.150]   uh
[00:24:28.150 --> 00:24:28.200]   you
[00:24:28.200 --> 00:24:28.440]   sent
[00:24:28.440 --> 00:24:28.560]   me
[00:24:28.560 --> 00:24:28.760]   a
[00:24:28.760 --> 00:24:28.860]   text
[00:24:28.860 --> 00:24:29.040]   and
[00:24:29.040 --> 00:24:29.220]   you
[00:24:29.220 --> 00:24:29.490]   were
[00:24:29.490 --> 00:24:29.830]   saying
[00:24:29.830 --> 00:24:30.130]   about
[00:24:30.130 --> 00:24:30.490]   trying
[00:24:30.490 --> 00:24:30.620]   to
[00:24:30.620 --> 00:24:30.790]   set
[00:24:30.790 --> 00:24:30.920]   up
[00:24:30.920 --> 00:24:31.080]   a
[00:24:31.080 --> 00:24:31.620]   Bluetooth
[00:24:31.620 --> 00:24:31.790]   link
[00:24:31.790 --> 00:24:32.200]   between
[00:24:32.200 --> 00:24:32.410]   two
[00:24:32.410 --> 00:24:32.620]   Mind
[00:24:32.620 --> 00:24:32.920]  storm
[00:24:32.920 --> 00:24:33.290]   robots
[00:24:33.290 --> 00:24:33.600]  ? [SPEAKER_TURN]
[00:24:33.600 --> 00:24:33.710]   Oh
[00:24:33.710 --> 00:24:33.760]   I
[00:24:33.760 --> 00:24:33.990]   didn
[00:24:33.990 --> 00:24:34.330]  't
[00:24:34.330 --> 00:24:34.390]   send
[00:24:34.390 --> 00:24:34.500]   you
[00:24:34.500 --> 00:24:34.550]   a
[00:24:34.550 --> 00:24:34.830]   link
[00:24:34.830 --> 00:24:34.860]   I
[00:24:34.860 --> 00:24:35.000]  .
[00:24:35.000 --> 00:24:35.460]   actually
[00:24:35.460 --> 00:24:35.900]   tweeted
[00:24:35.900 --> 00:24:35.990]   it
[00:24:35.990 --> 00:24:36.720]  . [SPEAKER_TURN]
[00:24:36.720 --> 00:24:37.060]   Cool
[00:24:37.060 --> 00:24:37.110]   well
[00:24:37.110 --> 00:24:37.260]   that
[00:24:37.260 --> 00:24:37.520]   sounds
[00:24:37.520 --> 00:24:37.700]   that
[00:24:37.700 --> 00:24:37.810]   so
[00:24:37.810 --> 00:24:37.970]   tell
[00:24:37.970 --> 00:24:38.150]   me
[00:24:38.150 --> 00:24:38.240]   tell
[00:24:38.240 --> 00:24:38.390]   us
[00:24:38.390 --> 00:24:38.550]   about
[00:24:38.550 --> 00:24:38.730]   that
[00:24:38.730 --> 00:24:39.240]  . [SPEAKER_TURN]
[00:24:40.280 --> 00:24:40.340]  
[00:24:40.340 --> 00:24:40.930]   Yeah
[00:24:40.930 --> 00:24:41.190]  .
[00:24:41.190 --> 00:24:41.450]   So
[00:24:41.450 --> 00:24:41.730]   um
[00:24:41.730 --> 00:24:41.730]   well
[00:24:41.730 --> 00:24:42.340]   that
[00:24:42.340 --> 00:24:42.800]   was
[00:24:42.800 --> 00:24:43.270]   something
[00:24:43.270 --> 00:24:43.590]   that
[00:24:43.590 --> 00:24:43.650]   I
[00:24:43.650 --> 00:24:43.880]   was
[00:24:43.880 --> 00:24:44.070]   oh
[00:24:44.070 --> 00:24:44.100]   I
[00:24:44.100 --> 00:24:44.630]   guess
[00:24:44.630 --> 00:24:44.910]   Marco
[00:24:44.910 --> 00:24:44.950]   f
[00:24:44.950 --> 00:24:45.340]   found
[00:24:45.340 --> 00:24:45.410]   a
[00:24:45.410 --> 00:24:46.210]   program
[00:24:46.210 --> 00:24:46.430]   online
[00:24:46.430 --> 00:24:46.820]   where
[00:24:46.820 --> 00:24:46.970]   uh
[00:24:46.970 --> 00:24:47.120]   or
[00:24:47.120 --> 00:24:47.270]   uh
[00:24:47.270 --> 00:24:47.420]   it
[00:24:47.420 --> 00:24:47.650]   was
[00:24:47.650 --> 00:24:47.960]   like
[00:24:47.960 --> 00:24:48.500]   uh
[00:24:48.500 --> 00:24:48.550]   think
[00:24:48.550 --> 00:24:48.650]   it
[00:24:48.650 --> 00:24:48.880]   was
[00:24:48.880 --> 00:24:49.350]   called
[00:24:49.350 --> 00:24:49.660]   like
[00:24:49.660 --> 00:24:49.730]   N
[00:24:49.730 --> 00:24:49.800]  _
[00:24:49.800 --> 00:24:49.860]  X
[00:24:49.860 --> 00:24:49.930]  _
[00:24:49.930 --> 00:24:50.240]   what
[00:24:50.240 --> 00:24:50.630]   was
[00:24:50.630 --> 00:24:50.670]   it
[00:24:50.670 --> 00:24:50.700]   N
[00:24:50.700 --> 00:24:50.770]  _
[00:24:50.770 --> 00:24:50.910]  X
[00:24:50.910 --> 00:24:50.930]  _
[00:24:50.930 --> 00:24:50.980]  T
[00:24:50.980 --> 00:24:51.050]  _
[00:24:51.050 --> 00:24:51.660]  program
[00:24:51.660 --> 00:24:51.660]  s
[00:24:51.660 --> 00:24:51.860]  .
[00:24:51.860 --> 00:24:52.250]  com
[00:24:52.250 --> 00:24:52.350]   and
[00:24:52.350 --> 00:24:52.500]   it
[00:24:52.500 --> 00:24:52.770]   was
[00:24:52.770 --> 00:24:52.900]   uh
[00:24:52.900 --> 00:24:53.030]   in
[00:24:53.030 --> 00:24:53.970]   instructions
[00:24:53.970 --> 00:24:54.190]   on
[00:24:54.190 --> 00:24:54.350]   how
[00:24:54.350 --> 00:24:54.500]   to
[00:24:54.500 --> 00:24:54.890]   build
[00:24:54.890 --> 00:24:54.960]   a
[00:24:54.960 --> 00:24:55.430]   master
[00:24:55.430 --> 00:24:55.660]   and
[00:24:55.660 --> 00:24:55.730]   a
[00:24:55.730 --> 00:24:56.020]   slave
[00:24:56.020 --> 00:24:56.130]   r
[00:24:56.130 --> 00:24:56.520]   uh
[00:24:56.520 --> 00:24:56.730]   robot
[00:24:56.730 --> 00:24:57.040]   that
[00:24:57.040 --> 00:24:57.270]   use
[00:24:57.270 --> 00:24:57.970]   Bluetooth
[00:24:57.970 --> 00:24:58.120]   to
[00:24:58.120 --> 00:24:58.980]   communicate
[00:24:58.980 --> 00:24:59.210]   And
[00:24:59.210 --> 00:24:59.440]  .
[00:24:59.440 --> 00:24:59.610]   so
[00:24:59.610 --> 00:24:59.820]   the
[00:24:59.820 --> 00:25:00.110]   the
[00:25:00.110 --> 00:25:00.280]   the
[00:25:00.280 --> 00:25:00.750]   master
[00:25:00.750 --> 00:25:01.140]   robot
[00:25:01.140 --> 00:25:01.860]   actually
[00:25:01.860 --> 00:25:02.070]   wasn
[00:25:02.070 --> 00:25:02.220]  't
[00:25:02.220 --> 00:25:02.310]   a
[00:25:02.310 --> 00:25:02.680]   robot
[00:25:02.680 --> 00:25:02.830]  ,
[00:25:02.830 --> 00:25:02.980]   it
[00:25:02.980 --> 00:25:03.310]   was
[00:25:03.310 --> 00:25:03.520]   that
[00:25:03.520 --> 00:25:03.800]   you
[00:25:03.800 --> 00:25:04.060]   were
[00:25:04.060 --> 00:25:04.450]   using
[00:25:04.450 --> 00:25:04.680]   the
[00:25:04.680 --> 00:25:04.830]   um
[00:25:04.830 --> 00:25:05.130]   the
[00:25:05.130 --> 00:25:05.210]   um
[00:25:05.210 --> 00:25:05.280]   I
[00:25:05.280 --> 00:25:05.670]   dunno
[00:25:05.670 --> 00:25:05.980]   what
[00:25:05.980 --> 00:25:06.290]   they
[00:25:06.290 --> 00:25:06.670]   call
[00:25:06.670 --> 00:25:06.690]   '
[00:25:06.690 --> 00:25:06.850]  em
[00:25:06.850 --> 00:25:07.050]   the
[00:25:07.050 --> 00:25:07.440]   brick
[00:25:07.440 --> 00:25:07.840]   which
[00:25:07.840 --> 00:25:07.980]  ,
[00:25:07.980 --> 00:25:08.130]   is
[00:25:08.130 --> 00:25:08.520]   kinda
[00:25:08.520 --> 00:25:08.870]   like
[00:25:08.870 --> 00:25:08.900]   a
[00:25:08.900 --> 00:25:09.210]   many
[00:25:09.210 --> 00:25:10.280]   micro
[00:25:10.280 --> 00:25:10.280]  
[00:25:10.280 --> 00:25:10.680]   and
[00:25:10.680 --> 00:25:10.760]   you
[00:25:10.760 --> 00:25:10.880]   don
[00:25:10.880 --> 00:25:11.010]  't
[00:25:11.010 --> 00:25:11.280]   have
[00:25:11.280 --> 00:25:11.410]   uh
[00:25:11.410 --> 00:25:11.600]   you
[00:25:11.600 --> 00:25:11.810]   use
[00:25:11.810 --> 00:25:12.220]   people
[00:25:12.220 --> 00:25:12.420]   the
[00:25:12.420 --> 00:25:12.890]   sensors
[00:25:12.890 --> 00:25:13.020]   so
[00:25:13.020 --> 00:25:13.150]   it
[00:25:13.150 --> 00:25:13.280]  's
[00:25:13.280 --> 00:25:13.550]   like
[00:25:13.550 --> 00:25:13.610]   a
[00:25:13.610 --> 00:25:13.740]   it
[00:25:13.740 --> 00:25:13.870]  's
[00:25:13.870 --> 00:25:14.270]   almost
[00:25:14.270 --> 00:25:14.570]   like
[00:25:14.570 --> 00:25:14.610]   a
[00:25:14.610 --> 00:25:14.670]   s
[00:25:14.670 --> 00:25:14.800]   um
[00:25:14.800 --> 00:25:15.070]   like
[00:25:15.070 --> 00:25:15.130]   a
[00:25:15.130 --> 00:25:15.610]   control
[00:25:15.610 --> 00:25:15.940]   panel
[00:25:15.940 --> 00:25:16.120]   and
[00:25:16.120 --> 00:25:16.560]   then
[00:25:16.560 --> 00:25:16.680]   that
[00:25:16.680 --> 00:25:17.280]   controls
[00:25:17.280 --> 00:25:17.760]   remotely
[00:25:17.760 --> 00:25:17.960]   the
[00:25:17.960 --> 00:25:18.090]   uh
[00:25:18.090 --> 00:25:18.600]   the
[00:25:18.600 --> 00:25:18.630]   other
[00:25:18.630 --> 00:25:18.970]   robot
[00:25:18.970 --> 00:25:19.310]   using
[00:25:19.310 --> 00:25:19.910]   Bluetooth
[00:25:19.910 --> 00:25:20.490]  .
[00:25:20.490 --> 00:25:20.570]   And
[00:25:20.570 --> 00:25:20.830]   so
[00:25:20.830 --> 00:25:20.920]   Col
[00:25:20.920 --> 00:25:21.060]  by
[00:25:21.060 --> 00:25:21.270]   got
[00:25:21.270 --> 00:25:21.620]   it
[00:25:21.620 --> 00:25:21.710]   all
[00:25:21.710 --> 00:25:21.970]   build
[00:25:21.970 --> 00:25:22.170]   and
[00:25:22.170 --> 00:25:22.370]   then
[00:25:22.370 --> 00:25:23.160]   they
[00:25:23.160 --> 00:25:23.240]   started
[00:25:23.240 --> 00:25:23.820]   building
[00:25:23.820 --> 00:25:23.950]   it
[00:25:23.950 --> 00:25:24.090]   on
[00:25:24.090 --> 00:25:24.370]   this
[00:25:24.370 --> 00:25:24.650]   this
[00:25:24.650 --> 00:25:24.790]   on
[00:25:24.790 --> 00:25:24.930]   on
[00:25:24.930 --> 00:25:25.440]   Friday
[00:25:25.440 --> 00:25:25.500]  's
[00:25:25.500 --> 00:25:25.640]   uh
[00:25:25.640 --> 00:25:26.140]   session
[00:25:26.140 --> 00:25:26.450]   and
[00:25:26.450 --> 00:25:26.560]   but
[00:25:26.560 --> 00:25:26.840]   they
[00:25:26.840 --> 00:25:27.050]   ran
[00:25:27.050 --> 00:25:27.270]   out
[00:25:27.270 --> 00:25:27.470]   of
[00:25:27.470 --> 00:25:27.680]   time
[00:25:27.680 --> 00:25:27.820]   so
[00:25:27.820 --> 00:25:28.030]   Col
[00:25:28.030 --> 00:25:28.160]  by
[00:25:28.160 --> 00:25:28.830]   finished
[00:25:28.830 --> 00:25:28.880]   it
[00:25:28.880 --> 00:25:29.110]   up
[00:25:29.110 --> 00:25:29.660]   yesterday
[00:25:29.660 --> 00:25:30.160]   morning
[00:25:30.160 --> 00:25:30.510]   and
[00:25:30.510 --> 00:25:30.540]   he
[00:25:30.540 --> 00:25:30.720]   was
[00:25:30.720 --> 00:25:31.290]   trying
[00:25:31.290 --> 00:25:31.450]   to
[00:25:31.450 --> 00:25:31.500]   get
[00:25:31.500 --> 00:25:31.640]   it
[00:25:31.640 --> 00:25:31.810]   to
[00:25:31.810 --> 00:25:32.060]   work
[00:25:32.060 --> 00:25:32.270]  ,
[00:25:32.270 --> 00:25:32.340]   he
[00:25:32.340 --> 00:25:33.140]   downloaded
[00:25:33.140 --> 00:25:33.260]   the
[00:25:33.260 --> 00:25:34.040]   programming
[00:25:34.040 --> 00:25:34.180]   uh
[00:25:34.180 --> 00:25:34.750]   programs
[00:25:34.750 --> 00:25:35.070]   from
[00:25:35.070 --> 00:25:35.240]   the
[00:25:35.240 --> 00:25:35.380]   um
[00:25:35.380 --> 00:25:35.590]   the
[00:25:35.590 --> 00:25:35.870]   Mind
[00:25:35.870 --> 00:25:36.210]  storm
[00:25:36.210 --> 00:25:36.500]   uh
[00:25:36.500 --> 00:25:36.610]  ,
[00:25:36.610 --> 00:25:36.710]   you
[00:25:36.710 --> 00:25:37.010]   know
[00:25:37.010 --> 00:25:37.130]  ,
[00:25:37.130 --> 00:25:37.910]   development
[00:25:37.910 --> 00:25:38.690]   environment
[00:25:38.690 --> 00:25:38.830]  ,
[00:25:38.830 --> 00:25:39.040]   but
[00:25:39.040 --> 00:25:39.460]   it
[00:25:39.460 --> 00:25:39.500]   wasn
[00:25:39.500 --> 00:25:39.960]  't
[00:25:39.960 --> 00:25:40.280]   working
[00:25:40.280 --> 00:25:40.280]  
[00:25:40.280 --> 00:25:40.450]   And
[00:25:40.450 --> 00:25:40.580]   so
[00:25:40.580 --> 00:25:40.620]   I
[00:25:40.620 --> 00:25:40.730]   uh
[00:25:40.730 --> 00:25:40.790]   I
[00:25:40.790 --> 00:25:40.940]   figured
[00:25:40.940 --> 00:25:41.570]   you
[00:25:41.570 --> 00:25:41.600]   know
[00:25:41.600 --> 00:25:41.710]  ,
[00:25:41.710 --> 00:25:41.770]   I
[00:25:41.770 --> 00:25:41.810]   I
[00:25:41.810 --> 00:25:42.230]   was
[00:25:42.230 --> 00:25:42.230]   kind
[00:25:42.230 --> 00:25:42.400]   of
[00:25:42.400 --> 00:25:42.410]   w
[00:25:42.410 --> 00:25:42.750]   trying
[00:25:42.750 --> 00:25:42.860]   to
[00:25:42.860 --> 00:25:43.440]   understand
[00:25:43.440 --> 00:25:43.850]   what
[00:25:43.850 --> 00:25:44.050]   the
[00:25:44.050 --> 00:25:44.080]   hell
[00:25:44.080 --> 00:25:44.200]   is
[00:25:44.200 --> 00:25:44.510]   going
[00:25:44.510 --> 00:25:44.590]   on
[00:25:44.590 --> 00:25:44.650]   '
[00:25:44.650 --> 00:25:44.960]  cause
[00:25:44.960 --> 00:25:45.050]   it
[00:25:45.050 --> 00:25:45.220]   has
[00:25:45.220 --> 00:25:45.450]   this
[00:25:45.450 --> 00:25:45.560]   it
[00:25:45.560 --> 00:25:45.840]   uses
[00:25:45.840 --> 00:25:46.020]   this
[00:25:46.020 --> 00:25:46.280]   like
[00:25:46.280 --> 00:25:46.310]   I
[00:25:46.310 --> 00:25:46.710]   think
[00:25:46.710 --> 00:25:46.790]   it
[00:25:46.790 --> 00:25:46.880]   was
[00:25:46.880 --> 00:25:46.990]   CA
[00:25:46.990 --> 00:25:47.170]   it
[00:25:47.170 --> 00:25:47.210]  's
[00:25:47.210 --> 00:25:47.560]   called
[00:25:47.560 --> 00:25:47.670]   um
[00:25:47.670 --> 00:25:47.810]   it
[00:25:47.810 --> 00:25:47.950]   was
[00:25:47.950 --> 00:25:48.290]   called
[00:25:48.290 --> 00:25:48.580]  ,
[00:25:48.580 --> 00:25:48.580]   but
[00:25:48.580 --> 00:25:48.690]   it
[00:25:48.690 --> 00:25:48.910]  's
[00:25:48.910 --> 00:25:48.990]   be
[00:25:48.990 --> 00:25:49.020]   it
[00:25:49.020 --> 00:25:49.130]  's
[00:25:49.130 --> 00:25:49.420]   based
[00:25:49.420 --> 00:25:49.530]   on
[00:25:49.530 --> 00:25:49.720]   lab
[00:25:49.720 --> 00:25:49.760]   G
[00:25:49.760 --> 00:25:49.820]  _
[00:25:49.820 --> 00:25:49.860]  A
[00:25:49.860 --> 00:25:49.910]  _
[00:25:49.910 --> 00:25:50.120]   I
[00:25:50.120 --> 00:25:50.150]  .
[00:25:50.150 --> 00:25:50.430]   think
[00:25:50.430 --> 00:25:50.720]   which
[00:25:50.720 --> 00:25:50.830]   is
[00:25:50.830 --> 00:25:51.060]   like
[00:25:51.060 --> 00:25:51.120]   a
[00:25:51.120 --> 00:25:51.650]   graphical
[00:25:51.650 --> 00:25:51.880]   drag
[00:25:51.880 --> 00:25:52.050]   and
[00:25:52.050 --> 00:25:52.290]   drop
[00:25:52.290 --> 00:25:52.930]   programming
[00:25:52.930 --> 00:25:53.040]   uh
[00:25:53.040 --> 00:25:53.690]   environment
[00:25:53.690 --> 00:25:53.860]  .
[00:25:53.860 --> 00:25:54.140]   And
[00:25:54.140 --> 00:25:54.140]   uh
[00:25:54.140 --> 00:25:54.190]   I
[00:25:54.190 --> 00:25:54.560]   was
[00:25:54.560 --> 00:25:54.720]   trying
[00:25:54.720 --> 00:25:54.830]   to
[00:25:54.830 --> 00:25:55.510]   understand
[00:25:55.510 --> 00:25:55.530]   if
[00:25:55.530 --> 00:25:55.590]   I
[00:25:55.590 --> 00:25:55.970]   just
[00:25:55.970 --> 00:25:56.170]   couldn
[00:25:56.170 --> 00:25:56.300]  't
[00:25:56.300 --> 00:25:56.630]   really
[00:25:56.630 --> 00:25:56.980]   figure
[00:25:56.980 --> 00:25:57.200]   out
[00:25:57.200 --> 00:25:57.380]   what
[00:25:57.380 --> 00:25:57.660]   the
[00:25:57.660 --> 00:25:57.780]   hell
[00:25:57.780 --> 00:25:57.890]   it
[00:25:57.890 --> 00:25:58.000]  's
[00:25:58.000 --> 00:25:58.470]   supposed
[00:25:58.470 --> 00:25:58.580]   to
[00:25:58.580 --> 00:25:58.700]   be
[00:25:58.700 --> 00:25:58.980]   doing
[00:25:58.980 --> 00:25:59.150]   And
[00:25:59.150 --> 00:25:59.320]  .
[00:25:59.320 --> 00:25:59.430]   so
[00:25:59.430 --> 00:25:59.620]   I
[00:25:59.620 --> 00:25:59.720]   went
[00:25:59.720 --> 00:25:59.890]   and
[00:25:59.890 --> 00:25:59.950]   I
[00:25:59.950 --> 00:26:00.300]   looked
[00:26:00.300 --> 00:26:00.410]   up
[00:26:00.410 --> 00:26:00.690]   on
[00:26:00.690 --> 00:26:00.700]   the
[00:26:00.700 --> 00:26:00.860]   web
[00:26:00.860 --> 00:26:01.030]   you
[00:26:01.030 --> 00:26:01.140]  ,
[00:26:01.140 --> 00:26:01.370]   know
[00:26:01.370 --> 00:26:01.480]  ,
[00:26:01.480 --> 00:26:01.720]   the
[00:26:01.720 --> 00:26:02.240]   equivalent
[00:26:02.240 --> 00:26:02.300]   N
[00:26:02.300 --> 00:26:02.350]  _
[00:26:02.350 --> 00:26:02.400]  X
[00:26:02.400 --> 00:26:02.450]  _
[00:26:02.450 --> 00:26:02.500]  C
[00:26:02.500 --> 00:26:02.550]  _
[00:26:02.550 --> 00:26:03.090]   program
[00:26:03.090 --> 00:26:03.250]   which
[00:26:03.250 --> 00:26:03.360]  ,
[00:26:03.360 --> 00:26:03.470]   is
[00:26:03.470 --> 00:26:03.580]   at
[00:26:03.580 --> 00:26:03.750]   not
[00:26:03.750 --> 00:26:04.040]   which
[00:26:04.040 --> 00:26:04.390]   stands
[00:26:04.390 --> 00:26:04.570]   for
[00:26:04.570 --> 00:26:04.970]   not
[00:26:04.970 --> 00:26:05.140]   exactly
[00:26:05.140 --> 00:26:05.220]   C
[00:26:05.220 --> 00:26:05.430]  _.
[00:26:05.430 --> 00:26:05.660]   Sort
[00:26:05.660 --> 00:26:05.770]   of
[00:26:05.770 --> 00:26:06.060]   looks
[00:26:06.060 --> 00:26:06.290]   like
[00:26:06.290 --> 00:26:06.520]   kind
[00:26:06.520 --> 00:26:06.630]   of
[00:26:06.630 --> 00:26:06.860]   half
[00:26:06.860 --> 00:26:08.640]   like [SPEAKER_TURN]
[00:26:08.640 --> 00:26:09.310]   Yeah
[00:26:09.310 --> 00:26:09.700]  .
[00:26:09.700 --> 00:26:09.700]  
[00:26:09.700 --> 00:26:09.970]   half
[00:26:09.970 --> 00:26:10.240]   like
[00:26:10.240 --> 00:26:10.300]   C
[00:26:10.300 --> 00:26:10.570]  _.
[00:26:10.570 --> 00:26:10.720]   It
[00:26:10.720 --> 00:26:11.040]   kinda
[00:26:11.040 --> 00:26:11.240]   has
[00:26:11.240 --> 00:26:11.300]   C
[00:26:11.300 --> 00:26:11.390]  _
[00:26:11.390 --> 00:26:12.080]   JavaScript
[00:26:12.080 --> 00:26:12.460]   hybrid
[00:26:12.460 --> 00:26:12.940]  .
[00:26:12.940 --> 00:26:12.950]   And
[00:26:12.950 --> 00:26:13.090]   I
[00:26:13.090 --> 00:26:13.380]   found
[00:26:13.380 --> 00:26:13.400]   a
[00:26:13.400 --> 00:26:13.790]   couple
[00:26:13.790 --> 00:26:14.250]   simpler
[00:26:14.250 --> 00:26:14.790]   programs
[00:26:14.790 --> 00:26:14.980]  .
[00:26:14.980 --> 00:26:15.110]   So
[00:26:15.110 --> 00:26:15.240]   it
[00:26:15.240 --> 00:26:15.410]  's
[00:26:15.410 --> 00:26:15.630]   like
[00:26:15.630 --> 00:26:15.890]   I
[00:26:15.890 --> 00:26:16.030]   can
[00:26:16.030 --> 00:26:16.150]   take
[00:26:16.150 --> 00:26:16.210]   a
[00:26:16.210 --> 00:26:16.470]   look
[00:26:16.470 --> 00:26:16.740]   get
[00:26:16.740 --> 00:26:16.930]   like
[00:26:16.930 --> 00:26:16.990]   a
[00:26:16.990 --> 00:26:17.390]   couple
[00:26:17.390 --> 00:26:17.790]   twenty
[00:26:17.790 --> 00:26:17.920]   or
[00:26:17.920 --> 00:26:18.320]   thirty
[00:26:18.320 --> 00:26:18.580]   line
[00:26:18.580 --> 00:26:18.640]   N
[00:26:18.640 --> 00:26:18.690]  _
[00:26:18.690 --> 00:26:18.820]  X
[00:26:18.820 --> 00:26:18.880]  _
[00:26:18.880 --> 00:26:18.880]  C
[00:26:18.880 --> 00:26:19.470]  _
[00:26:19.470 --> 00:26:19.480]   programs
[00:26:19.480 --> 00:26:19.790]   and
[00:26:19.790 --> 00:26:19.800]  ,
[00:26:19.800 --> 00:26:20.130]   debug
[00:26:20.130 --> 00:26:20.460]   those
[00:26:20.460 --> 00:26:20.970]   much
[00:26:20.970 --> 00:26:20.980]   more
[00:26:20.980 --> 00:26:21.380]   easily
[00:26:21.380 --> 00:26:21.580]  .
[00:26:21.580 --> 00:26:21.770]   So
[00:26:21.770 --> 00:26:21.840]   we
[00:26:21.840 --> 00:26:22.040]   got
[00:26:22.040 --> 00:26:22.170]   as
[00:26:22.170 --> 00:26:22.370]   far
[00:26:22.370 --> 00:26:22.490]   as
[00:26:22.490 --> 00:26:22.800]   that
[00:26:22.800 --> 00:26:22.960]  .
[00:26:22.960 --> 00:26:23.090]   So
[00:26:23.090 --> 00:26:23.150]   I
[00:26:23.150 --> 00:26:23.480]   gotta
[00:26:23.480 --> 00:26:23.540]   I
[00:26:23.540 --> 00:26:23.870]   gotta
[00:26:23.870 --> 00:26:24.330]   program
[00:26:24.330 --> 00:26:24.390]   I
[00:26:24.390 --> 00:26:24.740]   think
[00:26:24.740 --> 00:26:24.850]   we
[00:26:24.850 --> 00:26:25.110]   can
[00:26:25.110 --> 00:26:25.350]   hack
[00:26:25.350 --> 00:26:25.440]   or
[00:26:25.440 --> 00:26:25.570]   or
[00:26:25.570 --> 00:26:25.770]   use
[00:26:25.770 --> 00:26:25.930]   as
[00:26:25.930 --> 00:26:25.960]   a
[00:26:25.960 --> 00:26:26.220]   base
[00:26:26.220 --> 00:26:26.350]  ,
[00:26:26.350 --> 00:26:26.680]   maybe
[00:26:26.680 --> 00:26:26.960]   slim
[00:26:26.960 --> 00:26:27.070]   it
[00:26:27.070 --> 00:26:27.330]   down
[00:26:27.330 --> 00:26:27.400]   a
[00:26:27.400 --> 00:26:27.790]   little
[00:26:27.790 --> 00:26:27.990]   bit
[00:26:27.990 --> 00:26:28.190]   and
[00:26:28.190 --> 00:26:28.450]   just
[00:26:28.450 --> 00:26:28.650]   get
[00:26:28.650 --> 00:26:28.850]   get
[00:26:28.850 --> 00:26:29.310]   that
[00:26:29.310 --> 00:26:29.570]   working
[00:26:29.570 --> 00:26:30.940]   because [SPEAKER_TURN]
[00:26:30.940 --> 00:26:31.040]   So
[00:26:31.040 --> 00:26:31.300]   did
[00:26:31.300 --> 00:26:31.380]   you
[00:26:31.380 --> 00:26:31.560]   get
[00:26:31.560 --> 00:26:31.680]   the
[00:26:31.680 --> 00:26:31.890]   link
[00:26:31.890 --> 00:26:32.160]   going
[00:26:32.160 --> 00:26:32.320]   You
[00:26:32.320 --> 00:26:32.480]  ?
[00:26:32.480 --> 00:26:32.790]   didn
[00:26:32.790 --> 00:26:32.950]  't
[00:26:32.950 --> 00:26:33.030]   you
[00:26:33.030 --> 00:26:33.160]   didn
[00:26:33.160 --> 00:26:33.260]  't
[00:26:33.260 --> 00:26:33.420]   get
[00:26:33.420 --> 00:26:33.580]   the
[00:26:33.580 --> 00:26:33.870]   link
[00:26:33.870 --> 00:26:34.060]  ? [SPEAKER_TURN]
[00:26:34.060 --> 00:26:34.060]  
[00:26:34.060 --> 00:26:34.210]   get
[00:26:34.210 --> 00:26:34.450]   that
[00:26:34.450 --> 00:26:34.560]   far
[00:26:34.560 --> 00:26:34.710]  .
[00:26:34.710 --> 00:26:34.810]   We
[00:26:34.810 --> 00:26:35.080]   ran
[00:26:35.080 --> 00:26:35.110]   out
[00:26:35.110 --> 00:26:35.210]   of
[00:26:35.210 --> 00:26:35.410]   time
[00:26:35.410 --> 00:26:35.510]   we
[00:26:35.510 --> 00:26:35.670]  ,
[00:26:35.670 --> 00:26:35.810]   were
[00:26:35.810 --> 00:26:36.170]   working
[00:26:36.170 --> 00:26:36.270]   on
